MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,MSOA01CD,MSOA01NM,CHGIND,ratio_la_median_price_2001,ratio_la_median_price_2011,ratio_r_median_price_2001,ratio_r_median_price_2011,ratio_la_earnings_2001,ratio_la_earnings_2011,ratio_r_earnings_2001,ratio_r_earnings_2011,ratio_la_nssec_2001,ratio_la_nssec_2011,ratio_r_nssec_2001,ratio_r_nssec_2011,ratio_la_qualification_2001,ratio_la_qualification_2011,ratio_r_qualification_2001,ratio_r_qualification_2011,ratio_la_space_vacant_2001,ratio_la_space_vacant_2011,ratio_la_no_children_2001,ratio_la_no_children_2011,ratio_la_dependent_children_2001,ratio_la_dependent_children_2011,ratio_la_nondependent_children_2001,ratio_la_nondependent_children_2011,ratio_la_retired_2001,ratio_la_retired_2011,ratio_la_student_2001,ratio_la_student_2011,ratio_la_newlybuilt_sale_2001,ratio_la_newlybuilt_sale_2011,ratio_la_owned_2001,ratio_la_owned_2011,ratio_la_rented_2001,ratio_la_rented_2011,ratio_la_migrants_2001,ratio_la_migrants_2011
E02003142,Plymouth 021,E06000026,Plymouth,E12000009,South West,E02003142,Plymouth 021,U,0.823803967327888,0.8045774647887324,0.5487046632124353,0.6175675675675676,1.0,0.886925502838321,0.8272677467324098,0.7462872980304281,0.7627263793220693,0.8363799020037956,0.6155483308566859,0.6575940389643289,0.615282020077169,0.7743512575005455,0.44056460539182546,0.6069149261500724,0.6792341282611319,0.9179749574068278,0.8990431700993337,0.9657850045902701,1.0124447868775175,1.0511443195213168,1.1279637534977989,1.2735787621158507,0.9096094357489884,0.958337314602202,0.6690449408675578,0.5747501609065622,0.6918365076906184,0.0,0.9598190823585914,0.9777732256431619,1.047163844626524,1.018009809244291,1.0,1.9757273028651803
E02003143,Plymouth 022,E06000026,Plymouth,E12000009,South West,E02003143,Plymouth 022,U,1.1513029949436018,1.0387323943661972,0.7668393782383419,0.7972972972972973,1.0,1.0365673838390919,0.8272677467324098,0.8722007312183041,1.20706731660746,1.1772620954918909,0.974147862343224,0.9256087268947896,0.9497964991110086,0.9902715418799661,0.6800893024322359,0.7761472250313671,1.3084256800017735,0.4967386856276268,1.1122483502613658,1.1053511495171275,1.216427248398679,1.1182111144603517,1.0347047098994033,1.1880258335067448,1.165930312591318,1.4055234912451111,0.6464368104526188,0.4709206044657754,1.0431132284627955,0.0,1.1770609099442004,1.1949464779297883,0.6107292232593603,0.7170008058365217,1.0,1.6278202527314005
E02003144,Plymouth 023,E06000026,Plymouth,E12000009,South West,E02003144,Plymouth 023,U,0.9879424348502528,1.0140845070422535,0.6580310880829016,0.7783783783783784,1.0,0.8426455953465554,0.8272677467324098,0.7090287769784173,0.9558295287326228,0.6850947081164473,0.7713896974664066,0.5386478023970238,1.6859652423838245,1.2401436835868558,1.2072132574620067,0.971990043083342,1.5103432302093387,1.3342046470633404,0.8000269684610866,1.020793120142757,0.49371224649390427,0.44074967040920854,0.5541529689251434,0.33120174489069565,0.3955516533894516,0.25394100463169744,3.7395640415970086,3.150783698173245,0.07757920132336814,0.1137078463619767,0.7195879292095492,0.5837815460701217,1.5367172116435832,1.642191679138791,1.0,8.157727599928803
E02003145,Plymouth 024,E06000026,Plymouth,E12000009,South West,E02003145,Plymouth 024,U,1.0809023726176585,0.9859154929577465,0.7199481865284975,0.7567567567567568,1.0,1.0213035251243956,0.8272677467324098,0.859357235523057,1.1910686824579275,1.1552264452706817,0.9612363742739577,0.9082834513884629,1.4624914345574689,1.2750405813839896,1.0471977739150005,0.9993412586257269,0.8701752376876007,1.237081187312997,1.004824359899757,1.0092659551314294,0.8715337099308781,0.8448553253944225,0.7722850260614252,0.8863137582649171,0.9984866610728637,0.8695043494300185,0.93566358737613,1.3083446153724927,0.0,0.08812357881556597,1.06731813943742,0.9566438027903404,0.8919079683859097,1.0508695324820398,1.0,3.9384945000293654
E02003146,Plymouth 025,E06000026,Plymouth,E12000009,South West,E02003146,Plymouth 025,U,1.0657331777518475,0.9859154929577465,0.7098445595854922,0.7567567567567568,1.0,0.9583341509566192,0.8272677467324098,0.8063728033966269,1.0665025845517795,0.9569188355894261,0.8607069370783911,0.7523663834445387,1.4759518742295772,1.3297202732130993,1.0568359448659395,1.0421976765716219,1.4321012913362046,2.0851793781403596,0.9081112355842239,0.9103825542714257,0.7215181775307643,0.7313923583664373,0.7072900630462927,0.6504538848346163,0.6316001944112517,0.44398695614839123,2.391704515126962,2.454494355293039,4.394842537811113,0.0,0.9322186820354884,0.8378426473183911,1.1086703060357126,1.2422545352899124,1.0,5.947392493650626
E02003147,Plymouth 026,E06000026,Plymouth,E12000009,South West,E02003147,Plymouth 026,U,0.5873201089070401,0.8415492957746479,0.3911917098445596,0.6459459459459459,1.0,0.8337157474244867,0.8272677467324098,0.7015149192121714,0.5101011602640451,0.6066970302955268,0.4116704578222085,0.47700853359086187,0.5318937657099831,0.6125339014811761,0.3808555416116345,0.48008699408821176,1.9900212688839145,1.137160140510064,0.6298927364157626,0.6463589632837368,0.9362894954139733,1.1865749112051092,0.6950342887580444,0.7923501069516005,0.5980433692410224,0.6160981959898625,0.9597709492941061,0.5202332761625652,0.0,6.327562144600456,0.327542095361917,0.36416957908790615,2.296776773046758,1.9073649855506443,1.0,2.8860070685597474
E02003148,Plymouth 027,E06000026,Plymouth,E12000009,South West,E02003148,Plymouth 027,U,0.9023726176584986,0.8802816901408451,0.6010362694300518,0.6756756756756757,1.0,0.8549975471301422,0.8272677467324098,0.7194221016629319,0.6620231485539102,0.613044107615022,0.5342771079230931,0.48199884983369146,1.1022947201943578,0.957605624540973,0.7892836497432701,0.7505445897707077,2.6892046343226412,1.3984053632768252,0.6582176542616379,0.7757451393300036,0.44715844513740916,0.4510608551012616,0.41882690861955724,0.3837410680533883,0.4983061279499778,0.35600043178915663,2.959490685831817,2.5757673239847465,0.8059159495612433,0.7631320484611882,0.4154040525766967,0.3651988916399349,2.103780264632812,1.9336068228049854,1.0,7.570349640624681
E02003149,Plymouth 028,E06000026,Plymouth,E12000009,South West,E02003149,Plymouth 028,U,0.7771295215869312,0.8098591549295775,0.5176165803108809,0.6216216216216216,1.0,0.8437010302053403,0.8272677467324098,0.7099168534025239,0.8374802151096893,0.773711234420685,0.6758774345715767,0.6083215228101763,1.1348175672307732,1.028132539134057,0.8125712069987543,0.805821619086856,1.5464137061676757,1.8940842390672143,0.8007617314578276,0.9043982408104114,0.6573962623265246,0.7307649995077555,0.6806170779464238,0.5509616613898894,0.6455145167845644,0.503037121785887,2.030306161006535,1.9067571600145203,0.44628040912015976,0.0,0.7420556420526407,0.6318351978445368,1.4792605811203479,1.513130700768416,1.0,5.274822963724244
E02003150,Plymouth 029,E06000026,Plymouth,E12000009,South West,E02003150,Plymouth 029,U,0.9171528588098017,0.9894366197183099,0.6108808290155441,0.7594594594594595,1.0,0.9407281519377672,0.8272677467324098,0.7915585564335417,0.9145599939220275,1.000364658405224,0.7380836601290418,0.7865251598966293,1.2165211251856494,1.2635378396578256,0.8710739660505847,0.9903257303656035,2.275745560994724,1.68229144743628,0.7230066101425452,0.8281381179966428,0.5290145699969072,0.6033636154902087,0.5405418639276589,0.4539501363462757,0.7344100235216834,0.6691049442231135,1.3228840285387493,1.1555403210237003,0.8125958842231236,3.304634337769097,0.4800107379923555,0.45246928724518454,1.9904866930267104,1.812654263594298,1.0,4.738748192948276
E02003151,Plymouth 030,E06000026,Plymouth,E12000009,South West,E02003151,Plymouth 030,U,1.8514196810579542,1.426056338028169,1.233160621761658,1.0945945945945945,1.0,1.1329616651482235,0.8272677467324098,0.9533099422101663,1.2851674521732086,1.4070278413892665,1.0371775534493677,1.106259391142364,1.3033526140608263,1.2087050921384395,0.9332485126545617,0.9473493516369742,0.5090208681497652,0.6613769593565186,1.2144314283721531,1.126863614948076,0.889884524873932,0.8637852147273054,1.1073929843430663,1.1318155789287507,1.641601399384357,1.695311095300523,0.40451489267597973,0.3850735663976908,1.4256921742716662,0.0,1.3957325623595296,1.4497453064440236,0.2630220476699959,0.3431924152556931,1.0,1.4501186238269639
E02003152,Plymouth 031,E06000026,Plymouth,E12000009,South West,E02003152,Plymouth 031,U,1.384675223648386,1.267605633802817,0.9222797927461139,0.972972972972973,1.0,1.0829840913869226,0.8272677467324098,0.9112572237292134,1.2071063857935558,1.291863681110401,0.974179392617961,1.015712900103689,1.217489265935237,1.2413916614389298,0.8717671905125189,0.9729681733292632,0.8131467426978057,0.8208006642235239,1.1168663851877505,1.0540148464277002,0.9344341718105984,1.0041702861584452,1.1327347835370716,1.2154258922783017,1.416196990046472,1.5302285961682007,0.4547924864500023,0.43254873358592855,0.37318274377376315,0.0,1.3187609053562237,1.3643668520107235,0.41162704333758116,0.4545056185156652,1.0,1.380929710522176
E02003153,Plymouth 032,E06000026,Plymouth,E12000009,South West,E02003153,Plymouth 032,U,1.1513029949436018,1.1549295774647887,0.7668393782383419,0.8864864864864865,1.0,1.0895893195038195,0.8272677467324098,0.9168150725321382,1.302120064030379,1.2648563937173485,1.0508589367281491,0.9944787322862666,0.9870891734437286,1.1206512991992372,0.7067922318455478,0.878335243735313,0.46816182868692885,0.5305853604285392,1.1451084537058975,1.034885217643697,1.1561270238928771,1.1730200775689719,0.9403342089655627,0.9577307639919855,1.3342704021450096,1.4605663096214259,0.5473329088601755,0.43276508346960996,0.10209716472845409,0.10901886104450408,1.287809592318792,1.2776807327064053,0.3198407136796368,0.593399864331663,1.0,1.8367610947193564
E02003154,Torbay 001,E06000027,Torbay,E12000009,South West,E02003154,Torbay 001,U,0.9812121212121212,0.96875,0.838860103626943,0.8378378378378378,1.0,0.8086393453270118,0.8844016592314314,0.7342033258638991,0.7239681968529146,0.7558676208055018,0.575530463751616,0.6189016796959886,0.6297167826072329,0.7344840179285779,0.4520175680135504,0.5539459373256618,0.3695484181943925,0.3118806016236396,0.8853118750588518,0.888582058578357,1.1694145666404159,1.1970650397823215,1.4356260957174065,1.3416551871937736,0.9631462885963151,0.8535570780139772,1.0348218269719196,1.127043923456108,0.2882657458174339,0.0,0.9597987380701632,0.9646945971905464,1.13820999569742,1.08600768871718,1.0,2.0357873179177957
E02003155,Torbay 002,E06000027,Torbay,E12000009,South West,E02003155,Torbay 002,U,0.9690909090909091,0.9375,0.8284974093264249,0.8108108108108109,1.0,0.8623036955251022,0.8844016592314314,0.7829278216770845,1.098878769041256,1.0056400459928572,0.8735718092346102,0.8234144399137889,1.1757984943162965,1.0926676227749568,0.8440009708401602,0.8240870811464466,1.2227809900999496,0.8192139839310143,0.9642199523379013,0.9317560503167898,0.9341213786932137,1.0764861030153028,1.0655672333913864,0.9712761340842989,1.0238256995740136,0.9957807148048397,1.1329081116494342,1.0119641999364566,1.2491515868608412,0.5701514004194517,1.0246686977190451,0.9745546152742735,0.9231942317160945,1.040763924443389,1.0,3.0565716620744383
E02003156,Torbay 003,E06000027,Torbay,E12000009,South West,E02003156,Torbay 003,U,1.0303030303030303,1.0765625,0.8808290155440415,0.9310810810810811,1.0,1.0063421445736183,0.8844016592314314,0.9137073947399458,1.3144112101340293,1.194703988335538,1.0449128796226004,0.9782193134988423,1.1909492669668569,1.1356014272933042,0.8548763605330915,0.856467644925011,0.5511803784692387,0.3946174646403039,1.173769903829157,1.08467194330221,1.1972849805940842,1.419980543519137,0.9669779340874851,1.0272856157868129,0.9658023445658092,0.946562918137861,1.0380759478335382,1.24858714371307,4.34245454119403,2.604056882514487,1.0444307388093024,1.023929292931924,0.8010448237964931,0.9386693258443513,1.0,2.5476535610955557
