MSOA11CD,chg_ratio_la_no_children,chg_ratio_la_dependent_children,chg_ratio_la_nondependent_children,chg_ratio_la_retired,chg_ratio_la_owned,chg_ratio_la_rented,chg_ratio_la_migrants,asc_cluster_yeoJohnson_minmax_labels,asc_cluster_yeoJohnson_minmax_cat
E02000072,-0.14991894848244136,0.16186431062094075,0.025045277910804353,-0.13431499074214026,-0.06528442071297658,-0.21756268295787962,0.9523955802308848,1,GEN
E02000082,0.11807620803528174,-0.054174672002768265,-0.011770651012238398,-0.002526221450475097,0.05058855466184231,0.0834781277575109,0.3789177150227905,1,GEN
E02000163,0.06974465803888386,-0.041576796934174376,-0.09479733249145039,0.07465714716377647,0.035849157411685484,0.0041840549280233175,0.506999406963079,1,GEN
E02000194,0.21590473902219587,0.06234784031176166,0.05075201284032427,-0.030031625456781952,-0.016174015539642705,-0.06743286057802522,1.48762149526039,1,GEN
E02000200,0.013434243910236954,0.13966756571382521,-0.03970567808742065,-0.03436798460330548,-0.1046016652635009,0.16975977142060805,1.4982695876066816,1,GEN
E02000365,0.08236707152804135,-0.11608062169758904,-0.35015512486018074,0.04646157794443129,-0.09267538287885113,0.052936099984776996,1.0181854562745967,1,GEN
E02000367,0.17119103288521553,0.09082294706949545,0.004273993839994716,0.06152190835091731,-0.14362167681854854,0.03960756879552585,0.8925184298979116,1,GEN
E02000369,0.17260318749817727,-0.008694318087718145,-0.09127010115184886,-0.12649010984231013,0.16070526729052043,-0.18688319387900254,0.5237546030491409,1,GEN
E02000371,-0.11026498933396423,-0.017551588490260506,-0.19793804041537844,-0.47670045421909035,-0.15212630693708185,0.02952849844640615,1.492195440859517,1,GEN
E02000393,-0.03603697906717618,0.3248098062846717,-0.07840232747157583,0.035097255840699226,0.10585063841281728,0.04281566362883804,0.7638036352774715,1,GEN
E02000271,0.017210216377086196,0.2193095277182966,-0.02224399937437882,0.12849917800300648,0.08999816836053576,-0.007924177860407555,1.3274583034972136,1,GEN
E02000276,0.06762816134363892,0.34191903969006143,0.034171099937532534,0.05990524902470207,0.11006698306282248,0.012067483277099722,1.4296280887449835,1,GEN
E02000284,0.19050682618835468,0.06171414616063309,0.007744577366873173,0.07896200815145171,0.112592913798512,-0.07088717289921453,0.938515649532186,1,GEN
E02000304,0.2486853135347924,-0.03863308416909783,-0.04478864214072531,0.055610665465971154,0.13262460213827887,0.004038110980160714,0.7739955506347642,1,GEN
E02000316,0.38424753909900466,-0.01091163970153497,-0.13713890983832255,-0.14079924976494285,0.004255911163578097,-0.20262395243217624,1.9644210034616347,1,GEN
E02000364,0.11909538804387765,-0.043857478150030604,-0.07867589697709942,0.1783391068960547,0.02691383833751604,0.031120120254386263,1.1027002614023234,1,GEN
E02000510,-0.0498408558628578,0.014142616899193827,-0.01331414870488179,-0.03456088806220792,-0.01100118191104893,0.0589608011219116,1.0479371117581402,1,GEN
E02000513,-0.15958252927131822,0.21852452888900986,0.06330684202319092,-0.11726379822995103,-0.047670180350736224,-0.0993662285014012,0.4663831214338121,1,GEN
E02000676,0.15191122977984106,0.04477063110432822,0.02411798217848793,0.06768660567550655,0.04643575321511162,0.014780273287957058,0.6058431481827804,1,GEN
E02000679,-0.06752712927950666,0.08202155521373145,0.13903351012860043,-0.030542244749116376,-0.037827089962272575,0.020584279179496345,0.800350569389213,1,GEN
E02000680,0.07655018488211685,0.10449585598404987,-0.022380915141239854,0.1009121321074069,0.013440650190220782,-0.021583615013626378,0.8130641065485649,1,GEN
E02000699,0.19759818897118597,0.2041426603451455,-0.04355221226707262,0.15072691993867005,0.0242389446195026,0.017072176089715452,0.9602653578919467,1,GEN
E02000726,0.5854076538597356,-0.1281433284663801,-0.31141783904263787,-0.11791083039955674,-0.03720433514993171,-0.08017141372449976,2.5465875287551065,1,GEN
E02000632,-0.06830237170975595,-0.00170358684630878,-0.1338435697221274,-0.04296030064008627,-0.20992335589483901,0.14392446844357587,1.4657724716939895,1,GEN
E02000635,0.1518197064271649,0.00927239018918824,-0.0008639359465512086,0.10466221432472478,-0.06679375204488802,0.017945524564705106,0.4737961504608703,1,GEN
E02000747,1.0278218679727633,-0.3275698950671784,-0.5364462106636954,0.01332375709521183,0.027830251223364022,-0.2001468958005781,1.7423428444411897,1,GEN
E02000750,0.4917950229446888,0.08001807255838278,-0.1521544818058148,-0.07115631951890122,0.06714367116856046,-0.10397241392536194,1.9796841592497936,1,GEN
E02000765,0.056023013501999896,-0.015264414092914347,0.014838884469053237,-0.13317348286474684,0.010058857405873978,0.08179613603700053,0.8135628030414133,1,GEN
E02000769,-0.19815558037615777,0.1405246277258717,0.09946988691502379,-0.3469763244135934,-0.08720203989912911,0.27682565049729546,0.7665407787551068,1,GEN
E02000534,-0.12552119413172425,0.16488921959969094,-0.1782204701980843,-0.03175562893492612,-0.07291858253028805,0.22150494655048325,0.9121764954586531,1,GEN
E02000550,-0.010460527075901949,-0.013708920776462019,-0.08014922361371968,-0.12765352971128918,-0.10050285416294624,-0.009749378990191238,0.5978342066993114,1,GEN
E02000552,-0.18184388888679792,0.25268983169984227,0.007540890914940368,-0.22933867916253314,-0.04505108844305572,0.2059472966314153,1.136346066943351,1,GEN
E02000564,0.21294991663881802,0.07851552514754356,-0.31883432786570576,-0.04831335629427835,-0.13631573277807252,0.019294424746327365,0.5817186382638702,1,GEN
E02000808,0.29402493379515904,-0.12562037657930147,-0.019983288311417602,-0.008977549549816999,0.04500826460117657,-0.014222449140373739,1.2124722264489942,1,GEN
E02000809,0.05049575414194485,-0.04958429190101088,-0.12276296139530651,0.01451181418177605,-0.0619034667063898,0.048644299974254235,1.0138656540144417,1,GEN
E02000810,0.08287206944484116,0.009468423400808335,-0.11632133015304669,-0.16587608515395413,0.07969569924908937,-0.10365521031017932,0.6189703426306798,1,GEN
E02000812,0.11805160081639599,-0.011433286441039026,-0.13575179734889797,-0.19211350456254095,0.09263611392551452,-0.057285980893805544,1.012688481646161,1,GEN
E02000661,0.11053475360726606,0.1606776943445537,-0.20265438717935214,0.027953182375665797,0.04813051801833579,-0.024518275216883212,0.9529908954991191,1,GEN
E02000665,-0.0451479077393806,0.11910577501965025,-0.20630323076764434,0.10628418236032333,-0.022718078899639726,0.04576908832523496,0.5860230676439186,1,GEN
E02000668,-0.03999116079876153,0.1975155301618159,0.002598490043304258,-0.02973664954798494,0.02586971609069133,0.08971539403815099,0.4584053376413044,1,GEN
E02000671,0.02875179417310103,0.10153739039609988,-0.005701363893118594,-0.09054854210496255,0.038553514330801786,0.0040058142194665525,0.7003611459906929,1,GEN
E02000430,0.1315601677470135,0.11618333784189872,-0.10993430154952977,-0.031782277995069164,0.04552445731488963,-0.023575409400937608,1.1858732077386565,1,GEN
E02000431,0.023921775245999033,0.19513057612638401,-0.04005975778142529,0.06019004911649639,0.0932583500942088,-0.02614851812967922,1.2768096104271645,1,GEN
E02000441,0.06622578716372352,0.09856257808009905,-0.05574057483340589,0.04112248898556503,0.06260266615106558,-0.21429713779416915,0.7733316706643201,1,GEN
E02000448,0.1740673877693757,0.12195026165856415,-0.1731434862212513,0.09432717041981786,0.08344469886671657,-0.06226799189314003,0.6767645074902859,1,GEN
E02000590,0.023493934662686677,0.15616023786032007,-0.025481479514275707,-0.1683274880564657,0.024710860756975817,-0.07170585243539929,0.5091259970283353,1,GEN
E02000599,-0.03847581416448598,0.003302902557718257,0.02631993907532104,0.11774702352950328,0.05933478786888924,0.03138219107528517,0.7609636592590321,1,GEN
E02000620,0.05082959626479233,0.10581229646660895,-0.1866772238514871,-0.15711448114570803,0.12663338313476713,-0.10335599695281616,0.5657583070996828,1,GEN
E02000943,-0.005521660412225682,0.11622759188116416,-0.06595629729317876,0.14671600169365662,0.008817993423842374,0.019773921617563528,0.7786718856239685,1,GEN
E02000831,-0.005426142508963894,0.2230272593618351,-0.2475351559461788,0.013830096514330537,-0.15701760747132698,0.048774174975011575,0.5016804984711565,1,GEN
E02000884,-0.05281594146579449,-0.23527148126530184,-0.06306531130534299,0.18073267359462497,-0.05907347464449353,0.02029640369492558,1.2107029700348617,1,GEN
E02000909,0.09206694128714932,0.1814504404804349,-0.14140083727144837,0.016415789398902092,0.02128058934275301,-0.002904268235218832,1.1250662318067928,1,GEN
E02000834,0.1084957221928391,0.10538941550420589,-0.018642218146450173,0.2649073073508337,-0.19623000229331056,0.10840279003308062,0.6427214894927713,1,GEN
E02000845,0.08785115564240509,0.06403734573450715,-0.08435449807607731,-0.07725547996078952,-0.07587108421682376,0.2989835421246617,0.7649676114288768,1,GEN
E02000868,0.19995664163653226,0.05441168552991038,-0.158042603408859,0.16402262302275206,-0.09019261447459703,0.04680420578845601,0.7479599329431312,1,GEN
E02000872,0.11547964380662934,-0.07522134992399543,0.003612067458924062,-0.08817316539807407,0.05238649605710477,-0.012990397570617374,0.7839208606101342,1,GEN
E02000878,-0.05975132065868438,-0.24176851152375378,0.1878976578949304,0.05940008188233148,0.04353276013138041,-0.0003452735834410525,0.7950507756550189,1,GEN
E02006918,0.004370440435516154,0.22960196379198372,-0.16382591932117907,0.0005629915917544359,-0.08746394305073624,0.013166092651794692,0.6831146774357939,1,GEN
E02006930,0.372809957369564,-0.04251093877236711,-0.1458726415769489,0.11545887486815687,0.1713845820840051,-0.1668268362402755,1.432061477745454,1,GEN
E02006931,0.32890200875743414,0.06592204599595919,-0.029133747132064958,0.10270850118368569,0.15089974543906637,-0.15809045226592278,1.3461335839162158,1,GEN
E02006854,0.2575918496299199,0.012736573052990918,-0.3826977239850647,-0.11877483881390571,0.16546814248791053,-0.06616250967531911,1.2994742071886631,1,GEN
E02006801,0.2068388603955834,-0.009168078732612495,0.11972281119080896,0.04550269912526361,0.09409281896984956,0.048612834863493326,0.893573479597584,1,GEN
E02006791,0.0554029359213275,0.21287198483731928,0.012117535096244358,0.26320737808328043,0.056057694530106006,-0.07913889800115625,1.9467679851144362,1,GEN
E02006840,-0.01979050266914717,0.057380156232844204,0.0755952661316277,0.01807383444156141,0.05135413658473453,-0.04367517480654559,1.1219516826534068,1,GEN
