MSOA01CD,tenure_all_2001,owned_2001,rented_2001,owned_2001_pct,rented_2001_pct
E02005300,2017,1552,424,0.769459593,0.210213188
E02005301,2732,1916,691,0.701317716,0.252928258
E02005302,2216,2018,165,0.910649819,0.074458484
E02005303,2585,1412,1041,0.54622824,0.40270793
E02005304,3223,2780,315,0.862550419,0.097735029
E02005305,2787,2418,274,0.867599569,0.098313599
E02005306,2760,2287,337,0.828623188,0.122101449
E02005307,3386,2663,610,0.786473715,0.180153574
E02005308,2694,2355,230,0.874164811,0.085374907
E02005309,3513,2999,433,0.853686308,0.123256476
E02005310,2904,1906,845,0.656336088,0.290977961
E02005311,2234,1892,258,0.84691137,0.115487914
E02005312,2434,1864,501,0.765817584,0.205834018
E02005313,3536,1567,1786,0.443156109,0.505090498
E02005314,2783,1715,934,0.616241466,0.335609055
E02005315,3254,2927,244,0.899508297,0.074984634
E02005316,2178,1081,996,0.496326905,0.457300275
E02005317,2976,1333,1476,0.447916667,0.495967742
E02005318,2924,2285,562,0.781463748,0.192202462
E02005319,4126,2800,1167,0.678623364,0.282840524
E02005320,2319,1931,326,0.832686503,0.140577835
E02005321,2635,1840,707,0.69829222,0.268311195
E02005322,4191,3713,341,0.885946075,0.081364829
E02005323,2819,1957,776,0.694217808,0.27527492
E02005324,2086,1622,341,0.777564717,0.163470757
E02005325,3656,3150,380,0.861597374,0.103938731
E02005326,3965,3211,656,0.809836066,0.165447667
E02005327,2152,1839,211,0.854553903,0.098048327
E02005328,3268,3046,162,0.932068543,0.049571603
E02005329,3672,2973,594,0.809640523,0.161764706
E02005330,3471,3255,152,0.937770095,0.043791415
E02005331,3397,2826,478,0.831910509,0.140712393
E02005332,3538,3278,210,0.926512154,0.059355568
E02001327,2763,1092,1518,0.395222584,0.549402823
E02001328,3322,2779,439,0.83654425,0.132149308
E02001329,3349,1252,1893,0.373842938,0.565243356
E02001330,3676,2266,1269,0.616430903,0.345212187
E02001331,4156,2389,1597,0.574831569,0.384263715
E02001332,3109,1101,1843,0.354133162,0.592795111
E02001333,3543,1873,1485,0.528648038,0.419136325
E02001334,2985,774,2063,0.259296482,0.691122278
E02001335,3050,2413,548,0.791147541,0.179672131
E02001336,3033,1040,1815,0.342894824,0.598417409
E02001337,2388,1564,731,0.654941374,0.306113903
E02001338,2419,1446,881,0.597767673,0.364200083
E02001339,2915,1670,1112,0.572898799,0.381475129
E02001340,3691,3274,349,0.887022487,0.094554321
E02001341,3136,1650,1348,0.526147959,0.429846939
E02001342,2809,2636,135,0.938412246,0.048059808
E02001343,2616,2375,191,0.907874618,0.073012232
E02001344,2283,1450,712,0.635129216,0.311870346
E02001345,2352,2105,149,0.894982993,0.06335034
E02001346,2958,1495,1293,0.50540906,0.437119675
E02001347,3199,1791,1272,0.559862457,0.397624258
E02001348,3043,2232,755,0.733486691,0.248110417
E02001349,2986,2294,637,0.768251842,0.213328868
E02001350,3365,1409,1791,0.41872214,0.532243685
E02001351,3597,1521,1956,0.422852377,0.543786489
E02001352,2539,1186,1266,0.467113037,0.498621505
E02001353,3015,2510,385,0.832504146,0.127694859
E02001354,3109,1456,1527,0.468317787,0.491154712
E02001355,3117,1651,1375,0.52967597,0.441129291
E02001356,3121,821,2164,0.263056713,0.69336751
E02001357,2891,1126,1645,0.389484607,0.569007264
E02001358,3370,1837,1445,0.545103858,0.428783383
E02001359,2220,1608,564,0.724324324,0.254054054
E02001360,3697,1270,2301,0.343521774,0.622396538
E02001361,3236,1814,1307,0.560568603,0.403893696
E02001362,3180,2037,1030,0.640566038,0.323899371
E02001363,3187,1228,1832,0.385315344,0.574835268
E02001364,3442,1235,2111,0.358803021,0.613306217
E02001365,3923,2278,1550,0.580678053,0.395105786
E02001366,3865,2303,1477,0.595860285,0.382147477
E02001367,3697,2979,643,0.805788477,0.173924804
E02001368,3189,574,2446,0.179993728,0.767011602
E02001369,2870,695,2036,0.242160279,0.709407666
E02001370,2874,697,2072,0.242519137,0.720946416
E02001371,3194,1504,1582,0.470882905,0.495303694
E02001372,2592,1503,974,0.579861111,0.375771605
E02001373,3721,2296,1320,0.617038431,0.354743349
E02001374,3646,1325,2227,0.363411958,0.610806363
E02001375,3186,1981,1112,0.6217828,0.349026993
E02001376,3559,1440,2007,0.404608036,0.56392245
E02001377,3785,980,2620,0.258916777,0.692206077
E02001378,3189,1768,1292,0.55440577,0.405142678
E02001379,2906,1019,1724,0.35065382,0.593255334
E02001380,3016,2502,471,0.829575597,0.156167109
E02001381,4139,1901,2119,0.459289683,0.51195941
E02001382,2851,2506,305,0.878989828,0.106980007
E02001383,2857,334,2393,0.116905845,0.83759188
E02001384,3516,1559,1808,0.443401593,0.514220705
E02001385,2903,543,2235,0.187047882,0.769893214
E02001386,3884,1416,2267,0.364572606,0.583676622
E02001387,3037,2673,306,0.88014488,0.100757326
E02001388,2871,1860,926,0.647857889,0.322535702
E02001389,3530,716,2685,0.202832861,0.760623229
E02001390,3567,846,2528,0.237174096,0.708718811
E02001391,2532,1104,1309,0.436018957,0.516982622
E02001392,2579,2287,241,0.886777821,0.093447073
E02001393,2783,2599,140,0.933884298,0.050305426
E02001394,3694,1675,1859,0.453438008,0.503248511
E02001395,2498,2154,302,0.862289832,0.120896717
E02001396,3216,1712,1414,0.532338308,0.439676617
E02001397,3531,2282,1149,0.646275843,0.325403568
E02001398,3251,1803,1347,0.554598585,0.414334051
E02001399,2849,2506,307,0.87960688,0.107757108
E02001400,2720,1708,913,0.627941176,0.335661765
E02001401,3022,2534,423,0.838517538,0.139973527
E02001402,3183,2375,732,0.746151429,0.229971725
E02001403,2734,1376,1263,0.50329188,0.461960497
E02001404,2737,1179,1463,0.43076361,0.534526854
E02001405,3856,1296,2387,0.336099585,0.61903527
E02001406,3484,2964,424,0.850746269,0.121699196
E02001407,2612,2203,356,0.843415008,0.136294028
E02001408,2372,2053,268,0.865514334,0.112984823
E02001409,4337,2893,1228,0.667050957,0.283145031
E02001410,2448,1572,775,0.642156863,0.316584967
E02001411,2370,1824,470,0.769620253,0.198312236
E02001412,3606,2632,847,0.72989462,0.234886301
E02001413,4139,3027,971,0.731336072,0.234597729
E02001414,2182,2064,95,0.945921173,0.043538038
E02001415,2529,1455,958,0.575326216,0.378805852
E02001416,2542,1166,1249,0.458693942,0.491345397
E02001417,3565,1840,1543,0.516129032,0.432819074
E02001418,2276,1320,834,0.579964851,0.366432337
E02001419,3129,1574,1397,0.503036114,0.44646852
E02001420,4123,2659,1325,0.644918748,0.321367936
E02001421,4464,3307,1019,0.740815412,0.228270609
E02001422,2351,1015,1201,0.431731178,0.510846448
E02001423,2499,2030,405,0.81232493,0.162064826
E02001424,4702,2604,1841,0.553806891,0.391535517
E02001425,4482,3293,1064,0.734716644,0.237394021
E02001426,2465,1947,451,0.789858012,0.18296146
E02001427,3720,2203,1357,0.592204301,0.364784946
E02001428,2299,2134,138,0.928229665,0.060026098
E02001429,3131,2823,247,0.901628873,0.078888534
E02001430,3024,2677,294,0.885251323,0.097222222
E02001431,3496,2509,868,0.717677346,0.248283753
E02001432,4060,1921,1946,0.473152709,0.479310345
E02001433,3096,2455,568,0.792958656,0.183462532
E02001434,2772,2291,397,0.826479076,0.143217893
E02001435,3341,2336,884,0.699191859,0.26459144
E02001436,3473,2903,489,0.835876764,0.140800461
E02001437,4029,3119,767,0.774137503,0.190369819
E02001438,3083,2693,325,0.873499838,0.105416802
E02001439,2741,2038,595,0.743524261,0.217074061
E02001440,2647,2534,78,0.957310162,0.029467321
E02001441,2774,2628,108,0.947368421,0.038932949
E02001442,2530,2185,272,0.863636364,0.107509881
E02001443,2332,2172,120,0.931389365,0.051457976
E02001444,2428,2218,160,0.913509061,0.065897858
E02001445,2927,2690,192,0.919029723,0.065596174
E02001446,2924,2676,201,0.915184679,0.06874145
E02001447,2534,2168,301,0.855564325,0.11878453
E02001448,2787,2571,155,0.922497309,0.055615357
E02001449,3866,3044,723,0.787377134,0.187015003
E02001450,3453,3093,306,0.895742832,0.088618593
E02001451,2829,1543,1165,0.545422411,0.411806292
E02001452,2916,1260,1500,0.432098765,0.514403292
E02001453,3500,3089,365,0.882571429,0.104285714
E02001454,2709,2393,269,0.88335179,0.099298634
E02001455,2822,2495,279,0.884124734,0.098866052
E02001456,3041,2417,543,0.794804341,0.178559684
E02001457,2890,1359,1340,0.470242215,0.46366782
E02001458,3150,2389,695,0.758412698,0.220634921
E02001459,2682,1674,917,0.624161074,0.341909023
E02001460,3648,1671,1811,0.458059211,0.496436404
E02001461,2950,2110,747,0.715254237,0.253220339
E02001462,3225,1394,1741,0.432248062,0.539844961
E02001463,2838,1504,1230,0.529950669,0.433403805
E02001464,3048,1633,1306,0.535761155,0.42847769
E02001465,3532,1037,2346,0.293601359,0.664212911
E02001466,3620,2215,1310,0.611878453,0.361878453
E02001467,3387,2311,986,0.682314733,0.291113079
E02001468,3035,2218,751,0.730807249,0.247446458
E02001469,3375,2777,504,0.822814815,0.149333333
E02001470,3402,3035,316,0.892122281,0.092886537
E02001471,3160,1934,1082,0.612025316,0.342405063
E02001472,2603,1956,584,0.751440645,0.224356512
E02001473,3156,2481,574,0.786121673,0.181875792
E02001474,3244,1443,1663,0.444821208,0.512638718
E02001475,2781,1124,1518,0.404171161,0.545846818
E02001476,3181,1720,1355,0.540710468,0.425966677
E02001477,3255,861,2230,0.264516129,0.685099846
E02001478,3375,2487,758,0.736888889,0.224592593
E02001479,2531,2330,143,0.920584749,0.056499407
E02001480,3180,2650,428,0.833333333,0.134591195
E02001481,3129,2535,522,0.810162991,0.166826462
E02001482,3673,946,2563,0.257555132,0.697794718
E02001483,3124,2818,246,0.902048656,0.078745198
E02001484,3328,2700,528,0.811298077,0.158653846
E02001485,2532,1277,1150,0.504344392,0.454186414
E02001486,3799,2477,1193,0.652013688,0.314030008
E02001487,3905,2128,1638,0.544942382,0.419462228
E02001488,3425,2450,847,0.715328467,0.24729927
E02001489,3632,3362,194,0.925660793,0.053414097
E02001490,3026,2773,193,0.916391276,0.063780568
E02001491,3049,1528,1355,0.501147917,0.444408003
E02001492,3445,2596,736,0.753555878,0.213642961
E02001493,3302,1393,1788,0.421865536,0.541490006
E02001494,2914,2730,142,0.936856555,0.048730268
E02001495,3126,2246,760,0.718490083,0.243122201
E02001496,2392,1964,368,0.821070234,0.153846154
E02001497,3371,1816,1423,0.538712548,0.422129932
E02001498,3009,2517,425,0.836490528,0.141242938
E02001499,2887,2616,212,0.906130932,0.073432629
E02001500,3172,2817,284,0.888083228,0.089533417
E02001501,3200,2714,421,0.848125,0.1315625
E02001502,3360,2514,763,0.748214286,0.227083333
E02001503,3301,2602,608,0.788245986,0.18418661
E02001504,2970,2710,157,0.912457912,0.052861953
E02001505,2671,1998,606,0.748034444,0.226881318
E02001506,3656,3526,82,0.964442013,0.022428884
E02001507,2949,2780,134,0.942692438,0.045439132
E02001508,3331,2509,728,0.753227259,0.218552987
E02002684,3994,3444,428,0.86229344,0.107160741
E02002685,3592,3008,465,0.837416481,0.129454343
E02002686,3479,1483,1794,0.426271917,0.515665421
E02002687,2554,1624,828,0.635865309,0.324197338
E02002688,2487,1404,992,0.564535585,0.398874146
E02002689,2285,1674,486,0.732603939,0.212691466
E02002690,5206,4111,928,0.78966577,0.178255859
E02002691,3005,2332,452,0.776039933,0.150415973
E02002692,3111,2753,291,0.884924462,0.093539055
E02002693,2480,1951,385,0.786693548,0.155241935
E02002694,4271,3146,896,0.736595645,0.209786935
E02002695,3524,2752,654,0.78093076,0.185584563
E02002696,2322,1780,370,0.766580534,0.159345392
E02002697,2826,2354,347,0.832979476,0.122788393
E02002698,2682,2142,443,0.798657718,0.165175242
E02002699,3829,3509,252,0.916427266,0.065813528
E02002700,2720,1337,1237,0.491544118,0.454779412
E02002701,3055,2554,366,0.836006547,0.119803601
E02002702,4228,3039,1035,0.718779565,0.244796594
E02002703,3373,2941,342,0.871924103,0.101393418
E02002704,3018,2580,340,0.854870775,0.112657389
E02002705,2712,2360,286,0.87020649,0.105457227
E02002706,2959,2496,410,0.843528219,0.138560324
E02002707,2709,2373,248,0.875968992,0.091546696
E02002708,2755,2030,632,0.736842105,0.229401089
E02002709,2908,2371,441,0.815337001,0.151650619
E02002710,3075,2617,389,0.851056911,0.126504065
E02002711,3110,2954,110,0.949839228,0.035369775
E02002712,3047,2550,405,0.836888743,0.132917624
E02002713,3492,2869,543,0.821592211,0.155498282
E02002714,3014,2482,406,0.823490378,0.134704711
E02002715,3777,3327,367,0.880857824,0.097167064
E02002716,2967,2505,381,0.844287159,0.128412538
E02002717,3376,2328,934,0.68957346,0.276658768
E02002718,3148,2839,236,0.90184244,0.074968234
E02002719,2243,1903,288,0.848417298,0.128399465
E02002720,2428,2195,183,0.904036244,0.075370675
E02002721,2448,1718,595,0.701797386,0.243055556
E02002722,3640,2305,1142,0.633241758,0.313736264
E02002723,3400,2595,698,0.763235294,0.205294118
E02002724,3525,2006,1354,0.569078014,0.384113475
E02002725,2315,1853,381,0.800431965,0.164578834
E02002652,2796,1152,1548,0.412017167,0.553648069
E02002653,3553,978,2395,0.275260343,0.674078244
E02002654,3230,576,2474,0.178328173,0.765944272
E02002655,3144,964,2021,0.306615776,0.642811705
E02002656,2519,2239,229,0.88884478,0.090909091
E02002657,2880,2325,482,0.807291667,0.167361111
E02002658,2913,2228,598,0.764847237,0.205286646
E02002659,4523,1206,3101,0.266637188,0.685606898
E02002660,3061,1519,1400,0.496243058,0.457366874
E02002661,3228,1564,1510,0.484510533,0.467781908
E02002662,3541,1616,1746,0.456368258,0.493081051
E02002663,2119,1415,583,0.667767815,0.275129778
E02002664,2809,2558,207,0.910644357,0.073691705
E02002665,3194,2500,629,0.782717595,0.196931747
E02002666,3138,1214,1782,0.386870618,0.567877629
E02002667,3200,2401,704,0.7503125,0.22
E02002668,4096,702,3134,0.171386719,0.765136719
E02002669,3316,1798,1414,0.542219542,0.42641737
E02002670,3534,1755,1604,0.496604414,0.453876627
E02002671,2860,1840,909,0.643356643,0.317832168
E02002672,2941,944,1847,0.320979259,0.628017681
E02002673,3243,2482,681,0.765340734,0.209990749
E02002674,3219,2399,721,0.745262504,0.223982603
E02002675,3375,784,2371,0.232296296,0.702518519
E02002676,3348,2140,1078,0.639187575,0.321983274
E02002677,3902,2174,1581,0.557150179,0.405176832
E02002678,3276,2406,781,0.734432234,0.238400488
E02002679,3287,2215,946,0.673866748,0.287800426
E02002680,3548,623,2658,0.175591883,0.749154453
E02002681,3120,1391,1587,0.445833333,0.508653846
E02002682,3678,1748,1775,0.475258293,0.482599239
E02002683,3695,2030,1454,0.549391069,0.393504736
E02002726,4283,3022,1127,0.705580201,0.263133318
E02002727,3068,701,2174,0.228487614,0.708604954
E02002728,3557,2177,1258,0.612032612,0.353668822
E02002729,2420,1668,654,0.689256198,0.270247934
E02002730,3033,2052,909,0.676557864,0.299703264
E02002731,2371,1531,775,0.645719106,0.326866301
E02002732,2694,2343,287,0.869710468,0.106533036
E02002733,2689,1967,645,0.731498698,0.239866121
E02002734,2328,1633,618,0.701460481,0.265463918
E02002735,2217,1744,414,0.786648624,0.186738836
E02002736,2308,1470,754,0.636915078,0.326689775
E02002737,2904,2541,302,0.875,0.10399449
E02002738,3008,2474,485,0.822473404,0.161236702
E02002739,2767,1962,688,0.709071196,0.248644742
E02002740,2413,1496,832,0.619975135,0.344799005
E02002741,3517,2841,544,0.807790731,0.154677282
E02002742,2370,2028,308,0.855696203,0.129957806
E02002743,2619,1723,803,0.657884689,0.306605575
E02002744,2783,981,1646,0.352497305,0.591448078
E02002745,3076,2808,209,0.912873862,0.067945384
E02002746,3278,2832,365,0.863941428,0.111348383
E02002747,3084,2854,200,0.92542153,0.064850843
E02002748,3268,2773,408,0.848531212,0.124847001
E02002749,3997,2919,935,0.730297723,0.233925444
E02002750,2273,1865,348,0.82050154,0.153101628
E02002751,2552,1957,508,0.76684953,0.199059561
E02002752,2613,1944,560,0.743972445,0.21431305
E02002753,3710,2930,651,0.789757412,0.175471698
E02002754,2978,2156,687,0.723975823,0.230691739
E02002755,2545,1596,878,0.627111984,0.344990177
E02002756,2985,1316,1512,0.440871022,0.506532663
E02002757,2435,2067,299,0.848870637,0.122792608
E02002758,2599,1698,806,0.653328203,0.310119277
E02002759,3714,2645,929,0.712170167,0.250134626
E02002760,2434,1794,549,0.73705834,0.225554643
E02002761,2604,2114,399,0.811827957,0.153225806
E02002762,2614,1597,902,0.610941086,0.345065034
E02002763,2784,1465,1195,0.526221264,0.429238506
E02002764,2246,1167,993,0.519590383,0.442119323
E02002765,2572,1772,722,0.688958009,0.280715397
E02002766,3170,2621,481,0.82681388,0.151735016
E02002767,2788,2576,172,0.923959828,0.06169297
E02002768,2783,2264,431,0.8135106,0.154868847
E02002769,2435,2018,325,0.828747433,0.133470226
E02002770,2451,1815,496,0.740514076,0.202366381
E02002771,2734,2328,323,0.851499634,0.118141917
E02002772,2535,2095,266,0.82642998,0.104930966
E02002773,2574,2225,306,0.864413364,0.118881119
E02002774,2595,2452,96,0.944894027,0.03699422
E02002775,2460,1447,885,0.588211382,0.359756098
E02002776,2672,2294,293,0.858532934,0.109655689
E02002777,3119,2558,490,0.820134659,0.157101635
E02002778,3263,2680,502,0.821330064,0.153846154
E02002779,4022,3289,623,0.817752362,0.154898061
E02002780,3304,1747,1423,0.528753027,0.430690073
E02002781,3418,1974,1306,0.57753072,0.382094792
E02002782,2395,2094,215,0.874321503,0.089770355
E02002783,3760,2999,665,0.797606383,0.176861702
E02002784,4395,1510,2509,0.343572241,0.570875995
E02002785,2602,2316,233,0.89008455,0.089546503
E02002786,3390,1893,1366,0.55840708,0.402949853
E02002787,4039,2744,1147,0.679376083,0.283981183
E02002788,3533,2602,820,0.736484574,0.232097368
E02002789,3798,1997,1636,0.525803054,0.430753028
E02002790,4127,2557,1334,0.619578386,0.323237218
E02002791,2569,2252,248,0.876605683,0.096535617
E02002792,2959,2315,568,0.782358905,0.191956742
E02002793,3939,3130,700,0.794617923,0.177710079
E02002794,2108,1524,463,0.722960152,0.219639469
E02002795,3344,3016,248,0.901913876,0.074162679
E02005742,3016,2353,540,0.780172414,0.179045093
E02005743,2166,1652,384,0.762696214,0.177285319
E02005744,3071,2246,643,0.731357864,0.209378053
E02005745,2047,1632,302,0.797264289,0.147532975
E02005746,2820,2140,561,0.758865248,0.19893617
E02005747,2863,1958,769,0.683898009,0.268599371
E02005748,2843,2197,521,0.772775237,0.183257123
E02005749,3854,3137,604,0.813959523,0.156720291
E02005750,3199,2238,836,0.699593623,0.261331666
E02005751,3659,3164,382,0.864717136,0.104400109
E02005752,2679,1949,583,0.727510265,0.217618514
E02005753,5086,3385,1523,0.665552497,0.299449469
E02005754,3045,2610,298,0.857142857,0.097865353
E02005755,2550,1782,631,0.698823529,0.24745098
E02005756,2325,1478,487,0.635698925,0.209462366
E02005757,3297,2399,723,0.72763118,0.219290264
E02005758,3161,2081,878,0.65833597,0.277760202
E02005759,3431,2559,733,0.745846692,0.213640338
E02005760,2257,1661,364,0.735932654,0.16127603
E02005761,2184,1477,528,0.676282051,0.241758242
E02005762,2024,1437,364,0.709980237,0.179841897
E02005763,2347,1543,515,0.657435023,0.219429058
E02005764,4323,2977,1124,0.688642147,0.260004626
E02005765,2470,1901,427,0.769635628,0.172874494
E02005766,2451,1765,531,0.720114239,0.216646267
E02005767,2481,2168,230,0.873841193,0.092704555
E02005768,2204,1808,244,0.820326679,0.110707804
E02005769,2925,1985,812,0.678632479,0.277606838
E02005770,4059,3510,433,0.864745011,0.106676521
E02005771,3323,2477,743,0.745410773,0.223593139
E02005772,2382,2190,135,0.919395466,0.056675063
E02005773,3949,2125,1583,0.538110914,0.400860977
E02005774,3694,2898,661,0.78451543,0.17893882
E02005775,3951,2301,1506,0.582384207,0.381169324
E02005776,2945,2286,508,0.7762309,0.172495756
E02005777,3419,3001,317,0.87774203,0.092717169
E02005778,2312,1692,390,0.73183391,0.168685121
E02005779,3349,2512,728,0.750074649,0.217378322
E02005780,4068,3598,374,0.88446411,0.09193707
E02005781,2217,1877,250,0.846639603,0.112764998
E02005782,3141,2261,637,0.719834448,0.202801656
E02005783,3562,2546,864,0.714766985,0.242560359
E02005784,2138,1577,410,0.737605239,0.191768007
E02005785,3479,1280,1011,0.367921817,0.290600747
E02005786,2632,1913,520,0.726823708,0.197568389
E02005787,3173,2274,684,0.716671919,0.215568862
E02005788,2804,2031,600,0.724322397,0.213980029
E02005789,4460,3318,934,0.743946188,0.20941704
E02005790,2714,1801,685,0.663596168,0.252394989
E02005791,2603,1572,778,0.603918556,0.298885901
E02005792,2270,1410,749,0.621145374,0.329955947
E02005793,2833,2064,662,0.728556301,0.23367455
E02005794,3767,2559,905,0.679320414,0.240244226
E02005795,3299,2037,1101,0.617459836,0.333737496
E02005796,2952,2031,708,0.68800813,0.239837398
E02005797,2674,1860,702,0.695587135,0.262528048
E02005798,3627,2917,558,0.804245933,0.153846154
E02005799,3937,3386,446,0.86004572,0.113284227
E02005800,3450,1896,1405,0.549565217,0.407246377
E02005801,2358,1263,986,0.53562341,0.418150975
E02005802,3265,2430,706,0.744257274,0.216232772
E02005803,3719,2614,956,0.702877118,0.257058349
E02005804,3926,2108,1655,0.536933265,0.42154865
E02005805,3092,2648,319,0.856403622,0.10316947
E02005806,2811,1576,1097,0.560654571,0.390252579
E02005807,2559,2092,353,0.817506839,0.13794451
E02005808,5057,3925,916,0.776151869,0.18113506
E02005809,3142,2324,671,0.73965627,0.213558243
E02005810,3025,2408,498,0.796033058,0.164628099
E02005811,3322,2749,454,0.827513546,0.13666466
E02005812,3220,2467,633,0.766149068,0.196583851
E02005813,3963,2167,1604,0.546807974,0.404743881
E02005814,2583,2043,464,0.790940767,0.179636082
E02005815,3024,2808,167,0.928571429,0.055224868
E02005816,2971,2562,317,0.862335914,0.106698081
E02005817,2759,2226,434,0.806814063,0.157303371
E02005818,2829,2344,382,0.828561329,0.135030046
E02001509,2386,1562,727,0.654652137,0.304694049
E02001510,2415,1599,718,0.662111801,0.297308489
E02001511,2324,1622,629,0.697934596,0.270654045
E02001512,3239,2410,736,0.744056808,0.227230627
E02001513,3217,2614,533,0.812558284,0.165682313
E02001514,2416,1321,1008,0.546771523,0.417218543
E02001515,3952,1449,2180,0.366649798,0.551619433
E02001516,2339,1512,745,0.646430098,0.318512185
E02001517,3180,2348,719,0.73836478,0.226100629
E02001518,3853,2564,1151,0.665455489,0.298728264
E02001519,2418,1257,1027,0.519851117,0.424731183
E02001520,4458,3616,713,0.811126066,0.159937192
E02001521,4876,3231,1452,0.662633306,0.29778507
E02001522,3733,2004,1590,0.536833646,0.425930887
E02001523,2459,1923,450,0.782025214,0.18300122
E02001524,2364,1914,385,0.80964467,0.16285956
E02001525,2833,1184,1462,0.417931521,0.516060713
E02001526,2228,752,1302,0.337522442,0.58438061
E02001527,2367,1671,604,0.705956907,0.255175327
E02001528,4279,2668,1448,0.623510166,0.338396822
E02001529,4081,2273,1592,0.556971331,0.390100466
E02001530,2558,1477,972,0.577404222,0.379984363
E02001531,2753,1594,1051,0.579004722,0.381765347
E02001532,3551,2670,748,0.751900873,0.210644889
E02001533,2813,1803,881,0.64095272,0.313188766
E02001534,3019,1862,1011,0.616760517,0.334879099
E02001535,2318,1740,475,0.75064711,0.204918033
E02001536,3399,2338,939,0.687849367,0.276257723
E02001537,3037,1884,1057,0.620349029,0.34804083
E02001538,3300,1808,1353,0.547878788,0.41
E02001539,2318,1435,777,0.619068162,0.335202761
E02001540,4428,3033,1194,0.68495935,0.269647696
E02001541,4441,2976,1280,0.670119342,0.288223373
E02001542,2964,1546,1228,0.521592443,0.414304993
E02001543,3489,2139,1219,0.613069647,0.349383778
E02001544,3389,2393,882,0.706107996,0.260253762
E02001545,3522,3104,335,0.881317433,0.095116411
E02001546,2683,2346,279,0.874394335,0.103988073
E02001547,4041,2458,1418,0.608265281,0.350903242
E02001548,3092,1635,1292,0.528783959,0.417852523
E02001549,2431,2016,346,0.829288359,0.14232826
E02001550,2989,2151,732,0.719638675,0.244897959
E02001551,2595,1990,544,0.766859345,0.209633911
E02001552,2329,1527,700,0.6556462,0.300558179
E02001553,4027,2646,1197,0.657064813,0.297243606
E02001554,2642,2232,348,0.844814534,0.131718395
E02001555,2444,2168,234,0.887070376,0.095744681
E02001556,3687,2081,1396,0.564415514,0.378627611
E02001557,3795,2776,895,0.731488801,0.235836627
E02001558,2610,2022,467,0.774712644,0.178927203
E02001559,3048,2744,243,0.900262467,0.079724409
E02001560,4008,2225,1584,0.555139721,0.395209581
E02001561,2758,1423,1181,0.51595359,0.428208847
E02001562,2560,1535,883,0.599609375,0.344921875
E02001563,3042,2580,387,0.848126233,0.127218935
E02001564,2961,2720,182,0.918608578,0.061465721
E02001565,2420,2217,145,0.916115702,0.059917355
E02001566,2434,1453,869,0.596959737,0.357025472
E02001567,3517,2221,1132,0.631504123,0.321865226
E02001568,2567,1405,1027,0.547331515,0.400077912
E02001569,3719,2284,1290,0.614143587,0.346867437
E02001570,2768,1161,1396,0.419436416,0.50433526
E02001571,2456,2059,327,0.838355049,0.133143322
E02001572,3127,1824,1161,0.583306684,0.371282379
E02001573,3080,2021,933,0.656168831,0.302922078
E02001574,2388,2120,199,0.887772194,0.083333333
E02001575,2879,1552,1157,0.539076068,0.401875651
E02001576,2146,1637,431,0.762814539,0.20083877
E02001577,2904,2404,407,0.827823691,0.140151515
E02001578,3180,1982,1072,0.62327044,0.337106918
E02001579,3853,2258,1449,0.586036854,0.376070594
E02001580,3642,2473,1038,0.679022515,0.285008237
E02001581,2417,1514,817,0.626396359,0.338022342
E02001582,2980,1718,1146,0.576510067,0.384563758
E02001583,2256,1491,686,0.660904255,0.304078014
E02001584,2811,2161,575,0.768765564,0.20455354
E02001585,2565,1251,1182,0.487719298,0.460818713
E02001586,3933,1656,2100,0.421052632,0.533943555
E02001587,2634,1232,1269,0.467729689,0.481776765
E02001588,3004,1271,1590,0.42310253,0.529294274
E02001589,2455,2073,335,0.844399185,0.136456212
E02001590,2925,840,1880,0.287179487,0.642735043
E02001591,3202,1554,1495,0.485321674,0.46689569
E02001592,3674,2687,878,0.731355471,0.238976592
E02001593,2726,1358,1209,0.498165811,0.44350697
E02001594,2674,1204,1309,0.45026178,0.489528796
E02001595,3578,2947,563,0.823644494,0.157350475
E02001596,3621,2516,1036,0.694835681,0.28610881
E02001597,3960,2310,1526,0.583333333,0.385353535
E02001598,3980,2705,1142,0.679648241,0.286934673
E02001599,2416,2005,346,0.829884106,0.143211921
E02001600,3877,3088,671,0.796492133,0.173071963
E02001601,2154,1562,519,0.725162488,0.240947075
E02001602,3740,2795,836,0.747326203,0.223529412
E02001603,2594,1728,765,0.66615266,0.294911334
E02001604,2900,2029,786,0.699655172,0.271034483
E02001605,2498,1906,516,0.763010408,0.206565252
E02001606,3280,2430,747,0.740853659,0.227743902
E02001607,3652,2515,1031,0.688663746,0.282311062
E02001608,2401,1965,384,0.818408996,0.159933361
E02001609,3495,2860,551,0.818311874,0.157653791
E02001610,3203,2453,661,0.765844521,0.206369029
E02001611,3313,2376,878,0.717174766,0.265016601
E02001612,2494,2004,453,0.803528468,0.181635926
E02001613,4505,3059,1375,0.679023307,0.305216426
E02001614,4318,3601,642,0.833950903,0.148679944
E02001615,3048,2690,290,0.882545932,0.095144357
E02001616,3040,1768,1226,0.581578947,0.403289474
E02001617,2343,772,1542,0.329492104,0.658130602
E02001618,3024,2278,667,0.753306878,0.220568783
E02001619,4251,1635,2543,0.384615385,0.598212185
E02001620,2558,888,1611,0.347146208,0.629788898
E02001621,2594,1046,1499,0.403238242,0.577872012
E02001622,4071,1735,2250,0.426185212,0.552689757
E02001623,3186,1052,2069,0.330194601,0.649403641
