MSOA11CD,tenure_all_2011,owned_2011,rented_2011,owned_2011_pct,rented_2011_pct
E02004314,2363,754,1523,0.319085908,0.644519678
E02004315,3845,2767,1032,0.719635891,0.26840052
E02004316,2644,1742,861,0.658850227,0.325642965
E02004317,3554,1948,1564,0.5481148,0.44006753
E02004318,2666,1823,801,0.683795949,0.300450113
E02004319,3293,2254,1013,0.684482235,0.307622229
E02004320,3851,2890,888,0.750454427,0.230589457
E02004321,3662,2438,1175,0.665756417,0.320862916
E02004322,3769,1716,1979,0.455293181,0.525072964
E02004323,3337,2369,918,0.709919089,0.275097393
E02004324,2588,1766,790,0.682380216,0.305255023
E02004325,3722,1858,1781,0.499193982,0.478506179
E02004326,2713,1669,989,0.615186141,0.364541098
E02004327,2913,1683,1170,0.577754892,0.401647786
E02004328,3115,1975,1087,0.634028892,0.348956661
E02004329,2807,2116,651,0.753829711,0.2319202
E02004330,2742,1873,840,0.683078045,0.306345733
E02004331,3084,1921,1095,0.622892348,0.355058366
E02004332,3113,2200,854,0.706713781,0.27433344
E02004333,3195,2446,709,0.765571205,0.221909233
E02004334,3192,2111,1052,0.661340852,0.329573935
E02004335,2929,1375,1514,0.469443496,0.516899966
E02004336,3264,1790,1439,0.548406863,0.440870098
E02004337,4037,2691,1284,0.666584097,0.318057964
E02004338,3029,1920,1070,0.633872565,0.353251898
E02004339,2997,2364,595,0.788788789,0.198531865
E02004340,4812,2690,2058,0.559019119,0.427680798
E02004341,3474,2859,586,0.822970639,0.168681635
E02004342,2401,892,1482,0.37151187,0.617242815
E02004343,2492,1493,963,0.599117175,0.386436597
E02004344,3244,2034,1180,0.627003699,0.363748459
E02004345,5755,4036,1566,0.701303215,0.272111208
E02004346,2344,1537,695,0.655716724,0.296501706
E02004347,3012,2026,919,0.672642762,0.305112882
E02004348,3700,2718,867,0.734594595,0.234324324
E02004349,4081,2354,1662,0.576819407,0.407253124
E02004350,4378,3278,1027,0.748743719,0.234582001
E02004351,3135,1661,1435,0.529824561,0.457735247
E02004352,3409,2184,1164,0.640657084,0.341449105
E02004353,3313,2725,544,0.822517356,0.16420163
E02004354,3891,2684,1157,0.689796967,0.297352866
E02004355,3247,1637,1559,0.504157684,0.48013551
E02002483,3847,2890,867,0.751234728,0.225370419
E02002484,4553,1754,2705,0.385240501,0.594113771
E02002485,3474,1689,1706,0.486183074,0.491076569
E02002487,2765,1048,1656,0.379023508,0.598915009
E02002488,2512,2104,377,0.837579618,0.150079618
E02002489,3532,1627,1832,0.460645527,0.518686297
E02002490,2857,1605,1216,0.561778089,0.425621281
E02002491,2887,1639,1164,0.567717354,0.403186699
E02002492,2924,1772,1098,0.606019152,0.375512996
E02002493,2698,2240,422,0.830244626,0.156412157
E02002494,3399,1483,1858,0.436304796,0.546631362
E02006909,4986,4343,585,0.871038909,0.11732852
E02002496,4349,1183,3030,0.272016556,0.696711888
E02002497,2815,1100,1621,0.390763766,0.575843694
E02002498,3820,1223,2493,0.320157068,0.652617801
E02002499,3005,1343,1583,0.446921797,0.526788686
E02002500,2339,1509,781,0.645147499,0.333903378
E02002501,2228,1123,1056,0.504039497,0.473967684
E02002502,4180,1656,2414,0.396172249,0.577511962
E02002503,2567,1431,1075,0.55746007,0.418776782
E02002504,3719,2733,870,0.734874966,0.233933853
E02002505,2531,1133,1327,0.447649151,0.524298696
E02002506,2426,850,1526,0.350370981,0.629018961
E02002507,2498,2161,306,0.865092074,0.122497998
E02002508,2118,1878,217,0.886685552,0.102455146
E02002509,2343,1564,734,0.667520273,0.313273581
E02002510,2482,2217,240,0.893231265,0.096696213
E02002512,2205,1929,228,0.874829932,0.103401361
E02002513,3824,1975,1789,0.516474895,0.467834728
E02002514,3827,2238,1476,0.584792265,0.38568069
E02006811,3927,3477,397,0.885408709,0.101094983
E02005702,2690,1704,894,0.633457249,0.332342007
E02005703,3150,1677,1371,0.532380952,0.435238095
E02005704,5508,3855,1559,0.699891068,0.283042847
E02005705,3407,2211,1028,0.648958028,0.301731729
E02005706,4329,2253,1987,0.52044352,0.458997459
E02005707,3123,2222,797,0.711495357,0.25520333
E02005708,5013,2865,1827,0.571514063,0.364452424
E02005709,2984,1079,1832,0.361595174,0.613941019
E02005710,4067,2339,1660,0.575116794,0.408163265
E02005711,3680,1865,1768,0.506793478,0.480434783
E02005712,2914,1908,965,0.654770075,0.331159918
E02005713,2736,2536,182,0.926900585,0.066520468
E02005714,2003,1915,71,0.956065901,0.03544683
E02005715,3714,1890,1748,0.508885299,0.470651589
E02005716,3732,2646,1041,0.709003215,0.278938907
E02005717,3598,2575,961,0.715675375,0.267092829
E02005718,3085,2583,475,0.837277147,0.153970827
E02005719,3536,2149,1308,0.607748869,0.369909502
E02005720,4822,3270,1491,0.67814185,0.309207798
E02005721,2140,1429,684,0.667757009,0.319626168
E02005722,2990,2059,792,0.688628763,0.264882943
E02005723,3124,1870,1170,0.598591549,0.374519846
E02005724,2548,2343,180,0.919544741,0.070643642
E02005725,2792,2261,475,0.809813754,0.17012894
E02005726,3008,2477,467,0.823470745,0.15525266
E02005727,2839,1749,962,0.616061994,0.338851708
E02005728,3172,2097,975,0.6610971,0.307377049
E02005729,2395,1804,533,0.753235908,0.222546973
E02005730,5725,3838,1749,0.670393013,0.305502183
E02005731,4533,3098,1372,0.683432605,0.302669314
E02005732,3905,2917,883,0.746991037,0.226120359
E02005733,3487,2346,1003,0.672784629,0.287639805
E02005734,2853,1634,1170,0.572730459,0.410094637
E02005735,3621,2021,1562,0.558133112,0.431372549
E02005736,3369,1620,1698,0.480854853,0.504007124
E02005737,3232,2105,1098,0.651299505,0.339727723
E02005738,2188,1777,386,0.812157221,0.176416819
E02005739,4257,2915,1291,0.684754522,0.30326521
E02005740,4677,2676,1948,0.572161642,0.416506307
E02005741,3588,2629,895,0.732720178,0.249442586
E02002515,3270,1817,1402,0.555657492,0.428746177
E02002516,2432,1544,856,0.634868421,0.351973684
E02002517,2386,1449,895,0.60729254,0.375104778
E02002518,4510,3828,576,0.848780488,0.127716186
E02002519,3153,1607,1512,0.509673327,0.479543292
E02002520,5772,4664,1009,0.808038808,0.174809425
E02002521,2865,1864,970,0.65061082,0.338568935
E02002523,2716,791,1895,0.291237113,0.697717231
E02002524,2291,1670,599,0.728939328,0.261457879
E02002525,3772,2475,1246,0.656150583,0.330328738
E02002526,3189,2111,1023,0.661962998,0.320790216
E02002527,2254,1285,943,0.570097604,0.418367347
E02002529,2620,1727,865,0.659160305,0.330152672
E02002530,2881,1832,1003,0.635890316,0.348143006
E02002532,2933,1582,1282,0.539379475,0.437095124
E02002533,2437,2099,318,0.861304883,0.130488305
E02002534,2469,2249,190,0.910895099,0.076954232
E02006812,3354,2318,979,0.691115086,0.29189028
E02006910,4301,2793,1439,0.649383864,0.334573355
E02002535,4062,3539,479,0.871245692,0.117922206
E02002536,4239,2872,1328,0.677518283,0.313281434
E02002537,3673,2050,1598,0.558126872,0.435066703
E02002538,2429,1520,891,0.625771923,0.36681762
E02002539,3517,3124,349,0.888257037,0.0992323
E02002540,2808,2449,313,0.872150997,0.111467236
E02002541,2870,2058,772,0.717073171,0.268989547
E02002542,3358,1906,1424,0.567599762,0.424061942
E02002543,3356,1576,1736,0.469606675,0.517282479
E02002544,3391,1772,1582,0.522559717,0.466529047
E02002545,2294,2021,251,0.880993897,0.109415867
E02002546,3103,1644,1429,0.529809861,0.460522075
E02002547,2765,2263,467,0.818444846,0.168896926
E02002548,4986,1669,3228,0.334737264,0.647412756
E02002549,3361,2951,361,0.878012496,0.107408509
E02002550,2670,1942,692,0.727340824,0.25917603
E02002551,2739,1003,1693,0.366192041,0.618108799
E02002552,2798,1725,1050,0.616511794,0.375268049
E02002553,2585,1621,934,0.627079304,0.36131528
E02002554,2355,1196,1121,0.507855626,0.476008493
E02002555,4137,3429,665,0.828861494,0.160744501
E02002556,2726,2420,265,0.887747616,0.097212032
E02002557,4792,4194,571,0.875208681,0.119156928
E02002558,4145,3281,813,0.791556092,0.196139928
E02001682,3431,2405,988,0.700961819,0.287962693
E02001683,4002,3072,893,0.767616192,0.223138431
E02001684,3311,1402,1852,0.423437028,0.559347629
E02001685,3612,1811,1745,0.501384275,0.483111849
E02001686,3168,2392,740,0.755050505,0.233585859
E02001688,3799,1381,2349,0.363516715,0.618320611
E02001689,3351,1255,2043,0.37451507,0.609668756
E02001690,3325,2136,1144,0.642406015,0.34406015
E02001691,3876,1737,2093,0.448142415,0.53998968
E02001692,2765,1021,1715,0.36925859,0.620253165
E02001693,2633,1131,1479,0.429548044,0.561716673
E02001694,2814,2017,767,0.716773276,0.272565743
E02001695,2702,2041,646,0.755366395,0.239082161
E02001696,4065,2082,1940,0.512177122,0.477244772
E02001697,3386,2589,745,0.764619019,0.220023627
E02001698,3202,2839,328,0.886633354,0.102435978
E02001699,3124,1828,1257,0.585147247,0.402368758
E02001700,4585,3422,1107,0.746346783,0.241439477
E02001701,2763,2323,393,0.840752805,0.142236699
E02001702,3522,1361,2130,0.386428166,0.604770017
E02001703,2435,1818,584,0.74661191,0.239835729
E02001704,3380,1755,1581,0.519230769,0.467751479
E02001705,3200,2048,1111,0.64,0.3471875
E02001706,2924,1579,1307,0.54001368,0.446990424
E02001707,3599,2251,1272,0.625451514,0.353431509
E02006841,3949,1060,2809,0.268422385,0.711319321
E02006842,2231,1159,1048,0.519497983,0.469744509
E02001708,4122,2980,1113,0.722950024,0.270014556
E02001709,4218,3215,971,0.762209578,0.230203888
E02001710,4381,2138,2157,0.488016435,0.492353344
E02001711,4129,2076,1973,0.502785178,0.477839671
E02001712,4214,2882,1266,0.683910774,0.300427148
E02001713,4389,3270,1064,0.745044429,0.242424242
E02001714,3901,3168,677,0.812099462,0.173545245
E02001715,4712,2248,2350,0.477079796,0.498726655
E02001718,2427,1204,1180,0.496085703,0.486196951
E02001719,3759,2707,990,0.720138335,0.263367917
E02001720,3343,1251,2028,0.374214777,0.606640742
E02001721,4647,2810,1776,0.604691199,0.382182053
E02001722,4195,2455,1665,0.585220501,0.396901073
E02001723,2575,1413,1131,0.548737864,0.439223301
E02001724,3575,1236,2242,0.345734266,0.627132867
E02001725,4536,1168,3298,0.257495591,0.72707231
E02001726,4687,2710,1897,0.578195007,0.404736505
E02001727,3877,2378,1422,0.613360846,0.366778437
E02001728,4248,2705,1475,0.636770245,0.347222222
E02001729,4145,1227,2846,0.2960193,0.686610374
E02001730,4835,1060,3677,0.219234747,0.760496381
E02001731,5587,873,4609,0.156255593,0.824950779
E02001732,2193,1058,1108,0.48244414,0.505243958
E02001733,5675,1784,3816,0.314361233,0.672422907
E02001734,3233,1391,1777,0.430250541,0.549644293
E02001735,2884,696,2152,0.241331484,0.746185853
E02001736,4959,1322,3505,0.266586005,0.706795725
E02001737,2968,644,2203,0.216981132,0.742250674
E02006893,4739,3886,800,0.82000422,0.168811986
E02001738,2471,2306,141,0.933225415,0.057061918
E02001739,3355,2034,1270,0.606259314,0.378539493
E02001740,2294,2035,236,0.887096774,0.102877071
E02001741,3283,2604,644,0.793176972,0.196162047
E02001742,2604,2183,393,0.838325653,0.150921659
E02001743,3195,2262,872,0.707981221,0.272926448
E02001744,2877,2012,828,0.69933959,0.287799791
E02001745,2786,1854,910,0.665470208,0.326633166
E02001746,3598,2528,1028,0.702612563,0.285714286
E02001747,2880,2441,411,0.847569444,0.142708333
E02001748,3253,2039,1162,0.626806025,0.35720873
E02001749,2772,1933,809,0.697330447,0.291847042
E02001750,2841,2330,475,0.820133756,0.16719465
E02001751,2716,1825,858,0.671944035,0.315905744
E02001752,2789,1521,1241,0.545356759,0.444962352
E02001753,3230,1986,1175,0.614860681,0.36377709
E02001754,2849,2147,669,0.753597754,0.234819235
E02001755,3500,2596,878,0.741714286,0.250857143
E02001756,4391,2072,2271,0.471874288,0.517194261
E02001757,2753,1998,733,0.725753723,0.266254995
E02001758,2450,1719,675,0.701632653,0.275510204
E02001759,3261,1941,1276,0.595216191,0.391291015
E02001760,3471,1358,2057,0.391241717,0.592624604
E02001761,2448,1628,790,0.66503268,0.322712418
E02001762,2471,1997,428,0.808174828,0.173209227
E02001763,2882,1385,1459,0.480569049,0.506245663
E02001764,3883,1346,2478,0.346639196,0.638166366
E02001765,3312,1404,1861,0.423913043,0.561896135
E02001766,3295,1717,1544,0.521092564,0.468588771
E02001767,3385,1935,1405,0.571639586,0.41506647
E02001768,3812,2256,1456,0.59181532,0.381951731
E02001769,3973,1322,2576,0.332746036,0.648376542
E02001770,3035,2102,873,0.692586491,0.287644152
E02001771,2806,1566,1168,0.558089808,0.416250891
E02001772,2467,1608,832,0.65180381,0.337251723
E02001773,2381,2038,299,0.855942881,0.125577488
E02001774,2559,1214,1315,0.474404064,0.513872606
E02001775,2450,1202,1219,0.490612245,0.49755102
E02001776,3729,1938,1747,0.519710378,0.468490212
E02001777,2897,1848,1027,0.637901277,0.35450466
E02001778,2939,1447,1460,0.492344335,0.496767608
E02001779,2519,1119,1376,0.444223898,0.546248511
E02001780,2318,1231,1063,0.53106126,0.458584987
E02001781,2567,1110,1438,0.432411375,0.560186989
E02001782,3835,2106,1690,0.549152542,0.440677966
E02001783,2980,1310,1643,0.439597315,0.551342282
E02001784,2970,1512,1429,0.509090909,0.481144781
E02001785,3555,2253,1256,0.633755274,0.353305204
E02001786,3178,1739,1411,0.547199497,0.443989931
E02001787,2457,1495,945,0.608465608,0.384615385
E02001788,2636,1622,984,0.615326252,0.373292868
E02001789,2471,2303,148,0.932011331,0.059894779
E02001790,2633,1992,607,0.756551462,0.230535511
E02001791,2427,2196,198,0.904820766,0.0815822
E02001792,3048,2711,310,0.889435696,0.101706037
E02001793,3822,1508,2296,0.394557823,0.600732601
E02001794,3732,1717,1989,0.460075027,0.532958199
E02001795,3577,1711,1839,0.478333799,0.514117976
E02001796,4426,2725,1623,0.615680072,0.366696792
E02001797,2486,1999,463,0.804102977,0.186242961
E02001798,3445,1896,1515,0.550362845,0.439767779
E02001799,4424,2033,2362,0.459538879,0.533905967
E02001800,3014,1798,1188,0.596549436,0.394160584
E02001801,2515,1451,1026,0.57693837,0.407952286
E02001802,2638,1068,1557,0.404852161,0.590219864
E02001803,4188,1187,2945,0.283428844,0.703199618
E02001804,2706,1624,1064,0.60014782,0.393200296
E02001805,2501,1952,520,0.780487805,0.207916833
E02001806,4143,1432,2674,0.345643254,0.64542602
E02001807,3027,1791,1211,0.591674926,0.400066072
E02001808,2468,1797,638,0.728119935,0.258508914
E02001809,2881,1954,902,0.678236723,0.313085734
E02001810,3699,2401,1256,0.64909435,0.33955123
E02001811,4087,2095,1956,0.51260093,0.478590653
E02001812,4354,3815,495,0.876205788,0.113688562
E02001813,4318,1693,2571,0.392079667,0.595414544
E02001814,2762,1683,1052,0.609341057,0.380883418
E02001815,4244,3154,1047,0.743166824,0.246701225
E02001816,3357,1575,1748,0.469168901,0.520703009
E02001817,2714,1517,1145,0.558953574,0.421886514
E02001818,3530,2126,1373,0.602266289,0.388951841
E02001819,3054,2500,495,0.818598559,0.162082515
E02001820,3618,2313,1277,0.639303483,0.352957435
E02001821,2453,1790,630,0.729718712,0.256828373
E02001822,3165,2370,768,0.748815166,0.242654028
E02001823,3064,1915,1123,0.625,0.36651436
E02001824,3722,2457,1228,0.660128963,0.329930145
E02001825,3232,2084,1105,0.64480198,0.341893564
E02001826,2917,1528,1362,0.523825848,0.466918067
E02002615,3952,3022,870,0.764676113,0.2201417
E02002616,2941,2552,344,0.867732064,0.116967018
E02002617,2668,1539,1074,0.576836582,0.402548726
E02002618,2143,1451,633,0.677088194,0.295380308
E02002619,3057,1775,1189,0.580634609,0.388943409
E02002620,3225,1183,1929,0.366821705,0.598139535
E02002621,2610,1324,1187,0.507279693,0.454789272
E02002622,3903,1580,2239,0.404816808,0.573661286
E02002623,4559,2344,2093,0.514147839,0.459091906
E02002624,3346,2961,348,0.884937238,0.104004782
E02002625,3935,2112,1751,0.536721728,0.44498094
E02002626,3091,1987,1038,0.642834034,0.335813653
E02002627,2969,2566,383,0.864264062,0.128999663
E02002628,3132,2016,1056,0.643678161,0.337164751
E02002629,2588,1461,1085,0.564528594,0.419242658
E02002630,2661,1597,1010,0.600150319,0.379556558
E02002631,3925,2967,882,0.755923567,0.224713376
E02002632,2648,2356,273,0.889728097,0.103096677
E02002633,3595,2950,602,0.820584145,0.167454798
E02002634,4040,2681,1272,0.663613861,0.314851485
E02002635,3683,2815,829,0.764322563,0.225088243
E02002636,3738,2600,1071,0.695559123,0.286516854
E02002637,2673,2147,499,0.803217359,0.186681631
E02002638,2907,1025,1835,0.352597179,0.63123495
E02002639,2745,907,1756,0.330418944,0.639708561
E02002640,3493,1251,2159,0.358144861,0.61809333
E02002641,3570,2541,988,0.711764706,0.2767507
E02002642,3382,1041,2302,0.307806032,0.68066233
E02002643,3358,1847,1466,0.55002978,0.436569387
E02002644,3512,2725,749,0.775911162,0.213268793
E02002645,2581,758,1789,0.293684618,0.693142193
E02002646,3352,2013,1284,0.600536993,0.383054893
E02002647,3655,2264,1342,0.619425445,0.367168263
E02002648,3267,2140,1081,0.6550352,0.330884604
E02002649,3675,2405,1232,0.654421769,0.335238095
E02002650,3610,2825,744,0.782548476,0.206094183
E02002651,3531,2715,769,0.768903993,0.21778533
E02003811,2433,2056,324,0.845047267,0.133168927
E02003812,2419,2027,351,0.837949566,0.145101282
E02003813,2710,2098,574,0.774169742,0.211808118
E02003814,2961,2292,630,0.774062817,0.212765957
E02003815,2897,1762,1092,0.608215395,0.376941664
E02003816,3192,2106,1026,0.659774436,0.321428571
E02003817,3005,2591,380,0.862229617,0.126455907
E02003818,2467,2207,220,0.894608837,0.089177138
E02003819,2540,2104,403,0.828346457,0.158661417
E02003820,2770,2280,473,0.823104693,0.170758123
E02003821,2530,1764,713,0.697233202,0.281818182
E02003822,4584,3762,756,0.820680628,0.164921466
E02003823,2967,2318,605,0.781260533,0.203909673
E02003824,2216,1724,463,0.777978339,0.208935018
E02003825,2618,2307,293,0.881207028,0.111917494
E02003826,2998,1829,1132,0.610073382,0.377585057
E02003827,3882,1951,1865,0.502575992,0.480422463
E02003828,2804,1517,1238,0.541012839,0.441512126
E02003829,2549,2103,411,0.825029423,0.161239702
E02003830,3213,1780,1386,0.553999378,0.431372549
E02003831,3660,3070,529,0.838797814,0.144535519
E02003832,2488,1405,1055,0.564710611,0.42403537
E02003833,2640,2036,574,0.771212121,0.217424242
E02003834,2786,1621,1131,0.58183776,0.405958363
E02003835,3303,3107,175,0.940660006,0.052982137
E02003836,3419,2332,1020,0.682070781,0.298332846
E02003837,4612,3759,782,0.815047702,0.169557676
E02003838,2764,2397,339,0.867221418,0.122648336
E02003839,3291,2242,965,0.681251899,0.293223944
E02003840,4140,3206,826,0.774396135,0.199516908
E02003853,2472,2074,342,0.838996764,0.138349515
E02003854,2697,2251,423,0.834631072,0.156840934
E02003855,2811,2528,255,0.899324084,0.090715048
E02003856,4778,2888,1775,0.604437003,0.371494349
E02003857,2735,2048,640,0.7488117,0.234003656
E02003858,2911,2276,592,0.781861903,0.203366541
E02003859,4801,3633,1030,0.756717351,0.214538638
E02003860,2889,2591,259,0.896850121,0.089650398
E02003861,2896,1893,953,0.653660221,0.329074586
E02003862,2093,1810,237,0.864787387,0.113234591
E02003863,3014,2359,612,0.782680823,0.203052422
E02003864,3624,2824,739,0.779249448,0.203918322
E02003865,3437,2518,884,0.732615653,0.257201047
E02003866,2402,2181,201,0.907993339,0.083680266
E02003867,3140,2392,706,0.761783439,0.224840764
E02003868,3901,2449,1377,0.627787747,0.352986414
E02003869,2992,2503,434,0.836564171,0.145053476
E02003870,5079,3163,1848,0.622760386,0.363851152
E02003871,3058,1924,1068,0.629169392,0.349247874
E02003872,4188,3343,726,0.798233047,0.173352436
E02003873,2665,1365,1247,0.512195122,0.467917448
E02003794,3531,2941,535,0.832908524,0.151515152
E02003795,2211,1724,460,0.779737675,0.208050656
E02003796,3254,2235,967,0.686846958,0.297172711
E02003797,3990,3093,832,0.77518797,0.208521303
E02003798,2488,1244,1204,0.5,0.48392283
E02003799,3103,1613,1422,0.519819529,0.458266194
E02003800,2603,2213,343,0.850172877,0.131771033
E02003801,2888,2349,500,0.813365651,0.173130194
E02003802,4274,1561,2567,0.365231633,0.600608329
E02003803,3869,1501,2206,0.387955544,0.570173171
E02003804,3217,2070,1090,0.643456637,0.338824992
E02003805,2535,2161,349,0.852465483,0.137672584
E02003806,2547,2195,303,0.861798194,0.118963486
E02003807,3832,2930,854,0.764613779,0.222860125
E02003808,2776,1620,1101,0.583573487,0.396613833
E02003809,3061,2033,853,0.664162039,0.278667102
E02003810,3445,2540,801,0.737300435,0.232510885
E02003841,3462,2369,1039,0.68428654,0.30011554
E02003842,2367,2040,296,0.861850444,0.125052809
E02003843,2612,1821,734,0.697166922,0.28101072
E02003844,2948,2459,453,0.83412483,0.153663501
E02003845,3846,1661,2074,0.431877275,0.53926157
E02003846,2928,1422,1453,0.485655738,0.496243169
E02003847,3844,3536,256,0.91987513,0.066597294
E02003848,2135,1336,761,0.625761124,0.356440281
E02003849,3003,1346,1568,0.448218448,0.522144522
E02003850,2265,1828,408,0.807064018,0.18013245
E02003851,2375,2174,176,0.915368421,0.074105263
E02003852,2792,2587,182,0.926575931,0.065186246
E02003874,4025,3106,835,0.771677019,0.207453416
E02003875,2681,2286,343,0.852666915,0.127937337
E02003876,2393,1836,521,0.767237777,0.217718345
E02003877,3884,3292,538,0.847579815,0.138516993
E02003878,3299,2712,544,0.822067293,0.164898454
E02003879,2800,1695,1055,0.605357143,0.376785714
E02003880,2755,1956,753,0.709981851,0.273321234
E02003881,2730,1755,918,0.642857143,0.336263736
E02003882,3989,2483,1396,0.62246177,0.349962397
E02003883,4031,3411,544,0.846192012,0.134954106
E02003884,3318,2801,459,0.844183243,0.138336347
E02003885,2408,1974,394,0.819767442,0.163621262
E02003886,2599,1752,812,0.674105425,0.312427857
E02003887,2496,1971,482,0.789663462,0.193108974
E02003888,2627,1658,931,0.63113818,0.35439665
E02003889,2297,1156,1069,0.503265128,0.465389639
E02003890,2454,1746,685,0.711491443,0.279136104
E02003891,2455,1913,476,0.779226069,0.19389002
E02002574,2986,2660,305,0.890823845,0.102143336
E02002575,3732,3332,375,0.892818864,0.100482315
E02002576,3233,2166,1022,0.669965976,0.316115063
E02002577,3287,1507,1696,0.458472772,0.515972011
E02002578,3207,2166,1001,0.675397568,0.312129716
E02002579,3193,1943,1207,0.608518635,0.378014407
E02002580,3426,1439,1929,0.420023351,0.563047285
E02002581,3108,2465,595,0.793114543,0.191441441
E02002582,3103,2797,249,0.901385756,0.080244924
E02002583,3093,928,2076,0.300032331,0.671193016
E02002584,3089,2221,826,0.719002914,0.267400453
E02002585,4897,2886,1957,0.589340412,0.399632428
E02002586,4060,1767,2210,0.435221675,0.544334975
E02002587,2919,1508,1306,0.516615279,0.447413498
E02002588,3245,1465,1755,0.45146379,0.540832049
E02002589,2734,2546,144,0.931236284,0.05267008
E02002590,2525,2185,315,0.865346535,0.124752475
E02002591,2772,2185,562,0.788239538,0.202741703
E02002592,2557,2125,397,0.831052014,0.15526007
E02002593,2367,1602,710,0.676806084,0.299957752
E02002594,2472,1377,1060,0.557038835,0.428802589
E02002595,3409,1555,1810,0.456145497,0.530947492
E02002596,3538,2789,700,0.788298474,0.197851894
E02002597,3837,1645,2135,0.428720354,0.55642429
E02002598,2892,2347,440,0.811549101,0.152143845
E02002599,4129,3232,785,0.782756115,0.190118673
E02002600,4104,2591,1434,0.631335283,0.349415205
E02002601,3343,2858,455,0.85492073,0.136105295
E02002602,3166,1447,1667,0.457043588,0.526531901
E02002603,2862,2570,269,0.897973445,0.093990217
E02002604,3141,2774,325,0.88315823,0.103470232
E02002605,3742,2859,818,0.764029931,0.218599679
E02002606,4930,2474,2363,0.501825558,0.479310345
E02002607,4868,2669,2102,0.548274445,0.431799507
E02002608,3526,3183,305,0.902722632,0.086500284
E02002609,3731,1915,1770,0.513267221,0.474403645
E02002610,5171,4076,1008,0.78824212,0.194933282
E02002611,3253,2865,339,0.880725484,0.104211497
E02002612,4009,3103,824,0.774008481,0.205537541
E02002613,2402,2179,198,0.907160699,0.082431307
E02002614,2394,2310,76,0.964912281,0.031746032
E02003965,4705,3448,1174,0.732837407,0.249521785
E02003966,2945,2384,470,0.80950764,0.15959253
E02003967,3580,2545,953,0.710893855,0.266201117
E02003968,3755,2795,908,0.744340879,0.241810919
E02003969,2898,1454,1394,0.501725328,0.481021394
E02003970,3454,2515,865,0.728141285,0.250434279
E02003971,3513,2665,747,0.758610874,0.21263877
E02003972,4141,2938,1150,0.709490461,0.277710698
E02003973,4132,2036,2014,0.492739593,0.487415295
E02003974,3461,2133,1236,0.616295868,0.357122219
E02003975,2749,2280,434,0.829392506,0.157875591
E02003976,3012,2024,885,0.671978752,0.293824701
E02003977,2680,2312,327,0.862686567,0.122014925
E02003978,2618,2131,453,0.813980138,0.17303285
E02003979,3350,3127,192,0.933432836,0.057313433
E02003980,3189,1673,1456,0.524615867,0.456569458
E02003981,2990,2462,490,0.823411371,0.163879599
E02003982,3224,2739,455,0.849565757,0.141129032
E02003983,3426,2190,1188,0.639229422,0.34676007
E02003984,3422,1702,1678,0.497369959,0.490356517
E02003985,3088,2448,606,0.792746114,0.196243523
E02003986,3237,2154,1051,0.665430955,0.324683349
E02003987,2629,1890,651,0.718904526,0.24762267
E02003988,2948,1957,923,0.663839891,0.313093623
E02003989,3335,2706,558,0.811394303,0.167316342
E02003990,4217,3483,599,0.825942613,0.142044107
E02003991,3197,2824,328,0.88332812,0.102596184
E02003992,4201,2190,1865,0.521304451,0.443941919
E02003993,3720,3058,588,0.822043011,0.158064516
