MSOA11CD,tenure_all_2011,owned_2011,rented_2011,owned_2011_pct,rented_2011_pct
E02002327,4086,3309,703,0.809838473,0.172050906
E02002328,2942,2364,525,0.80353501,0.178450034
E02002329,5047,4033,952,0.799088567,0.188626907
E02002330,2785,2497,255,0.896588869,0.091561939
E02002331,2679,1672,942,0.624113475,0.35162374
E02002332,2534,1816,666,0.716653512,0.262825572
E02002333,3625,2641,921,0.728551724,0.254068966
E02002334,3156,2448,645,0.775665399,0.204372624
E02002335,3154,2613,481,0.828471782,0.152504756
E02002336,2826,2412,365,0.853503185,0.12915782
E02002337,2830,2312,441,0.816961131,0.155830389
E02002338,2888,2167,678,0.75034626,0.234764543
E02002339,2597,1451,1091,0.558721602,0.420100116
E02002340,2536,1806,695,0.71214511,0.274053628
E02002341,3016,2619,352,0.8683687,0.116710875
E02002342,2577,2026,525,0.786185487,0.203725262
E02002343,2419,1980,404,0.81852005,0.167011162
E02002344,3427,2634,709,0.768602276,0.20688649
E02002345,2334,1984,327,0.850042845,0.140102828
E02002346,2727,1598,1095,0.585991933,0.401540154
E02002347,2734,1251,1397,0.457571324,0.510972933
E02002348,2727,1695,966,0.621562156,0.354235424
E02002349,2540,1738,764,0.684251969,0.300787402
E02002350,2563,2128,385,0.830277019,0.150214592
E02002351,2265,1998,242,0.882119205,0.106843267
E02002352,3116,2330,736,0.74775353,0.236200257
E02002353,2225,1763,431,0.792359551,0.193707865
E02002354,3328,2205,1062,0.662560096,0.319110577
E02002356,3217,2461,706,0.764998446,0.219459123
E02002357,3585,2220,1299,0.619246862,0.362343096
E02002358,3159,2066,1020,0.654004432,0.32288699
E02002359,2773,2149,557,0.774972953,0.200865489
E02002360,2954,1803,1101,0.610358835,0.372714963
E02002361,2462,1595,824,0.647847279,0.334687246
E02002362,3562,1562,1918,0.438517687,0.538461538
E02002363,3300,2082,1177,0.630909091,0.356666667
E02002364,2699,920,1697,0.340866988,0.628751389
E02002366,2844,2065,735,0.726090014,0.258438819
E02002367,2603,859,1683,0.330003842,0.64656166
E02002368,3537,2715,755,0.767599661,0.213457733
E02002369,2928,1227,1635,0.419057377,0.558401639
E02002370,2880,1321,1492,0.458680556,0.518055556
E02002371,4149,1779,2273,0.428778019,0.547842854
E02002373,2670,531,2115,0.198876404,0.792134831
E02002374,2979,1279,1616,0.429338704,0.542463914
E02002375,2296,1023,1233,0.445557491,0.537020906
E02002376,2455,913,1474,0.371894094,0.600407332
E02002377,2282,880,1344,0.385626643,0.588957055
E02002379,2044,756,1242,0.369863014,0.607632094
E02002380,2353,1676,633,0.712282193,0.269018275
E02002381,2891,1771,1081,0.612590799,0.373919059
E02002382,2302,869,1369,0.377497828,0.594700261
E02002383,2332,307,1997,0.131646655,0.856346484
E02002384,4306,536,3649,0.124477473,0.847422202
E02002385,3419,982,2376,0.287218485,0.694940041
E02002386,3853,3283,530,0.852063327,0.137555152
E02002387,2435,1189,1175,0.488295688,0.482546201
E02002388,3196,1700,1451,0.531914894,0.454005006
E02002389,2906,869,1956,0.299036476,0.673090158
E02002390,2665,1554,1046,0.583114447,0.39249531
E02002391,3505,2473,975,0.705563481,0.278174037
E02002392,2352,260,2061,0.110544218,0.87627551
E02002393,3870,390,3338,0.100775194,0.8625323
E02002394,3198,954,2169,0.298311445,0.678236398
E02002395,2440,1961,447,0.803688525,0.183196721
E02002396,3822,2325,1445,0.608320251,0.378074307
E02002397,3277,2037,1148,0.621605127,0.350320415
E02002398,3256,2730,481,0.838452088,0.147727273
E02002399,2631,1490,1100,0.566324591,0.41809198
E02002400,3641,1095,2452,0.300741555,0.673441362
E02002401,2541,748,1753,0.294372294,0.689885872
E02002402,2396,2118,252,0.883973289,0.105175292
E02002403,2633,1895,694,0.719711356,0.263577668
E02002404,4432,1005,3305,0.226759928,0.745712996
E02002405,3228,2366,803,0.732961586,0.248760843
E02002406,2850,2565,259,0.9,0.090877193
E02002407,2835,1061,1703,0.374250441,0.600705467
E02002408,3268,2077,1098,0.635556916,0.335985312
E02002409,2633,1607,973,0.610330422,0.369540448
E02002410,3051,2026,954,0.664044576,0.312684366
E02002411,3502,924,2512,0.263849229,0.717304397
E02002412,3051,2202,809,0.72173058,0.265158964
E02002414,2682,745,1833,0.277777778,0.68344519
E02002415,2599,739,1809,0.284340131,0.696036937
E02002416,2794,1983,761,0.709735147,0.272369363
E02002417,2727,1946,717,0.713604694,0.262926293
E02002418,3038,2375,628,0.781764319,0.206714944
E02002419,3503,1545,1886,0.441050528,0.538395661
E02002420,3299,2284,941,0.692331009,0.285237951
E02002421,2609,756,1781,0.289766194,0.682637026
E02002422,2662,2194,425,0.824192337,0.159654395
E02002423,2482,1323,1099,0.533037873,0.442788074
E02002424,3271,2364,859,0.722714766,0.262610822
E02002425,3685,2818,797,0.764721845,0.216282225
E02002426,3240,2460,737,0.759259259,0.227469136
E02002427,3021,1994,982,0.660046342,0.325057928
E02002428,3110,1982,1035,0.637299035,0.332797428
E02002429,3523,2592,874,0.735736588,0.248084019
E02002430,3017,1099,1848,0.364269142,0.612529002
E02002431,3591,2188,1335,0.60930103,0.37176274
E02002432,2919,2200,667,0.753682768,0.228502912
E02002433,3182,1657,1452,0.520741672,0.456316782
E02002434,3542,2511,953,0.708921513,0.26905703
E02002435,3269,2482,745,0.759253594,0.22789844
E02002436,2831,1837,929,0.648887319,0.328152596
E02002437,2445,2162,260,0.884253579,0.106339468
E02006852,4551,2845,1632,0.625137332,0.358602505
E02006861,3887,736,3080,0.189349112,0.792384873
E02006875,3569,669,2827,0.187447464,0.792098627
E02006876,3492,946,2476,0.270904926,0.709049255
E02002438,3273,1558,1672,0.476015888,0.510846318
E02002439,3639,2291,1295,0.629568563,0.355866996
E02002440,3225,2037,1139,0.631627907,0.353178295
E02002441,3825,2209,1551,0.57751634,0.405490196
E02002442,2819,2251,543,0.79851011,0.192621497
E02002443,2353,1994,332,0.847428814,0.141096473
E02002444,2657,1855,769,0.698155815,0.289424163
E02002445,3057,2164,857,0.707883546,0.280340203
E02002446,2585,1999,564,0.773307544,0.218181818
E02002447,2721,1633,1049,0.600147005,0.385520029
E02002448,3352,1736,1564,0.517899761,0.466587112
E02002449,3230,2557,618,0.791640867,0.191331269
E02002450,2859,2102,709,0.735222106,0.247988807
E02002451,3049,2446,575,0.802230239,0.188586422
E02002452,3723,1775,1888,0.476766049,0.507117916
E02002453,4171,2231,1890,0.534883721,0.453128746
E02002454,3399,1298,2031,0.381877023,0.597528685
E02002455,2552,1249,1268,0.489420063,0.496865204
E02002456,2738,1558,1140,0.569028488,0.416362308
E02002457,3252,1371,1836,0.421586716,0.564575646
E02002458,3757,2642,1079,0.703220655,0.287197232
E02002459,3934,2335,1545,0.593543467,0.392730046
E02002460,3149,2551,553,0.810098444,0.175611305
E02002461,4173,2915,1223,0.698538222,0.293074527
E02002462,3337,2186,1110,0.655079413,0.332634102
E02002463,3651,1193,2411,0.326759792,0.660367023
E02002464,3506,1925,1536,0.549058756,0.438106104
E02002465,2850,1920,893,0.673684211,0.313333333
E02002466,4012,2605,1336,0.649302094,0.333000997
E02002467,3611,1558,1959,0.43145943,0.542509
E02002468,2660,1975,654,0.742481203,0.245864662
E02002469,2423,1890,503,0.780024763,0.207593892
E02002470,2622,2336,235,0.89092296,0.08962624
E02002471,4499,3611,832,0.802622805,0.184929984
E02002472,2439,1869,545,0.766297663,0.223452235
E02002473,2722,2338,359,0.858927259,0.131888317
E02002474,2700,1444,1199,0.534814815,0.444074074
E02002475,2573,2078,426,0.807617567,0.165565488
E02002476,2375,1188,1143,0.500210526,0.481263158
E02002477,2699,1722,939,0.638014079,0.347906632
E02002478,2459,1748,680,0.710858072,0.276535177
E02002479,3693,2283,1352,0.618196588,0.366098023
E02002480,2673,1565,1078,0.585484474,0.403292181
E02002481,2672,1617,1034,0.605164671,0.386976048
E02002482,2746,1483,1232,0.540058267,0.448652586
E02002796,2585,2261,277,0.874661509,0.107156673
E02002797,3371,3044,300,0.902996144,0.088994364
E02002798,4187,3530,622,0.843085742,0.148555051
E02002799,2451,1434,973,0.585067319,0.396980824
E02002800,3136,2111,970,0.67315051,0.309311224
E02002801,3160,2340,776,0.740506329,0.24556962
E02002802,3256,1434,1757,0.44041769,0.539619165
E02002803,3492,1151,2191,0.329610538,0.627434135
E02002804,3243,1992,1190,0.614246068,0.366944187
E02002805,2575,2257,282,0.876504854,0.109514563
E02002806,2839,998,1783,0.35153223,0.628038042
E02002807,3737,2671,1014,0.714744447,0.271340648
E02002808,5590,1431,3998,0.255992844,0.715205725
E02002809,2830,1947,823,0.687985866,0.290812721
E02002810,3457,3013,392,0.871564941,0.113393115
E02002811,3684,1459,2134,0.396036916,0.579261672
E02002812,2722,1870,813,0.686994857,0.298677443
E02002813,3819,1244,2424,0.325739722,0.634721131
E02002814,3273,2719,510,0.830736328,0.155820348
E02002815,2520,1487,980,0.590079365,0.388888889
E02002816,3377,2549,734,0.754811963,0.21735268
E02002817,2377,2031,328,0.854438368,0.137989062
E02002818,2852,1343,1462,0.470897616,0.512622721
E02002819,3452,2078,1275,0.601969873,0.369351101
E02002820,4043,2348,1629,0.580756864,0.402918625
E02002821,4340,1620,2642,0.373271889,0.60875576
E02002822,2748,1883,813,0.685225619,0.295851528
E02002823,3236,2151,1043,0.664709518,0.322311496
E02002824,3716,1920,1723,0.516684607,0.463670614
E02002825,3557,2535,901,0.712679224,0.253303346
E02002826,2646,1914,684,0.723356009,0.258503401
E02002827,2550,1495,1016,0.58627451,0.398431373
E02002828,2804,2233,534,0.79636234,0.190442225
E02002829,4340,1752,2490,0.403686636,0.573732719
E02002830,3909,1616,2233,0.413404963,0.571245843
E02002831,2340,1685,613,0.72008547,0.261965812
E02002832,2803,1458,1275,0.520156975,0.454869782
E02002833,2609,1379,1188,0.528555002,0.455346876
E02002834,3975,2783,1077,0.700125786,0.270943396
E02002835,4369,2840,1412,0.650034333,0.323186084
E02002836,3131,1611,1453,0.514532098,0.464068988
E02002837,2624,1032,1549,0.393292683,0.590320122
E02002838,3093,1094,1921,0.353701908,0.621079858
E02002839,2911,1874,963,0.643765029,0.330814153
E02002842,3418,1205,2111,0.352545348,0.617612639
E02002843,3843,1634,2117,0.425188655,0.550871715
E02002844,3775,786,2872,0.208211921,0.760794702
E02002845,3933,1805,2002,0.458937198,0.509026189
E02002846,3028,2422,571,0.7998679,0.188573316
E02002847,2854,1982,803,0.69446391,0.281359495
E02002848,3344,1353,1913,0.404605263,0.572069378
E02002849,5256,1610,3524,0.306316591,0.670471842
E02002851,2861,2398,426,0.838168473,0.148898986
E02002852,2584,638,1886,0.246904025,0.729876161
E02002853,4029,2338,1609,0.580292877,0.399354679
E02002854,3222,1354,1781,0.420235878,0.552762259
E02002855,2786,1531,1209,0.549533381,0.433955492
E02002856,5066,2536,2454,0.500592183,0.484405843
E02002857,2925,1489,1386,0.509059829,0.473846154
E02002858,2928,2353,533,0.803620219,0.182035519
E02002860,3350,2343,940,0.699402985,0.280597015
E02002861,2775,913,1795,0.329009009,0.646846847
E02002862,3547,1616,1835,0.455596279,0.517338596
E02006815,3739,2026,1623,0.541856111,0.434073282
E02006817,2974,1973,953,0.663416274,0.320443847
E02006819,3254,1349,1811,0.414566687,0.55654579
E02006850,3215,390,2758,0.121306376,0.85785381
E02006851,2961,274,2633,0.092536305,0.889226613
E02002868,2458,1932,480,0.786004882,0.195280716
E02002869,3297,1396,1831,0.423415226,0.555353352
E02002871,3469,2255,1169,0.65004324,0.336984722
E02002872,3816,1736,2013,0.454926625,0.527515723
E02002873,3903,1813,2026,0.464514476,0.519087881
E02002874,3052,1846,1146,0.604849279,0.375491481
E02002875,3627,1676,1865,0.462089881,0.514199063
E02002876,3471,2023,1372,0.582829156,0.395275137
E02002877,3650,2209,1367,0.605205479,0.374520548
E02002878,3258,1066,2138,0.327194598,0.656230816
E02002879,3936,2153,1722,0.547002033,0.4375
E02002880,3296,1348,1888,0.408980583,0.572815534
E02002881,2669,1153,1459,0.431997003,0.546646684
E02002882,3784,1788,1934,0.472515856,0.511099366
E02002883,3537,1561,1890,0.441334464,0.534351145
E02002884,2323,902,1384,0.388291003,0.595781317
E02002885,3107,763,2254,0.245574509,0.725458642
E02002886,3438,2079,1277,0.604712042,0.371436882
E02002887,2832,1315,1414,0.464336158,0.499293785
E02002888,3064,1036,1925,0.338120104,0.628263708
E02002889,3140,316,2767,0.100636943,0.881210191
E02002890,4727,646,3965,0.13666173,0.838798392
E02002891,3376,2284,1030,0.676540284,0.305094787
E02002892,2565,1382,1135,0.538791423,0.442495127
E02002893,4388,839,3450,0.191203282,0.786235187
E02002894,2689,2072,596,0.770546672,0.221643734
E02002895,3279,1017,2224,0.310155535,0.678255566
E02002896,4372,1316,2978,0.301006404,0.68115279
E02002897,3406,2627,733,0.771285966,0.215208456
E02002898,3738,735,2938,0.196629213,0.785981808
E02002899,2172,945,1167,0.435082873,0.537292818
E02002901,2540,1910,598,0.751968504,0.235433071
E02002902,3488,2034,1396,0.583142202,0.400229358
E02002903,2859,1446,1190,0.505771249,0.416229451
E02002904,2633,1667,922,0.633118116,0.350170908
E02006834,3661,1649,1937,0.450423382,0.529090412
E02006904,3787,820,2880,0.216530235,0.760496435
E02006905,3324,1112,2124,0.334536703,0.63898917
E02002863,2676,1688,905,0.630792227,0.33819133
E02002864,2519,1829,619,0.726081778,0.245732434
E02002865,3390,2355,925,0.694690265,0.272861357
E02002866,3088,2334,694,0.755829016,0.224740933
E02002867,3329,2350,875,0.705917693,0.262841694
E02004029,2845,1802,989,0.633391916,0.347627417
E02004030,2550,1975,526,0.774509804,0.20627451
E02004031,3218,1524,1624,0.473586078,0.50466128
E02004032,3643,3051,541,0.837496569,0.14850398
E02004033,3828,2882,867,0.752873563,0.226489028
E02004034,3197,2652,505,0.829527682,0.157960588
E02004035,2727,2300,382,0.843417675,0.140080675
E02004036,4267,2934,1257,0.687602531,0.29458636
E02004037,3154,2709,395,0.858909321,0.125237793
E02004038,3643,2505,1064,0.687620093,0.292066978
E02004039,3413,2747,614,0.804863756,0.179900381
E02004040,3658,2907,695,0.794696555,0.189994533
E02004041,2938,2322,582,0.79033356,0.198093941
E02004043,3009,2306,655,0.766367564,0.217680292
E02004044,3151,2501,575,0.793716281,0.182481752
E02006827,3355,1857,1413,0.553502235,0.421162444
E02004045,3899,2992,861,0.76737625,0.220825853
E02004046,2738,1866,827,0.681519357,0.302045289
E02004047,2507,1320,1145,0.526525728,0.456721181
E02004048,2919,1792,1085,0.613908873,0.371702638
E02004049,3478,2509,905,0.721391604,0.260207016
E02004050,2969,1689,1192,0.56887841,0.40148198
E02004051,3831,2331,1415,0.608457322,0.36935526
E02004052,3382,2453,853,0.725310467,0.252217623
E02004053,3347,2159,1120,0.645055273,0.334628025
E02004054,3731,2852,838,0.764406325,0.224604664
E02004055,3286,2129,1111,0.647900183,0.338101035
E02004056,3228,1582,1620,0.490086741,0.501858736
E02004057,3398,2087,1271,0.614184815,0.374043555
E02004058,3638,1763,1830,0.484606927,0.503023639
E02004059,3232,2408,796,0.745049505,0.246287129
E02004060,3190,2102,1061,0.658934169,0.332601881
E02004061,3430,2055,1335,0.599125364,0.389212828
E02004062,3680,2274,1329,0.617934783,0.361141304
E02004063,3655,2799,815,0.765800274,0.222982216
E02004064,4271,2023,2172,0.473659565,0.508546008
E02004065,3672,3374,255,0.918845316,0.069444444
E02004066,5124,3721,1320,0.726190476,0.257611241
E02004067,2992,1230,1730,0.411096257,0.578208556
E02004068,3302,2393,825,0.724712296,0.249848577
E02004069,3099,2210,706,0.713133269,0.227815424
E02004070,2763,1967,718,0.711907347,0.259862468
E02004071,2229,1624,557,0.728577838,0.249887842
E02004072,3722,3031,629,0.814347125,0.168995164
E02004073,4129,2767,1296,0.670138048,0.313877452
E02004074,2582,1931,606,0.747869868,0.234701782
E02004075,3156,2357,692,0.746831432,0.219264892
E02004076,2796,1731,958,0.619098712,0.342632332
E02004077,2966,2258,609,0.761294673,0.20532704
E02004078,3159,1621,1472,0.513137069,0.465970244
E02004080,4284,2725,1488,0.636087768,0.347338936
E02004081,2470,1953,486,0.790688259,0.196761134
E02004082,2550,2316,203,0.908235294,0.079607843
E02004083,3310,2501,761,0.755589124,0.229909366
E02004084,2667,1733,892,0.649793776,0.334458193
E02004085,3726,2769,908,0.7431562,0.243692968
E02004086,3175,2445,672,0.77007874,0.211653543
E02004087,3414,2306,1049,0.675454013,0.307264206
E02004088,3124,2748,329,0.879641485,0.1053137
E02004089,3259,1773,1419,0.544031912,0.435409635
E02004090,2733,2038,647,0.745700695,0.236736187
E02004091,3905,3169,687,0.811523688,0.175928297
E02004092,4194,2931,1167,0.698855508,0.278254649
E02006828,2722,2262,420,0.831006613,0.15429831
E02004093,2751,1980,733,0.719738277,0.266448564
E02004094,2994,1711,1222,0.571476286,0.408149633
E02004095,4463,2882,1491,0.645753977,0.334080215
E02004096,3795,3420,331,0.901185771,0.087220026
E02004097,3328,2704,594,0.8125,0.178485577
E02004098,3227,2182,953,0.676169817,0.295320731
E02004100,3216,2589,576,0.805037313,0.179104478
E02004102,3909,2281,1552,0.583525198,0.397032489
E02004103,2938,1746,1140,0.594281824,0.388019061
E02004104,2912,2444,424,0.839285714,0.145604396
E02006872,5413,4120,1160,0.761130611,0.21429891
E02004105,3845,2747,1047,0.71443433,0.272301691
E02004106,3111,2637,438,0.847637416,0.140790743
E02004108,3387,2111,1224,0.623265427,0.361381754
E02004109,2880,2510,327,0.871527778,0.113541667
E02004110,3136,2822,261,0.899872449,0.083227041
E02004111,2414,1857,524,0.769262635,0.217067109
E02004112,2894,2462,398,0.850725639,0.137525916
E02004113,4027,1881,2100,0.467097095,0.52148001
E02004114,3163,2681,447,0.847613026,0.14132153
E02004115,3978,2947,983,0.740824535,0.2471091
E02004116,3604,1883,1657,0.522475028,0.459766926
E02004117,3170,2078,1056,0.655520505,0.333123028
E02006804,3461,1915,1502,0.553308292,0.433978619
E02004118,2700,2128,524,0.788148148,0.194074074
E02004119,4330,3465,827,0.800230947,0.190993072
E02004120,2903,2414,454,0.831553565,0.156389941
E02004121,2800,2411,354,0.861071429,0.126428571
E02004122,2472,2011,371,0.813511327,0.150080906
E02004123,2816,1991,779,0.70703125,0.276633523
E02004124,3141,2262,851,0.720152818,0.270932824
E02004125,3775,2656,1072,0.703576159,0.28397351
E02004126,3009,2129,807,0.707544035,0.268195414
E02004128,4296,3329,891,0.77490689,0.207402235
E02006919,3595,2452,1091,0.682058414,0.303477051
E02006920,3155,2168,943,0.687163233,0.29889065
E02005334,2161,1957,190,0.90559926,0.087922258
E02005335,2824,2372,419,0.839943343,0.148371105
E02005336,2903,2115,758,0.728556666,0.261109197
E02005337,3961,3196,701,0.806866953,0.176975511
E02005338,4167,3179,912,0.762898968,0.218862491
E02005339,3502,2926,549,0.835522559,0.156767561
E02005340,3553,2770,717,0.779622854,0.201801295
E02005341,2753,2158,541,0.783872139,0.196512895
E02005342,2802,2247,516,0.801927195,0.184154176
E02005343,2797,2368,385,0.84662138,0.137647479
E02005344,3146,2508,585,0.797202797,0.185950413
E02006820,4117,3513,551,0.853291231,0.133835317
E02005345,2600,1963,585,0.755,0.225
E02005346,4925,2083,2691,0.422944162,0.546395939
E02005347,3449,1257,2108,0.364453465,0.61119165
E02005348,2540,1837,677,0.723228346,0.266535433
E02005349,2980,2315,612,0.776845638,0.205369128
E02005350,2813,2098,657,0.745822965,0.233558478
E02005351,2328,1285,991,0.551975945,0.425687285
E02005352,2421,2041,331,0.843040066,0.136720363
E02005353,3824,2232,1526,0.583682008,0.399058577
E02005354,3542,3186,313,0.899491813,0.088368154
E02005355,2766,2163,541,0.781995662,0.195589299
E02005356,2873,2227,593,0.775147929,0.206404455
E02005357,3036,2325,677,0.765810277,0.222990777
E02005358,4281,3295,906,0.769679981,0.211632796
E02005359,2390,2053,292,0.858995816,0.122175732
E02005360,2546,2108,371,0.827965436,0.145718775
E02005361,2778,1985,737,0.714542837,0.265298776
E02005362,2627,2078,503,0.791016368,0.191473163
E02005363,2944,2536,359,0.861413043,0.121942935
E02005364,2098,1756,316,0.836987607,0.150619638
E02005365,3944,3003,833,0.761409736,0.211206897
E02005366,2811,2135,628,0.759516186,0.22340804
E02005368,2581,1932,566,0.748547075,0.219294847
E02005369,4128,3227,833,0.781734496,0.201792636
E02005370,3422,2906,467,0.849210988,0.136469901
E02005371,3970,3235,654,0.814861461,0.164735516
E02005372,3749,3131,553,0.835156042,0.147506002
E02005373,3773,3245,474,0.860058309,0.125629473
E02005374,3008,1655,1237,0.550199468,0.411236702
E02005375,3518,2636,780,0.749289369,0.221716885
E02005376,3940,2881,946,0.731218274,0.240101523
E02006816,2809,2390,335,0.850836597,0.119259523
E02005377,3568,2891,627,0.810257848,0.1757287
E02005378,2183,1876,290,0.859367842,0.132844709
E02005379,2532,2055,445,0.811611374,0.175750395
E02005380,3562,2733,761,0.767265581,0.21364402
E02005381,3378,2734,589,0.809354648,0.174363529
E02005382,4390,3029,1275,0.689977221,0.290432802
E02005383,3908,2826,1011,0.723132037,0.258700102
E02005384,2646,2187,412,0.826530612,0.155706727
E02005385,2525,2252,249,0.891881188,0.098613861
E02005386,3870,2466,1341,0.637209302,0.346511628
E02005387,3858,2894,896,0.750129601,0.232244686
E02005388,2564,1767,749,0.689157566,0.292121685
E02005389,2619,1812,763,0.691867125,0.29133257
E02005390,3774,3304,433,0.875463699,0.114732379
E02005391,4087,3034,919,0.742353805,0.22485931
E02005392,3815,3163,594,0.829095675,0.15570118
E02005393,3001,2280,648,0.759746751,0.215928024
E02005394,3961,2351,1487,0.593536986,0.37541025
E02005395,3837,2723,1066,0.709669012,0.277821214
E02005396,2789,1947,742,0.698099677,0.266045177
E02005397,3576,2585,937,0.72287472,0.262024609
E02005398,2598,1862,674,0.716705158,0.259430331
E02005399,2752,1875,816,0.681322674,0.296511628
E02005400,2438,1879,511,0.7707137,0.209598031
E02005401,2345,1883,414,0.802985075,0.176545842
E02005402,2498,1841,587,0.736989592,0.23498799
E02005403,2966,2344,557,0.790289953,0.18779501
E02005404,3145,2295,809,0.72972973,0.257233704
E02005405,2828,1574,1205,0.556577086,0.426096181
E02005406,3125,1982,1067,0.63424,0.34144
E02005407,3481,2828,567,0.812410227,0.162884229
E02005408,3074,2162,863,0.703318152,0.280741705
E02005409,4302,3250,1002,0.755462576,0.232914923
E02005412,3310,2605,635,0.787009063,0.1918429
E02005414,3245,2142,1021,0.66009245,0.314637904
E02005415,3256,2301,889,0.706695332,0.273034398
E02005416,3613,3248,313,0.89897592,0.086631608
E02006818,3277,2923,308,0.891974367,0.093988404
E02006911,4638,4020,561,0.866752911,0.120957309
E02005417,2935,2217,645,0.755366269,0.219761499
E02005418,4119,1624,2397,0.394270454,0.581937363
E02005419,3591,1689,1805,0.470342523,0.502645503
E02005420,3623,2106,1407,0.581286227,0.388352194
E02005422,2569,1900,617,0.739587388,0.240171273
E02005423,4106,2557,1470,0.622747199,0.358012664
E02006864,3361,2796,507,0.831895269,0.150847962
E02006865,2987,2541,408,0.850686307,0.136591898
E02005424,4281,3530,676,0.824573698,0.157907031
E02005425,2688,2191,452,0.815104167,0.168154762
E02005426,4151,2534,1521,0.610455312,0.366417731
E02005427,3379,2143,1184,0.634211305,0.350399526
E02005428,3686,2521,1087,0.68393923,0.29489962
E02005429,3244,2540,645,0.78298397,0.198828607
E02005430,3059,2337,634,0.763975155,0.207257274
E02005431,3643,2630,928,0.721932473,0.254735108
E02005432,3303,2420,754,0.732667272,0.228277324
E02005433,3259,2306,854,0.707579012,0.262043572
E02005434,3291,2199,1028,0.668185962,0.312367062
E02005435,3292,2137,1076,0.649149453,0.326852977
E02005436,3454,2408,955,0.69716271,0.276491025
E02005437,2695,1137,1521,0.421892393,0.564378479
E02005438,3016,1648,1289,0.546419098,0.427387268
E02005439,4599,3168,1281,0.688845401,0.278538813
E02005440,2272,1468,720,0.646126761,0.316901408
E02005441,3578,2820,654,0.788149804,0.182783678
E02005442,2710,1082,1532,0.399261993,0.565313653
E02005443,3177,1926,1199,0.606232295,0.377400063
E02005444,5257,3157,1963,0.600532623,0.373406886
E02005445,4806,1892,2785,0.393674573,0.579483978
E02005446,2840,1012,1765,0.356338028,0.621478873
E02005447,3202,1194,1951,0.372891943,0.609306683
E02005448,3126,1566,1457,0.500959693,0.466090851
E02005449,2891,1931,930,0.667934971,0.321687997
E02005450,3708,3056,625,0.82416397,0.168554477
E02005451,3421,1430,1917,0.418006431,0.560362467
E02005452,4687,3686,950,0.786430553,0.202688287
E02005453,4569,4011,507,0.87787262,0.1109652
E02005455,5113,4050,971,0.792098572,0.189908077
E02005456,4023,2637,1308,0.655480984,0.3251305
E02005457,3565,2643,845,0.741374474,0.237026648
E02005458,2764,2105,587,0.761577424,0.212373372
E02005459,3420,2230,1089,0.652046784,0.318421053
E02005460,2387,1547,804,0.648093842,0.336824466
E02005461,2817,2119,639,0.752218672,0.226837061
E02005462,4123,2438,1590,0.591317002,0.385641523
E02005463,3530,2807,659,0.795184136,0.186685552
E02005464,3591,2738,784,0.76246171,0.218323587
E02006866,2792,2063,652,0.738896848,0.233524355
E02006867,3278,2799,443,0.853874314,0.13514338
E02005465,3523,2782,690,0.789667897,0.195855805
E02005466,2699,2165,495,0.802148944,0.18340126
E02005467,3209,2237,887,0.697101901,0.276410097
E02005468,3084,2406,613,0.780155642,0.198767834
E02005469,3079,2289,727,0.743423189,0.236115622
E02005470,4483,2992,1377,0.667410216,0.307160384
E02005471,3857,2244,1522,0.581799326,0.394607208
E02005472,4314,2919,1297,0.676634214,0.30064905
E02005473,3767,2805,847,0.74462437,0.224847359
E02005474,2726,2244,442,0.823184153,0.162142333
E02005475,2523,1952,545,0.773682124,0.216012683
E02005476,3017,2339,614,0.77527345,0.203513424
E02005477,3798,2981,718,0.784886783,0.189046867
E02005478,4339,2716,1530,0.62595068,0.35261581
E02005479,3558,2651,858,0.745081506,0.241146712
E02005480,2861,1372,1434,0.479552604,0.501223348
E02005481,4985,2672,2199,0.536008024,0.44112337
E02005482,4092,3066,875,0.749266862,0.213831867
E02005483,3224,2418,745,0.75,0.231079404
E02005484,3030,1883,1022,0.621452145,0.337293729
E02005485,2531,2067,398,0.816673252,0.157250099
E02005486,3580,2358,1065,0.658659218,0.297486034
E02005487,3664,3027,554,0.826146288,0.151200873
E02005488,2686,2033,614,0.756887565,0.228592703
E02005489,2985,2345,568,0.78559464,0.190284757
E02005490,4046,2537,1392,0.627039051,0.3440435
E02005491,4948,3344,1504,0.675828618,0.303961196
E02005492,4067,2965,969,0.729038603,0.238259159
E02005493,3881,3140,655,0.809069827,0.168770935
E02005494,4130,2906,1116,0.703631961,0.270217918
E02005495,4499,2643,1775,0.587463881,0.394532118
E02005496,2685,1881,702,0.700558659,0.261452514
E02005497,2981,1349,1536,0.452532707,0.515263334
E02005498,3152,2619,469,0.830901015,0.148794416
E02005499,3317,2686,534,0.809767863,0.160988845
E02005500,2867,2094,678,0.730380188,0.23648413
E02005501,3112,2628,409,0.844473008,0.131426735
E02005502,3694,2948,656,0.798050893,0.177585273
E02005612,2744,1806,867,0.658163265,0.315962099
E02005613,3712,2342,1309,0.630926724,0.352640086
E02005614,2907,1862,986,0.640522876,0.339181287
E02005615,3699,2500,1141,0.67585834,0.308461746
E02005616,2221,1192,991,0.536695182,0.446195407
E02005617,4051,2015,1974,0.497408047,0.48728709
E02006862,2499,1788,666,0.715486194,0.266506603
E02006863,3382,2164,1183,0.639858072,0.349793022
E02005619,2348,1802,481,0.76746167,0.204855196
E02005620,3094,2442,573,0.789269554,0.185197156
E02005621,2883,2257,577,0.782865071,0.200138744
E02005622,3551,2795,667,0.787102225,0.187834413
E02005623,3316,2606,631,0.78588661,0.190289505
