MSOA11CD,residents_all_2011,migrants_2011,migrants_2011_pct
E02006844,8734,3926,0.449507671
E02006868,12161,1504,0.12367404
E02006869,11191,560,0.050040211
E02002183,5594,331,0.05917054
E02002184,12945,886,0.068443414
E02002185,5948,356,0.059852051
E02002186,12643,780,0.061694218
E02002187,5888,357,0.060631793
E02002188,7726,490,0.063422211
E02002189,6842,502,0.07337036
E02002190,12001,788,0.065661195
E02002191,9413,764,0.081164347
E02002192,9239,601,0.06505033
E02002193,6009,689,0.114661341
E02002194,7500,447,0.0596
E02002195,6393,399,0.062412013
E02002196,6364,435,0.068353237
E02002197,8517,816,0.095808383
E02002198,8139,546,0.067084408
E02002199,6407,422,0.06586546
E02002200,9216,779,0.08452691
E02002201,12022,1070,0.089003494
E02002202,7029,969,0.137857448
E02002203,7655,597,0.077988243
E02002204,11394,728,0.063893277
E02002205,10113,573,0.056659745
E02002206,8721,647,0.07418874
E02002207,7375,502,0.068067797
E02002208,7621,699,0.091720247
E02002209,5908,637,0.107819905
E02002210,7627,572,0.074996722
E02002211,7199,413,0.057369079
E02002212,7294,543,0.074444749
E02002213,6745,462,0.068495182
E02002214,5917,438,0.074023999
E02002215,10515,600,0.057061341
E02002216,9365,554,0.059156434
E02002217,8855,687,0.077583286
E02002218,9354,738,0.078896729
E02002219,7877,503,0.063856798
E02002220,9288,522,0.05620155
E02002221,13576,1789,0.131776665
E02002222,8111,696,0.085809395
E02002223,7821,650,0.083109577
E02002224,10589,513,0.048446501
E02002225,8240,576,0.069902913
E02002226,14938,1958,0.13107511
E02002227,6503,680,0.104567123
E02002228,6795,730,0.107431935
E02002229,8144,580,0.071218075
E02002230,9502,1115,0.117343717
E02002231,12757,929,0.072822764
E02002232,6458,732,0.113347786
E02002233,9238,621,0.067222342
E02002234,7933,595,0.075003151
E02002235,7083,609,0.085980517
E02002236,6002,492,0.081972676
E02002237,8304,742,0.089354528
E02002238,6122,536,0.087553087
E02002239,9964,830,0.08329988
E02002240,10686,562,0.052592177
E02002241,11941,808,0.067666025
E02002242,7751,505,0.065152883
E02002243,9336,554,0.059340189
E02002244,6011,326,0.054233905
E02002245,5627,462,0.082104141
E02002246,9651,559,0.057921459
E02002247,9374,562,0.059953062
E02002248,7523,523,0.069520138
E02002249,5522,410,0.074248461
E02002250,8410,577,0.068608799
E02002251,7511,931,0.123951538
E02002252,6025,487,0.080829876
E02002253,7616,690,0.090598739
E02002254,5763,387,0.067152525
E02002255,7836,488,0.062276672
E02002256,9317,702,0.075346141
E02002257,6202,490,0.079006772
E02002258,8816,722,0.081896552
E02002259,6577,560,0.085145203
E02002260,9114,866,0.095018653
E02002261,8108,656,0.080907745
E02002262,7914,644,0.081374779
E02002263,6697,525,0.07839331
E02002264,6995,481,0.068763402
E02002265,5432,455,0.083762887
E02002266,5820,459,0.078865979
E02002267,8150,532,0.065276074
E02002268,9888,848,0.085760518
E02002269,9569,690,0.072107848
E02002270,8358,614,0.073462551
E02002271,7100,428,0.06028169
E02002272,9445,723,0.076548438
E02002273,6174,452,0.073210236
E02002274,6999,558,0.079725675
E02002275,8558,634,0.07408273
E02002276,7281,478,0.065650323
E02002277,6510,523,0.080337942
E02002278,6372,527,0.082705587
E02002279,6174,558,0.090379009
E02002280,6248,406,0.064980794
E02002281,11399,816,0.071585227
E02002282,7203,519,0.072053311
E02002283,7833,361,0.046087068
E02002284,6054,366,0.060455897
E02002285,7991,464,0.058065323
E02002286,6076,504,0.082949309
E02002287,6933,700,0.100966393
E02002288,9273,655,0.070635177
E02002289,6560,413,0.062957317
E02002290,6229,373,0.059881201
E02002291,6552,429,0.06547619
E02002292,5708,374,0.065522074
E02002293,7932,515,0.064926878
E02002294,10691,468,0.043775138
E02002295,6692,613,0.091601913
E02002296,6782,578,0.085225597
E02002297,6899,516,0.074793448
E02002298,6748,358,0.053052756
E02002299,6550,954,0.145648855
E02002300,6683,648,0.096962442
E02002301,7655,958,0.125146963
E02002302,6386,433,0.067804573
E02002303,6469,595,0.091977122
E02002304,6542,1068,0.163252828
E02002305,6071,638,0.105089771
E02002306,6363,416,0.065377966
E02002307,6004,441,0.073451033
E02002308,6459,495,0.07663725
E02002309,6767,914,0.135067238
E02002310,6083,675,0.110964984
E02002311,6427,503,0.078263576
E02002312,8137,1877,0.230674696
E02002313,7663,711,0.092783505
E02002314,6009,433,0.072058579
E02002315,6775,657,0.09697417
E02002316,6435,315,0.048951049
E02002317,7042,529,0.075120704
E02002318,6404,541,0.084478451
E02002319,6549,459,0.070087036
E02002320,6398,523,0.081744295
E02002321,7232,1315,0.181830752
E02002322,6401,351,0.054835182
E02002323,8443,577,0.068340637
E02002324,6520,402,0.061656442
E02002325,8534,499,0.058471994
E02002326,6264,312,0.049808429
E02002327,9845,540,0.054850178
E02002328,6976,487,0.06981078
E02002329,11956,688,0.057544329
E02002330,6598,358,0.054258866
E02002331,6592,1029,0.156098301
E02002332,5849,308,0.052658574
E02002333,7819,521,0.066632562
E02002334,7116,428,0.06014615
E02002335,7552,466,0.061705508
E02002336,6765,354,0.05232816
E02002337,6712,601,0.08954112
E02002338,6800,597,0.087794118
E02002339,5719,432,0.075537681
E02002340,5536,369,0.066654624
E02002341,7348,500,0.068045727
E02002342,5752,285,0.049547983
E02002343,5729,370,0.064583697
E02002344,7678,625,0.081401407
E02002345,5503,397,0.072142468
E02002346,5982,469,0.078401872
E02002347,5998,505,0.084194732
E02002348,6111,450,0.073637703
E02002349,5637,651,0.115486961
E02002350,6201,663,0.106918239
E02002351,5399,308,0.057047601
E02002352,7371,701,0.095102428
E02002353,5817,450,0.077359464
E02002354,7825,625,0.079872204
E02002356,7521,630,0.083765457
E02002357,7784,796,0.102261048
E02002358,7353,395,0.05371957
E02002359,6393,419,0.065540435
E02002360,6748,782,0.115886189
E02002361,5746,488,0.084928646
E02002362,7695,691,0.089798571
E02002363,6976,950,0.136181193
E02002364,5768,335,0.058079057
E02002366,7767,622,0.0800824
E02002367,5915,642,0.108537616
E02002368,7952,678,0.085261569
E02002369,6939,554,0.079838593
E02002370,6653,490,0.073650985
E02002371,9614,999,0.103910963
E02002373,8559,4626,0.540483701
E02002374,6636,1260,0.189873418
E02002375,6386,1494,0.233949264
E02002376,6869,723,0.105255496
E02002377,7067,701,0.099193434
E02002379,5243,563,0.10738127
E02002380,5270,386,0.073244782
E02002381,6103,634,0.103883336
E02002382,6001,832,0.138643559
E02002383,7636,3857,0.505107386
E02002384,10792,3386,0.313750927
E02002385,7996,2821,0.352801401
E02002386,8343,512,0.061368812
E02002387,5455,541,0.099175069
E02002388,7357,757,0.102895202
E02002389,6600,665,0.100757576
E02002390,6055,447,0.073823287
E02002391,7772,618,0.079516212
E02002392,9275,5108,0.550727763
E02002393,7589,1183,0.155883516
E02002394,6773,925,0.136571682
E02002395,6340,435,0.068611987
E02002396,8466,927,0.109496811
E02002397,7430,553,0.074427995
E02002398,7443,422,0.056697568
E02002399,6204,471,0.075918762
E02002400,8222,1319,0.160423255
E02002401,6203,491,0.079155247
E02002402,5774,311,0.053862141
E02002403,6071,464,0.076428924
E02002404,8676,2253,0.259681881
E02002405,7484,591,0.078968466
E02002406,7018,317,0.045169564
E02002407,6389,692,0.10831116
E02002408,7237,621,0.085809037
E02002409,5940,470,0.079124579
E02002410,6591,614,0.093157336
E02002411,7054,1539,0.218174086
E02002412,6798,579,0.085172109
E02002414,5725,817,0.142707424
E02002415,6483,866,0.133580133
E02002416,6319,375,0.059344833
E02002417,6327,504,0.079658606
E02002418,7234,360,0.049764999
E02002419,7832,766,0.097803882
E02002420,7853,819,0.104291354
E02002421,5931,476,0.080256281
E02002422,6180,414,0.066990291
E02002423,5641,402,0.07126396
E02002424,7612,536,0.070415134
E02002425,8448,498,0.058948864
E02002426,7661,467,0.060958099
E02002427,6854,463,0.067551795
E02002428,6878,653,0.09494039
E02002429,8245,588,0.071315949
E02002430,7175,513,0.071498258
E02002431,7992,700,0.087587588
E02002432,7200,369,0.05125
E02002433,6177,683,0.110571475
E02002434,8621,839,0.097320496
E02002435,7394,623,0.084257506
E02002436,6605,406,0.061468584
E02002437,6190,326,0.05266559
E02006852,12417,3927,0.316259966
E02006861,12512,6211,0.496403453
E02006875,7484,3184,0.425440941
E02006876,7145,1892,0.26480056
E02002438,7871,415,0.052725194
E02002439,7639,551,0.07212986
E02002440,7751,404,0.052122307
E02002441,8626,709,0.082193369
E02002442,6713,467,0.069566513
E02002443,5943,458,0.077065455
E02002444,5881,457,0.077707873
E02002445,7004,448,0.063963449
E02002446,6038,320,0.052997681
E02002447,6146,465,0.075658965
E02002448,7564,442,0.058434691
E02002449,8138,515,0.063283362
E02002450,6757,407,0.060233832
E02002451,7186,324,0.04508767
E02002452,7963,668,0.083887982
E02002453,9248,652,0.07050173
E02002454,7553,830,0.10989011
E02002455,6149,472,0.076760449
E02002456,7166,641,0.089450181
E02002457,7603,523,0.068788636
E02002458,8809,597,0.067771597
E02002459,9349,593,0.063429244
E02002460,7055,326,0.046208363
E02002461,10059,697,0.069291182
E02002462,7307,495,0.06774326
E02002463,9104,625,0.068651142
E02002464,7848,392,0.049949032
E02002465,5988,489,0.081663327
E02002466,8986,598,0.066547963
E02002467,8234,816,0.099101287
E02002468,6046,379,0.062686073
E02002469,5945,241,0.040538267
E02002470,6144,319,0.051920573
E02002471,10404,587,0.056420607
E02002472,5963,520,0.087204427
E02002473,6336,386,0.060921717
E02002474,6115,403,0.065903516
E02002475,5975,456,0.076317992
E02002476,5845,335,0.057313944
E02002477,6321,315,0.049833887
E02002478,5832,248,0.042524005
E02002479,8334,424,0.05087593
E02002480,5872,354,0.060286104
E02002481,6325,334,0.052806324
E02002482,6702,402,0.059982095
E02002796,6135,451,0.073512632
E02002797,7487,452,0.06037131
E02002798,10138,651,0.064213849
E02002799,5992,459,0.076602136
E02002800,7131,944,0.13237975
E02002801,7611,451,0.05925634
E02002802,8012,642,0.080129805
E02002803,7766,2382,0.306721607
E02002804,7633,550,0.072055548
E02002805,5701,304,0.053323978
E02002806,6547,1704,0.26027188
E02002807,9021,509,0.0564239
E02002808,11819,3009,0.254590067
E02002809,6676,534,0.079988017
E02002810,8220,634,0.077128954
E02002811,9971,1363,0.13669642
E02002812,6965,720,0.103374013
E02002813,10322,1223,0.11848479
E02002814,7360,451,0.061277174
E02002815,7664,743,0.096946764
E02002816,9406,641,0.068147991
E02002817,6317,477,0.075510527
E02002818,7665,793,0.103457273
E02002819,7408,1007,0.135934125
E02002820,9708,865,0.089101772
E02002821,11010,1040,0.094459582
E02002822,6738,475,0.070495696
E02002823,7475,442,0.059130435
E02002824,9656,706,0.073115162
E02002825,8544,681,0.079705056
E02002826,6654,404,0.060715359
E02002827,6431,503,0.078214897
E02002828,7582,521,0.068715379
E02002829,10609,807,0.07606749
E02002830,10049,1015,0.101005075
E02002831,6832,408,0.05971897
E02002832,8072,552,0.068384539
E02002833,8160,528,0.064705882
E02002834,9731,933,0.095879149
E02002835,12628,1431,0.113319607
E02002836,9331,494,0.052941807
E02002837,7445,626,0.084083277
E02002838,7723,596,0.077172083
E02002839,7638,494,0.064676617
E02002842,7658,1212,0.158265866
E02002843,13049,779,0.059698061
E02002844,11954,697,0.058306843
E02002845,10350,814,0.078647343
E02002846,7385,526,0.071225457
E02002847,10274,567,0.055187853
E02002848,11199,1213,0.108313242
E02002849,12432,3370,0.271074646
E02002851,7984,535,0.067009018
E02002852,7098,465,0.065511412
E02002853,12799,1452,0.113446363
E02002854,8224,732,0.089007782
E02002855,6583,1051,0.159653653
E02002856,11621,2441,0.21005077
E02002857,6230,817,0.131139647
E02002858,7464,739,0.099008574
E02002860,7944,568,0.071500504
E02002861,7752,528,0.068111455
E02002862,8317,551,0.06624985
E02006815,9184,598,0.06511324
E02006817,8111,1062,0.1309333
E02006819,8109,583,0.071895425
E02006850,9855,3966,0.402435312
E02006851,6032,2608,0.432360743
E02002868,5773,293,0.050753508
E02002869,7425,691,0.093063973
E02002871,7841,534,0.068103558
E02002872,8732,762,0.087265231
E02002873,9042,852,0.094226941
E02002874,7958,924,0.116109575
E02002875,8250,789,0.095636364
E02002876,7957,809,0.101671484
E02002877,7527,833,0.110668261
E02002878,8983,805,0.089613715
E02002879,9107,1286,0.141210058
E02002880,8639,801,0.092719065
E02002881,6175,559,0.090526316
E02002882,8201,1630,0.198756249
E02002883,7574,1004,0.132558754
E02002884,6131,1016,0.165715218
E02002885,8149,1331,0.163332924
E02002886,8785,640,0.072851451
E02002887,6463,497,0.076899273
E02002888,6554,679,0.103600854
E02002889,8585,3789,0.441351194
E02002890,11170,3404,0.304744852
E02002891,8332,551,0.066130581
E02002892,6071,480,0.079064405
E02002893,13419,4512,0.33623966
E02002894,6845,487,0.071146822
E02002895,7995,3202,0.400500313
E02002896,10014,1421,0.141901338
E02002897,7896,517,0.06547619
E02002898,10920,4217,0.386172161
E02002899,9952,4243,0.426346463
E02002901,5735,483,0.084219704
E02002902,8620,1192,0.138283063
E02002903,6343,522,0.082295444
E02002904,6137,425,0.069252078
E02006834,7711,536,0.069511088
E02006904,7050,2375,0.336879433
E02006905,7619,1113,0.146082163
E02002863,7812,1034,0.132360471
E02002864,5851,407,0.069560759
E02002865,7902,667,0.08440901
E02002866,7384,560,0.075839653
E02002867,8420,734,0.087173397
E02004029,6459,433,0.067038241
E02004030,5630,368,0.065364121
E02004031,7474,689,0.092186246
E02004032,8261,476,0.057620143
E02004033,8824,739,0.083748867
E02004034,7326,428,0.058422058
E02004035,6475,422,0.065173745
E02004036,9919,640,0.064522633
E02004037,7670,454,0.059191656
E02004038,7797,714,0.091573682
E02004039,8044,580,0.072103431
E02004040,9016,657,0.072870453
E02004041,7029,465,0.066154503
E02004043,7025,466,0.06633452
E02004044,7717,537,0.069586627
E02006827,7643,560,0.073269659
E02004045,9092,454,0.049934008
E02004046,6221,392,0.063012377
E02004047,5651,364,0.064413378
E02004048,6687,468,0.069986541
E02004049,7781,398,0.051150238
E02004050,7045,322,0.045706175
E02004051,9016,633,0.070208518
E02004052,7868,453,0.057574987
E02004053,7877,457,0.058017012
E02004054,8628,512,0.059341678
E02004055,7127,479,0.067209204
E02004056,7802,445,0.057036657
E02004057,7675,641,0.083517915
E02004058,7814,523,0.066931149
E02004059,7261,477,0.065693431
E02004060,7632,429,0.056210692
E02004061,7186,559,0.077790148
E02004062,7992,487,0.060935936
E02004063,7973,489,0.061331995
E02004064,8748,1158,0.132373114
E02004065,8437,428,0.050728932
E02004066,11731,843,0.071860881
E02004067,6410,459,0.071606864
E02004068,7566,384,0.05075337
E02004069,6762,485,0.071724342
E02004070,6385,420,0.06577917
E02004071,5118,339,0.066236811
E02004072,8558,547,0.063916803
E02004073,9050,576,0.063646409
E02004074,5813,277,0.047651815
E02004075,7447,504,0.06767826
E02004076,6582,464,0.07049529
E02004077,7835,679,0.086662412
E02004078,7148,543,0.075965305
E02004080,9395,834,0.088770623
E02004081,5716,387,0.067704689
E02004082,6304,358,0.05678934
E02004083,7760,437,0.056314433
E02004084,6216,289,0.046492921
E02004085,8688,660,0.075966851
E02004086,7335,410,0.055896387
E02004087,7818,642,0.082118189
E02004088,7614,536,0.070396638
E02004089,6705,765,0.11409396
E02004090,6140,462,0.0752443
E02004091,8889,669,0.075261559
E02004092,9556,739,0.077333612
E02006828,6797,418,0.06149772
E02004093,6408,404,0.063046192
E02004094,7325,499,0.068122867
E02004095,9866,706,0.071558889
E02004096,9491,481,0.050679591
E02004097,7678,453,0.05899974
E02004098,7317,421,0.057537242
E02004100,7610,460,0.060446781
E02004102,8540,1033,0.120960187
E02004103,7072,491,0.069428733
E02004104,7074,431,0.06092734
E02006872,12511,502,0.04012469
E02004105,9445,412,0.043620963
E02004106,6986,339,0.048525623
E02004108,7538,477,0.063279384
E02004109,6742,368,0.05458321
E02004110,7464,378,0.050643087
E02004111,5477,372,0.067920394
E02004112,6525,355,0.05440613
E02004113,9191,595,0.064737243
E02004114,7283,401,0.055059728
E02004115,9020,518,0.057427938
E02004116,7887,509,0.064536579
E02004117,7312,393,0.053747265
E02006804,8153,431,0.052863976
E02004118,6815,595,0.08730741
E02004119,10860,851,0.078360958
E02004120,7252,483,0.066602317
E02004121,6666,390,0.058505851
E02004122,6544,539,0.082365526
E02004123,6383,414,0.064859784
E02004124,7614,451,0.059232992
E02004125,8988,578,0.064307966
E02004126,6900,620,0.089855072
E02004128,10255,642,0.062603608
E02006919,8529,994,0.116543557
E02006920,7805,585,0.074951954
E02005334,5640,345,0.061170213
E02005335,6891,407,0.059062545
E02005336,7106,637,0.089642556
E02005337,9744,575,0.059010673
E02005338,9853,674,0.068405562
E02005339,8448,450,0.053267045
E02005340,8844,833,0.09418815
E02005341,6913,436,0.063069579
E02005342,6725,343,0.051003717
E02005343,6647,293,0.044080036
E02005344,7461,415,0.055622571
E02006820,9643,453,0.046977082
E02005345,6061,484,0.079854809
E02005346,11278,1416,0.125554176
E02005347,9882,3282,0.332119004
E02005348,5829,512,0.087836679
E02005349,6986,419,0.059977097
E02005350,6519,479,0.073477527
E02005351,10662,3548,0.332770587
E02005352,6156,349,0.056692658
E02005353,9433,1165,0.123502597
E02005354,9088,853,0.093860035
E02005355,6534,535,0.0818794
E02005356,6493,501,0.077160018
E02005357,7257,416,0.057323963
E02005358,10175,657,0.064570025
E02005359,5884,302,0.051325629
E02005360,6342,554,0.087354147
E02005361,6561,456,0.0695016
E02005362,6243,447,0.071600192
E02005363,7221,630,0.087245534
E02005364,5300,321,0.060566038
E02005365,9668,704,0.072817542
E02005366,6528,417,0.063878676
E02005368,6201,364,0.05870021
E02005369,9799,687,0.070109195
E02005370,8940,398,0.044519016
E02005371,10045,619,0.061622698
E02005372,9416,572,0.060747664
E02005373,9720,666,0.068518519
E02005374,6532,515,0.078842621
E02005375,8396,715,0.0851596
E02005376,9353,493,0.05271036
E02006816,6980,423,0.060601719
E02005377,8286,450,0.054308472
E02005378,5199,308,0.059242162
E02005379,6065,385,0.063478978
E02005380,8373,450,0.053744178
E02005381,8009,387,0.048320639
E02005382,10047,845,0.084104708
E02005383,9022,527,0.058412769
E02005384,6419,335,0.052188814
E02005385,5953,330,0.055434235
E02005386,8375,875,0.104477612
E02005387,9072,776,0.085537919
E02005388,5690,524,0.092091388
E02005389,5706,362,0.063441991
E02005390,8862,455,0.051342812
E02005391,9616,644,0.066971714
E02005392,8906,604,0.067819448
E02005393,6996,492,0.070325901
E02005394,9383,825,0.087924971
E02005395,8869,639,0.072048709
E02005396,6606,456,0.069028156
E02005397,8283,466,0.056259809
E02005398,6095,497,0.081542248
E02005399,6363,504,0.079207921
E02005400,5637,302,0.053574596
E02005401,5712,337,0.058998599
E02005402,6167,414,0.067131506
E02005403,6867,330,0.04805592
E02005404,7559,445,0.058870221
E02005405,6907,371,0.053713624
E02005406,7393,661,0.0894089
E02005407,8676,642,0.073997234
E02005408,7461,475,0.063664388
E02005409,10348,582,0.056242752
E02005412,8178,508,0.062117877
E02005414,7774,526,0.067661436
E02005415,7490,594,0.079305741
E02005416,8802,340,0.038627585
E02006818,8255,420,0.050878256
E02006911,15671,2298,0.146640291
E02005417,7296,510,0.069901316
E02005418,10021,892,0.089013073
E02005419,8131,999,0.122863116
E02005420,8229,672,0.081662413
E02005422,6085,445,0.073130649
E02005423,9541,710,0.07441568
E02006864,8003,516,0.064475822
E02006865,7331,627,0.085527213
E02005424,9904,491,0.049575929
E02005425,6338,350,0.055222468
E02005426,9633,568,0.058963978
E02005427,6786,623,0.091806661
E02005428,8082,537,0.06644395
E02005429,6515,465,0.071373753
E02005430,6867,509,0.074122615
E02005431,8384,550,0.065601145
E02005432,7515,585,0.077844311
E02005433,7066,569,0.080526465
E02005434,7073,519,0.073377633
E02005435,7279,700,0.096167056
E02005436,7676,533,0.069437207
E02005437,5861,630,0.107490189
E02005438,6439,527,0.081845007
E02005439,11241,1244,0.110666311
E02005440,5363,366,0.068245385
E02005441,8379,529,0.063134026
E02005442,5736,472,0.082287308
E02005443,6811,748,0.109822346
E02005444,11954,2177,0.182114773
E02005445,11600,1772,0.152758621
E02005446,8473,3046,0.359494866
E02005447,6759,1410,0.208610741
E02005448,7192,630,0.08759733
E02005449,7918,1625,0.205228593
E02005450,8486,685,0.080721188
E02005451,7639,708,0.092682288
E02005452,10973,646,0.058871776
E02005453,10568,641,0.060654807
E02005455,12280,944,0.076872964
E02005456,9781,1118,0.114303241
E02005457,8344,589,0.070589645
E02005458,6527,470,0.07200858
E02005459,8005,610,0.076202374
E02005460,6247,915,0.146470306
E02005461,6261,482,0.076984507
E02005462,9064,832,0.091791703
E02005463,8607,832,0.096665505
E02005464,8198,532,0.064893877
E02006866,6473,714,0.110304341
E02006867,7411,449,0.060585616
E02005465,8440,460,0.05450237
E02005466,6507,395,0.060703857
E02005467,7110,389,0.054711674
E02005468,7492,444,0.059263214
E02005469,7416,521,0.070253506
E02005470,10379,824,0.079391078
E02005471,9080,631,0.069493392
E02005472,9828,617,0.062779813
E02005473,9263,777,0.083882112
E02005474,6546,439,0.067063856
E02005475,6209,374,0.060235143
E02005476,7239,430,0.05940047
E02005477,8844,577,0.065241972
E02005478,9908,734,0.07408155
E02005479,8277,759,0.091699891
E02005480,7332,596,0.081287507
E02005481,10963,1364,0.124418499
E02005482,9774,750,0.076734193
E02005483,7829,556,0.07101801
E02005484,6952,512,0.073647871
E02005485,6055,423,0.06985962
E02005486,8401,769,0.091536722
E02005487,9199,570,0.061963257
E02005488,6263,385,0.061472138
E02005489,7051,496,0.070344632
E02005490,9132,700,0.076653526
E02005491,10569,1048,0.099157915
E02005492,9425,435,0.046153846
E02005493,9304,578,0.062123818
E02005494,9452,595,0.06294964
E02005495,9645,838,0.086884396
E02005496,6456,424,0.065675341
E02005497,7031,606,0.086189731
E02005498,7152,387,0.054110738
E02005499,8068,450,0.055775905
E02005500,6795,654,0.096247241
E02005501,7358,507,0.068904594
E02005502,8564,556,0.064922933
E02005612,6676,511,0.07654284
E02005613,8833,619,0.070078116
E02005614,6706,740,0.110348941
E02005615,8507,512,0.060185729
E02005616,5299,435,0.082090961
E02005617,9738,726,0.074553296
E02006862,6112,527,0.086223822
E02006863,9384,1108,0.118073316
E02005619,5844,483,0.082648871
E02005620,7980,538,0.067418546
E02005621,7958,933,0.117240513
E02005622,8785,563,0.064086511
E02005623,8025,654,0.081495327
E02005624,9242,832,0.090023804
E02005625,9122,766,0.083972813
E02005626,6662,472,0.070849595
E02005627,6711,471,0.070183281
E02005628,7514,506,0.067340964
E02005629,5703,403,0.070664563
E02005630,9917,664,0.066955733
E02005631,10006,610,0.060963422
E02005632,6042,410,0.067858325
E02005633,8641,446,0.051614396
E02005634,8535,553,0.064792033
E02005635,8649,687,0.079431148
E02005636,11136,927,0.083243534
E02005637,8302,835,0.100578174
E02005638,9834,585,0.059487492
E02005639,5276,341,0.064632297
E02005640,10697,815,0.076189586
E02005641,7694,519,0.06745516
E02005642,8266,608,0.073554319
E02005643,8047,671,0.083385112
E02005644,8251,991,0.120106654
E02005645,10992,1226,0.111535662
E02005646,6423,343,0.053401837
E02005647,7032,612,0.087030717
E02005648,7215,413,0.057241857
E02005649,13582,895,0.065896039
E02005650,6852,1203,0.175569177
E02005651,6277,369,0.058786044
E02005652,5965,410,0.068734283
E02005653,8119,766,0.094346594
E02005654,8223,790,0.096071993
E02005655,5811,360,0.061951471
E02005656,5901,520,0.088120658
E02005657,6093,514,0.084359101
E02005658,6286,888,0.141266306
E02005659,5063,331,0.065376259
E02005660,5660,411,0.072614841
E02005661,6481,592,0.091343928
E02005662,6732,705,0.104723708
E02005663,5448,409,0.075073421
E02005664,6007,1020,0.169801898
E02005665,7365,524,0.071147318
E02005666,8173,776,0.094946776
E02005667,6029,528,0.087576713
E02005668,6108,492,0.080550098
E02005669,5693,371,0.06516775
E02005670,8177,1403,0.171578819
E02005671,7285,1156,0.158682224
E02005672,7327,1495,0.204039853
E02005673,7166,962,0.134245046
E02005674,7051,1355,0.192171323
E02005675,5733,535,0.093319379
E02005676,5913,499,0.084390326
E02005677,8053,1009,0.125294921
E02005678,9717,968,0.099619224
E02005679,8828,745,0.084390575
E02005680,8533,533,0.062463377
E02005681,8128,441,0.05425689
E02005682,6358,391,0.061497326
E02005683,13255,974,0.073481705
E02005684,7984,564,0.070641283
E02005685,8066,592,0.073394495
E02005686,7461,459,0.061519903
E02005687,5920,439,0.074155405
E02005688,8671,568,0.065505709
E02005689,7641,414,0.05418139
E02005690,5377,465,0.08647945
E02005691,6328,412,0.065107459
E02005692,6572,444,0.067559343
E02005693,8272,605,0.073138298
E02005694,7647,446,0.058323526
E02005695,7321,802,0.109547876
E02005696,5818,430,0.07390856
E02005697,6047,679,0.112287085
E02005698,5743,393,0.068431134
E02005699,8239,760,0.092244204
E02005700,8865,515,0.058093627
E02005701,10832,675,0.062315362
E02005819,6146,349,0.056784901
E02005820,5728,329,0.057437151
E02005821,6388,485,0.075923607
E02005822,9531,808,0.084775994
E02005823,7518,610,0.081138601
E02005824,9727,621,0.063842911
E02005825,8012,537,0.067024463
E02005826,6072,499,0.082180501
E02005827,8303,626,0.075394436
E02005828,7109,382,0.053734702
E02005829,6753,394,0.05834444
E02005830,6111,282,0.046146294
E02005831,8570,836,0.097549592
E02005832,8924,842,0.094352308
E02005833,7427,402,0.054126835
E02005834,7178,445,0.061994985
E02005835,10180,482,0.047347741
E02005836,8933,434,0.048583902
E02005837,7809,945,0.121014214
E02005838,8095,299,0.03693638
E02005839,6162,425,0.068971113
E02005840,9050,563,0.062209945
E02005842,8622,571,0.066225934
E02005843,6403,518,0.080899578
E02005844,7566,588,0.077716098
E02005846,6491,570,0.087813896
E02005847,6634,512,0.077178173
E02005848,6799,463,0.06809825
E02005849,9055,497,0.054886803
E02006903,11064,665,0.060104845
E02005850,6892,422,0.061230412
E02005851,5927,397,0.06698161
E02005852,7930,405,0.051071879
E02005853,8976,429,0.047794118
E02005856,7270,445,0.061210454
E02005857,6238,455,0.072940045
E02005858,7450,848,0.113825503
E02005859,9003,630,0.069976674
E02005860,8339,1309,0.156973258
E02005861,5516,603,0.109318347
E02005862,7823,712,0.091013678
E02005863,7369,571,0.077486769
E02005864,8238,531,0.064457393
E02006906,12516,622,0.049696389
E02005865,7929,546,0.068861143
E02005866,8948,467,0.052190434
E02005868,6451,393,0.060920787
E02005869,5837,384,0.065787219
E02005870,6593,626,0.094949189
E02005871,7132,460,0.064498037
E02005872,5777,359,0.062142981
E02005873,10034,682,0.067968906
E02005874,8384,604,0.072041985
E02005875,7209,392,0.054376474
E02005876,9055,592,0.065378244
E02005877,7365,602,0.08173795
E02005878,9548,735,0.076979472
E02005879,7398,755,0.102054609
E02006835,5883,422,0.071732109
E02005880,6237,377,0.060445727
E02005881,5762,377,0.065428671
E02005882,7891,417,0.052845013
E02005883,7718,713,0.092381446
E02005884,6124,436,0.071195297
E02005885,8282,504,0.060854866
E02005886,10348,596,0.057595671
E02005887,9110,963,0.105708013
E02005888,8171,841,0.102924979
E02005889,10174,658,0.064674661
E02005890,6703,397,0.059227212
E02005891,6323,581,0.091886763
E02005892,11623,851,0.073216898
E02005893,10023,466,0.046493066
E02005894,9853,619,0.062823506
E02005895,7986,415,0.05196594
E02005896,7342,433,0.058975756
E02005897,8926,637,0.071364553
E02005898,10772,524,0.048644634
E02005899,10647,949,0.089133089
E02005900,7297,588,0.080581061
E02005901,8872,775,0.087353472
E02005902,8181,593,0.072485026
E02005903,9757,536,0.054934919
E02005904,8283,693,0.083665339
E02005905,6878,582,0.084617621
E02005906,7035,628,0.089267946
E02005907,9131,552,0.060453401
E02005908,8878,555,0.06251408
E02005909,8192,828,0.101074219
E02005910,8991,1738,0.193304416
E02005911,8573,671,0.078268984
E02005912,8846,708,0.080036175
