MSOA11CD,residents_all_2011,migrants_2011,migrants_2011_pct
E02004989,12612,3324,0.263558516
E02004990,6371,891,0.139852456
E02004991,7324,1482,0.202348443
E02004992,8119,1642,0.202241655
E02004993,5251,643,0.122452866
E02004994,5874,420,0.071501532
E02004995,5181,302,0.058289905
E02005503,7111,650,0.091407678
E02005504,8735,574,0.06571265
E02005505,7184,573,0.079760579
E02005506,6849,495,0.072273325
E02005507,11425,957,0.083763676
E02005508,6640,452,0.068072289
E02005509,7258,590,0.081289611
E02005510,6641,454,0.068363198
E02005511,7202,600,0.083310192
E02005512,8810,1120,0.127128263
E02005513,9009,561,0.062271062
E02005514,6554,483,0.073695453
E02005515,6223,454,0.072955166
E02005516,6510,528,0.081105991
E02005517,5910,536,0.090693739
E02005518,10635,892,0.083874001
E02005519,7795,531,0.06812059
E02005520,7378,396,0.053673082
E02005521,8519,625,0.073365418
E02005522,5302,406,0.076574877
E02005523,7737,559,0.072250226
E02005524,5442,308,0.056596839
E02005525,10142,676,0.06665352
E02005526,5489,474,0.086354527
E02005527,8229,582,0.070725483
E02005528,8458,589,0.069638212
E02005529,5807,353,0.060788703
E02005530,5150,356,0.069126214
E02005531,5483,399,0.072770381
E02005532,6858,352,0.051326917
E02005533,8237,503,0.061065922
E02005534,7296,449,0.06154057
E02005535,7260,723,0.099586777
E02005536,5790,450,0.077720207
E02005537,6069,365,0.060141704
E02005538,9118,516,0.056591358
E02005539,7544,537,0.071182397
E02005540,9076,608,0.066989863
E02005541,6078,579,0.095261599
E02005542,6866,923,0.134430527
E02005543,8681,895,0.103098721
E02005544,7134,814,0.114101486
E02005545,6448,397,0.061569479
E02005546,7888,760,0.096348884
E02005547,9003,917,0.101854937
E02005548,7256,568,0.078280044
E02005549,5479,306,0.055849608
E02005550,6706,479,0.071428571
E02005551,5420,565,0.104243542
E02005552,7072,601,0.084983032
E02005553,8782,611,0.069574129
E02005554,6896,429,0.062209977
E02005555,6908,394,0.057035321
E02005556,7681,437,0.056893634
E02005557,6072,562,0.092555995
E02005558,6869,369,0.05371961
E02005559,7022,620,0.088293933
E02005560,8506,845,0.099341641
E02005561,9832,1059,0.10770952
E02005562,7008,419,0.059788813
E02005563,7448,414,0.055585392
E02005564,10270,1270,0.123661149
E02005565,7024,439,0.0625
E02005566,9527,605,0.063503726
E02005567,9994,958,0.095857515
E02005568,7189,421,0.058561691
E02005569,7931,492,0.062035052
E02005570,7367,539,0.07316411
E02005571,5952,404,0.067876344
E02005572,7683,656,0.085383314
E02005573,5704,486,0.085203366
E02005574,6757,600,0.088796803
E02005575,6981,434,0.062168744
E02005576,6647,456,0.068602377
E02005577,5948,400,0.067249496
E02005578,5728,490,0.085544693
E02005579,12634,723,0.057226532
E02005580,7617,475,0.062360509
E02005581,7704,944,0.122533749
E02005582,6502,497,0.076438019
E02005583,8275,550,0.066465257
E02005584,10596,1262,0.119101548
E02005585,10655,1214,0.113937119
E02005586,9934,1526,0.153613851
E02005587,9855,918,0.093150685
E02005588,11683,1508,0.129076436
E02005589,11504,1601,0.139168985
E02005590,9641,1817,0.188465927
E02005592,9297,2069,0.222544907
E02005593,10279,2788,0.27123261
E02005594,10404,1916,0.184159938
E02005595,8781,884,0.100671905
E02005596,9326,890,0.095432125
E02006907,5136,1288,0.250778816
E02006908,5421,971,0.179118244
E02005597,12463,1283,0.102944716
E02005598,7769,781,0.100527738
E02005599,5691,355,0.062379195
E02005600,6216,575,0.092503218
E02005601,5714,469,0.082079104
E02005602,10355,652,0.062964751
E02005603,8691,699,0.080428029
E02005604,8200,472,0.057560976
E02005605,10178,739,0.072607585
E02005606,5597,391,0.069858853
E02005607,10957,708,0.064616227
E02005608,7337,534,0.072781791
E02005609,6841,484,0.07074989
E02005610,7981,546,0.06841248
E02005611,10022,672,0.067052485
E02006227,6065,518,0.085408079
E02006228,5758,382,0.06634248
E02006229,5667,447,0.078877713
E02006230,10444,702,0.067215626
E02006231,8350,651,0.077964072
E02006232,5674,364,0.064152274
E02006233,11170,848,0.075917637
E02006234,8908,701,0.078693309
E02006235,7937,525,0.066145899
E02006236,10041,502,0.04999502
E02006237,7726,491,0.063551644
E02006238,9636,628,0.065172271
E02006239,6558,434,0.066178713
E02006240,8680,867,0.099884793
E02006241,8688,661,0.076081952
E02006242,7611,841,0.110497963
E02006243,8996,921,0.102378835
E02006826,9579,1127,0.1176532
E02006245,8039,434,0.053986814
E02006246,7463,426,0.057081603
E02006247,8879,838,0.094379998
E02006248,8324,587,0.070518981
E02006249,7876,870,0.110462164
E02006250,9938,1639,0.16492252
E02006251,9700,1899,0.195773196
E02006252,9134,960,0.105101817
E02006253,7055,514,0.07285613
E02006254,8826,954,0.108089735
E02006255,7799,1027,0.131683549
E02006256,8632,1050,0.121640408
E02006257,6660,388,0.058258258
E02006258,8991,952,0.105883661
E02006259,7276,687,0.094420011
E02006260,8792,631,0.071769791
E02006261,7689,592,0.076993107
E02006262,8659,589,0.068021712
E02006263,7278,464,0.063753779
E02006264,8156,613,0.075159392
E02006265,6956,490,0.070442783
E02006266,9129,619,0.067805893
E02006267,8381,553,0.06598258
E02006268,6278,511,0.081395349
E02006269,6946,574,0.082637489
E02006270,11366,1087,0.095636108
E02006271,8492,871,0.102567122
E02006272,7401,541,0.07309823
E02006273,6330,476,0.075197472
E02006274,7197,898,0.124774211
E02006275,7201,570,0.079155673
E02006276,6562,517,0.078786955
E02006277,7968,798,0.100150602
E02006278,8428,1161,0.137755102
E02006279,9053,710,0.078427041
E02006280,9308,632,0.067898582
E02006281,8463,862,0.101855134
E02006282,6204,443,0.071405545
E02006283,7253,863,0.118985247
E02006284,7796,562,0.07208825
E02006285,7974,527,0.066089792
E02006286,11271,740,0.065655221
E02006287,5943,453,0.076224129
E02006288,8865,599,0.067569092
E02006289,8273,599,0.072404206
E02006290,8136,500,0.061455261
E02006291,7039,489,0.069470095
E02006292,6543,425,0.064954914
E02006293,10705,1201,0.112190565
E02006294,8096,671,0.082880435
E02006295,9295,588,0.063259817
E02006296,12773,936,0.073279574
E02006297,8018,530,0.066101272
E02006298,8865,560,0.063169769
E02006299,8344,512,0.061361457
E02006300,7507,557,0.074197416
E02006301,5896,596,0.101085482
E02006302,6968,657,0.094288175
E02006303,7649,542,0.070858936
E02006304,7468,428,0.057311194
E02006305,9224,893,0.096812663
E02006306,7217,588,0.081474297
E02006307,7382,411,0.055675969
E02006308,7198,945,0.131286468
E02006309,6800,534,0.078529412
E02006310,8079,616,0.07624706
E02006311,8219,604,0.073488259
E02006312,8762,545,0.062200411
E02006313,10139,665,0.065588322
E02006314,7369,475,0.064459221
E02006315,5904,470,0.079607046
E02006316,6876,435,0.063263525
E02000166,7924,847,0.106890459
E02000167,7944,974,0.122608258
E02000168,8172,1043,0.127630935
E02000169,7637,1149,0.150451748
E02000170,8338,1376,0.165027585
E02000171,7818,1001,0.128037861
E02000172,10147,1320,0.130087711
E02000173,7675,1227,0.159869707
E02000174,8714,1052,0.12072527
E02000175,8848,1533,0.173259494
E02000176,6373,924,0.144986662
E02000177,8948,1179,0.131761287
E02000178,8857,1543,0.174212487
E02000179,6329,964,0.152314742
E02000180,8202,1493,0.182028773
E02000181,7708,1318,0.170991178
E02000182,6697,875,0.130655517
E02000183,7913,932,0.117780867
E02000184,8882,1548,0.174285071
E02000185,8290,1050,0.126658625
E02000186,6687,1221,0.182593091
E02000187,8155,1047,0.128387492
E02000188,8322,1590,0.191059841
E02000189,5944,1047,0.176144011
E02000190,7530,1637,0.217397078
E02000191,7497,2323,0.309857276
E02000192,7157,940,0.131339947
E02000193,7630,1551,0.20327654
E02000001,7375,1189,0.161220339
E02000345,8838,711,0.080448065
E02000346,6092,602,0.098818122
E02000347,7956,649,0.081573655
E02000348,8120,736,0.090640394
E02000350,9502,1352,0.142285835
E02000351,8523,1811,0.212483867
E02000352,6883,957,0.13903821
E02000353,7786,1264,0.162342666
E02000354,9502,1367,0.14386445
E02000355,8485,1231,0.145079552
E02000356,7346,1118,0.152191669
E02000357,6339,478,0.075406215
E02000358,11058,1766,0.159703382
E02000359,6581,891,0.135389758
E02000360,11292,1368,0.121147715
E02000361,7640,1324,0.173298429
E02000362,6363,862,0.13547069
E02000363,10845,1110,0.102351314
E02000364,8867,1601,0.180557122
E02000365,12764,2212,0.173299906
E02000366,8514,1109,0.130256049
E02000367,9741,1583,0.162508983
E02000368,9614,1190,0.123777824
E02000369,11594,1517,0.13084354
E02000370,8301,1060,0.127695458
E02000371,12369,2647,0.214002749
E02006918,7611,1100,0.144527657
E02006921,7744,692,0.089359504
E02000372,9175,1267,0.138092643
E02000373,6658,660,0.099128868
E02000374,6731,942,0.139949487
E02000375,7028,1087,0.154667046
E02000376,6915,1220,0.176428055
E02000377,8169,1326,0.16232097
E02000378,6534,1060,0.162228344
E02000379,7581,1310,0.172800422
E02000380,5863,935,0.159474672
E02000381,7768,1327,0.170829042
E02000382,6167,980,0.158910329
E02000383,9432,1756,0.186174724
E02000384,7320,1222,0.166939891
E02000385,6162,1350,0.219084713
E02000386,8136,1181,0.145157325
E02000387,6272,1204,0.191964286
E02000388,8202,1481,0.180565716
E02000389,8255,1393,0.168746214
E02000390,6448,1230,0.190756824
E02000391,7729,1143,0.147884591
E02000392,9578,1654,0.172687409
E02000393,6031,1208,0.200298458
E02000394,7755,1377,0.177562863
E02000395,5951,992,0.166694673
E02000396,6633,907,0.13674054
E02000397,7815,1189,0.152143314
E02000398,7123,856,0.120174084
E02000400,7668,861,0.11228482
E02000401,6734,581,0.086278586
E02000402,6697,644,0.096162461
E02000403,7199,1286,0.178635922
E02000404,7315,944,0.129049897
E02000405,6548,712,0.108735492
E02000406,7025,871,0.123985765
E02000407,7312,876,0.119803063
E02000408,7612,1012,0.132947977
E02000409,6527,645,0.098820285
E02000410,6693,1079,0.161213208
E02000411,7452,1016,0.136339238
E02000412,6914,1104,0.15967602
E02000413,7500,968,0.129066667
E02000414,7171,1028,0.143355181
E02000415,6845,1000,0.146092038
E02000416,7490,1067,0.142456609
E02000417,6676,983,0.147243859
E02000418,5509,555,0.100744237
E02000419,8108,1615,0.199185989
E02000420,7432,1011,0.136033369
E02000421,7148,917,0.128287633
E02000422,7825,984,0.125750799
E02000423,6813,1183,0.173638632
E02000424,7198,1105,0.153514865
E02000425,7256,532,0.073318633
E02000426,6731,1043,0.154954687
E02000427,6854,1289,0.188065363
E02000428,7022,1015,0.144545713
E02000429,6852,1068,0.1558669
E02000430,7417,1438,0.193878927
E02000431,6685,1350,0.201944652
E02000432,6454,1143,0.177099473
E02006794,7306,888,0.121543936
E02000554,9182,1170,0.127423219
E02000555,9408,1244,0.132227891
E02000556,10008,1694,0.169264588
E02000557,8124,1122,0.138109306
E02000558,8870,1040,0.117249154
E02000559,8778,1677,0.191045796
E02000560,7076,1526,0.215658564
E02000561,7746,1213,0.156596953
E02000562,7934,1122,0.141416688
E02000563,8486,1468,0.172990808
E02000564,10488,1909,0.182017544
E02000565,8187,1171,0.143031636
E02000566,8164,1257,0.153968643
E02000567,10358,1568,0.151380575
E02000568,9625,1733,0.180051948
E02000569,10022,1274,0.127120335
E02000570,8615,1566,0.181775972
E02000571,8031,1027,0.127879467
E02000572,8571,1143,0.133356668
E02000573,8674,1364,0.157251556
E02000574,8501,1601,0.188330785
E02000575,11889,2492,0.209605518
E02000576,9388,1453,0.154772049
E02000577,7199,600,0.083344909
E02000578,5798,498,0.085891687
E02000579,8616,976,0.113277623
E02000580,8655,1128,0.130329289
E02000581,7298,586,0.080295971
E02000582,7659,1173,0.153153153
E02000583,7303,992,0.135834589
E02000584,8178,1031,0.126069944
E02000585,8384,1071,0.127743321
E02000586,7769,1212,0.156004634
E02000587,7523,1000,0.132925695
E02000588,8159,1285,0.157494791
E02000589,8444,1575,0.186522975
E02000590,7015,925,0.131860299
E02000591,6769,956,0.141232087
E02000592,6761,1072,0.158556427
E02000593,7624,1146,0.150314795
E02000594,7252,926,0.127688913
E02000595,7331,1020,0.139135179
E02000596,7782,1432,0.184014392
E02000597,7130,834,0.116970547
E02000619,8054,1093,0.135708964
E02000620,9370,1535,0.163820704
E02000621,10429,2262,0.216895196
E02000622,8094,1385,0.171114406
E02000623,7990,902,0.112891114
E02000624,7976,1279,0.160356068
E02000625,8361,1085,0.129769166
E02000626,8301,1027,0.123720034
E02000627,9571,2254,0.235503082
E02000628,9731,1068,0.109752338
E02000629,9033,1730,0.191519982
E02000630,7266,1323,0.182080925
E02000631,8832,1393,0.15772192
E02000632,9516,2455,0.257986549
E02000633,8642,1313,0.151932423
E02000634,6846,1260,0.18404908
E02000635,9157,1412,0.154198973
E02000636,7639,1395,0.182615526
E02000637,8687,1673,0.192586624
E02000638,9898,1692,0.170943625
E02000639,8119,1117,0.13757852
E02000640,9123,1607,0.176148197
E02000641,8779,962,0.109579679
E02000642,9628,1283,0.133257167
E02000643,8369,1382,0.16513323
E02000644,8620,1370,0.158932715
E02000645,9020,1366,0.151441242
E02000646,9121,1669,0.182984322
E02000647,8483,1000,0.117882824
E02000648,7791,826,0.106019766
E02000649,11181,1951,0.174492443
E02000650,7424,891,0.120016164
E02000651,8591,1118,0.130136189
E02000652,7363,653,0.088686677
E02006801,8081,1601,0.198119045
E02000653,8544,1091,0.127691948
E02000654,8059,989,0.12271994
E02000655,8208,1266,0.154239766
E02000657,9078,1662,0.183079974
E02000658,8314,1352,0.162617272
E02000659,7697,925,0.120176692
E02000660,8078,1372,0.169844021
E02000661,6342,879,0.138599811
E02000662,8100,1109,0.13691358
E02000663,7194,917,0.127467334
E02000664,9928,1577,0.158843674
E02000665,7916,891,0.112556847
E02000666,7321,888,0.121294905
E02000667,6534,718,0.109886746
E02000668,6657,689,0.103500075
E02000669,7518,1166,0.15509444
E02000670,6539,923,0.141153082
E02000671,8403,1014,0.120671189
E02000672,8377,1139,0.13596753
E02000673,8007,996,0.124391158
E02000674,8015,741,0.092451653
E02000675,8204,730,0.088980985
E02000676,7713,879,0.113963438
E02000677,7199,696,0.096680094
E02000678,6087,489,0.08033514
E02000679,7905,1010,0.127767236
E02000680,6847,881,0.12866949
E02000681,8094,558,0.068939956
E02000682,8162,666,0.081597648
E02000683,6444,609,0.094506518
E02000685,7679,871,0.113426227
E02000686,6681,574,0.085915282
E02000687,7926,836,0.10547565
E02006783,7208,501,0.069506104
E02006784,7359,582,0.079086832
E02006798,7548,1170,0.155007949
E02000714,8133,888,0.109184803
E02000715,7381,763,0.103373527
E02000716,7354,856,0.116399239
E02000717,8101,902,0.111344278
E02000718,6844,734,0.107247224
E02000719,8216,1220,0.14849075
E02000720,7483,877,0.117198984
E02000721,9665,1169,0.120951888
E02000722,8226,1232,0.149769025
E02000723,10600,804,0.075849057
E02000724,9415,934,0.099203399
E02000725,8876,1587,0.178796755
E02000726,8892,1778,0.199955016
E02000727,8305,849,0.102227574
E02000728,8227,814,0.098942506
E02000729,7080,827,0.11680791
E02000730,8992,857,0.09530694
E02000731,10073,1117,0.110890499
E02000732,7566,827,0.109304785
E02000733,9754,1076,0.110313717
E02000734,7642,848,0.110965716
E02000735,7582,882,0.116328146
E02000736,8571,775,0.090421188
E02000737,9434,891,0.094445622
E02000738,8467,857,0.101216488
E02000739,6894,856,0.124165941
E02000740,6779,771,0.113733589
E02000741,8261,805,0.09744583
E02000742,8005,913,0.114053716
E02000743,7866,769,0.097762522
E02000744,8029,1002,0.124797609
E02000745,8141,819,0.100601892
E02000746,7382,1020,0.138173937
E02000747,10646,1646,0.154612061
E02000748,6240,765,0.122596154
E02000749,8183,719,0.087865086
E02000750,10679,1794,0.167993258
E02000807,8313,1411,0.169734151
E02000808,9102,1899,0.208635465
E02000809,11711,2224,0.189906925
E02000810,9144,1396,0.152668416
E02000812,10290,1953,0.189795918
E02000813,8591,1331,0.154929577
E02000814,8652,1551,0.17926491
E02000815,6497,1657,0.255040788
E02000816,9043,1284,0.141988278
E02000817,6494,804,0.123806591
E02000818,7534,1196,0.158747014
E02000819,8315,1088,0.130847865
E02000820,8503,1536,0.180642126
E02000821,8386,1028,0.122585261
E02000822,8111,1065,0.131303169
E02000823,7733,1088,0.14069572
E02000824,9568,1096,0.114548495
E02000825,9649,1118,0.115866929
E02000826,8888,1209,0.136026103
E02000827,10359,1351,0.130417994
E02000828,8383,1025,0.122271263
E02000829,10389,1558,0.149966311
E02000830,8870,1338,0.150845547
E02000831,9378,1328,0.141608019
E02000832,9960,1257,0.126204819
E02000833,7755,1205,0.155383623
E02000834,9199,1425,0.154908142
E02000835,7236,974,0.134604754
E02000836,8240,1084,0.131553398
E02000837,9085,978,0.107649972
E02000838,9180,1246,0.135729847
E02000839,8036,910,0.113240418
E02006802,7689,1609,0.209259982
E02000864,8297,1162,0.140050621
E02000865,7051,995,0.141114735
E02000866,9662,1649,0.170668599
E02000867,9761,2046,0.209609671
E02000868,6632,1186,0.178829916
E02000869,5705,838,0.146888694
E02000870,6477,962,0.148525552
E02000871,8591,1246,0.145035502
E02000872,7501,1369,0.182508999
E02000873,8713,1912,0.219442213
E02000874,7129,891,0.124982466
E02000875,9440,1344,0.142372881
E02000876,7037,1159,0.164700867
E02000877,9803,1433,0.146179741
E02000878,10286,1889,0.183647676
E02000879,7634,1175,0.153916688
E02000880,5776,946,0.163781163
E02000881,6909,831,0.120277898
E02000882,8604,825,0.095885635
E02000883,7950,770,0.096855346
E02000884,9086,2055,0.226172133
E02000885,6895,716,0.103843365
E02000886,7326,1069,0.145918646
E02000887,8660,1167,0.134757506
E02000888,8215,1172,0.142665855
E02000889,6616,988,0.149334946
E02000890,5795,972,0.167730802
E02000891,12678,2482,0.195772204
E02000893,6783,897,0.132242371
E02000894,10137,1751,0.17273355
E02006853,7064,1488,0.210645527
E02006854,5883,1384,0.235254122
E02000923,7474,1284,0.171795558
E02000924,11131,1728,0.155242117
E02000925,7848,912,0.116207951
E02000926,8936,1637,0.183191585
E02000927,6790,1199,0.176583211
E02000928,8458,1145,0.135374793
E02000929,7277,869,0.119417342
E02000930,9676,2148,0.221992559
E02000931,8474,1559,0.18397451
E02000932,10296,2158,0.20959596
E02000933,8781,1344,0.153057738
E02000934,9105,1821,0.2
E02000935,6850,1333,0.19459854
E02000936,8330,1613,0.193637455
E02000937,7724,1223,0.158337649
E02000938,9546,1394,0.146029751
E02000939,7968,1287,0.161521084
E02000940,7835,1279,0.163241863
E02000941,9941,1537,0.154612212
E02000942,9665,1333,0.137920331
E02000943,8402,1648,0.196143775
E02000944,7206,944,0.131001943
E02000945,7620,1466,0.192388451
E02000946,8795,1883,0.21409892
E02000947,8675,1427,0.164495677
E02000948,9877,2131,0.215753771
E02000949,9805,1738,0.177256502
E02000950,7578,1089,0.143705463
E02000951,6650,1312,0.197293233
E02000952,6257,1180,0.188588781
E02000953,7084,1632,0.230378317
E02000954,6429,1007,0.156634002
E02000955,6714,977,0.145516831
E02000956,7705,1587,0.205970149
E02000957,10589,1700,0.160543961
E02000958,8271,905,0.10941845
E02000959,7233,889,0.12290889
E02000960,6620,777,0.117371601
E02000961,9442,1165,0.123384876
E02000962,8624,1064,0.123376623
E02000963,10363,1016,0.098041108
E02000964,12549,1710,0.136265838
E02000965,8627,1556,0.180363974
E02000966,9708,1308,0.13473424
E02000967,7289,1198,0.164357251
E02000968,14358,1233,0.08587547
E02000969,9329,1129,0.121020474
E02000970,8983,1156,0.128687521
E02000971,8408,1432,0.170313987
E02000972,8333,1599,0.191887676
E02000973,10090,1385,0.137264618
E02000974,8794,1360,0.154650898
E02000975,8757,1454,0.166038598
E02000976,9946,1677,0.168610497
E02000977,7490,1460,0.194926569
E02000978,9270,1715,0.185005394
E02000979,8081,1384,0.171265932
E02000980,8684,1335,0.153731
E02000981,8991,1515,0.168501835
E02000982,8226,1111,0.135059567
E02000983,8434,1319,0.156390799
E02000002,6775,641,0.094612546
E02000003,10045,878,0.08740667
E02000004,6182,520,0.084115173
E02000005,8562,746,0.087129175
E02000007,8791,1039,0.118189057
E02000008,11569,990,0.085573515
E02000009,8395,938,0.111733175
E02000010,8615,727,0.084387696
E02000011,6187,585,0.094553095
E02000012,9888,690,0.069781553
E02000013,8402,629,0.074863128
E02000014,9402,772,0.082110189
E02000015,7563,756,0.099960333
E02000016,7676,1198,0.15607087
E02000017,8498,865,0.101788656
E02000018,8890,898,0.101012373
E02000019,8276,600,0.072498792
E02000020,9276,846,0.091203105
E02000021,7904,925,0.117029352
E02000022,8777,840,0.095704683
E02000023,6482,609,0.093952484
E02006799,9756,840,0.086100861
E02000024,10156,927,0.091276093
E02000025,7956,828,0.104072398
E02000026,6313,667,0.105654998
E02000027,9598,723,0.075328193
E02000028,6166,684,0.110930911
E02000029,8517,868,0.101913819
E02000030,9130,675,0.073932092
E02000031,7294,784,0.107485605
E02000032,7857,534,0.067964872
E02000033,8537,737,0.086330093
E02000034,8508,850,0.099905971
E02000035,7965,991,0.124419335
E02000036,10743,923,0.085916411
E02000037,9741,826,0.084796222
E02000038,10514,1168,0.111089975
E02000039,6675,589,0.0882397
E02000040,7197,827,0.11490899
E02000041,8811,884,0.100329134
E02000042,10639,1456,0.136854968
E02000043,7696,732,0.095114345
E02000044,8071,739,0.091562384
E02000045,10237,1017,0.099345511
E02000046,7063,1040,0.147246213
E02000047,11373,1199,0.10542513
E02000048,9817,991,0.100947336
E02000049,8503,710,0.083499941
E02000050,10064,1111,0.110393482
E02000051,8647,1066,0.12327975
E02000052,9698,1428,0.147246855
E02000053,8697,1222,0.140508221
E02000054,7206,892,0.123785734
E02000055,11130,1359,0.122102426
E02000056,9212,936,0.1016066
E02000057,7484,846,0.113041154
E02000058,10220,1174,0.114872798
E02000059,10459,1132,0.108232145
E02000060,10920,1178,0.107875458
E02000061,8013,1278,0.159490827
E02000062,6340,855,0.134858044
E02000063,6971,822,0.117917085
E02000064,6248,928,0.148527529
E02000065,7666,767,0.100052178
E02000066,9641,810,0.084016181
E02000067,8750,868,0.0992
E02000068,7388,681,0.092176502
E02000069,6194,481,0.077655796
E02000070,7875,534,0.067809524
E02000071,7300,501,0.068630137
E02000072,11734,876,0.074654849
E02000073,10724,541,0.050447594
E02000074,7655,569,0.074330503
E02000075,7948,338,0.042526422
E02000077,7823,471,0.060207082
E02000078,7665,369,0.0481409
E02000079,7865,672,0.085441831
E02000080,9430,678,0.071898197
E02000081,7513,490,0.065220285
E02000082,8876,468,0.052726453
E02000083,9771,649,0.066421042
E02000084,10641,619,0.058171225
E02000085,7893,500,0.06334727
E02000086,7328,458,0.0625
E02000087,7579,534,0.070457844
E02000088,7737,445,0.057515833
E02000089,7783,462,0.059360144
E02000090,8726,913,0.104629842
E02000091,9682,946,0.097707085
E02000092,6426,460,0.071584189
E02006785,6384,350,0.054824561
E02000093,10883,819,0.075254985
E02000094,8746,658,0.075234393
E02000095,9921,680,0.068541478
E02000096,7598,648,0.085285601
E02000097,8958,578,0.064523331
E02000098,7944,680,0.085599194
E02000099,8707,919,0.105547261
E02000100,8388,987,0.117668097
E02000101,9332,822,0.088084012
E02000102,7787,712,0.091434442
E02000103,8723,911,0.104436547
E02000104,6767,674,0.099601005
E02000105,9202,976,0.106063899
E02000106,10217,1093,0.106978565
E02000107,10692,1619,0.151421624
E02000108,6584,659,0.10009113
E02000109,9864,1390,0.140916464
E02000110,8087,1081,0.133671324
E02000111,9782,777,0.079431609
E02000112,9432,892,0.094571671
E02000113,9655,733,0.075919213
E02000114,9010,1429,0.158601554
E02000115,8340,1507,0.180695444
E02000116,8153,1144,0.140316448
E02000117,12013,1278,0.10638475
E02000118,9425,690,0.073209549
E02000119,7248,727,0.100303532
E02000120,9214,1597,0.173323204
E02000121,8933,714,0.079928356
E02000122,8079,962,0.119074143
E02000123,14719,1830,0.124329098
E02000124,10222,1545,0.15114459
E02000125,10815,1356,0.125381415
E02000126,7775,786,0.101093248
E02000127,8483,710,0.083696805
E02000128,7294,636,0.087194955
E02000130,7914,853,0.107783675
E02000131,8954,1411,0.157583203
E02000132,8567,1226,0.143107272
E02000133,9606,957,0.099625234
E02000134,10773,1363,0.126520004
E02000135,9734,1042,0.107047463
E02000136,5728,498,0.086941341
E02000137,7826,894,0.114234603
E02000138,7936,906,0.114163306
E02000139,7284,787,0.10804503
E02000140,8041,634,0.078845915
E02000141,6940,686,0.098847262
E02000142,8285,759,0.091611346
E02000144,8681,1006,0.115885267
E02000145,8086,794,0.09819441
E02000146,8324,862,0.103555983
E02000147,7969,578,0.072531058
E02000148,6585,425,0.064540623
E02000149,7708,521,0.067592112
E02000150,8351,541,0.064782661
E02000151,7574,429,0.056641141
E02000152,6572,520,0.079123554
E02000153,7755,448,0.057769181
E02000154,7959,699,0.087825104
E02000155,6905,410,0.059377263
E02000156,12094,748,0.061848851
E02000157,7964,445,0.055876444
E02000158,7364,502,0.068169473
E02000159,6812,468,0.06870229
E02000160,7856,538,0.068482688
E02000161,8410,550,0.065398335
E02000162,6693,459,0.068579113
E02000163,7650,540,0.070588235
E02000165,7045,443,0.062881476
E02006782,7648,507,0.066291841
E02006787,7594,579,0.076244403
E02006789,6428,503,0.0782514
E02000194,8696,1044,0.120055198
E02000195,9152,799,0.087303322
E02000196,7403,595,0.080372822
E02000197,9094,884,0.09720695
E02000198,8070,857,0.106195787
E02000199,8430,754,0.089442467
E02000200,8294,1000,0.120569086
E02000201,8281,959,0.11580727
E02000202,8548,700,0.081890501
E02000203,7539,836,0.110890038
E02000204,9407,970,0.103114702
E02000206,9539,1128,0.118251389
E02000207,8999,744,0.082675853
E02000208,9790,1489,0.152093973
E02000209,8414,713,0.08473972
E02000210,8310,721,0.086762936
E02000211,8000,467,0.058375
E02000212,8523,998,0.11709492
E02000213,9551,1405,0.147105015
E02000214,6236,402,0.0644644
E02000215,10518,1669,0.158680357
E02000216,6738,748,0.11101217
E02000217,9688,1436,0.148224608
E02000218,6640,378,0.056927711
E02000219,7686,411,0.053473849
E02000220,9881,1790,0.181155753
E02000221,9820,823,0.083808554
E02000222,7891,1047,0.132682803
E02000223,8371,643,0.076812806
E02000224,7684,862,0.112181156
E02000225,7535,386,0.051227605
E02000226,7539,506,0.067117655
E02000227,11411,744,0.065200245
E02000228,7609,568,0.074648443
E02000229,6374,449,0.070442422
E02000230,10045,965,0.096067695
E02000231,7685,662,0.086141835
E02000232,6207,425,0.068471081
E02000233,6135,545,0.088834556
E02000234,8023,620,0.077277826
E02000235,6968,531,0.076205511
E02000236,7659,424,0.055359708
E02000237,7475,425,0.056856187
E02006788,7520,533,0.07087766
E02000238,9500,776,0.081684211
E02000239,9000,629,0.069888889
E02000240,10265,865,0.084266926
E02000241,6639,596,0.089772556
E02000242,6763,521,0.077036818
E02000243,8509,814,0.095663415
E02000244,7172,611,0.085192415
E02000245,8156,758,0.092937715
E02000246,8748,757,0.086534065
E02000247,10308,992,0.096235933
E02000248,7334,930,0.126806654
E02000249,7721,740,0.095842507
E02000250,6487,651,0.100354555
E02000251,7944,531,0.0668429
E02000252,9706,1314,0.135380177
E02000253,9632,803,0.08336794
E02000254,8949,526,0.058777517
E02000255,9465,1077,0.113787639
E02000256,8861,1393,0.157205733
E02000257,13509,2259,0.167221852
E02000258,6730,830,0.12332838
E02000259,6276,642,0.102294455
E02000260,8710,674,0.077382319
E02000261,10766,1414,0.131339402
E02000262,8925,1319,0.147787115
E02000263,11637,645,0.055426656
E02000264,8103,1254,0.154757497
E02000265,11119,1505,0.135353899
E02000266,12331,1099,0.08912497
E02000267,6926,763,0.110164597
E02000268,9358,1164,0.124385552
E02000269,8078,1187,0.146942312
E02000270,8043,1034,0.128558995
E02000271,6763,905,0.133816354
E02000272,6748,643,0.095287493
E02000274,12733,862,0.067698107
E02000275,7102,622,0.087580963
E02000276,6722,939,0.139690568
E02006791,6711,1137,0.169423335
E02000277,7081,630,0.088970484
