MSOA11CD,all_households_2011,no_children_2011,dependent_children_2011,nondependent_children_2011,no_children_2011_pct,dependent_children_2011_pct,nondependent_children_2011_pct
E02005712,2914,619,895,305,0.212422787,0.307137955,0.104667124
E02005713,2736,733,788,328,0.267909357,0.288011696,0.119883041
E02005714,2003,560,818,185,0.279580629,0.408387419,0.092361458
E02005715,3714,715,1015,371,0.192514809,0.273290253,0.099892299
E02005716,3732,945,1049,360,0.253215434,0.281082529,0.096463023
E02005717,3598,772,780,380,0.214563646,0.216787104,0.10561423
E02005718,3085,734,617,342,0.237925446,0.2,0.110858995
E02005719,3536,700,838,370,0.197963801,0.23699095,0.104638009
E02005720,4822,1167,1207,479,0.242015761,0.250311074,0.099336375
E02005721,2140,402,604,216,0.187850467,0.282242991,0.100934579
E02005722,2990,823,775,244,0.275250836,0.259197324,0.081605351
E02005723,3124,439,638,288,0.140524968,0.204225352,0.092189501
E02005724,2548,587,649,257,0.230376766,0.254709576,0.100863422
E02005725,2792,476,653,300,0.170487106,0.233882521,0.107449857
E02005726,3008,605,807,344,0.201130319,0.268284574,0.114361702
E02005727,2839,725,621,297,0.25537161,0.218738993,0.104614301
E02005728,3172,666,692,355,0.209962169,0.21815889,0.111916772
E02005729,2395,561,607,203,0.234237996,0.253444676,0.084759916
E02005730,5725,1011,1405,590,0.176593886,0.245414847,0.103056769
E02005731,4533,894,1336,581,0.197220384,0.294727553,0.128171189
E02005732,3905,870,845,368,0.222791293,0.216389245,0.094238156
E02005733,3487,856,833,344,0.245483223,0.238887296,0.098652137
E02005734,2853,496,701,320,0.173852086,0.245706274,0.112162636
E02005735,3621,550,1006,423,0.151891743,0.277823806,0.116818558
E02005736,3369,583,916,368,0.173048382,0.271890769,0.109231226
E02005737,3232,619,809,376,0.191522277,0.250309406,0.116336634
E02005738,2188,497,581,245,0.22714808,0.265539305,0.111974406
E02005739,4257,925,1077,408,0.217289171,0.252995067,0.095842142
E02005740,4677,866,1208,448,0.185161428,0.258285226,0.095787898
E02005741,3588,718,1005,406,0.200111483,0.280100334,0.113154961
E02002515,3270,487,797,273,0.148929664,0.243730887,0.083486239
E02002516,2432,345,720,303,0.141858553,0.296052632,0.124588816
E02002517,2386,358,654,288,0.150041911,0.27409891,0.120704107
E02002518,4510,869,1331,522,0.192682927,0.295121951,0.115742794
E02002519,3153,521,790,307,0.165239454,0.250555027,0.097367586
E02002520,5772,1102,1450,616,0.190921691,0.251212751,0.106722107
E02002521,2865,488,576,215,0.170331588,0.20104712,0.07504363
E02002523,2716,331,1041,285,0.121870398,0.383284242,0.104933726
E02002524,2291,520,643,227,0.22697512,0.280663466,0.09908337
E02002525,3772,650,901,454,0.172322375,0.238865323,0.120360551
E02002526,3189,681,946,319,0.213546566,0.296644716,0.100031358
E02002527,2254,377,637,234,0.167258208,0.282608696,0.103815439
E02002529,2620,472,632,308,0.180152672,0.241221374,0.117557252
E02002530,2881,562,718,320,0.195071156,0.249219021,0.111072544
E02002532,2933,503,731,274,0.171496761,0.249232867,0.093419707
E02002533,2437,537,644,262,0.220352893,0.264259335,0.107509233
E02002534,2469,611,554,258,0.247468611,0.224382341,0.104495747
E02006812,3354,499,818,408,0.148777579,0.243887895,0.121645796
E02006910,4301,638,1188,606,0.148337596,0.276214834,0.140897466
E02002535,4062,916,1186,528,0.225504677,0.291974397,0.129985229
E02002536,4239,688,1147,475,0.16230243,0.270582685,0.11205473
E02002537,3673,484,1177,482,0.131772393,0.320446501,0.131227879
E02002538,2429,436,753,291,0.179497736,0.310004117,0.119802388
E02002539,3517,871,969,417,0.247654251,0.275518908,0.11856696
E02002540,2808,641,621,306,0.228276353,0.221153846,0.108974359
E02002541,2870,525,701,302,0.182926829,0.244250871,0.105226481
E02002542,3358,474,1071,442,0.14115545,0.318939845,0.131625968
E02002543,3356,530,1132,337,0.157926103,0.337306317,0.100417163
E02002544,3391,552,1018,298,0.16278384,0.300206429,0.087879682
E02002545,2294,518,548,331,0.225806452,0.238884045,0.144289451
E02002546,3103,433,1081,373,0.139542378,0.348372543,0.120206252
E02002547,2765,536,623,314,0.193851718,0.225316456,0.113562387
E02002548,4986,692,1167,348,0.138788608,0.234055355,0.069795427
E02002549,3361,650,779,426,0.193394823,0.231776257,0.126747992
E02002550,2670,468,698,288,0.175280899,0.261423221,0.107865169
E02002551,2739,393,677,226,0.143483023,0.2471705,0.082511866
E02002552,2798,545,885,342,0.194781987,0.316297355,0.122230164
E02002553,2585,473,680,235,0.182978723,0.263056093,0.090909091
E02002554,2355,416,644,301,0.176645435,0.273460722,0.127813163
E02002555,4137,824,1191,448,0.199178148,0.287889775,0.108291032
E02002556,2726,652,954,308,0.239178283,0.349963316,0.11298606
E02002557,4792,1008,2377,363,0.210350584,0.496035058,0.075751252
E02002558,4145,965,1019,441,0.232810615,0.245838359,0.106393245
E02001682,3431,684,894,360,0.199358788,0.260565433,0.104925678
E02001683,4002,840,1043,462,0.209895052,0.26061969,0.115442279
E02001684,3311,557,784,354,0.168227122,0.236786469,0.106916339
E02001685,3612,562,1036,405,0.15559247,0.286821705,0.112126246
E02001686,3168,639,716,353,0.201704545,0.226010101,0.111426768
E02001688,3799,683,882,272,0.179784154,0.23216636,0.071597789
E02001689,3351,512,807,273,0.152790212,0.240823635,0.081468218
E02001690,3325,594,933,353,0.178646617,0.280601504,0.106165414
E02001691,3876,640,850,312,0.165118679,0.219298246,0.080495356
E02001692,2765,401,862,327,0.145027125,0.311754069,0.118264014
E02001693,2633,368,617,344,0.139764527,0.23433346,0.130649449
E02001694,2814,527,738,350,0.187277896,0.262260128,0.124378109
E02001695,2702,568,766,332,0.210214656,0.283493708,0.122871947
E02001696,4065,589,1190,537,0.144895449,0.292742927,0.132103321
E02001697,3386,682,897,359,0.201417602,0.264914353,0.106024808
E02001698,3202,673,697,361,0.210181137,0.217676452,0.112742036
E02001699,3124,535,773,373,0.171254802,0.247439181,0.119398207
E02001700,4585,865,1254,586,0.18865867,0.273500545,0.12780807
E02001701,2763,556,637,298,0.201230547,0.230546507,0.107853782
E02001702,3522,439,1002,427,0.124645088,0.284497445,0.121237933
E02001703,2435,490,600,278,0.201232033,0.246406571,0.114168378
E02001704,3380,431,778,403,0.127514793,0.230177515,0.119230769
E02001705,3200,583,791,351,0.1821875,0.2471875,0.1096875
E02001706,2924,528,793,322,0.180574555,0.27120383,0.110123119
E02001707,3599,617,968,451,0.17143651,0.268963601,0.125312587
E02006841,3949,764,493,196,0.1934667,0.124841732,0.049632818
E02006842,2231,425,544,208,0.190497535,0.243836844,0.093231735
E02001708,4122,828,1162,507,0.200873362,0.281901989,0.122998544
E02001709,4218,847,1284,342,0.200806069,0.304409673,0.081081081
E02001710,4381,558,1168,476,0.127368181,0.266605798,0.108650993
E02001711,4129,577,1220,485,0.139743279,0.295471058,0.117461855
E02001712,4214,857,998,278,0.20336972,0.236829616,0.065970574
E02001713,4389,797,1197,352,0.181590339,0.272727273,0.080200501
E02001714,3901,787,1124,390,0.201743143,0.288131248,0.099974366
E02001715,4712,698,1470,481,0.148132428,0.31196944,0.102079796
E02001718,2427,347,663,285,0.142974866,0.273176761,0.117428925
E02001719,3759,661,952,418,0.17584464,0.253258845,0.111199787
E02001720,3343,403,338,123,0.120550404,0.10110679,0.036793299
E02001721,4647,794,1165,493,0.170862922,0.250699376,0.106089951
E02001722,4195,598,1147,501,0.142550656,0.273420739,0.11942789
E02001723,2575,381,805,251,0.147961165,0.312621359,0.097475728
E02001724,3575,528,285,85,0.147692308,0.07972028,0.023776224
E02001725,4536,632,512,185,0.139329806,0.11287478,0.040784832
E02001726,4687,602,1362,525,0.128440367,0.290590996,0.112011948
E02001727,3877,576,946,482,0.148568481,0.244003095,0.12432293
E02001728,4248,741,1185,463,0.174435028,0.278954802,0.108992467
E02001729,4145,381,927,188,0.091917973,0.223642943,0.04535585
E02001730,4835,625,490,178,0.12926577,0.101344364,0.036814891
E02001731,5587,596,618,176,0.106676213,0.110613925,0.0315017
E02001732,2193,324,634,240,0.147742818,0.289101687,0.109439124
E02001733,5675,769,1312,485,0.135506608,0.231189427,0.085462555
E02001734,3233,447,919,344,0.138261676,0.284256109,0.106402722
E02001735,2884,277,956,336,0.096047157,0.33148405,0.116504854
E02001736,4959,490,1438,338,0.098810244,0.289977818,0.068158903
E02001737,2968,311,722,257,0.104784367,0.243261456,0.086590296
E02006893,4739,846,1088,608,0.178518675,0.2295843,0.128297109
E02001738,2471,475,537,257,0.192229866,0.217320923,0.104006475
E02001739,3355,668,892,364,0.199105812,0.265871833,0.108494784
E02001740,2294,430,759,234,0.18744551,0.330863121,0.102005231
E02001741,3283,632,686,331,0.192506853,0.208955224,0.100822419
E02001742,2604,466,743,286,0.178955453,0.285330261,0.109831029
E02001743,3195,621,861,287,0.194366197,0.269483568,0.089827856
E02001744,2877,569,815,287,0.197775461,0.283281196,0.099756691
E02001745,2786,531,833,317,0.190595836,0.298994975,0.113783202
E02001746,3598,595,1037,370,0.16536965,0.288215675,0.102834908
E02001747,2880,489,623,300,0.169791667,0.216319444,0.104166667
E02001748,3253,716,1014,269,0.220104519,0.311712266,0.082692899
E02001749,2772,553,706,287,0.199494949,0.254689755,0.103535354
E02001750,2841,522,750,332,0.18373812,0.263991552,0.11686026
E02001751,2716,480,717,285,0.176730486,0.263991163,0.104933726
E02001752,2789,428,809,292,0.153460022,0.290068125,0.104697024
E02001753,3230,643,589,244,0.199071207,0.182352941,0.075541796
E02001754,2849,562,625,225,0.197262197,0.219375219,0.078975079
E02001755,3500,682,964,320,0.194857143,0.275428571,0.091428571
E02001756,4391,805,1080,399,0.183329538,0.245957641,0.090867684
E02001757,2753,484,633,293,0.175808209,0.229930984,0.10642935
E02001758,2450,515,680,301,0.210204082,0.27755102,0.122857143
E02001759,3261,594,587,254,0.182152714,0.180006133,0.077890218
E02001760,3471,423,1081,356,0.121866897,0.311437626,0.102564103
E02001761,2448,447,593,282,0.182598039,0.242238562,0.115196078
E02001762,2471,508,625,352,0.205584783,0.252934035,0.142452448
E02001763,2882,461,742,330,0.159958362,0.257460097,0.114503817
E02001764,3883,593,938,228,0.152716971,0.2415658,0.058717486
E02001765,3312,555,1008,280,0.167572464,0.304347826,0.084541063
E02001766,3295,600,831,243,0.182094082,0.252200303,0.073748103
E02001767,3385,574,737,337,0.16957164,0.217725258,0.099556869
E02001768,3812,626,904,359,0.164218258,0.237145855,0.094176285
E02001769,3973,447,777,328,0.112509439,0.195570098,0.082557262
E02001770,3035,519,667,294,0.171004942,0.219769357,0.096869852
E02001771,2806,402,771,341,0.143264433,0.274768354,0.121525303
E02001772,2467,388,608,287,0.157276044,0.246453182,0.11633563
E02001773,2381,462,575,308,0.194036119,0.24149517,0.129357413
E02001774,2559,437,604,275,0.170769832,0.236029699,0.107463853
E02001775,2450,294,720,328,0.12,0.293877551,0.133877551
E02001776,3729,575,1037,473,0.154196836,0.278090641,0.126843658
E02001777,2897,507,784,292,0.17500863,0.270624784,0.100793925
E02001778,2939,406,763,296,0.138142225,0.259612113,0.100714529
E02001779,2519,354,621,269,0.140531957,0.246526399,0.106788408
E02001780,2318,370,556,333,0.159620362,0.23986195,0.143658326
E02001781,2567,312,673,313,0.121542657,0.262173744,0.121932217
E02001782,3835,544,998,526,0.141851369,0.260234681,0.137157757
E02001783,2980,374,963,360,0.125503356,0.323154362,0.120805369
E02001784,2970,412,817,426,0.138720539,0.275084175,0.143434343
E02001785,3555,589,890,429,0.165682138,0.250351617,0.120675105
E02001786,3178,428,801,469,0.134675897,0.252045312,0.147577093
E02001787,2457,421,695,326,0.171347171,0.282865283,0.132682133
E02001788,2636,472,742,321,0.179059181,0.281487102,0.121775417
E02001789,2471,482,602,328,0.195062728,0.243626062,0.132739781
E02001790,2633,460,684,318,0.174705659,0.259779719,0.120774782
E02001791,2427,427,657,358,0.175937371,0.270704574,0.147507211
E02001792,3048,546,749,380,0.179133858,0.245734908,0.124671916
E02001793,3822,451,1071,471,0.118001047,0.28021978,0.123233909
E02001794,3732,494,1077,545,0.132368703,0.288585209,0.146034298
E02001795,3577,513,845,431,0.143416271,0.236231479,0.120492032
E02001796,4426,680,848,481,0.153637596,0.19159512,0.108676005
E02001797,2486,571,608,305,0.229686243,0.24456959,0.122687047
E02001798,3445,540,1001,500,0.156748911,0.290566038,0.145137881
E02001799,4424,643,1347,527,0.14534358,0.304475588,0.119122966
E02001800,3014,654,873,417,0.216987392,0.289648308,0.138354346
E02001801,2515,331,694,274,0.131610338,0.275944334,0.108946322
E02001802,2638,336,771,399,0.127369219,0.292266869,0.151250948
E02001803,4188,564,521,238,0.134670487,0.124403056,0.056829035
E02001804,2706,444,746,387,0.164079823,0.275683666,0.143015521
E02001805,2501,396,569,383,0.158336665,0.227508996,0.153138745
E02001806,4143,477,837,336,0.115133961,0.202027516,0.081100652
E02001807,3027,600,889,374,0.198216056,0.293690122,0.123554675
E02001808,2468,336,629,269,0.136142626,0.254862237,0.108995138
E02001809,2881,606,702,367,0.210343631,0.243665394,0.127386324
E02001810,3699,809,990,512,0.218707759,0.267639903,0.138415788
E02001811,4087,565,1126,519,0.13824321,0.275507707,0.126988011
E02001812,4354,876,989,551,0.201194304,0.227147451,0.126550299
E02001813,4318,512,1284,608,0.118573414,0.297359889,0.140805929
E02001814,2762,397,769,358,0.143736423,0.278421434,0.12961622
E02001815,4244,1001,1115,611,0.235862394,0.262723845,0.143967955
E02001816,3357,494,776,364,0.147155198,0.231158773,0.108430146
E02001817,2714,395,731,381,0.145541636,0.269344141,0.140383198
E02001818,3530,566,1053,442,0.160339943,0.298300283,0.125212465
E02001819,3054,598,687,420,0.195808775,0.224950884,0.137524558
E02001820,3618,596,1117,461,0.164731896,0.308734107,0.127418463
E02001821,2453,441,718,378,0.179779861,0.292702813,0.154097024
E02001822,3165,634,912,391,0.200315956,0.288151659,0.123538705
E02001823,3064,526,870,401,0.171671018,0.283942559,0.130874674
E02001824,3722,657,963,456,0.176518001,0.258731865,0.122514777
E02001825,3232,570,686,432,0.176361386,0.212252475,0.133663366
E02001826,2917,507,827,325,0.173808708,0.283510456,0.111415838
E02002615,3952,611,1048,389,0.154605263,0.265182186,0.098431174
E02002616,2941,512,970,284,0.174090445,0.329819789,0.096565794
E02002617,2668,246,1139,256,0.092203898,0.426911544,0.095952024
E02002618,2143,206,835,236,0.096126925,0.389640691,0.110125992
E02002619,3057,326,962,272,0.106640497,0.314687602,0.08897612
E02002620,3225,314,907,231,0.097364341,0.28124031,0.071627907
E02002621,2610,202,1007,277,0.077394636,0.385823755,0.106130268
E02002622,3903,422,1353,398,0.108121957,0.346656418,0.101972841
E02002623,4559,589,1300,377,0.129194999,0.285150252,0.082693573
E02002624,3346,660,862,427,0.197250448,0.25762104,0.127615063
E02002625,3935,576,1350,389,0.146378653,0.343074968,0.098856417
E02002626,3091,491,887,387,0.158848269,0.286962148,0.1252022
E02002627,2969,624,1103,309,0.210171775,0.371505557,0.104075446
E02002628,3132,525,795,327,0.167624521,0.253831418,0.10440613
E02002629,2588,391,729,234,0.151081917,0.281684699,0.090417311
E02002630,2661,425,771,260,0.159714393,0.289740699,0.097707629
E02002631,3925,778,1090,409,0.198216561,0.277707006,0.104203822
E02002632,2648,675,669,281,0.254909366,0.252643505,0.106117825
E02002633,3595,560,794,354,0.155771905,0.220862309,0.098470097
E02002634,4040,645,844,342,0.159653465,0.208910891,0.084653465
E02002635,3683,592,732,338,0.160738528,0.198751018,0.091773011
E02002636,3738,609,994,385,0.162921348,0.265917603,0.102996255
E02002637,2673,458,686,293,0.17134306,0.256640479,0.109614665
E02002638,2907,353,472,169,0.121431029,0.162366701,0.058135535
E02002639,2745,314,725,236,0.1143898,0.264116576,0.085974499
E02002640,3493,409,855,253,0.117091326,0.244775265,0.072430575
E02002641,3570,571,1005,358,0.159943978,0.281512605,0.100280112
E02002642,3382,382,522,179,0.112950917,0.154346541,0.052927262
E02002643,3358,431,900,320,0.128350208,0.268016677,0.095294818
E02002644,3512,565,956,394,0.160876993,0.272209567,0.112186788
E02002645,2581,317,387,145,0.122820612,0.149941883,0.056179775
E02002646,3352,505,775,315,0.150656325,0.231205251,0.093973747
E02002647,3655,521,1030,338,0.14254446,0.281805746,0.09247606
E02002648,3267,507,986,337,0.155188246,0.301805938,0.10315274
E02002649,3675,514,859,356,0.139863946,0.233741497,0.096870748
E02002650,3610,640,859,377,0.177285319,0.237950139,0.104432133
E02002651,3531,576,835,401,0.163126593,0.236476919,0.113565562
E02003811,2433,568,621,249,0.233456638,0.255240444,0.102342787
E02003812,2419,494,641,239,0.204216618,0.264985531,0.098801158
E02003813,2710,577,655,321,0.212915129,0.241697417,0.118450185
E02003814,2961,632,1048,260,0.213441405,0.353934482,0.087808173
E02003815,2897,517,817,308,0.178460476,0.282015878,0.10631688
E02003816,3192,629,725,275,0.197055138,0.227130326,0.086152882
E02003817,3005,605,785,313,0.201331115,0.261231281,0.104159734
E02003818,2467,574,641,269,0.232671261,0.259829753,0.109039319
E02003819,2540,554,573,257,0.218110236,0.225590551,0.101181102
E02003820,2770,537,970,238,0.193862816,0.350180505,0.085920578
E02003821,2530,496,568,247,0.196047431,0.224505929,0.097628458
E02003822,4584,1085,1091,497,0.236692845,0.238001745,0.108420593
E02003823,2967,518,690,283,0.174587125,0.23255814,0.095382541
E02003824,2216,422,619,226,0.190433213,0.27933213,0.10198556
E02003825,2618,609,947,271,0.232620321,0.361726509,0.103514133
E02003826,2998,493,957,301,0.164442962,0.319212809,0.100400267
E02003827,3882,582,1085,331,0.14992272,0.279495106,0.085265327
E02003828,2804,478,850,282,0.170470756,0.303138374,0.100570613
E02003829,2549,530,528,240,0.207924676,0.207140055,0.09415457
E02003830,3213,537,913,272,0.16713352,0.284158108,0.084656085
E02003831,3660,862,1047,420,0.235519126,0.286065574,0.114754098
E02003832,2488,346,646,229,0.139067524,0.259646302,0.092041801
E02003833,2640,451,786,327,0.170833333,0.297727273,0.123863636
E02003834,2786,449,877,261,0.161162958,0.314788227,0.093682699
E02003835,3303,723,804,385,0.218891916,0.243415077,0.116560702
E02003836,3419,613,624,272,0.179292191,0.182509506,0.079555426
E02003837,4612,1069,1505,381,0.231786644,0.326322637,0.082610581
E02003838,2764,609,629,284,0.220332851,0.227568741,0.102749638
E02003839,3291,611,755,259,0.185657855,0.229413552,0.078699483
E02003840,4140,991,1031,467,0.239371981,0.249033816,0.112801932
E02003853,2472,545,582,266,0.220469256,0.235436893,0.107605178
E02003854,2697,497,755,338,0.184278828,0.279940675,0.125324435
E02003855,2811,536,671,345,0.190679473,0.238705087,0.122732124
E02003856,4778,711,1155,447,0.148807032,0.241732943,0.093553788
E02003857,2735,561,789,270,0.20511883,0.288482633,0.098720293
E02003858,2911,564,735,219,0.193747853,0.252490553,0.075231879
E02003859,4801,1107,1109,427,0.230576963,0.230993543,0.088939804
E02003860,2889,512,908,258,0.177223953,0.314295604,0.089304258
E02003861,2896,490,761,247,0.169198895,0.262776243,0.085290055
E02003862,2093,424,525,182,0.202580029,0.25083612,0.086956522
E02003863,3014,571,773,242,0.189449237,0.256469808,0.080291971
E02003864,3624,639,815,280,0.176324503,0.224889625,0.077262693
E02003865,3437,746,858,306,0.217049753,0.249636311,0.089031132
E02003866,2402,495,769,230,0.206078268,0.320149875,0.095753539
E02003867,3140,589,1033,304,0.187579618,0.328980892,0.096815287
E02003868,3901,720,936,338,0.184568059,0.239938477,0.08664445
E02003869,2992,636,737,339,0.212566845,0.246323529,0.113302139
E02003870,5079,1005,1123,373,0.197873597,0.221106517,0.073439653
E02003871,3058,492,856,346,0.16088947,0.279921517,0.113145847
E02003872,4188,920,923,447,0.219675263,0.220391595,0.106733524
E02003873,2665,445,799,260,0.166979362,0.299812383,0.097560976
