MSOA11CD,qualification_all_2011,qualification_2011,qualification_2011_pct
E02001703,4735,1372,0.289757128
E02001704,6000,794,0.132333333
E02001705,5847,1192,0.20386523
E02001706,5419,893,0.164790552
E02001707,6888,1156,0.167828107
E02006841,6704,2167,0.323239857
E02006842,4280,1110,0.259345794
E02001708,7941,2311,0.291021282
E02001709,8156,4113,0.504291319
E02001710,7882,1396,0.177112408
E02001711,7636,1250,0.163698271
E02001712,8288,4539,0.547659266
E02001713,8515,4505,0.529066353
E02001714,8010,3348,0.417977528
E02001715,8692,2170,0.249654855
E02001718,4467,489,0.109469443
E02001719,7893,2764,0.350183707
E02001720,9194,3088,0.33587122
E02001721,8497,1628,0.191597034
E02001722,7756,1108,0.142857143
E02001723,4958,1290,0.260185559
E02001724,8761,3450,0.393790663
E02001725,9519,3550,0.372938334
E02001726,9438,1685,0.178533588
E02001727,7129,1057,0.148267639
E02001728,7833,1339,0.170943444
E02001729,10120,3395,0.335474308
E02001730,12151,3531,0.290593367
E02001731,11063,3540,0.319985537
E02001732,3969,525,0.132275132
E02001733,9582,1561,0.162909622
E02001734,5967,868,0.145466734
E02001735,5006,333,0.066520176
E02001736,9772,1929,0.197400737
E02001737,4828,398,0.082435791
E02006893,9180,1913,0.2083878
E02001738,4799,1998,0.416336737
E02001739,6182,937,0.151569071
E02001740,4567,2259,0.494635428
E02001741,5922,1353,0.228470111
E02001742,4933,1821,0.369146564
E02001743,6207,2356,0.379571452
E02001744,5314,1374,0.258562288
E02001745,5091,868,0.170496955
E02001746,6672,2067,0.309802158
E02001747,5283,1788,0.338444066
E02001748,5939,1396,0.235056407
E02001749,5136,1219,0.237344237
E02001750,5527,1661,0.300524697
E02001751,4974,1046,0.210293526
E02001752,4999,732,0.146429286
E02001753,5434,2314,0.425837321
E02001754,5127,2022,0.39438268
E02001755,6516,2254,0.345917741
E02001756,7596,1763,0.23209584
E02001757,5037,958,0.190192575
E02001758,4614,904,0.195925444
E02001759,5446,1606,0.294895336
E02001760,6006,612,0.101898102
E02001761,4528,674,0.14885159
E02001762,4737,925,0.195271269
E02001763,5117,559,0.109243697
E02001764,6120,1050,0.171568627
E02001765,5716,905,0.158327502
E02001766,5642,1179,0.208968451
E02001767,5907,1134,0.191975622
E02001768,6844,1592,0.232612507
E02001769,6190,885,0.142972536
E02001770,5627,1515,0.269237604
E02001771,5241,939,0.179164282
E02001772,4485,1033,0.2303233
E02001773,4679,1415,0.302415046
E02001774,4587,735,0.160235448
E02001775,4565,551,0.120700986
E02001776,6869,1212,0.176444897
E02001777,5226,1110,0.212399541
E02001778,5107,810,0.158605835
E02001779,4489,523,0.116507017
E02001780,4327,811,0.187427779
E02001781,4423,394,0.08907981
E02001782,7125,1021,0.143298246
E02001783,5185,543,0.104725169
E02001784,5572,829,0.148779612
E02001785,6541,1486,0.227182388
E02001786,5870,722,0.122998296
E02001787,4567,813,0.178016203
E02001788,4813,940,0.195304384
E02001789,4928,2079,0.421875
E02001790,4940,1556,0.314979757
E02001791,4892,1317,0.269215045
E02001792,6075,1877,0.308971193
E02001793,6702,511,0.076245897
E02001794,6987,603,0.086303134
E02001795,6269,756,0.120593396
E02001796,8015,1932,0.241048035
E02001797,4927,1193,0.242135174
E02001798,6663,645,0.096803242
E02001799,7888,785,0.099518256
E02001800,5848,978,0.167236662
E02001801,5423,1009,0.186059377
E02001802,4991,430,0.086155079
E02001803,7784,2006,0.257708119
E02001804,5319,731,0.137431848
E02001805,5002,1022,0.204318273
E02001806,7040,1103,0.156676136
E02001807,5851,1030,0.176038284
E02001808,4918,1277,0.259658398
E02001809,5504,1126,0.204578488
E02001810,7061,1350,0.191191049
E02001811,7481,846,0.113086486
E02001812,9010,3117,0.345948946
E02001813,8016,645,0.080464072
E02001814,5226,977,0.186949866
E02001815,8605,2504,0.290993608
E02001816,5801,708,0.122047923
E02001817,5161,658,0.127494672
E02001818,6828,1207,0.176772115
E02001819,5971,1731,0.289901189
E02001820,6792,1259,0.185365135
E02001821,4938,996,0.201701094
E02001822,6230,1273,0.204333868
E02001823,5789,783,0.135256521
E02001824,6995,1373,0.196283059
E02001825,6045,944,0.156162117
E02001826,5267,635,0.12056199
E02002615,7455,1682,0.225620389
E02002616,6481,1999,0.308440056
E02002617,6122,813,0.132799739
E02002618,5400,946,0.175185185
E02002619,6547,1069,0.163280892
E02002620,6431,873,0.135748717
E02002621,5863,738,0.125874126
E02002622,7371,724,0.098222765
E02002623,7812,1105,0.141449053
E02002624,6767,2095,0.309590661
E02002625,7450,1372,0.184161074
E02002626,5724,961,0.167889588
E02002627,5937,1552,0.261411487
E02002628,5753,1075,0.18685903
E02002629,4520,617,0.136504425
E02002630,4802,914,0.190337359
E02002631,7420,1768,0.238274933
E02002632,5267,2113,0.401177141
E02002633,6535,1176,0.179954093
E02002634,6966,1200,0.172265289
E02002635,6873,1387,0.201804161
E02002636,6768,1171,0.173020095
E02002637,5117,931,0.181942544
E02002638,5459,763,0.139769188
E02002639,4465,392,0.087793953
E02002640,5731,530,0.092479497
E02002641,6687,1487,0.222371766
E02002642,6014,665,0.110575324
E02002643,5956,833,0.139858966
E02002644,6584,1350,0.205042527
E02002645,4950,492,0.099393939
E02002646,5792,761,0.131388122
E02002647,6490,744,0.114637904
E02002648,5753,727,0.126368851
E02002649,7134,1250,0.175217269
E02002650,6678,1120,0.167714885
E02002651,6747,1119,0.16585149
E02003811,4885,2004,0.410235415
E02003812,4635,1826,0.393959008
E02003813,5260,1279,0.243155894
E02003814,5715,1466,0.256517935
E02003815,5446,1135,0.208409842
E02003816,5745,1518,0.264229765
E02003817,5839,1876,0.321287892
E02003818,4854,1863,0.383807169
E02003819,4906,1595,0.325112108
E02003820,5371,1747,0.325265314
E02003821,4623,1263,0.273199221
E02003822,9056,2612,0.288427562
E02003823,5481,1753,0.319832147
E02003824,4300,1669,0.388139535
E02003825,5296,1279,0.241503021
E02003826,5779,715,0.123723828
E02003827,6847,817,0.119322331
E02003828,5168,695,0.134481424
E02003829,5681,990,0.174265094
E02003830,5863,1049,0.178918642
E02003831,7444,2472,0.332079527
E02003832,4875,878,0.180102564
E02003833,5116,1001,0.195660672
E02003834,5309,1050,0.197777359
E02003835,6672,2404,0.360311751
E02003836,5966,1790,0.300033523
E02003837,9518,3661,0.38463963
E02003838,5192,1456,0.280431433
E02003839,5884,1922,0.326648538
E02003840,8362,2977,0.356015307
E02003853,4866,1879,0.386148788
E02003854,5250,1985,0.378095238
E02003855,5600,2174,0.388214286
E02003856,8424,2653,0.314933523
E02003857,5177,2096,0.404867684
E02003858,5417,2852,0.526490677
E02003859,10008,3630,0.362709832
E02003860,5537,2636,0.476070074
E02003861,5224,1774,0.339586524
E02003862,4277,2038,0.476502221
E02003863,5554,2803,0.504681311
E02003864,6709,3012,0.448949173
E02003865,6285,2390,0.380270485
E02003866,4789,2105,0.439548966
E02003867,5989,2188,0.36533645
E02003868,6822,1876,0.274992671
E02003869,5913,2211,0.373921867
E02003870,8658,2749,0.317509818
E02003871,5708,1191,0.20865452
E02003872,8203,3261,0.397537486
E02003873,4876,983,0.201599672
E02003794,6997,2183,0.311990853
E02003795,4587,1554,0.338783519
E02003796,5937,1663,0.280107799
E02003797,7874,3411,0.433197866
E02003798,4714,584,0.123886296
E02003799,5652,692,0.122434536
E02003800,5150,2110,0.409708738
E02003801,5711,1996,0.349500963
E02003802,7335,2881,0.392774369
E02003803,8385,2491,0.297078116
E02003804,5672,2322,0.409379408
E02003805,5122,2287,0.446505271
E02003806,4865,1861,0.382528263
E02003807,6957,3411,0.490297542
E02003808,5082,1235,0.243014561
E02003809,6165,2349,0.381021898
E02003810,6659,2280,0.342393753
E02003841,6417,2253,0.351098644
E02003842,4585,1997,0.435550709
E02003843,4902,822,0.167686659
E02003844,5772,1797,0.311330561
E02003845,6511,831,0.127630164
E02003846,5243,652,0.124356285
E02003847,7843,2304,0.293765141
E02003848,4098,561,0.136896047
E02003849,5452,554,0.101614087
E02003850,4420,817,0.184841629
E02003851,4859,1241,0.255402346
E02003852,5746,1393,0.242429516
E02003874,7540,2846,0.377453581
E02003875,5429,2119,0.390311291
E02003876,4570,1032,0.225820569
E02003877,7679,3044,0.396405782
E02003878,6670,1755,0.263118441
E02003879,5095,1042,0.20451423
E02003880,5233,1104,0.210968852
E02003881,4970,1184,0.238229376
E02003882,7575,1276,0.168448845
E02003883,7788,3472,0.445814073
E02003884,6609,2830,0.428203964
E02003885,4662,1577,0.338266838
E02003886,5142,807,0.156942824
E02003887,4943,1136,0.229819947
E02003888,5039,637,0.126413971
E02003889,4317,619,0.143386611
E02003890,4769,838,0.17571818
E02003891,4731,1862,0.393574297
E02002574,5930,1632,0.275210793
E02002575,7731,2591,0.335144225
E02002576,6039,884,0.146381851
E02002577,5974,643,0.107633077
E02002578,6275,1062,0.169243028
E02002579,6191,698,0.112744306
E02002580,5950,643,0.108067227
E02002581,6180,1224,0.198058252
E02002582,6461,2185,0.338182944
E02002583,5412,573,0.105875831
E02002584,5973,848,0.141972208
E02002585,8533,1549,0.181530529
E02002586,7463,656,0.087900308
E02002587,5270,687,0.130360531
E02002588,5917,540,0.091262464
E02002589,5520,1377,0.249456522
E02002590,6112,2133,0.348985602
E02002591,5281,1736,0.32872562
E02002592,5239,1311,0.250238595
E02002593,4372,1293,0.295745654
E02002594,4411,1086,0.246202675
E02002595,6031,608,0.100812469
E02002596,7218,1869,0.258935993
E02002597,6840,745,0.108918129
E02002598,5914,2296,0.388231316
E02002599,8523,3036,0.356212601
E02002600,7393,1051,0.142161504
E02002601,6578,1406,0.213742779
E02002602,5613,833,0.148405487
E02002603,5957,1414,0.237367803
E02002604,6302,1866,0.296096477
E02002605,7327,1614,0.220281152
E02002606,8444,1655,0.195997158
E02002607,8385,1658,0.197734049
E02002608,7143,1774,0.248355033
E02002609,6524,1078,0.165236052
E02002610,9769,4450,0.455522571
E02002611,6365,2297,0.360879811
E02002612,7562,2985,0.394736842
E02002613,5206,2166,0.416058394
E02002614,4968,2510,0.505233494
E02003965,9093,1731,0.190366216
E02003966,5977,1966,0.328927556
E02003967,6883,1445,0.209937527
E02003968,7216,1362,0.188747228
E02003969,5354,508,0.094882331
E02003970,6428,2503,0.389390168
E02003971,6698,2498,0.372947148
E02003972,7597,1434,0.188758721
E02003973,7092,675,0.095177665
E02003974,6436,843,0.130981976
E02003975,5482,1294,0.236045239
E02003976,5899,1995,0.338192914
E02003977,5202,1181,0.227028066
E02003978,4885,981,0.200818833
E02003979,6690,1947,0.29103139
E02003980,5414,621,0.114702623
E02003981,5579,1351,0.242158093
E02003982,6228,1502,0.241168915
E02003983,6150,752,0.122276423
E02003984,5560,621,0.111690647
E02003985,5558,895,0.161029147
E02003986,5530,934,0.168896926
E02003987,5161,968,0.18756055
E02003988,5450,1511,0.277247706
E02003989,6289,1717,0.273016378
E02003990,8080,2583,0.319678218
E02003991,6462,1487,0.230114516
E02003992,7556,1918,0.25383801
E02003993,7238,2529,0.349405913
E02003994,6238,1132,0.181468419
E02003995,7755,899,0.11592521
E02003996,8174,1543,0.188769268
E02003997,7372,796,0.107976126
E02003998,5405,645,0.11933395
E02003999,7862,2038,0.259221572
E02004000,4545,802,0.176457646
E02004001,4837,971,0.200744263
E02004002,8399,2132,0.253839743
E02004003,9995,1989,0.1989995
E02004004,7571,801,0.105798441
E02004005,6709,1173,0.174839767
E02004006,7654,2776,0.362686177
E02004007,8903,1663,0.186790969
E02004008,5355,1746,0.32605042
E02004009,5092,1643,0.322663001
E02004010,5925,978,0.165063291
E02004011,8260,2038,0.246731235
E02004012,4819,1729,0.35878813
E02004013,8191,2191,0.267488707
E02004014,6334,1734,0.273760657
E02004015,5720,1996,0.348951049
E02004016,7063,2146,0.303836897
E02004017,7002,2105,0.300628392
E02004018,6680,2017,0.301946108
E02004019,6665,2019,0.302925731
E02004020,6847,1970,0.287717248
E02004021,4571,1738,0.380223146
E02004022,4857,1878,0.386658431
E02004023,5165,1799,0.348305905
E02004024,6088,2527,0.415078844
E02004025,6867,2412,0.351245085
E02004026,6692,1965,0.29363419
E02004027,6925,2436,0.351768953
E02004028,6635,2269,0.341974378
E02000984,6342,2499,0.394039735
E02000985,6259,2246,0.358843266
E02000986,6849,2067,0.301795883
E02000987,5902,1333,0.225855642
E02000988,6609,1256,0.19004388
E02000989,6933,2118,0.305495457
E02000990,6247,2001,0.320313751
E02000991,6283,1583,0.251949706
E02000992,4831,1318,0.272821362
E02000993,5489,761,0.138640918
E02000994,5914,731,0.123605005
E02000995,6459,1923,0.297724106
E02000996,5991,686,0.114505091
E02000997,4657,1466,0.314794932
E02000998,6712,1196,0.178188319
E02000999,6040,853,0.141225166
E02001000,7586,1216,0.160295281
E02001001,6297,2005,0.31840559
E02001002,7545,1259,0.166865474
E02001003,6022,2479,0.411657257
E02001004,6066,861,0.141938675
E02001005,6031,1076,0.17841154
E02001006,5716,892,0.156053184
E02001007,8404,1435,0.170752023
E02001008,5741,697,0.12140742
E02001009,5343,845,0.158150852
E02001010,4510,655,0.145232816
E02001011,8059,2575,0.319518551
E02001012,6004,976,0.162558294
E02001013,4922,1511,0.306989029
E02001014,6622,1312,0.198127454
E02001015,6517,864,0.132576339
E02001016,6193,735,0.118682383
E02001017,8614,1600,0.185744137
E02001018,6001,1658,0.276287285
E02001019,7289,2403,0.329674853
E02001020,4934,1905,0.386096473
E02001021,6319,2411,0.381547713
E02001022,6456,1549,0.239931846
E02001023,4629,1355,0.29271981
E02001024,6519,1756,0.269366467
E02001025,5935,890,0.149957877
E02001026,6875,999,0.145309091
E02001027,5490,1125,0.204918033
E02001028,6257,1975,0.315646476
E02001029,5477,1023,0.186781085
E02001030,4720,1295,0.274364407
E02001031,5238,1201,0.229285987
E02001032,6060,1124,0.185478548
E02001033,4353,719,0.165173444
E02001034,6243,813,0.130225853
E02001035,5914,1698,0.28711532
E02001036,5638,1269,0.225079816
E02001037,5886,2070,0.351681957
E02001038,4609,1157,0.251030592
E02001039,6292,1107,0.175937699
E02001040,5019,1434,0.285714286
E02001041,6119,1716,0.28043798
E02001042,5166,1806,0.349593496
E02001043,4433,1284,0.289645838
E02001044,6065,1905,0.314097279
E02001045,6238,755,0.121032382
E02001046,7260,1169,0.161019284
E02001047,7718,1216,0.15755377
E02001048,6522,1582,0.242563631
E02001049,7824,1303,0.166538855
E02001050,5646,1073,0.19004605
E02001051,6343,1026,0.161753114
E02001052,9289,2285,0.245989881
E02001053,7507,909,0.121086985
E02001055,6758,824,0.121929565
E02001056,6012,617,0.102628077
E02001057,6807,2017,0.296312619
E02001059,7482,1474,0.197006148
E02001061,6816,1022,0.149941315
E02001062,7980,2234,0.279949875
E02001063,9343,3273,0.350315744
E02001064,6681,1207,0.180661578
E02001065,6699,1023,0.15270936
E02001066,10249,2528,0.246658211
E02001067,6755,1105,0.163582531
E02001068,6550,1367,0.20870229
E02001069,8796,2518,0.286266485
E02001070,10410,2637,0.253314121
E02001071,9466,2212,0.233678428
E02001072,6973,3239,0.464505952
E02001073,8139,4537,0.557439489
E02001074,9020,2649,0.29368071
E02001075,6343,2072,0.326659309
E02001076,10720,2189,0.204197761
E02001077,6361,3508,0.551485615
E02001078,8137,2409,0.296055057
E02001079,7304,1919,0.262732749
E02001080,8758,2399,0.273920987
E02001081,5074,2819,0.555577454
E02001082,6006,3437,0.572261072
E02001083,6950,4342,0.624748201
E02001084,7335,3129,0.426584867
E02001085,6166,1106,0.179370743
E02001086,5347,2397,0.44828876
E02001087,8050,5176,0.642981366
E02001088,6892,1461,0.21198491
E02001089,6547,2965,0.452879181
E02001090,5709,1965,0.344193379
E02001091,6769,1588,0.234598907
E02001092,6581,1155,0.175505242
E02001093,6993,1310,0.187330187
E02001094,6677,705,0.105586341
E02001095,6439,884,0.137288399
E02001096,5959,861,0.14448733
E02001097,6373,836,0.131178409
E02006902,5579,2909,0.521419609
E02006912,8706,4217,0.484378589
E02006913,5347,1901,0.355526463
E02006914,6725,2248,0.334275093
E02006915,6503,1521,0.23389205
E02006916,5137,2681,0.521899942
E02006917,4939,3333,0.674832962
E02001098,5113,1079,0.211030706
E02001099,4921,933,0.189595611
E02001100,4999,1210,0.24204841
E02001101,4893,1268,0.259145718
E02001102,4952,1044,0.21082391
E02001103,4580,1770,0.386462882
E02001104,5298,1057,0.199509249
E02001105,4983,1011,0.202889825
E02001106,4977,932,0.187261402
E02001107,4733,908,0.191844496
E02001108,3807,417,0.109535067
E02001109,5831,823,0.141142171
E02001110,5281,2140,0.405226283
E02001111,4941,440,0.089050799
E02001112,4955,1246,0.251463169
E02001113,6266,631,0.100702202
E02001114,6349,1084,0.170735549
E02001115,4819,1028,0.213322266
E02001116,4692,691,0.147271952
E02001117,4852,1831,0.377370157
E02001118,5109,1646,0.322176551
E02001119,7338,840,0.114472608
E02001121,4615,613,0.132827736
E02001123,4844,709,0.146366639
E02001124,4415,472,0.106908267
E02001125,6495,1015,0.156274057
E02001126,5610,634,0.113012478
E02001127,5267,584,0.110879058
E02001128,5986,809,0.13514868
E02001129,4656,601,0.129080756
E02001130,4794,811,0.169169796
E02001131,4340,621,0.143087558
E02006860,9727,1560,0.160378328
E02001132,5235,1251,0.238968481
E02001133,4965,1309,0.263645519
E02001134,5147,1510,0.293374781
E02001135,5537,582,0.105111071
E02001136,7458,1710,0.22928399
E02001137,4971,1567,0.315228324
E02001138,7303,2470,0.338217171
E02001139,6577,867,0.13182302
E02001140,5852,1035,0.176862611
E02001141,9415,1354,0.143813064
E02001142,4903,1865,0.38037936
E02001143,7792,1164,0.149383984
E02001144,4929,1026,0.208155813
E02001145,5790,1364,0.235578584
E02001146,6617,1053,0.15913556
E02001147,6926,1141,0.164741554
E02001148,8093,1395,0.172371185
E02001149,7818,894,0.114351497
E02001150,6728,878,0.130499405
E02001151,7640,1548,0.202617801
E02001152,7326,1249,0.17048867
E02001153,7829,916,0.117000894
E02001154,8233,1205,0.146362201
E02001155,5839,1021,0.174858709
E02001156,7993,1997,0.249843613
E02001157,5477,504,0.092021179
E02001158,4670,508,0.108779443
E02001159,4514,758,0.16792202
E02001160,4674,718,0.153615747
E02001161,4862,892,0.183463595
E02001162,4792,734,0.153171953
E02001163,7785,1966,0.25253693
E02001164,5669,839,0.147997883
E02001165,4850,851,0.175463918
E02001166,4601,1004,0.218213432
E02001167,5030,1199,0.238369781
E02001168,7567,1440,0.190299987
E02001169,8473,3026,0.357134427
E02001170,7957,3070,0.385823803
E02001171,4601,955,0.207563573
E02001172,8786,1434,0.163214204
E02001173,6879,941,0.136793139
E02001174,4776,1270,0.265912898
E02001175,5446,979,0.179764965
E02001176,9170,2837,0.309378408
E02001177,9553,2227,0.233120486
E02001178,9772,4022,0.411584118
E02001179,4869,939,0.192852742
E02001180,5029,738,0.146748857
E02001181,4493,562,0.125083463
E02001182,4806,694,0.14440283
E02001183,4826,802,0.166183174
E02001184,9124,3748,0.410784744
E02001185,7875,1203,0.152761905
E02001186,7854,1243,0.158263305
E02001187,5769,975,0.16900676
E02001188,6122,1085,0.177229664
E02001189,6835,1511,0.221068032
E02001190,4999,383,0.076615323
E02001191,4919,1144,0.232567595
E02001192,5343,2331,0.436271757
E02001193,5015,1047,0.208773679
E02001194,4818,2275,0.47218763
E02001195,6079,1122,0.184569831
E02001196,6202,1919,0.309416317
E02001197,4959,1804,0.363783021
E02001198,6053,1211,0.200066083
E02001199,6438,2997,0.465517241
E02001200,5390,762,0.141372913
E02001201,4621,914,0.197792686
E02001202,4936,1245,0.252228525
E02001203,4795,2399,0.500312826
E02001204,7131,1810,0.253821343
E02001205,6342,1256,0.198044781
E02001206,5777,1906,0.329929029
E02001207,5801,1422,0.24513015
E02001208,5888,1652,0.280570652
E02001209,6185,1815,0.2934519
E02001210,5421,888,0.163807416
E02001211,4800,1943,0.404791667
E02001212,4721,666,0.141071807
E02001213,7483,2454,0.327943338
E02001214,6077,2293,0.377324338
E02001215,4838,1671,0.345390657
E02001216,5995,2227,0.37147623
E02001217,5374,1268,0.235950875
E02001218,4710,2021,0.429087049
E02001219,4486,1502,0.334819438
E02001220,4485,1557,0.347157191
E02001221,4910,1627,0.331364562
E02001222,5125,1507,0.29404878
E02001223,5619,2524,0.449190247
E02001224,4930,1522,0.30872211
E02001225,5759,2248,0.390345546
E02001226,5543,1484,0.267725059
E02001227,4720,2103,0.445550847
E02001228,4409,2016,0.457246541
E02001229,7970,2382,0.298870765
E02001230,5029,1194,0.237422947
E02001231,5556,1213,0.218322534
E02001232,6445,1005,0.155934833
E02001233,6144,903,0.146972656
E02001234,6010,825,0.137271215
E02001235,5341,1134,0.21231979
