MSOA01CD,NS-SeC_all_2001,NS-SeC_higher_2001,NS-SeC_higher_2001_pct
E02004486,5677,2207,0.38876167
E02004487,4955,1446,0.291826438
E02004488,6333,2182,0.34454445
E02004489,4721,1773,0.375556026
E02004490,4843,1085,0.224034689
E02004491,5350,1962,0.366728972
E02004492,6305,2583,0.409674861
E02004493,5801,1965,0.338734701
E02004494,6078,2453,0.403586706
E02004495,6314,1908,0.302185619
E02004496,5151,2053,0.398563386
E02004497,5540,2025,0.365523466
E02004498,5956,1752,0.294157152
E02004499,5123,1631,0.318368144
E02004500,6651,2534,0.380995339
E02004501,5481,1726,0.314906039
E02004502,4588,1540,0.335658239
E02004503,6009,2044,0.340156432
E02004504,6115,2441,0.399182339
E02004505,3739,975,0.26076491
E02004506,4669,1585,0.339473121
E02004507,5579,2000,0.358487184
E02004508,4796,1616,0.336947456
E02004509,4624,1885,0.407655709
E02004510,3821,1150,0.300968333
E02004511,6247,1509,0.241555947
E02004512,5354,1875,0.350205454
E02004513,6852,903,0.13178634
E02004514,3825,1296,0.338823529
E02004515,5280,1815,0.34375
E02004516,6724,1878,0.279298037
E02004517,5521,1672,0.302843688
E02004518,4194,1829,0.436099189
E02004519,5437,1625,0.298878058
E02004520,6037,1897,0.314228922
E02004521,5666,1397,0.246558419
E02004522,7257,1764,0.243075651
E02004523,6025,1277,0.211950207
E02004524,5405,1794,0.331914894
E02004525,5556,1419,0.255399568
E02004526,4902,1382,0.281925745
E02004527,6286,2125,0.338052816
E02004528,6118,1868,0.305328539
E02004529,4712,1408,0.298811545
E02004530,4328,1304,0.3012939
E02004531,4316,1417,0.328313253
E02004532,4386,1638,0.373461012
E02004533,5179,1121,0.216451052
E02004534,5973,1674,0.280261175
E02004535,3743,1035,0.276516164
E02004536,4089,1393,0.34067009
E02004537,5830,1348,0.231217839
E02004538,6015,2286,0.380049875
E02004539,5223,1408,0.269576872
E02004540,4112,1587,0.38594358
E02004541,7865,3135,0.398601399
E02004542,4495,1664,0.370189099
E02004543,4582,1329,0.290048014
E02004544,4292,1363,0.317567568
E02004545,4692,908,0.193520887
E02004546,5036,1069,0.212271644
E02004547,5395,1306,0.242075996
E02004548,5812,2552,0.439091535
E02004549,5287,1059,0.200302629
E02004550,5203,1162,0.223332693
E02004551,5220,1062,0.203448276
E02004552,5147,1383,0.268700214
E02004553,5350,1156,0.216074766
E02004554,5584,1404,0.251432665
E02004555,4368,1212,0.277472527
E02004556,5083,1811,0.356285658
E02004557,5514,1707,0.309575626
E02004558,4093,1070,0.26142194
E02004559,5862,1845,0.314738997
E02004560,5495,1414,0.257324841
E02004561,7058,2058,0.291584018
E02004562,5583,1727,0.3093319
E02004563,4847,1178,0.24303693
E02004564,5353,1616,0.301886792
E02004565,10083,3185,0.315878211
E02004566,3438,831,0.241710297
E02004567,5846,1861,0.318337325
E02004568,5497,1868,0.339821721
E02004569,4955,1311,0.264581231
E02004570,5712,1740,0.304621849
E02004571,5618,1648,0.293342827
E02004572,5371,1473,0.274250605
E02004573,4101,759,0.185076811
E02004574,5180,803,0.155019305
E02004575,7997,2190,0.273852695
E02004576,6141,1425,0.232046898
E02004577,3919,1140,0.290890533
E02004578,4615,964,0.208884074
E02004579,5112,1106,0.216353678
E02004580,7728,1590,0.205745342
E02004581,5445,1459,0.26795225
E02004582,4768,682,0.143036913
E02004583,5740,1351,0.235365854
E02004584,4320,731,0.169212963
E02004585,5185,1022,0.19710704
E02004586,5127,981,0.191339965
E02004587,5408,753,0.139238166
E02004588,4410,632,0.143310658
E02004589,5294,943,0.178126181
E02004590,5194,745,0.143434732
E02004591,4722,1926,0.407878018
E02004592,7945,2558,0.321963499
E02004593,5551,2157,0.388578634
E02004594,5171,1893,0.366080062
E02004595,8079,3119,0.386062632
E02004596,4116,1279,0.310738581
E02004597,3923,1417,0.361203161
E02004598,5515,1919,0.347960109
E02004599,4840,1776,0.366942149
E02004843,4950,1457,0.294343434
E02004844,5036,1197,0.237688642
E02004845,4712,1402,0.2975382
E02004846,4501,1751,0.389024661
E02004847,6023,1634,0.271293375
E02004848,4730,1326,0.280338266
E02004849,4644,1690,0.363910422
E02004850,5469,1364,0.249405741
E02004851,4302,1053,0.244769874
E02004852,5273,1370,0.259814148
E02004853,4392,1000,0.227686703
E02004854,4819,1187,0.246316663
E02004855,4710,999,0.212101911
E02004856,3894,1470,0.377503852
E02004857,3799,1619,0.42616478
E02004858,3593,1194,0.332312831
E02004859,3803,1619,0.42571654
E02004860,4317,1500,0.347463516
E02004861,3771,1517,0.402280562
E02004862,5820,1473,0.253092784
E02004863,5058,1118,0.221035983
E02004864,4244,2156,0.50801131
E02004865,3734,1207,0.323245849
E02004866,4494,1342,0.298620383
E02004867,3756,1601,0.426251331
E02004868,3838,1116,0.290776446
E02004869,3870,1706,0.440826873
E02004870,5740,1764,0.307317073
E02004871,3645,1088,0.298491084
E02004872,5209,1683,0.323094644
E02004873,6215,2589,0.416572808
E02004874,4192,1341,0.319895038
E02004875,5944,1587,0.266991925
E02004876,6695,2490,0.371919343
E02004877,3574,1406,0.393396754
E02004878,4751,1589,0.334455904
E02004879,5401,2020,0.374004814
E02004880,6222,2797,0.449533912
E02004881,3768,1604,0.425690021
E02004882,5227,1966,0.376123972
E02004883,3954,1374,0.347496206
E02004884,6429,2392,0.372064085
E02004885,6118,2668,0.436090226
E02004886,3930,1375,0.349872774
E02004887,5025,1973,0.392636816
E02004888,5888,2249,0.381963315
E02004889,6936,2346,0.338235294
E02004890,5647,2179,0.385868603
E02004891,5362,2386,0.444983215
E02004892,3956,1234,0.311931244
E02004893,3761,1552,0.412656208
E02004894,5459,2329,0.426634915
E02004895,6290,2175,0.345786963
E02004896,5031,1813,0.360365732
E02004897,4599,1553,0.337682105
E02004898,5212,1535,0.294512663
E02004899,3955,1705,0.431099874
E02004900,5699,2570,0.450956308
E02004901,5501,1356,0.246500636
E02004902,4867,1482,0.304499692
E02004903,4439,1528,0.344221672
E02004904,3975,1270,0.319496855
E02004905,4772,1828,0.383067896
E02004906,5726,1652,0.288508557
E02004907,6422,2591,0.403456867
E02004908,6751,2629,0.389423789
E02004909,3613,1101,0.304732909
E02004910,7000,2513,0.359
E02004911,4653,1066,0.229099506
E02004912,6907,2452,0.355002172
E02004913,7092,3002,0.423293852
E02004914,4855,1551,0.31946447
E02004915,3722,1021,0.274314884
E02004916,5163,1962,0.380011621
E02004917,4858,1471,0.302799506
E02004918,5204,2036,0.39123751
E02004919,5208,1745,0.335061444
E02004920,6842,2411,0.352382344
E02004921,5068,2111,0.416535122
E02004922,6588,2380,0.361262902
E02004923,6994,2977,0.425650558
E02004924,4778,2355,0.492884052
E02004925,4952,2213,0.446890145
E02004926,4926,2647,0.537352822
E02004927,4316,1756,0.406858202
E02004928,4799,2227,0.464055011
E02004929,4322,1744,0.40351689
E02004930,4689,2105,0.448923011
E02004931,4597,1806,0.392864912
E02004932,4554,1835,0.402942468
E02004933,4513,2357,0.522269001
E02004934,4545,2351,0.517271727
E02004935,5091,2923,0.574150462
E02004936,4051,1904,0.470007406
E02004937,4695,2403,0.511821086
E02004938,4003,1762,0.440169873
E02004939,4450,1591,0.35752809
E02004940,4902,1997,0.407384741
E02004941,5675,1956,0.344669604
E02004942,4140,1513,0.365458937
E02004943,5534,2133,0.38543549
E02004944,4381,1100,0.251084227
E02004945,7007,2708,0.386470672
E02004946,4485,1307,0.291415831
E02004947,4809,1881,0.391141609
E02004948,4473,1362,0.304493628
E02004949,5305,1398,0.263524976
E02004950,4543,1060,0.233325996
E02004951,4417,897,0.203079013
E02004952,4758,1350,0.283732661
E02004953,4336,871,0.200876384
E02004954,4258,1163,0.273132926
E02004955,4235,1180,0.27863046
E02004956,5785,2016,0.348487468
E02004957,5560,2042,0.367266187
E02004958,4979,1888,0.379192609
E02004959,3708,1658,0.447141316
E02004960,3764,1797,0.477417641
E02004961,6387,2570,0.402379834
E02004962,6048,2569,0.424768519
E02004963,4669,1401,0.300064254
E02004964,3900,1190,0.305128205
E02004965,4707,1478,0.314000425
E02004966,5014,2377,0.474072597
E02004967,4585,1023,0.223118866
E02004968,4828,1354,0.28044739
E02004969,4875,1558,0.319589744
E02004970,4935,1237,0.250658561
E02004971,5008,1501,0.299720447
E02004972,4190,1571,0.374940334
E02004973,5009,1854,0.370133759
E02004974,4657,2057,0.441700666
E02004975,4507,1957,0.434213446
E02004976,5149,1894,0.367838415
E02004977,5337,1827,0.34232715
E02004978,5121,1436,0.280413982
E02004979,4588,1856,0.404533566
E02004980,4255,1945,0.457109283
E02004981,3777,1355,0.358750331
E02004982,4183,1473,0.352139613
E02004983,4467,1352,0.30266398
E02004984,4742,1811,0.381906369
E02004985,4306,1849,0.429400836
E02004986,4666,1149,0.246249464
E02004987,4267,1341,0.314272322
E02004988,3821,962,0.251766553
E02004989,4429,1270,0.286746444
E02004990,4464,1392,0.311827957
E02004991,4591,1020,0.222173818
E02004992,6749,1079,0.159875537
E02004993,3832,1062,0.277139875
E02004994,4184,1611,0.385038241
E02004995,3821,1454,0.380528657
E02005503,5362,1471,0.274337934
E02005504,6215,1464,0.235559131
E02005505,4093,914,0.223308087
E02005506,4862,1112,0.228712464
E02005507,6855,1344,0.196061269
E02005508,4585,1133,0.247110142
E02005509,4818,892,0.185139062
E02005510,4872,991,0.203407225
E02005511,4697,796,0.169469874
E02005512,5660,1414,0.249823322
E02005513,6030,1432,0.23747927
E02005514,4849,1077,0.222107651
E02005515,3988,1080,0.270812437
E02005516,4597,1251,0.272134
E02005517,3539,508,0.143543374
E02005518,6462,1560,0.241411328
E02005519,5299,888,0.167578788
E02005520,4840,1177,0.243181818
E02005521,5514,1463,0.265324628
E02005522,3574,1030,0.288192501
E02005523,5388,1428,0.265033408
E02005524,4073,907,0.222685981
E02005525,7385,2347,0.317806364
E02005526,3748,1194,0.318569904
E02005527,5318,1619,0.304437759
E02005528,5634,1502,0.266595669
E02005529,4422,883,0.199683401
E02005530,3770,808,0.214323607
E02005531,3971,891,0.224376731
E02005532,5317,998,0.187699831
E02005533,5676,1653,0.291226216
E02005534,5051,1231,0.243714116
E02005535,4734,1785,0.377059569
E02005536,3984,1206,0.302710843
E02005537,3923,1005,0.256181494
E02005538,6533,1396,0.213684372
E02005539,5138,1138,0.22148696
E02005540,6582,1175,0.178517168
E02005541,4168,645,0.15475048
E02005542,4245,566,0.133333333
E02005543,5046,512,0.101466508
E02005544,4166,537,0.128900624
E02005545,4681,990,0.211493271
E02005546,5388,779,0.144580549
E02005547,5433,1219,0.224369593
E02005548,4931,777,0.157574528
E02005549,4137,917,0.221658206
E02005550,4360,935,0.214449541
E02005551,3801,686,0.180478821
E02005552,5630,1083,0.192362345
E02005553,6010,1065,0.177204659
E02005554,4812,1045,0.21716542
E02005555,4594,1459,0.317588158
E02005556,5463,1245,0.22789676
E02005557,3694,377,0.10205739
E02005558,4905,946,0.192864424
E02005559,4556,846,0.185689201
E02005560,5127,1171,0.228398674
E02005561,5753,1010,0.175560577
E02005562,4993,1178,0.235930302
E02005563,5165,958,0.185479187
E02005564,7069,2105,0.297779035
E02005565,4583,958,0.209033384
E02005566,6274,1109,0.176761237
E02005567,4640,789,0.170043103
E02005568,4872,1089,0.223522167
E02005569,5457,1250,0.229063588
E02005570,4889,955,0.19533647
E02005571,4555,919,0.201756312
E02005572,5398,944,0.174879585
E02005573,3598,651,0.180933852
E02005574,4616,979,0.212088388
E02005575,4855,1131,0.232955716
E02005576,4476,851,0.190125112
E02005577,3907,885,0.226516509
E02005578,4058,795,0.195909315
E02005579,8399,1672,0.199071318
E02005580,5318,992,0.186536292
E02005581,5853,1569,0.268067658
E02005582,4565,900,0.197152245
E02005583,5951,1318,0.221475382
E02005584,6707,1337,0.199343969
E02005585,6901,1112,0.161136067
E02005586,7562,2049,0.270960063
E02005587,7139,978,0.136993977
E02005588,6716,1029,0.1532162
E02005589,7481,1366,0.18259591
E02005590,6430,1593,0.247744946
E02005591,6300,1984,0.314920635
E02005592,7387,3181,0.430621362
E02005593,7029,746,0.10613174
E02005594,7330,2428,0.331241473
E02005595,6345,2329,0.367060678
E02005596,6505,1169,0.179707917
E02005597,7181,1551,0.215986631
E02005598,4610,1621,0.351626898
E02005599,3909,1308,0.334612433
E02005600,3827,1024,0.267572511
E02005601,4019,1049,0.261010202
E02005602,6645,2077,0.312565839
E02005603,4975,1344,0.270150754
E02005604,5695,1671,0.293415277
E02005605,6492,2112,0.325323475
E02005606,4015,975,0.242839352
E02005607,6906,1907,0.276136693
E02005608,5260,1281,0.243536122
E02005609,4398,946,0.215097772
E02005610,5520,1492,0.270289855
E02005611,6431,1499,0.233089722
E02006227,4308,1210,0.280872795
E02006228,3987,1019,0.255580637
E02006229,3752,956,0.254797441
E02006230,6689,1860,0.278068471
E02006231,5879,1994,0.339173329
E02006232,4144,1154,0.278474903
E02006233,7284,1499,0.20579352
E02006234,5676,1152,0.202959831
E02006235,5620,1898,0.33772242
E02006236,7347,2534,0.344902681
E02006237,5200,1583,0.304423077
E02006238,6195,1221,0.197094431
E02006239,5779,1685,0.291572936
E02006240,5847,1805,0.308705319
E02006241,5835,1325,0.227077978
E02006242,3883,1108,0.285346382
E02006243,5914,1634,0.276293541
E02006244,6514,1644,0.25237949
E02006245,5581,897,0.160723885
E02006246,5254,1315,0.250285497
E02006247,5194,866,0.166730843
E02006248,5360,1454,0.271268657
E02006249,5068,2163,0.42679558
E02006250,5659,1554,0.274606821
E02006251,5302,1644,0.310071671
E02006252,5109,1366,0.267371306
E02006253,5176,1526,0.294822257
E02006254,5284,948,0.179409538
E02006255,4084,1143,0.279872674
E02006256,5133,1119,0.218001169
E02006257,5158,765,0.1483133
E02006258,4422,803,0.18159204
E02006259,5298,1038,0.19592299
E02006260,5705,843,0.147765118
E02006261,4979,1379,0.276963246
E02006262,5621,1568,0.278953923
E02006263,4834,1250,0.258585023
E02006264,5298,1672,0.315590789
E02006265,4887,1267,0.259259259
E02006266,6174,1878,0.304178814
E02006267,5502,1716,0.311886587
E02006268,4025,698,0.173416149
E02006269,4581,1391,0.303645492
E02006270,5474,1545,0.282243332
E02006271,5939,1857,0.312678902
E02006272,5136,1423,0.277063863
E02006273,4502,1228,0.272767659
E02006274,4816,1595,0.331187708
E02006275,4944,778,0.15736246
E02006276,4678,1433,0.30632749
E02006277,3887,1570,0.403910471
E02006278,4809,1640,0.341027241
E02006279,6417,1601,0.249493533
E02006280,6564,2053,0.312766606
E02006281,5658,1667,0.294627077
E02006282,4144,1243,0.299951737
E02006283,5162,1386,0.268500581
E02006284,4527,871,0.192401149
E02006285,4435,1289,0.290642616
E02006286,7012,1330,0.189674843
E02006287,4275,1028,0.240467836
E02006288,6067,1831,0.301796605
E02006289,5231,1160,0.221754923
E02006290,5639,1083,0.192055329
E02006291,4833,1454,0.300848334
E02006292,4599,1513,0.328984562
E02006293,6108,1688,0.276358874
E02006294,5223,1601,0.306528815
E02006295,5762,1696,0.294342242
E02006296,6512,2467,0.378839066
E02006297,5378,2016,0.374860543
E02006298,6400,1704,0.26625
E02006299,5933,1700,0.286532951
E02006300,5146,904,0.175670424
E02006301,3940,1053,0.267258883
E02006302,5235,1364,0.260553964
E02006303,4682,532,0.113626655
E02006304,5364,1014,0.189038031
E02006305,6448,917,0.14221464
E02006306,5048,772,0.152931854
E02006307,5681,1349,0.237458194
E02006308,4911,783,0.159437996
E02006309,4569,654,0.143138542
E02006310,4481,885,0.197500558
E02006311,5354,992,0.185282032
E02006312,6070,1437,0.236738056
E02006313,6661,1254,0.188260021
E02006314,4934,1053,0.213417106
E02006315,4227,835,0.197539626
E02006316,4716,918,0.194656489
E02000166,5658,2458,0.434429127
E02000167,5933,3529,0.594808697
E02000168,5747,2749,0.478336523
E02000169,5633,2967,0.526717557
E02000170,5946,3150,0.529767911
E02000171,5797,2855,0.492496119
E02000172,6492,1704,0.262476895
E02000173,6140,3338,0.543648208
E02000174,5695,2153,0.378050922
E02000175,6164,3380,0.54834523
E02000176,4924,2844,0.577579204
E02000177,5979,2102,0.351563807
E02000178,5931,2512,0.423537346
E02000179,4495,2144,0.476974416
E02000180,5773,2200,0.381084358
E02000181,6100,3545,0.581147541
E02000182,4368,2024,0.463369963
E02000183,5644,2729,0.483522325
E02000184,5530,1743,0.315189873
E02000185,5754,1899,0.330031283
E02000186,4943,1905,0.385393486
E02000187,5418,1008,0.186046512
E02000188,5298,1123,0.21196678
E02000189,4391,1079,0.245729902
E02000190,6061,1628,0.268602541
E02000191,5564,1690,0.303738318
E02000192,4604,1707,0.370764553
E02000193,5183,2159,0.416554119
E02000001,6067,3553,0.585627163
E02000345,4313,1193,0.276605611
E02000346,4990,1011,0.20260521
E02000347,4769,1503,0.315160411
E02000348,4725,1108,0.234497354
E02000349,7317,1728,0.236162362
E02000350,5470,2049,0.374588665
E02000351,6719,2713,0.403780324
E02000352,4221,1649,0.390665719
E02000353,5370,2341,0.43594041
E02000354,5518,1636,0.296484233
E02000355,5116,1745,0.341086787
E02000356,4568,2124,0.46497373
E02000357,4365,782,0.179152348
E02000358,6643,2035,0.306337498
E02000359,4679,1351,0.28873691
E02000360,6301,1562,0.247897159
E02000361,4652,1371,0.294711952
E02000362,4357,1106,0.253844388
E02000363,6476,1264,0.195182211
E02000364,5581,2084,0.373409783
E02000365,6911,2339,0.338445956
E02000366,5619,1644,0.292578751
E02000367,5596,1911,0.341493924
E02000368,6149,1295,0.21060335
E02000369,6106,1232,0.201768752
E02000370,4434,1123,0.253270185
E02000371,5900,1876,0.317966102
E02000372,5761,1403,0.243534109
E02000373,4261,871,0.20441211
E02000374,4435,1645,0.370913191
E02000375,4711,1910,0.40543409
E02000376,4819,1985,0.411911185
E02000377,5906,2371,0.401456146
E02000378,5260,2372,0.45095057
E02000379,4484,2229,0.497100803
E02000380,4679,2338,0.499679419
E02000381,5984,2948,0.492647059
E02000382,4787,2215,0.46271151
E02000383,6937,3150,0.454086781
E02000384,5505,1986,0.360762943
E02000385,5413,2966,0.547940144
E02000386,5953,2187,0.367377793
E02000387,4541,1741,0.383395728
E02000388,6033,2810,0.46577159
E02000389,5903,2972,0.50347281
E02000390,4646,2147,0.462117951
E02000391,5557,2778,0.499910023
E02000392,6665,3420,0.513128282
E02000393,4460,2479,0.555829596
E02000394,3992,1851,0.463677355
E02000395,4477,2448,0.546794729
E02000396,4623,2091,0.452303699
E02000397,4866,1661,0.34134813
E02000398,4479,795,0.177494977
E02000399,4307,764,0.177385651
E02000400,4425,1576,0.356158192
E02000401,4012,722,0.17996012
E02000402,4183,690,0.164953383
E02000403,4497,1555,0.34578608
E02000404,4171,999,0.239510909
E02000405,4414,2249,0.509515179
E02000406,4471,1147,0.256542161
E02000407,4418,1018,0.230421005
E02000408,4232,794,0.187618147
E02000409,4178,863,0.206558162
E02000410,4829,2557,0.529509215
E02000411,4748,1120,0.235888795
E02000412,4340,1066,0.24562212
E02000413,4690,2437,0.519616205
E02000414,4465,1270,0.28443449
E02000415,4603,1482,0.321963937
E02000416,4323,1611,0.372657876
E02000417,4633,2563,0.553205267
E02000418,3918,2065,0.52705462
E02000419,4845,1703,0.351496388
E02000420,4563,1194,0.261669954
E02000421,4341,965,0.222299009
E02000422,4600,1116,0.242608696
E02000423,5106,1576,0.308656483
E02000424,4570,2311,0.505689278
E02000425,4037,1044,0.258607877
E02000426,4682,2362,0.504485263
E02000427,4904,1853,0.377854812
E02000428,4244,1059,0.249528746
E02000429,4994,3012,0.603123748
E02000430,4977,2695,0.541490858
E02000431,4855,2876,0.592378991
E02000432,4780,2344,0.490376569
E02000554,6684,2054,0.307301017
E02000555,6487,2380,0.366887621
E02000556,7511,3013,0.401144987
E02000557,5980,2084,0.348494983
E02000558,5519,1310,0.237361841
E02000559,5478,2433,0.444140197
E02000560,5216,2024,0.38803681
E02000561,5199,2529,0.4864397
E02000562,5431,2312,0.42570429
E02000563,6041,1746,0.289024996
E02000564,5062,1683,0.332477282
E02000565,5213,1880,0.360636869
E02000566,5614,2793,0.497506234
E02000567,6911,2901,0.419765591
E02000568,5820,1347,0.231443299
E02000569,6595,2553,0.387111448
E02000570,6073,3134,0.516054668
E02000571,5575,1904,0.341524664
E02000572,5271,1304,0.247391387
E02000573,6077,2992,0.492348198
E02000574,5685,2107,0.37062445
E02000575,6846,2738,0.399941572
E02000576,5373,1514,0.281779267
E02000577,5140,1036,0.20155642
E02000578,4044,900,0.222551929
E02000579,5604,2307,0.411670236
E02000580,6192,2405,0.388404393
E02000581,5338,1278,0.239415511
E02000582,6693,3500,0.522934409
E02000583,5792,3107,0.536429558
E02000584,6547,3693,0.564075149
E02000585,6290,3150,0.500794913
E02000586,6498,3377,0.519698369
E02000587,5883,2905,0.493795682
E02000588,6346,3383,0.533091711
E02000589,7076,3618,0.511305822
E02000590,5939,2493,0.419767638
E02000591,5262,2301,0.437286203
E02000592,6356,3480,0.54751416
E02000593,6344,3277,0.516551072
E02000594,5699,2878,0.505000877
E02000595,5881,3116,0.529841864
E02000596,6022,3162,0.525074726
E02000597,5923,2155,0.363835894
E02000618,6218,2188,0.351881634
E02000619,5575,1743,0.31264574
E02000620,5529,2076,0.375474769
E02000621,5821,2350,0.403710703
E02000622,5802,2294,0.395380903
E02000623,5629,1567,0.278379819
E02000624,5495,1728,0.314467698
E02000625,5341,1454,0.272233664
E02000626,5198,1244,0.239322816
E02000627,5964,2274,0.381287726
E02000628,5960,1421,0.238422819
E02000629,6070,3019,0.497364086
E02000630,5904,2908,0.492547425
E02000631,5822,2443,0.419615252
E02000632,6405,3365,0.525370804
E02000633,5770,2246,0.389254766
E02000634,4796,2003,0.4176397
E02000635,5368,2161,0.40257079
E02000636,5920,3506,0.59222973
E02000637,6201,2905,0.468472827
E02000638,5923,2043,0.344926557
E02000639,5717,1653,0.28913766
E02000640,7448,3777,0.507116004
E02000641,4959,1232,0.248437185
E02000642,5996,2478,0.413275517
E02000643,5911,2594,0.438842835
E02000644,5685,2394,0.421108179
E02000645,5977,2632,0.440354693
E02000646,6103,2723,0.446174013
E02000647,5867,2468,0.420657917
E02000648,5363,1422,0.265150103
E02000649,7637,3403,0.44559382
E02000650,5573,1885,0.338237933
E02000651,5876,2304,0.392103472
E02000652,5153,1501,0.291286629
E02000653,5284,1304,0.24678274
E02000654,4818,978,0.202988792
E02000655,5658,1680,0.296924708
E02000656,5480,1219,0.222445255
E02000657,5981,1782,0.297943488
E02000658,5395,1939,0.359406858
E02000659,5471,2562,0.468287333
E02000660,4669,1831,0.392161062
E02000661,4586,2309,0.503488879
E02000662,5462,1747,0.31984621
E02000663,4868,2017,0.414338537
E02000664,5502,1767,0.321155943
E02000665,4743,1949,0.410921358
E02000666,4613,1660,0.359852591
E02000667,4755,1781,0.374553102
E02000668,4428,1802,0.406955736
E02000669,4714,1818,0.385659737
E02000670,4341,1389,0.319972357
E02000671,5757,2116,0.367552545
E02000672,5556,1817,0.327033837
E02000673,5717,2461,0.430470526
E02000674,5510,1858,0.337205082
E02000675,5755,1942,0.337445699
E02000676,5329,2007,0.376618503
E02000677,4700,1686,0.358723404
E02000678,4068,1027,0.25245821
E02000679,5266,1679,0.318837828
E02000680,4691,1564,0.333404391
E02000681,5270,1281,0.243074004
E02000682,5072,1110,0.21884858
E02000683,4551,1232,0.270709734
E02000684,4822,908,0.188303608
E02000685,5588,1702,0.304581246
E02000686,4257,995,0.233732676
E02000687,5554,1898,0.341735686
E02000688,4904,1004,0.204730832
E02000714,4404,1094,0.248410536
E02000715,3992,687,0.172094188
E02000716,4023,856,0.212776535
E02000717,4247,684,0.161054862
E02000718,3795,638,0.168115942
E02000719,4581,1114,0.243178345
E02000720,4498,1032,0.229435305
E02000721,5474,890,0.162586774
E02000722,4698,1216,0.258833546
E02000723,6079,939,0.154466195
E02000724,5429,878,0.161724074
E02000725,4315,1257,0.291309386
E02000726,4589,953,0.207670516
E02000727,4622,660,0.142795327
E02000728,5005,945,0.188811189
E02000729,4324,961,0.222247919
E02000730,5514,883,0.160137831
E02000731,5382,905,0.168153103
E02000732,3974,591,0.148716658
E02000733,5643,1116,0.197767145
E02000734,4249,896,0.210873147
E02000735,4122,768,0.186317322
E02000736,4824,877,0.181799337
E02000737,5340,1210,0.22659176
E02000738,4430,1052,0.237471783
E02000739,4003,729,0.182113415
E02000740,3989,853,0.213838055
E02000741,4298,999,0.23243369
E02000742,4252,908,0.213546566
E02000743,4273,653,0.152820033
E02000744,4187,747,0.178409362
E02000745,5194,1265,0.24355025
E02000746,3856,842,0.218360996
E02000747,4858,699,0.143886373
E02000748,4369,1228,0.281071183
E02000749,4907,796,0.162217241
E02000750,4529,1409,0.311106204
E02000807,5801,2956,0.509567316
E02000808,5796,1970,0.339889579
E02000809,6595,3388,0.513722517
E02000810,5305,1343,0.253157399
E02000811,5887,1614,0.274163411
E02000812,6335,1839,0.290292028
E02000813,5198,1500,0.288572528
E02000814,6049,2964,0.489998347
E02000815,6136,1665,0.271349413
E02000816,5623,1451,0.258047306
E02000817,4149,808,0.194745722
E02000818,5482,1431,0.261036118
E02000819,5161,1254,0.242976167
E02000820,5387,1587,0.294598107
E02000821,5454,1090,0.199853319
E02000822,5823,1127,0.193542847
E02000823,5318,1441,0.270966529
E02000824,5383,1017,0.188928107
E02000825,4815,937,0.194600208
E02000826,5535,1434,0.259078591
E02000827,6098,1526,0.250245982
E02000828,5080,1140,0.224409449
E02000829,5532,1351,0.244215474
E02000830,5814,2373,0.408152735
E02000831,5729,2125,0.370919881
E02000832,5487,1382,0.251868052
E02000833,5281,1618,0.306381367
E02000834,6145,2814,0.457933279
E02000835,4698,1703,0.362494679
E02000836,5816,2553,0.438961486
E02000837,5300,2916,0.550188679
E02000838,5776,2349,0.406682825
E02000839,5501,2314,0.420650791
E02000864,4275,909,0.212631579
E02000865,4214,1053,0.249881348
E02000866,6013,2216,0.368534841
E02000867,4462,1654,0.370685791
E02000868,4261,1158,0.271767191
E02000869,4063,1085,0.267044056
E02000870,4015,1052,0.262017435
E02000871,4877,795,0.163010047
E02000872,4318,931,0.215609078
E02000873,4402,813,0.184688778
E02000874,4995,950,0.19019019
E02000875,5033,1037,0.206040135
E02000876,4673,1403,0.300235395
E02000877,5849,1217,0.208069756
E02000878,6156,1608,0.261208577
E02000879,4523,965,0.213353969
E02000880,4076,1104,0.270853778
E02000881,3777,802,0.212337834
E02000882,4086,742,0.181595693
E02000883,4029,651,0.161578555
E02000884,4716,1358,0.287955895
E02000885,3990,709,0.177694236
E02000886,4648,1891,0.406841652
E02000887,4357,808,0.185448703
E02000888,4468,1626,0.363921218
E02000889,4699,1907,0.405831028
E02000890,4448,2565,0.576663669
E02000891,4633,1914,0.413123246
E02000892,4550,1898,0.417142857
E02000893,4852,1943,0.400453421
E02000894,5971,3145,0.526712443
E02000923,5167,2717,0.525837043
E02000924,6056,1974,0.325957728
E02000925,4862,1627,0.334635952
E02000926,5026,2346,0.466772782
E02000927,5179,2325,0.448928365
E02000928,6112,3644,0.596204188
E02000929,4408,1173,0.266107078
E02000930,6479,3888,0.600092607
E02000931,6137,4095,0.667264136
E02000932,6398,3999,0.625039075
E02000933,5856,3171,0.541495902
E02000934,6220,3422,0.550160772
E02000935,4153,707,0.170238382
E02000936,6036,3335,0.552518224
E02000937,5479,3241,0.591531301
E02000938,5679,1989,0.350237718
E02000939,5343,3135,0.586749017
E02000940,4632,1931,0.416882556
E02000941,7000,3692,0.527428571
E02000942,6696,3665,0.547341697
E02000943,5749,3257,0.56653331
E02000944,4626,1320,0.285343709
E02000945,4165,1026,0.246338535
E02000946,5632,2293,0.407137784
E02000947,6403,3719,0.58082149
E02000948,7159,4055,0.566419891
E02000949,7096,3883,0.547209696
E02000950,5472,2549,0.465826023
E02000951,4727,2376,0.502644383
