MSOA01CD,NS-SeC_all_2001,NS-SeC_higher_2001,NS-SeC_higher_2001_pct
E02002446,4433,1168,0.263478457
E02002447,4248,539,0.126883239
E02002448,5402,638,0.118104406
E02002449,5537,1226,0.221419541
E02002450,4306,885,0.205527171
E02002451,5581,1681,0.301200502
E02002452,5253,953,0.181420141
E02002453,6251,954,0.152615582
E02002454,4474,909,0.203173894
E02002455,4060,503,0.123891626
E02002456,4827,1155,0.239279055
E02002457,5275,935,0.177251185
E02002458,6369,1600,0.251216832
E02002459,6226,1282,0.205910697
E02002460,5527,1551,0.280622399
E02002461,6329,1134,0.179175225
E02002462,5327,1334,0.250422377
E02002463,6008,730,0.12150466
E02002464,5805,738,0.127131783
E02002465,4302,1011,0.235006974
E02002466,6633,1633,0.246193276
E02002467,5849,928,0.1586596
E02002468,4465,1362,0.305039194
E02002469,4543,1162,0.25577812
E02002470,4725,2067,0.437460317
E02002471,7328,2263,0.308815502
E02002472,4342,1259,0.289958544
E02002473,4741,1408,0.296983759
E02002474,4378,885,0.202147099
E02002475,4061,1432,0.352622507
E02002476,4216,400,0.09487666
E02002477,4090,605,0.14792176
E02002478,4268,735,0.172211809
E02002479,5715,780,0.13648294
E02002480,4462,562,0.125952488
E02002481,4113,492,0.119620715
E02002482,4420,561,0.126923077
E02002796,4266,1486,0.348335677
E02002797,5091,1573,0.308976625
E02002798,7788,3246,0.416795069
E02002799,4088,695,0.170009785
E02002800,4375,1806,0.4128
E02002801,5329,1001,0.18784012
E02002802,5167,698,0.135088059
E02002803,5010,1064,0.21237525
E02002804,4978,706,0.141824026
E02002805,4528,1257,0.277606007
E02002806,4341,890,0.205021884
E02002807,6235,1177,0.188773055
E02002808,7366,1334,0.181102362
E02002809,4226,817,0.193327023
E02002810,5680,1750,0.308098592
E02002811,5389,875,0.162367786
E02002812,4154,1214,0.292248435
E02002813,5214,623,0.119485999
E02002814,5365,1818,0.338863001
E02002815,4199,685,0.16313408
E02002816,5392,2255,0.418212166
E02002817,4370,1340,0.306636156
E02002818,4088,565,0.138209393
E02002819,4576,1038,0.226835664
E02002820,6057,1019,0.1682351
E02002821,6073,729,0.120039519
E02002822,4584,1085,0.236692845
E02002823,5390,946,0.175510204
E02002824,6317,1080,0.170967231
E02002825,4110,919,0.223600973
E02002826,4410,1485,0.336734694
E02002827,4359,1102,0.252810278
E02002828,5458,1003,0.183766948
E02002829,6349,687,0.108206017
E02002830,5357,868,0.162030987
E02002831,4512,633,0.140292553
E02002832,5372,613,0.114110201
E02002833,4997,521,0.104262558
E02002834,5615,1003,0.178628673
E02002835,4320,1314,0.304166667
E02002836,6101,643,0.105392559
E02002837,4143,445,0.107410089
E02002838,4654,503,0.108079072
E02002839,4782,842,0.176076955
E02002840,5963,761,0.127620325
E02002841,4885,569,0.116479017
E02002842,4802,981,0.204289879
E02002843,7005,780,0.111349036
E02002844,6352,503,0.079187657
E02002845,6099,928,0.152156091
E02002846,5230,1501,0.286998088
E02002847,6132,729,0.11888454
E02002848,6493,817,0.125827815
E02002849,7714,2005,0.259917034
E02002850,6833,1328,0.194350944
E02002851,4819,1175,0.24382652
E02002852,3873,316,0.081590498
E02002853,8178,1698,0.207630227
E02002854,5037,661,0.131228906
E02002855,4392,1113,0.253415301
E02002856,7964,3122,0.392014063
E02002857,4347,1070,0.246146768
E02002858,5518,2219,0.402138456
E02002859,5846,1226,0.209716045
E02002860,5477,1250,0.228227132
E02002861,4620,416,0.09004329
E02002862,5324,527,0.098985725
E02002868,4750,996,0.209684211
E02002869,4744,572,0.120573356
E02002870,5506,654,0.118779513
E02002871,5616,1066,0.189814815
E02002872,5881,870,0.147934025
E02002873,5196,606,0.116628176
E02002874,5233,1292,0.246894707
E02002875,5118,1027,0.200664322
E02002876,5535,1175,0.212285456
E02002877,5788,2200,0.380096752
E02002878,4870,458,0.094045175
E02002879,5413,1417,0.261777203
E02002880,4992,584,0.116987179
E02002881,3739,442,0.118213426
E02002882,6195,2598,0.41937046
E02002883,4717,1145,0.242739029
E02002884,4378,1016,0.232069438
E02002885,5252,886,0.168697639
E02002886,5286,1065,0.201475596
E02002887,3925,576,0.146751592
E02002888,4358,494,0.11335475
E02002889,5269,798,0.151451888
E02002890,4662,710,0.152295152
E02002891,5494,947,0.172369858
E02002892,3718,611,0.164335664
E02002893,6898,1099,0.159321542
E02002894,4440,1773,0.399324324
E02002895,5202,1500,0.288350634
E02002896,5786,1024,0.176978915
E02002897,5498,2018,0.367042561
E02002898,8748,1404,0.160493827
E02002899,7552,842,0.111493644
E02002900,6987,1456,0.208387004
E02002901,3975,939,0.236226415
E02002902,6391,709,0.110937256
E02002903,4256,589,0.138392857
E02002904,4420,455,0.102941176
E02002863,6031,1881,0.311888576
E02002864,3828,1059,0.276645768
E02002865,5124,1679,0.327673692
E02002866,4823,1640,0.340037321
E02002867,5471,1792,0.327545239
E02004029,4550,702,0.154285714
E02004030,4097,1327,0.323895533
E02004031,4958,667,0.134530052
E02004032,6104,1561,0.255733945
E02004033,6104,1260,0.206422018
E02004034,5336,1326,0.24850075
E02004035,4612,1395,0.302471813
E02004036,6963,1215,0.174493753
E02004037,5630,1744,0.309769094
E02004038,4818,1340,0.278123703
E02004039,5536,1665,0.300758671
E02004040,5823,1158,0.198866564
E02004041,4701,1050,0.223356733
E02004042,5125,780,0.152195122
E02004043,5014,1202,0.239728759
E02004044,4988,1916,0.384121893
E02004045,6491,1759,0.270990602
E02004046,4428,803,0.18134598
E02004047,3567,416,0.116624615
E02004048,4576,612,0.133741259
E02004049,5591,1085,0.194061885
E02004050,4576,438,0.095716783
E02004051,6216,769,0.123712999
E02004052,5332,1079,0.202363091
E02004053,4944,758,0.153317152
E02004054,6032,1384,0.229442971
E02004055,5122,984,0.192112456
E02004056,4915,605,0.123092574
E02004057,5250,876,0.166857143
E02004058,5229,791,0.151271754
E02004059,5166,1090,0.210994967
E02004060,5166,889,0.172086721
E02004061,5217,1011,0.193789534
E02004062,5802,1599,0.275594623
E02004063,5781,1699,0.29389379
E02004064,5225,1078,0.206315789
E02004065,6358,2442,0.384083045
E02004066,7689,1881,0.244635193
E02004067,4370,585,0.133867277
E02004068,5410,1703,0.314787431
E02004069,5045,1706,0.338156591
E02004070,4485,1172,0.261315496
E02004071,3649,1026,0.281172924
E02004072,6114,1935,0.316486752
E02004073,6718,1826,0.271807085
E02004074,4126,1057,0.25618032
E02004075,5382,1578,0.293199554
E02004076,3942,854,0.216641299
E02004077,5564,1694,0.304457225
E02004078,4809,541,0.112497401
E02004079,4943,1462,0.295771799
E02004080,6348,999,0.157372401
E02004081,4199,1349,0.321266968
E02004082,4641,1498,0.322775264
E02004083,5334,1019,0.19103862
E02004084,4414,527,0.119392841
E02004085,5976,1548,0.259036145
E02004086,5328,1592,0.298798799
E02004087,5608,1120,0.199714693
E02004088,5515,1899,0.344333636
E02004089,4668,881,0.188731791
E02004090,4219,1174,0.278264992
E02004091,6742,1800,0.266983091
E02004092,6551,1450,0.221340253
E02004093,4583,1419,0.309622518
E02004094,5260,1092,0.207604563
E02004095,6611,1847,0.279382847
E02004096,6979,2830,0.405502221
E02004097,5831,1974,0.338535414
E02004098,5373,1431,0.266331658
E02004099,3647,1090,0.298875788
E02004100,5266,1801,0.342005317
E02004101,5409,1321,0.244222592
E02004102,5773,1589,0.275246839
E02004103,4851,786,0.162028448
E02004104,4861,1277,0.262703148
E02004105,6913,1549,0.224070592
E02004106,5474,1559,0.284800877
E02004107,5156,923,0.17901474
E02004108,5116,1222,0.238858483
E02004109,5328,1885,0.353791291
E02004110,5676,1916,0.337561663
E02004111,4005,867,0.216479401
E02004112,4834,1692,0.350020687
E02004113,6392,815,0.127503129
E02004114,5387,1601,0.297196956
E02004115,6280,1390,0.22133758
E02004116,5156,696,0.134988363
E02004117,5380,1095,0.203531599
E02004118,4503,1504,0.333999556
E02004119,4844,1852,0.382328654
E02004120,5430,1558,0.286924494
E02004121,4582,1872,0.408555216
E02004122,4405,1563,0.354824064
E02004123,4396,1427,0.324613285
E02004124,5273,978,0.185473165
E02004125,6063,1061,0.174995877
E02004126,4747,982,0.206867495
E02004127,8137,1518,0.186555241
E02004128,6931,1652,0.238349445
E02005333,7238,2062,0.284885327
E02005334,3928,1216,0.309572301
E02005335,4839,1716,0.354618723
E02005336,4200,1340,0.319047619
E02005337,6884,1407,0.204386984
E02005338,6405,1722,0.268852459
E02005339,6164,2238,0.363075925
E02005340,6663,1535,0.230376707
E02005341,4558,1539,0.337648091
E02005342,5088,1459,0.286753145
E02005343,4954,1476,0.297941058
E02005344,5287,1689,0.319462833
E02005345,4322,1180,0.273021749
E02005346,7020,1375,0.195868946
E02005347,6741,1020,0.151312862
E02005348,4503,1364,0.302909172
E02005349,4760,1113,0.233823529
E02005350,4785,1299,0.271473354
E02005351,9193,1032,0.112259328
E02005352,4078,1665,0.408288377
E02005353,5880,1389,0.23622449
E02005354,6231,2298,0.368801156
E02005355,4147,1330,0.320713769
E02005356,4374,1736,0.396890718
E02005357,4576,1022,0.223339161
E02005358,6957,2291,0.32930861
E02005359,4236,1105,0.260859301
E02005360,4368,1724,0.394688645
E02005361,4228,1223,0.289262062
E02005362,4222,864,0.20464235
E02005363,4728,1308,0.276649746
E02005364,3574,867,0.242585339
E02005365,6583,1166,0.177122892
E02005366,4222,1084,0.256750355
E02005367,4792,1575,0.328672788
E02005368,4078,1508,0.369789112
E02005369,6220,2297,0.369292605
E02005370,6027,2122,0.352082296
E02005371,6620,2213,0.33429003
E02005372,6483,2520,0.388708931
E02005373,6645,2349,0.353498871
E02005374,4083,940,0.230222875
E02005375,4740,1751,0.369409283
E02005376,5899,1939,0.32869978
E02005377,5403,1587,0.293725708
E02005378,3748,1236,0.32977588
E02005379,4040,1189,0.294306931
E02005380,5904,1949,0.330115176
E02005381,5846,1708,0.292165583
E02005382,6558,1244,0.189691979
E02005383,6350,1317,0.207401575
E02005384,4830,1634,0.338302277
E02005385,4574,1463,0.319851334
E02005386,5728,1241,0.216655028
E02005387,5779,1412,0.24433293
E02005388,4157,952,0.229011306
E02005389,4269,1036,0.242679784
E02005390,6436,2108,0.327532629
E02005391,6464,2261,0.349783416
E02005392,6148,1715,0.278952505
E02005393,4972,1409,0.283386967
E02005394,5788,1137,0.196440912
E02005395,6450,1491,0.231162791
E02005396,4856,1626,0.334843493
E02005397,5608,1819,0.32435806
E02005398,4181,1361,0.32552021
E02005399,4144,1465,0.353523166
E02005400,4132,901,0.218054211
E02005401,3904,1282,0.328381148
E02005402,4201,1443,0.343489645
E02005403,4821,1088,0.22567932
E02005404,5092,1273,0.25
E02005405,4782,891,0.186323714
E02005406,4205,701,0.166706302
E02005407,5312,1498,0.282003012
E02005408,5040,1403,0.278373016
E02005409,6736,1436,0.213182898
E02005410,5621,1482,0.263654154
E02005411,5055,1821,0.360237389
E02005412,5600,1606,0.286785714
E02005413,6103,1483,0.242995248
E02005414,5311,992,0.18678215
E02005415,5477,1058,0.193171444
E02005416,7355,2090,0.284160435
E02005417,5142,854,0.166083236
E02005418,5765,715,0.124024284
E02005419,4709,918,0.194945848
E02005420,5441,769,0.141334314
E02005421,9675,2187,0.226046512
E02005422,3852,745,0.193406023
E02005423,5694,1022,0.179487179
E02005424,7548,1988,0.263381028
E02005425,4522,991,0.219150818
E02005426,6663,1369,0.205463005
E02005427,4554,1139,0.250109794
E02005428,5759,662,0.114950512
E02005429,4075,431,0.105766871
E02005430,4762,1012,0.21251575
E02005431,5928,982,0.165654521
E02005432,5500,1351,0.245636364
E02005433,5267,622,0.118093792
E02005434,4496,890,0.197953737
E02005435,4724,621,0.131456393
E02005436,4940,814,0.164777328
E02005437,4547,631,0.138772817
E02005438,4396,657,0.149454049
E02005439,6635,1660,0.250188395
E02005440,3789,594,0.156769596
E02005441,6100,1247,0.20442623
E02005442,4008,437,0.109031936
E02005443,4104,912,0.222222222
E02005444,8172,2289,0.28010279
E02005445,6898,1044,0.151348217
E02005446,4799,1028,0.214211294
E02005447,5016,904,0.180223285
E02005448,4233,642,0.151665485
E02005449,4621,1057,0.228738368
E02005450,6575,1832,0.278631179
E02005451,5052,641,0.126880443
E02005452,8277,1887,0.227981153
E02005453,7355,2377,0.323181509
E02005454,8399,1812,0.215739969
E02005455,6933,1944,0.280398096
E02005456,6451,1731,0.268330491
E02005457,5471,1461,0.267044416
E02005458,3948,1307,0.331053698
E02005459,5073,875,0.172481766
E02005460,4495,1616,0.359510567
E02005461,4124,1181,0.286372454
E02005462,5631,1196,0.212395667
E02005463,4806,1484,0.308780691
E02005464,5286,1293,0.2446084
E02005465,5696,1146,0.20119382
E02005466,4443,716,0.161152375
E02005467,4577,715,0.156215862
E02005468,4923,1004,0.203940687
E02005469,4726,1011,0.213922979
E02005470,5927,1511,0.254935043
E02005471,5422,948,0.174843231
E02005472,6296,923,0.146601017
E02005473,5275,1074,0.203601896
E02005474,4461,845,0.189419413
E02005475,3761,948,0.252060622
E02005476,4870,1503,0.30862423
E02005477,6084,1784,0.293228139
E02005478,7099,1495,0.210593041
E02005479,5517,1653,0.299619358
E02005480,4746,518,0.109144543
E02005481,6466,1302,0.201360965
E02005482,6395,1856,0.29022674
E02005483,4947,1315,0.265817667
E02005484,4681,1285,0.274513993
E02005485,4071,1115,0.273888479
E02005486,4341,991,0.228288413
E02005487,6314,2362,0.374089325
E02005488,4661,1484,0.318386612
E02005489,5180,1809,0.349227799
E02005490,6229,1385,0.222347086
E02005491,7782,2627,0.337573888
E02005492,6669,1790,0.268406058
E02005493,5804,1434,0.247070986
E02005494,5721,1267,0.221464779
E02005495,6527,950,0.145549257
E02005496,4278,1160,0.271154745
E02005497,4114,441,0.107194944
E02005498,4852,1250,0.257625721
E02005499,5050,1515,0.3
E02005500,3832,1157,0.301931106
E02005501,4964,1654,0.333199033
E02005502,5432,1253,0.230670103
E02005612,4088,1049,0.256604697
E02005613,6159,935,0.151810359
E02005614,4331,792,0.182867698
E02005615,6545,976,0.149121467
E02005616,3791,541,0.14270641
E02005617,6899,814,0.117988114
E02005618,6235,1582,0.253728949
E02005619,3994,1487,0.372308463
E02005620,5388,2167,0.402190052
E02005621,5520,1785,0.323369565
E02005622,5979,2473,0.413614317
E02005623,5400,1853,0.343148148
E02005624,5210,1722,0.330518234
E02005625,5477,1188,0.216907066
E02005626,4906,941,0.191805952
E02005627,4785,1554,0.32476489
E02005628,5430,1883,0.346777164
E02005629,3796,1280,0.33719705
E02005630,6511,2409,0.369989249
E02005631,6129,2086,0.34034916
E02005632,4186,1391,0.332298137
E02005633,5933,1534,0.258553851
E02005634,5086,1224,0.240660637
E02005635,4767,1319,0.276693937
E02005636,6876,1476,0.214659686
E02005637,5429,1145,0.210904402
E02005638,6091,1863,0.305861107
E02005639,3799,1339,0.352461174
E02005640,5794,1505,0.259751467
E02005641,5091,1307,0.256727558
E02005642,5425,1716,0.316313364
E02005643,5289,724,0.136887881
E02005644,5151,1123,0.218015919
E02005645,6370,2025,0.317896389
E02005646,4860,1281,0.263580247
E02005647,4493,1066,0.237257957
E02005648,5064,1642,0.324249605
E02005649,7367,2073,0.281389982
E02005650,4697,1182,0.251649989
E02005651,4536,1200,0.264550265
E02005652,4454,1036,0.23259991
E02005653,5481,1199,0.218755702
E02005654,5427,1275,0.234936429
E02005655,4286,1104,0.257582828
E02005656,4027,669,0.166128632
E02005657,4431,1220,0.275332882
E02005658,4229,686,0.162213289
E02005659,3491,833,0.238613578
E02005660,3979,904,0.227192762
E02005661,4188,826,0.197230181
E02005662,4729,1376,0.290970607
E02005663,4298,1523,0.354350861
E02005664,5071,1144,0.225596529
E02005665,5570,1680,0.301615799
E02005666,4833,623,0.128905442
E02005667,4363,981,0.22484529
E02005668,4208,1018,0.241920152
E02005669,4310,1739,0.403480278
E02005670,4744,967,0.203836425
E02005671,5189,1752,0.33763731
E02005672,4546,1285,0.28266608
E02005673,4289,994,0.231755654
E02005674,4437,1304,0.29389227
E02005675,3901,984,0.252243015
E02005676,3751,851,0.226872834
E02005677,4311,1378,0.319647414
E02005678,4547,2051,0.451066637
E02005679,6595,2886,0.437604246
E02005680,4063,1853,0.456066946
E02005681,5919,1850,0.312552796
E02005682,4681,1716,0.366588336
E02005683,6574,2063,0.313811987
E02005684,6007,2384,0.396870318
E02005685,5377,1769,0.328993863
E02005686,5536,1897,0.342666185
E02005687,4106,1640,0.39941549
E02005688,5413,1833,0.338629226
E02005689,5587,2216,0.396635046
E02005690,3762,1218,0.323763955
E02005691,4483,1555,0.346865938
E02005692,4637,1243,0.268061246
E02005693,4747,976,0.205603539
E02005694,6002,2029,0.338053982
E02005695,4782,1013,0.211836052
E02005696,4226,576,0.136299101
E02005697,3999,862,0.215553888
E02005698,4177,857,0.205171175
E02005699,5348,1028,0.192221391
E02005700,6460,2138,0.330959752
E02005701,7686,2134,0.277647671
E02005819,4488,713,0.158868093
E02005820,4474,848,0.189539562
E02005821,4057,547,0.134828691
E02005822,5711,883,0.154613903
E02005823,4598,488,0.106133101
E02005824,6363,1322,0.207763634
E02005825,5637,971,0.172254745
E02005826,4075,463,0.113619632
E02005827,5376,1217,0.226376488
E02005828,5000,834,0.1668
E02005829,4588,853,0.185919791
E02005830,4584,963,0.210078534
E02005831,5442,1321,0.242741639
E02005832,5485,982,0.179033728
E02005833,5535,1262,0.228003613
E02005834,5161,682,0.132144933
E02005835,6973,1124,0.161193174
E02005836,6360,1783,0.280345912
E02005837,5505,1537,0.279200727
E02005838,6098,1165,0.191046245
E02005839,4145,730,0.176115802
E02005840,5542,1436,0.259112234
E02005841,4782,1067,0.223128398
E02005842,5750,1299,0.225913043
E02005843,4052,1019,0.25148075
E02005844,5270,1045,0.19829222
E02005845,3582,556,0.155220547
E02005846,3982,401,0.100703164
E02005847,4524,1049,0.231874447
E02005848,5155,1066,0.206789525
E02005849,6605,1589,0.240575322
E02005850,5369,1151,0.214378841
E02005851,4176,646,0.154693487
E02005852,5910,1524,0.25786802
E02005853,6287,1784,0.28376014
E02005854,3722,875,0.235088662
E02005855,5283,1837,0.347719099
E02005856,5461,2166,0.396630654
E02005857,4531,888,0.195983227
E02005858,5698,1737,0.304843805
E02005859,6381,1534,0.240401191
E02005860,6040,1960,0.324503311
E02005861,4150,1158,0.279036145
E02005862,5784,1518,0.262448133
E02005863,5140,1723,0.335214008
E02005864,5255,1861,0.354138915
E02005865,5827,2136,0.366569418
E02005866,6458,1802,0.279033757
E02005867,4211,1156,0.274519117
E02005868,4908,1199,0.244295029
E02005869,3846,663,0.172386895
E02005870,4681,925,0.197607349
E02005871,5293,1542,0.291328169
E02005872,4019,1356,0.337397363
E02005873,7282,2732,0.375171656
E02005874,6148,2040,0.331815224
E02005875,5345,1215,0.227315248
E02005876,6403,1601,0.250039044
E02005877,5189,1187,0.228753132
E02005878,6936,1653,0.238321799
E02005879,5174,1381,0.26691148
E02005880,4352,513,0.117876838
E02005881,4301,560,0.130202279
E02005882,5772,1274,0.220720721
E02005883,4746,626,0.131900548
E02005884,4636,1020,0.220017256
E02005885,5757,774,0.134445023
E02005886,6898,1354,0.196288779
E02005887,6029,870,0.144302538
E02005888,5093,710,0.139407029
E02005889,7274,1202,0.165246082
E02005890,5063,1191,0.235236026
E02005891,3967,594,0.149735316
E02005892,6622,2185,0.329960737
E02005893,7135,872,0.122214436
E02005894,6057,1126,0.185900611
E02005895,5708,1694,0.296776454
E02005896,4746,1435,0.302359882
E02005897,5928,1779,0.300101215
E02005898,7838,1468,0.187292677
E02005899,7068,1395,0.197368421
E02005900,4709,1664,0.353365895
E02005901,5410,1398,0.258410351
E02005902,5497,872,0.158631981
E02005903,7239,1549,0.213979831
E02005904,4461,1460,0.327280879
E02005905,4619,1624,0.351591254
E02005906,4583,1765,0.385118918
E02005907,6264,2305,0.367975734
E02005908,5978,2261,0.378220141
E02005909,5813,2636,0.453466368
E02005910,6714,3039,0.452636282
E02005911,5625,2800,0.497777778
E02005912,6157,2599,0.422121163
E02005913,4414,1809,0.409832352
E02005914,5212,1303,0.25
E02005915,4082,1499,0.36722195
E02005916,4687,1504,0.320887561
E02005917,4071,1614,0.396462786
E02005918,3858,1179,0.305598756
E02005919,4246,1284,0.302402261
E02005920,5210,2066,0.396545106
E02002905,4304,1157,0.268819703
E02002906,3878,763,0.196750903
E02002907,3858,698,0.180922758
E02002908,6224,1625,0.261086118
E02002909,7345,1851,0.252008169
E02002910,5651,1176,0.20810476
E02002911,6421,1712,0.266625136
E02002912,4679,1444,0.308612951
E02002913,4058,1427,0.35165106
E02002914,6557,1553,0.236846119
E02002915,4478,1202,0.268423403
E02002916,6241,1399,0.224162794
E02002917,4523,1042,0.230378068
E02002918,4363,1218,0.279165712
E02002919,5307,839,0.158093085
E02002920,4329,1153,0.266343266
E02002921,5366,623,0.116101379
E02002922,4252,1349,0.317262465
E02002923,6385,1770,0.277212216
E02002924,4238,1036,0.244454932
E02002925,7397,1816,0.245504934
E02002926,7055,1700,0.240963855
E02002927,7915,2378,0.300442198
E02002951,5372,940,0.174981385
E02002952,4254,525,0.123413258
E02002953,5374,696,0.129512467
E02002954,5867,736,0.125447418
E02002955,4350,536,0.123218391
E02002956,6322,904,0.142992724
E02002957,6549,1343,0.205069476
E02002958,5077,753,0.148315935
E02002959,5299,643,0.12134365
E02002960,4552,852,0.187170475
E02002961,4409,584,0.132456339
E02002962,5012,422,0.084197925
E02002963,5325,777,0.145915493
E02002964,6650,933,0.140300752
E02002965,4262,449,0.105349601
E02002966,7713,699,0.090626215
E02002967,6288,429,0.068225191
E02002968,6529,1889,0.289324552
E02002969,6076,1111,0.18285056
E02002970,5524,728,0.131788559
E02002971,4226,566,0.133932797
E02002972,4228,413,0.097682119
E02002973,5301,953,0.1797774
E02002974,4427,639,0.144341541
E02002975,5890,1062,0.180305603
E02002976,4175,522,0.12502994
E02002977,4307,575,0.133503599
E02002978,4359,396,0.090846524
E02002979,3940,577,0.146446701
E02002980,4407,1108,0.251418198
E02002981,5238,983,0.187667048
E02002982,4027,366,0.090886516
E02002983,4436,1348,0.303877367
E02002984,4482,1566,0.34939759
E02002928,4043,1297,0.320801385
E02002929,4534,1302,0.287163652
E02002930,4015,1068,0.266002491
E02002931,4211,1521,0.361196865
E02002932,5241,884,0.168670101
E02002933,6283,1858,0.295718606
E02002934,4245,1278,0.301060071
E02002935,5025,917,0.182487562
E02002936,4903,1005,0.204976545
E02002937,6747,2384,0.353342226
E02002938,4339,930,0.2143351
E02002939,4009,1008,0.251434273
E02002940,4117,891,0.216419723
E02002941,6610,1453,0.219818457
E02002942,4678,1941,0.414920906
E02002943,5383,1708,0.317295189
E02002944,5285,739,0.139829707
E02002945,6930,1457,0.21024531
E02002946,5868,1347,0.229550102
E02002947,5126,996,0.194303551
E02002948,4688,589,0.125639932
E02002949,3884,898,0.231204943
E02002950,4061,710,0.174833785
E02006008,5284,1586,0.3001514
E02006009,6407,1647,0.257062588
E02006010,7409,2050,0.276690512
E02006011,4384,1334,0.304288321
E02006012,4436,1343,0.302750225
E02006013,5478,1750,0.319459657
E02006014,5905,1414,0.239458086
E02006015,6224,1344,0.215938303
E02006016,5060,1438,0.284189723
E02006017,4895,1148,0.234525026
E02006018,7450,1845,0.247651007
E02006019,3623,727,0.200662434
E02006020,4685,1324,0.282604055
E02006021,5190,1488,0.286705202
E02006022,4141,1337,0.322868872
E02006023,6545,1429,0.218334607
E02006024,6277,1270,0.202325952
E02006025,5516,1308,0.237128354
E02006026,4513,1233,0.273210725
E02006027,3760,1031,0.274202128
E02006028,6379,1805,0.282959712
E02006029,5793,905,0.156223028
E02006030,4842,943,0.194754234
E02006031,4554,1263,0.277338603
E02006032,6108,1346,0.220366732
E02006033,4741,1727,0.364269142
E02006034,5668,2074,0.365913903
E02006035,4166,1239,0.297407585
E02006036,4267,1294,0.303257558
E02006037,6671,2151,0.322440414
E02006038,5492,1623,0.295520757
E02006039,5127,1468,0.286327287
E02006040,5111,1538,0.300919585
E02006041,3869,914,0.236236754
E02006042,3571,960,0.26883226
E02006043,4568,1024,0.224168126
E02006044,4168,962,0.230806142
E02006045,7074,1358,0.191970597
E02006046,5718,1394,0.243791536
E02006118,5465,1504,0.275205855
E02006119,5399,904,0.167438415
E02006120,6045,1020,0.168734491
E02006121,4259,904,0.212256398
E02006122,4513,877,0.194327498
E02006123,4571,1193,0.260993218
E02006124,5172,631,0.122003094
E02006125,5370,928,0.172811918
E02006126,5740,1422,0.247735192
E02006127,4550,1637,0.35978022
E02006128,6076,1704,0.280447663
E02006129,5093,828,0.162576085
E02006130,4885,966,0.197748209
E02006131,5297,1388,0.262035114
E02006132,4261,729,0.171086599
E02006133,4312,1251,0.290120594
E02006134,6236,1752,0.280949326
E02006135,5633,1711,0.303745784
E02006136,5526,1931,0.349439016
E02006137,5379,954,0.177356386
E02006138,3765,624,0.165737052
E02006139,4202,595,0.141599238
E02006140,5686,1254,0.220541681
E02006141,5596,832,0.148677627
E02006142,3745,1174,0.313484646
E02006143,5259,1729,0.328769728
E02006144,5588,866,0.154974946
E02006145,3957,1389,0.351023503
E02006146,5117,1468,0.286886848
E02006147,4601,1709,0.371440991
E02006148,5101,1836,0.359929426
E02006149,5505,1196,0.217257039
E02006150,9014,3431,0.380630131
E02006151,6299,1514,0.240355612
E02006152,5707,2108,0.369370948
E02006153,4979,1945,0.390640691
E02006154,7952,2018,0.253772636
E02006155,4016,703,0.175049801
E02006156,5446,2144,0.393683437
E02006157,4901,1232,0.25137727
E02006158,6501,1612,0.247961852
E02006159,4356,659,0.151285583
E02006160,6094,952,0.156219232
E02006161,5095,1285,0.252208047
E02006162,6015,1341,0.222942643
E02006163,5459,843,0.154423887
E02006164,5289,613,0.115900926
E02006165,5084,1157,0.227576711
E02006166,5468,1548,0.283101683
E02006167,6048,848,0.14021164
E02006168,5758,1337,0.23219868
E02006169,6371,710,0.111442474
E02006170,3780,1188,0.314285714
E02006171,6249,1588,0.254120659
E02006172,7318,2702,0.369226565
E02006173,4927,1755,0.356200528
E02006174,7664,2405,0.313804802
E02006175,4203,955,0.227218653
E02006176,5271,1749,0.331815595
E02006177,7569,1916,0.253137799
E02006178,5959,1238,0.207752979
E02006179,5412,1396,0.257945307
E02006180,4687,1072,0.22871773
E02006181,3893,859,0.220652453
E02006182,4895,1699,0.347088866
E02006183,5748,2095,0.3644746
E02006184,4066,1320,0.324643384
E02006185,5225,1373,0.26277512
E02006186,8725,2853,0.326991404
E02006187,5009,1807,0.360750649
E02006188,4203,1156,0.275041637
E02006189,4942,1525,0.308579522
E02006190,6151,1721,0.279791904
E02006191,5696,2238,0.392907303
E02006192,5735,1951,0.340191805
E02006193,4816,1385,0.287583056
E02006194,5160,1144,0.221705426
E02006195,6020,2158,0.358471761
E02006196,4511,922,0.204389271
E02006197,5280,1369,0.259280303
E02006198,5659,1760,0.311009012
E02006199,5750,2120,0.368695652
E02006200,5641,948,0.168055309
E02006201,8442,3118,0.369343757
E02006202,6200,2088,0.336774194
E02006203,4785,1163,0.243051202
E02006204,5300,913,0.172264151
E02006205,5559,1688,0.303651736
E02006206,5199,877,0.168686286
E02006207,5038,1083,0.214966256
E02006208,5410,1169,0.216081331
E02006209,7098,1939,0.273175542
E02006210,3978,1014,0.254901961
E02006211,4644,1316,0.2833764
E02006212,6205,1620,0.261079774
E02006213,4825,1042,0.215958549
E02006214,4403,867,0.196911197
E02006215,5966,1379,0.231143144
E02006216,6128,1650,0.269255875
E02006217,6634,1661,0.250376847
E02006218,5073,1044,0.205795387
E02006219,5906,1451,0.245682357
E02006220,5599,1109,0.198071084
E02006221,4053,1404,0.346410067
E02006222,5001,830,0.165966807
E02006223,4990,600,0.120240481
E02006224,5665,1685,0.297440424
E02006225,5328,1512,0.283783784
E02006226,5898,1356,0.229908444
