MSOA11CD,median_price_2001
E02001778,34975
E02001779,41975
E02001780,58750
E02001781,35000
E02001782,53000
E02001783,35500
E02001784,54500
E02001785,65000
E02001786,43000
E02001787,40975
E02001788,65000
E02001789,117000
E02001790,87750
E02001791,73750
E02001792,77000
E02001793,29000
E02001794,32250
E02001795,29750
E02001796,54975
E02001797,61750
E02001798,35500
E02001799,32000
E02001800,54500
E02001801,35000
E02001802,31000
E02001803,54950
E02001804,44250
E02001805,50500
E02001806,23000
E02001807,58950
E02001808,55950
E02001809,59975
E02001810,51475
E02001811,37000
E02001812,85000
E02001813,37000
E02001814,46275
E02001815,110000
E02001816,45000
E02001817,35750
E02001818,43000
E02001819,71750
E02001820,84500
E02001821,79000
E02001822,58000
E02001823,31950
E02001824,55000
E02001825,35000
E02001826,29225
E02001827,112000
E02001828,129000
E02001829,140000
E02001830,172250
E02001831,113125
E02001832,121500
E02001833,107500
E02001834,52950
E02001835,114995
E02001836,122000
E02001837,45000
E02001838,115000
E02001839,59950
E02001840,53000
E02001841,163000
E02001842,68000
E02001843,59972.5
E02001844,87500
E02001845,59950
E02001846,56747.5
E02001847,103709
E02001848,46750
E02001849,56950
E02001850,66000
E02001851,86000
E02001852,57750
E02001854,70000
E02001855,49000
E02001856,47950
E02001857,56000
E02001858,59000
E02001859,45000
E02001860,37000
E02001861,40000
E02001862,31000
E02001863,35000
E02001864,46000
E02001865,39000
E02001866,36000
E02001867,39750
E02001868,89975
E02001869,32600
E02001870,53000
E02001871,59000
E02001872,53975
E02001873,28000
E02001874,39000
E02001875,115500
E02001876,52500
E02001877,40000
E02001878,50000
E02001879,36000
E02001880,46000
E02001881,49500
E02001882,60000
E02001883,49475
E02001884,42250
E02001886,62000
E02001888,59225
E02001889,51000
E02001890,99975
E02001892,53950
E02001893,60500
E02001895,59975
E02001896,44750
E02001897,50000
E02001898,76725
E02001899,118000
E02001900,130000
E02001901,124995
E02001902,69950
E02001903,44500
E02001904,56000
E02001905,128000
E02001906,75000
E02001907,75000
E02001908,56000
E02001909,46000
E02001910,53000
E02001911,58950
E02001913,76000
E02001914,98700
E02001915,71250
E02001916,58000
E02001918,98000
E02001919,69950
E02001920,44000
E02001921,55750
E02001922,69950
E02001923,84950
E02001924,93000
E02001925,87500
E02001926,69950
E02001927,53250
E02001928,59995
E02001929,56975
E02001930,87000
E02001931,109950
E02001932,49000
E02001933,64950
E02001934,113600
E02001935,92475
E02001936,101500
E02001937,57500
E02001938,71000
E02001939,122000
E02001941,65000
E02001942,73500
E02001943,66725
E02001944,73000
E02001945,49500
E02001946,81750
E02001947,54975
E02001948,68725
E02001949,53975
E02001950,70000
E02001951,46000
E02001952,58000
E02001953,73000
E02001954,49950
E02001955,61000
E02001956,82950
E02001957,64000
E02001958,54950
E02001959,60000
E02001961,47500
E02001962,40000
E02001963,70000
E02001964,49000
E02001965,69250
E02001966,36500
E02001967,105000
E02001968,57000
E02001969,57500
E02001970,50000
E02001971,70000
E02001972,33000
E02001973,44500
E02001974,78375
E02001975,64500
E02001976,61250
E02001977,66475
E02001978,58250
E02001979,75250
E02001980,82000
E02001981,36500
E02001982,96250
E02001983,72000
E02001984,60000
E02001985,41000
E02001986,65475
E02001987,62500
E02001988,92450
E02001989,62000
E02001990,79500
E02001991,110000
E02001992,49000
E02001993,53725
E02001994,80000
E02001995,45500
E02001996,42475
E02001997,130500
E02001998,95000
E02001999,145000
E02002000,59725
E02002001,59500
E02002002,98500
E02002003,59475
E02002004,49950
E02002005,48000
E02002006,62000
E02002007,77950
E02002008,72000
E02002009,46500
E02002010,47000
E02002011,89950
E02002012,53975
E02002013,93225
E02002014,47000
E02002015,70000
E02002016,46250
E02002017,46975
E02002018,88000
E02002019,49725
E02002020,75950
E02002021,39500
E02002022,55475
E02002023,75000
E02002024,59972.5
E02002025,58500
E02002026,74000
E02002027,79500
E02002028,86450
E02002029,90250
E02002030,69000
E02002031,52000
E02002032,59950
E02002033,74950
E02002034,81000
E02002035,115000
E02002036,55000
E02002037,87000
E02002038,67000
E02002039,101000
E02002040,147500
E02002041,135000
E02002042,96000
E02002043,52250
E02002044,60000
E02002045,55725
E02002046,37450
E02002047,49000
E02002048,90000
E02002049,57750
E02002051,44950
E02002052,56750
E02002053,73500
E02002054,72750
E02002055,53000
E02002056,41000
E02002057,48000
E02002058,52500
E02002059,50000
E02002060,39750
E02002061,39250
E02002062,43250
E02002063,50000
E02002064,56000
E02002065,45500
E02002066,42000
E02002067,59950
E02002068,40000
E02002069,51250
E02002070,42725
E02002071,59500
E02002072,52500
E02002073,55975
E02002074,65500
E02002075,53000
E02002076,68750
E02002077,59950
E02002078,81000
E02002079,59995
E02002080,66250
E02002081,91975
E02002082,44750
E02002083,98000
E02002084,51975
E02002085,55450
E02002086,45950
E02002087,48075
E02002088,46000
E02002089,120950
E02002090,91000
E02002091,98975
E02002092,91000
E02002093,95000
E02002094,140000
E02002095,123330
E02002096,190000
E02002097,140000
E02002098,123000
E02002099,239225
E02002101,93725
E02002102,105000
E02002103,129975
E02002104,169000
E02002105,172500
E02002106,185000
E02002107,141000
E02002108,185000
E02002109,152225
E02002110,73500
E02002111,58900
E02002112,76000
E02002113,71000
E02002114,72250
E02002115,55475
E02002116,95625
E02002117,67500
E02002118,42975
E02002119,70000
E02002120,66247.5
E02002121,38250
E02002122,39000
E02002123,56600
E02002124,92500
E02002125,57250
E02002126,34875
E02002127,37125
E02002128,63000
E02002129,63000
E02002130,50250
E02002131,120000
E02002132,45000
E02002133,82250
E02002134,36000
E02002135,37950
E02002136,55000
E02002137,128500
E02002138,80500
E02002139,57175
E02002140,37800
E02002141,107500
E02002142,44000
E02002143,42500
E02002144,133500
E02002145,40000
E02002146,59000
E02002147,40725
E02002148,84500
E02002149,52950
E02002150,63000
E02002151,53500
E02002152,55997.5
E02002153,56250
E02002154,55000
E02002155,24750
E02002156,63000
E02002157,75000
E02002158,56500
E02002159,37500
E02002160,66475
E02002161,44950
E02002162,116250
E02002163,37000
E02002164,37500
E02002165,60000
E02002166,39000
E02002167,101475
E02002168,35550
E02002169,94950
E02002170,56000
E02002171,49950
E02002174,89000
E02002175,39975
E02002176,81000
E02002177,36250
E02002178,82750
E02002179,84725
E02002180,54250
E02002181,48997.5
E02002182,57100
E02002183,125500
E02002184,113000
E02002185,120000
E02002186,62825
E02002187,120000
E02002188,85000
E02002189,60000
E02002190,38725
E02002191,32000
E02002192,109500
E02002193,32500
E02002194,57500
E02002195,91500
E02002196,60000
E02002197,51500
E02002198,68500
E02002199,76250
E02002200,70972.5
E02002201,61995
E02002202,65475
E02002203,42000
E02002204,70500
E02002205,58000
E02002206,49000
E02002207,48000
E02002208,44800
E02002209,36000
E02002210,53500
E02002211,58526
E02002212,50000
E02002213,55997.5
E02002214,49975
E02002215,45000
E02002216,36000
E02002217,35000
E02002218,58250
E02002219,32000
E02002220,32290
E02002221,30000
E02002222,49950
E02002223,27500
E02002224,22000
E02002225,64500
E02002226,34000
E02002227,26500
E02002228,35000
E02002229,56450
E02002230,21000
E02002231,54950
E02002232,35250
E02002233,27000
E02002234,19000
E02002235,28000
E02002236,48000
E02002237,44950
E02002238,41000
E02002239,58750
E02002240,55000
E02002241,42500
E02002242,51500
E02002243,42725
E02002244,59000
E02002245,37500
E02002246,68500
E02002247,75000
E02002248,38000
E02002249,35000
E02002250,68000
E02002251,46000
E02002252,60000
E02002253,36250
E02002254,73225
E02002255,21000
E02002256,39800
E02002257,25050
E02002258,51000
E02002259,52975
E02002260,39750
E02002261,44000
E02002262,47950
E02002263,58725
E02002264,76000
E02002265,40000
E02002266,57000
E02002267,65000
E02002268,49950
E02002269,63525
E02002270,76200
E02002271,59000
E02002272,59995
E02002273,59500
E02002274,59995
E02002275,42000
E02002276,51950
E02002277,47725
E02002278,47250
E02002279,38500
E02002280,35000
E02002281,48750
E02002282,42500
E02002283,37800
E02002284,54725
E02002285,60000
E02002286,49000
E02002287,56000
E02002288,51197.5
E02002289,50000
E02002290,64625
E02002291,60000
E02002292,83000
E02002293,34650
E02002294,43000
E02002295,42000
E02002296,69500
E02002297,63000
E02002298,60000
E02002299,28975
E02002300,59950
E02002301,37000
E02002302,68750
E02002303,46000
E02002304,55000
E02002305,42000
E02002306,66000
E02002307,57000
E02002308,56000
E02002309,59950
E02002310,38150
E02002311,49000
E02002312,38725
E02002313,24000
E02002314,63500
E02002315,37976
E02002316,79475
E02002317,43950
E02002318,48000
E02002319,45000
E02002320,63687.5
E02002321,82500
E02002322,51500
E02002323,75500
E02002324,61000
E02002325,83875
E02002326,92500
E02002327,71125
E02002328,82000
E02002329,78000
E02002330,133500
E02002331,89950
E02002332,79225
E02002333,80475
E02002334,119975
E02002335,180000
E02002336,142500
E02002337,97250
E02002338,86475
E02002339,69000
E02002340,78000
E02002341,127975
E02002342,99000
E02002343,88000
E02002344,96000
E02002345,153000
E02002346,79725
E02002347,69600
E02002348,82500
E02002349,110000
E02002350,128497.5
E02002351,132750
E02002352,93000
E02002353,110000
E02002354,92000
E02002356,105000
E02002357,79495
E02002358,67000
E02002359,115000
E02002360,88500
E02002361,89747.5
E02002362,57000
E02002363,95000
E02002364,41497.5
E02002366,85000
E02002367,60000
E02002368,82000
E02002369,54250
E02002370,38247.5
E02002371,48000
E02002373,112000
E02002374,75650
E02002375,47995
E02002376,48750
E02002377,27000
E02002379,38950
E02002380,59000
E02002381,66995
E02002382,27000
E02002383,59975
E02002384,54850
E02002385,65000
E02002386,74000
E02002387,45000
E02002388,44000
E02002389,44450
E02002390,60000
E02002391,62950
E02002392,75000
E02002393,26500
E02002394,30000
E02002395,69750
E02002396,48000
E02002397,57000
E02002398,74000.5
E02002399,34950
E02002400,31750
E02002401,65000
E02002402,84950
E02002403,74000
E02002404,27725
E02002405,68500
E02002406,81995
E02002407,40000
E02002408,69000
E02002409,67725
E02002410,56650
E02002411,23250
E02002412,56500
E02002414,29500
E02002415,21000
E02002416,60000
E02002417,49995
E02002418,65997.5
E02002419,46000
E02002420,42000
E02002421,38000
E02002422,67500
E02002423,46500
E02002424,60750
E02002425,70000
E02002426,89950
E02002427,70750
E02002428,46500
E02002429,72950
E02002430,35000
E02002431,55000
E02002432,72000
E02002433,48950
E02002434,68997.5
E02002435,59972.5
E02002436,51000
E02002437,84250
E02002438,37500
E02002439,35000
E02002440,65450
E02002441,42750
E02002442,65000
E02002443,59950
E02002444,53500
E02002445,60000
E02002446,56950
E02002447,46250
E02002448,42500
E02002449,67999
E02002450,78000
E02002451,75500
E02002452,47500
E02002453,49995
E02002454,46500
E02002455,41750
E02002456,55475
E02002457,45000
E02002458,55950
E02002459,71900
E02002460,66500
E02002461,47000
E02002462,61850
E02002463,49950
E02002464,38000
E02002465,60000
E02002466,66825
E02002467,39972.5
E02002468,62997.5
E02002469,63750
E02002470,119950
E02002471,91950
E02002472,77500
E02002473,59995
E02002474,68000
E02002475,79500
E02002476,39050
E02002477,54950
E02002478,39497.5
E02002479,38747.5
E02002480,32500
E02002481,49500
E02002482,46000
E02002483,58895
E02002484,31500
E02002485,27500
E02002487,15000
E02002488,68750
E02002489,28975
E02002490,30000
E02002491,34497.5
E02002492,50750
E02002493,69997.5
E02002494,27475
E02002496,20000
E02002497,17416.5
E02002498,18000
E02002499,23869.5
E02002500,45000
E02002501,36000
E02002502,38000
E02002503,35000
E02002504,53975
E02002505,23250
E02002506,33600
E02002507,60000
E02002508,64000
E02002509,54250
E02002510,57000
E02002512,86750
E02002513,53000
E02002514,68250
E02002515,35000
E02002516,47000
E02002517,44375
E02002518,64000
E02002519,50150
E02002520,60000
E02002521,59950
E02002523,25000
E02002524,48500
E02002525,48000
E02002526,49725
E02002527,24374.5
E02002529,53000
E02002530,40500
E02002532,42975
E02002533,79500
E02002534,83000
E02002535,59725
E02002536,40000
E02002537,32750
E02002538,39000
E02002539,143000
E02002540,67475
E02002541,45000
E02002542,36495
E02002543,85000
E02002544,33000
E02002545,51000
E02002546,34950
E02002547,66000
E02002548,29000
E02002549,59950
E02002550,60000
E02002551,26000
E02002552,45000
E02002553,53250
E02002554,45000
E02002555,70000
E02002556,69975
E02002557,82995
E02002558,81500
E02002559,80000
E02002560,58000
E02002561,58000
E02002562,33500
E02002563,55950
E02002564,60000
E02002565,40000
E02002566,30000
E02002567,48000
E02002568,110000
E02002569,95500
E02002570,34500
E02002571,45000
E02002572,40000
E02002573,92500
E02002574,85000
E02002575,100500
E02002576,45475
E02002577,38000
E02002578,61000
E02002579,42000
E02002580,32000
E02002581,65000
E02002582,115950
E02002583,35475
E02002584,53775
E02002585,43000
E02002586,37250
E02002587,41250
E02002588,34950
E02002589,60975
E02002590,115000
E02002591,89500
E02002592,176500
E02002593,64950
E02002594,63950
E02002595,42950
E02002596,73000
E02002597,56000
E02002598,111950
E02002599,112500
E02002600,44475
E02002601,78247.5
E02002602,40000
E02002603,79475
E02002604,82475
E02002605,60000
E02002606,39950
E02002607,55000
E02002608,78750
E02002609,43628.5
E02002610,137500
E02002611,107000
E02002612,95000
E02002613,155000
E02002614,209500
E02002615,46975
E02002616,55000
E02002617,26750
E02002618,44000
E02002619,30250
E02002620,27750
E02002621,21400
E02002622,25000
E02002623,25000
E02002624,78500
E02002625,51125
E02002626,46000
E02002627,76950
E02002628,36125
E02002629,27000
E02002630,30500
E02002631,48250
E02002632,89000
E02002633,56250
E02002634,57500
E02002635,58500
E02002636,54000
E02002637,52500
E02002638,56500
E02002639,34000
E02002640,33950
E02002641,49725
E02002642,43000
E02002643,41500
E02002644,48000
E02002645,43500
E02002646,44000
E02002647,39200
E02002648,41500
E02002649,56000
E02002650,51608
E02002651,59950
E02002652,64725
E02002653,20500
E02002654,18875
E02002655,22500
E02002656,40250
E02002657,41950
E02002658,48000
E02002659,32950
E02002660,48000
E02002661,56725
E02002662,43000
E02002663,39725
E02002664,59000
E02002665,49500
E02002666,27000
E02002667,29995
E02002668,25000
E02002669,30500
E02002670,46975
E02002671,36500
E02002672,21000
E02002673,27435
E02002674,35000
E02002675,24000
E02002676,28500
E02002677,48975
E02002678,30000
E02002679,49000
E02002680,40500
E02002681,15000
E02002682,21500
E02002684,65000
E02002685,60000
E02002686,38000
E02002687,48000
E02002688,46000
E02002689,73750
E02002691,66000
E02002692,98500
E02002693,56000
E02002694,78950
E02002695,54750
E02002696,71000
E02002697,94000
E02002698,76475
E02002699,86250
E02002700,46000
E02002701,118000
E02002702,69000
E02002703,79950
E02002704,63000
E02002705,80000
E02002706,57950
E02002707,84950
E02002708,67500
E02002709,56747.5
E02002710,69950
E02002711,103225
E02002712,56000
E02002714,51000
E02002715,74000
E02002716,56500
E02002717,46995
E02002718,105500
E02002719,86750
E02002720,72225
E02002721,72000
E02002722,42000
E02002723,39950
E02002724,31620
E02002725,57500
E02002726,40500
E02002727,22000
E02002728,25000
E02002729,59725
E02002730,28000
E02002731,27000
E02002732,80000
E02002733,40000
E02002734,43800
E02002735,38000
E02002736,25000
E02002737,52500
E02002738,49500
E02002739,44000
E02002740,39475
E02002741,53000
E02002742,67250
E02002743,60000
E02002744,27950
E02002745,71000
E02002746,56260
E02002747,76500
E02002748,67750
E02002749,56000
E02002750,62000
E02002751,50000
E02002752,51875
E02002753,50000
E02002754,65000
E02002755,42050
E02002756,27950
E02002757,44725
E02002758,34000
E02002759,69950
E02002760,54000
E02002761,50000
E02002762,39750
E02002763,33500
E02002764,37975
E02002765,33500
E02002766,53000
E02002767,62500
E02002768,79475
E02002769,82000
E02002770,63500
E02002771,82000
E02002772,100000
E02002773,89950
E02002774,93000
E02002775,88000
E02002776,81997.5
E02002777,93000
E02002778,115000
E02002779,107000
E02002780,67250
E02002781,80000
E02002782,129500
E02002783,86975
E02002784,109950
E02002785,88950
E02002786,71000
E02002787,74000
E02002788,85995
E02002789,58500
E02002790,94000
E02002791,115000
E02002792,92000
E02002793,79950
E02002794,97950
E02002795,105000
E02002796,93000
E02002797,94000
E02002798,78000
E02002799,48500
E02002800,94000
E02002801,54000
E02002802,38000
E02002803,54725
E02002804,48000
E02002805,69247.5
E02002806,44000
E02002807,51950
E02002808,39000
E02002809,55000
E02002810,85000
E02002811,28000
E02002812,90000
E02002813,23000
E02002814,78500
E02002815,34000
E02002816,135475
E02002817,74000
E02002818,36500
E02002819,45000
E02002820,39250
E02002821,28600
E02002822,61475
E02002823,52000
E02002824,49875
E02002825,69995
E02002826,103000
E02002827,55500
E02002828,57975
E02002829,36650
E02002830,54450
E02002831,51500
E02002832,48312.5
E02002833,46000
E02002834,59500
E02002835,69000
E02002836,43250
E02002837,36975
E02002838,38750
E02002839,65000
E02002842,42850
E02002843,43000
E02002844,38975
E02002845,48500
E02002846,68975
E02002847,55000
E02002848,45250
E02002849,56975
E02002851,105950
E02002852,39250
E02002853,73475
E02002854,52000
E02002855,56750
E02002856,82950
E02002857,49000
E02002858,120000
E02002860,63500
E02002861,39950
E02002862,46750
E02002863,149250
E02002864,97500
E02002865,110000
E02002866,126500
E02002867,127450
E02002868,72500
E02002869,34000
E02002871,42975
E02002872,49500
E02002873,39995
E02002874,61000
E02002875,42000
E02002876,56975
E02002877,62950
E02002878,27725
E02002879,59950
E02002880,31000
E02002881,37750
E02002882,79975
E02002883,47950
E02002884,39375
E02002885,32000
E02002886,60750
E02002887,49950
E02002888,30500
E02002889,79950
E02002890,35950
E02002891,59975
E02002892,58000
E02002893,47950
E02002894,100000
E02002895,140000
E02002896,34500
E02002897,104400
E02002898,69500
E02002899,72950
E02002901,88000
E02002902,45000
E02002903,45375
E02002904,45000
E02002905,114000
E02002906,60000
E02002907,80000
E02002908,132250
E02002909,90000
E02002910,115000
E02002911,131950
E02002912,127750
E02002913,159950
E02002914,67000
E02002915,110000
E02002916,72450
E02002917,80000
E02002918,113000
E02002919,71725
E02002920,88250
E02002921,58550
E02002922,151750
E02002923,93000
E02002924,135500
E02002925,96500
E02002926,83000
E02002927,162000
E02002928,101500
E02002929,147000
E02002930,77250
E02002931,104725
E02002932,59972.5
E02002933,70750
E02002934,77500
E02002935,55000
E02002936,58750
E02002937,99995
E02002938,56997.5
E02002939,64000
E02002940,52475
E02002941,58500
E02002942,136950
E02002943,81050
E02002944,43000
E02002945,46950
E02002946,55000
E02002947,41000
E02002948,30000
E02002949,64825
E02002950,34000
E02002951,52000
E02002952,47775
E02002953,45000
E02002954,42000
E02002955,24250
E02002956,35000
E02002957,52725
E02002958,42975
E02002959,22500
E02002960,52725
E02002961,27500
E02002962,33500
E02002963,30000
E02002964,43000
E02002965,28250
E02002966,27000
E02002967,26475
E02002968,42000
E02002969,30000
E02002970,27000
E02002971,30750
E02002972,35950
E02002973,38750
E02002974,49000
E02002975,48000
E02002976,48950
E02002977,49250
E02002978,26625
E02002979,27000
E02002980,74950
E02002981,83250
E02002982,29000
E02002983,71375
E02002984,84950
E02002985,97750
E02002986,89000
E02002987,145000
E02002988,150000
E02002989,133000
E02002990,130000
E02002991,167500
E02002992,169000
E02002993,149725
E02002994,200000
E02002995,88250
E02002996,169000
E02002997,114750
E02002998,115000
E02002999,108750
E02003000,171497.5
E02003001,190000
E02003002,145000
E02003003,107000
E02003004,136000
E02003005,225000
E02003006,98000
E02003007,112500
E02003008,77950
E02003009,80000
E02003010,82450
E02003011,91000
E02003012,75000
E02003013,69000
E02003014,61475
E02003015,113000
E02003016,85000
E02003017,133000
E02003018,88500
E02003019,75000
E02003020,177000
E02003021,108250
E02003022,175000
E02003023,103000
E02003024,89950
E02003025,78000
E02003026,173000
E02003027,130500
E02003028,174250
E02003029,79250
E02003030,81750
E02003031,134000
E02003032,80050
E02003033,159000
E02003034,95000
E02003036,115000
E02003037,143475
E02003038,72750
E02003039,71000
E02003040,65000
E02003041,165000
E02003043,155000
E02003044,79950
E02003045,140000
E02003046,75000
E02003047,107000
E02003048,83000
E02003049,79750
E02003050,75000
E02003051,88000
E02003052,88000
E02003053,93750
E02003054,87500
E02003055,58500
E02003056,48000
E02003057,87000
E02003058,78000
E02003059,83125
E02003060,84500
E02003061,69000
E02003062,58000
E02003063,88000
E02003064,55475
E02003065,130250
E02003066,139000
E02003067,123975
E02003068,145000
E02003069,133000
E02003070,187500
E02003071,96750
E02003072,98000
E02003073,119975
E02003074,83000
E02003075,195000
E02003076,125000
E02003077,162500
E02003078,130000
E02003079,79950
E02003080,79000
E02003081,96000
E02003082,68000
E02003084,72500
E02003085,60000
E02003086,92750
E02003087,90000
E02003088,149000
E02003089,94950
E02003090,116000
E02003091,112000
E02003092,155000
E02003093,147500
E02003094,121250
E02003095,132000
E02003096,75000
E02003097,113000
E02003098,86340
E02003099,76865
E02003100,74750
E02003101,89500
E02003102,136000
E02003103,74972.5
E02003104,87250
E02003105,130000
E02003106,117995
E02003107,87000
E02003108,105500
E02003109,138000
E02003110,134000
E02003111,112000
E02003112,85675
E02003113,172750
E02003114,87500
E02003115,77625
E02003116,72000
E02003117,81750
E02003118,88000
E02003119,85972.5
E02003120,117750
E02003121,92775
E02003122,125000
E02003123,53000
E02003124,55000
E02003125,49000
E02003126,54975
E02003127,52250
E02003128,75000
E02003129,84950
E02003130,48500
E02003131,54000
E02003132,72000
E02003133,73000
E02003134,50000
E02003135,46000
E02003136,89950
E02003137,97000
E02003138,81000
E02003139,70950
E02003140,88250
E02003141,48000
E02003142,52950
E02003143,74000
E02003144,63500
E02003145,69475
E02003146,68500
E02003147,37750
E02003148,58000
E02003149,49950
E02003150,58950
E02003151,119000
E02003152,89000
E02003153,74000
E02003154,80950
E02003155,79950
E02003156,85000
E02003157,65000
E02003158,83000
E02003159,66250
E02003161,58000
E02003163,96500
E02003164,98000
E02003165,76500
E02003166,86500
E02003167,66500
E02003168,92500
E02003169,125000
E02003170,82500
E02003171,80000
E02003172,108000
E02003173,112000
E02003174,118950
E02003175,100250
E02003176,87725
E02003177,124950
E02003178,115000
E02003179,111000
E02003180,108000
E02003181,125000
E02003182,173000
E02003183,168525
E02003184,94000
E02003185,122000
E02003186,100000
E02003187,90000
E02003188,90000
E02003189,105500
E02003190,64725
E02003191,151500
E02003192,89000
E02003194,150000
E02003195,101000
E02003196,165000
E02003197,105000
E02003198,92975
E02003199,104500
E02003200,91250
E02003201,102000
E02003202,111750
E02003203,99000
E02003204,111475
E02003205,118750
E02003206,138225
E02003207,97250
E02003208,108500
E02003209,95500
E02003210,156000
E02003211,210000
E02003212,103500
E02003214,67247.5
E02003215,101000
E02003216,102975
E02003217,86500
E02003218,85500
E02003219,209000
E02003220,113000
E02003221,81000
E02003222,95500
E02003223,84000
E02003224,99000
E02003225,83125
E02003226,79000
E02003227,72000
E02003228,110000
E02003229,97500
E02003230,92950
E02003231,68497.5
E02003232,116500
E02003233,83500
E02003234,91000
E02003235,137750
E02003236,126500
E02003237,81500
E02003238,72000
E02003239,81500
E02003240,58950
E02003241,85000
E02003242,74500
E02003243,46500
E02003244,59995
E02003245,42000
E02003246,50000
E02003247,47500
E02003248,77500
E02003249,64000
E02003250,52500
E02003251,114000
E02003252,62500
E02003253,59995
E02003254,86500
E02003255,78500
E02003257,42747.5
E02003258,108500
E02003259,82000
E02003260,65500
E02003261,100000
E02003262,78000
E02003263,80000
E02003264,120000
E02003265,83500
E02003266,73000
E02003267,80000
E02003268,79250
E02003269,80000
E02003270,88000
E02003271,89000
E02003272,70000
E02003273,86000
E02003274,55000
E02003275,69000
E02003276,67500
E02003277,76000
E02003278,67500
E02003279,105000
E02003280,94050
E02003281,103250
E02003282,98000
E02003283,97750
E02003284,76000
E02003285,63000
E02003286,135000
E02003287,119000
E02003288,59997.5
E02003289,88500
E02003290,92000
E02003291,78000
E02003292,56500
E02003293,60995
E02003294,123750
E02003295,113500
E02003296,110000
E02003297,94000
E02003298,99995
E02003299,137747.5
E02003300,89995
E02003301,94000
E02003302,80000
E02003303,82250
E02003304,102500
E02003305,133750
E02003307,86000
E02003308,87000
E02003309,90000
E02003310,59000
E02003311,68000
E02003312,72500
E02003313,65000
E02003314,79000
E02003315,113000
E02003316,119000
E02003317,124000
E02003318,125750
E02003319,68747.5
E02003320,137500
E02003321,78000
E02003322,60000
E02003323,69247.5
E02003324,70000
E02003325,57997.5
E02003326,68995
E02003327,108997.5
E02003328,59999
E02003329,62997.5
E02003330,71750
E02003331,79000
E02003332,112000
E02003333,56000
E02003334,69997.5
E02003335,57500
E02003336,107000
E02003337,83250
E02003338,79000
E02003339,103500
E02003340,72000
E02003341,105000
E02003342,112500
E02003343,144750
E02003344,78000
E02003345,91000
E02003346,85000
E02003347,79000
E02003348,133250
E02003349,88250
E02003350,98000
E02003351,78000
E02003352,249974.5
E02003353,179000
E02003354,178950
E02003355,124000
E02003356,190000
E02003357,119000
E02003358,110000
E02003359,119250
E02003360,111000
E02003361,121000
E02003362,108500
E02003363,154475
E02003364,145000
E02003365,147000
E02003366,147500
E02003367,216250
E02003368,145000
E02003369,250000
E02003370,175000
E02003371,162725
E02003372,149950
E02003373,241500
E02003374,126500
E02003375,144950
E02003376,131000
E02003377,223500
E02003378,139750
E02003379,125975
E02003380,125725
E02003381,185000
E02003382,134950
E02003383,150750
E02003384,244500
E02003385,111245
E02003386,139995
E02003387,188000
E02003388,200000
E02003389,155000
E02003390,257000
E02003391,165000
E02003392,139950
E02003393,137000
E02003394,119822.5
E02003395,111000
E02003396,115000
E02003397,129950
E02003398,116500
E02003399,114000
E02003400,127950
E02003401,119000
E02003402,114725
E02003403,126950
E02003404,124972.5
E02003405,99975
E02003406,112250
E02003407,110000
E02003408,91000
E02003409,108000
E02003410,104000
E02003411,115750
E02003412,122500
E02003413,102000
E02003414,119000
E02003415,97000
E02003416,121950
E02003417,139472.5
E02003418,127950
E02003419,146950
E02003420,105000
E02003421,190475
E02003422,290000
E02003423,153500
E02003424,210000
E02003425,145000
E02003426,208000
E02003427,139950
E02003428,180000
E02003429,249975
E02003430,171000
E02003431,170000
E02003432,199995
E02003433,173000
E02003434,182500
E02003435,233500
E02003436,221250
E02003437,235000
E02003438,282000
E02003439,245000
E02003440,171975
E02003441,176000
E02003442,155000
E02003443,147750
E02003444,182500
E02003445,144950
E02003446,178250
E02003447,192725
E02003448,200000
E02003449,139950
E02003450,157500
E02003451,153000
E02003452,190000
E02003453,220000
E02003454,163500
E02003455,197750
E02003456,159995
E02003457,234975
E02003458,211500
E02003459,122000
E02003460,139997.5
E02003461,93250
E02003462,89747.5
E02003463,89000
E02003464,81000
E02003465,95500
E02003466,83750
E02003467,80000
E02003468,93000
E02003469,87995
E02003470,57250
E02003471,78250
E02003472,73500
E02003473,79995
E02003474,132950
E02003475,104500
E02003476,68000
E02003477,114000
E02003478,110500
E02003479,83997.5
E02003480,93000
E02003481,52997.5
E02003482,141500
E02003483,138250
E02003484,85000
E02003485,94950
E02003486,126495
E02003487,87000
E02003488,85000
E02003489,91000
E02003490,50600
E02003491,135000
E02003492,106000
E02003493,165000
E02003494,144975
E02003495,114000
E02003496,130000
E02003497,200000
E02003498,101500
E02003499,109000
E02003500,154500
E02003501,147000
E02003502,109000
E02003503,137500
E02003504,97950
E02003505,100000
E02003506,144975
E02003507,132000
E02003508,117500
E02003509,104950
E02003510,122225
E02003511,118000
E02003512,136625
E02003513,140000
E02003514,99500
E02003515,105000
E02003516,115000
E02003517,155000
E02003518,110000
E02003519,114950
E02003520,111000
E02003521,133250
E02003522,155000
E02003523,154000
E02003524,60000
E02003525,75050
E02003526,158000
E02003527,105000
E02003529,104000
E02003530,96000
E02003531,94000
E02003532,80000
E02003533,67995
E02003534,85500
E02003535,75250
E02003536,66500
E02003537,90500
E02003538,70000
E02003539,65000
E02003540,86000
E02003541,73500
E02003542,87000
E02003543,80000
E02003544,81500
E02003545,77000
E02003546,91000
E02003547,115000
E02003548,85000
E02003549,135000
E02003550,88500
E02003551,91000
E02003552,75100
E02003553,92500
