MSOA11CD,earnings_2011
E02002878,8986.23
E02002879,14975.24
E02002880,9797.55
E02002881,10442.66
E02002882,18007.18
E02002883,13017.84
E02002884,10827.75
E02002885,8931.28
E02002886,11783.9
E02002887,13066.77
E02002888,10607.95
E02002889,9680.86
E02002890,11034.48
E02002891,12148.39
E02002892,11920.28
E02002893,10014.89
E02002894,17223.01
E02002895,16963.09
E02002896,10898.48
E02002897,16754.88
E02002898,9893.72
E02002899,12250.46
E02002901,14865.87
E02002902,10740.68
E02002903,11408.92
E02002904,10750.84
E02002905,15909.68
E02002906,12642.13
E02002907,12730.78
E02002908,15777.35
E02002909,14927.48
E02002910,14270.31
E02002911,15505.37
E02002912,16058.09
E02002913,18932.35
E02002914,14162.48
E02002915,14876.71
E02002916,13023.77
E02002917,14195.55
E02002918,15221.99
E02002919,12561.77
E02002920,15288.9
E02002921,10936.46
E02002922,17166.68
E02002923,14635.93
E02002924,15949.03
E02002925,15004.69
E02002926,13951.22
E02002927,16232.39
E02002928,15383.06
E02002929,15807.98
E02002930,14923.46
E02002931,17725.47
E02002932,11937.75
E02002933,15428.46
E02002934,14594.91
E02002935,12763.31
E02002936,11674.08
E02002937,17098.71
E02002938,11946.82
E02002939,14691.88
E02002940,13374.61
E02002941,12694.57
E02002942,19584.64
E02002943,15423.96
E02002944,10622.17
E02002945,12198.13
E02002946,13764.88
E02002947,12474.58
E02002948,9809.54
E02002949,13352.81
E02002950,12297.68
E02002951,12817.26
E02002952,11522.72
E02002953,11612.13
E02002954,12041.22
E02002955,10428.4
E02002956,11559.53
E02002957,14907.42
E02002958,12349.18
E02002959,10551.98
E02002960,13157.36
E02002961,11178.01
E02002962,11060.24
E02002963,11887.8
E02002964,12781.64
E02002965,10058.76
E02002966,10366.67
E02002967,10411.46
E02002968,14818.81
E02002969,13295.72
E02002970,12420.97
E02002971,12789.13
E02002972,12728.29
E02002973,12968.25
E02002974,13381.68
E02002975,14110.15
E02002976,12430.59
E02002977,13263.63
E02002978,11210.2
E02002979,11047.82
E02002980,15272.78
E02002981,12651.2
E02002982,11472.34
E02002983,16715.67
E02002984,17618.69
E02002985,15064.58
E02002986,13797.46
E02002987,17932.57
E02002988,19313.38
E02002989,17422.67
E02002990,22369.4
E02002991,20706.29
E02002992,18908.31
E02002993,18854.27
E02002994,20005.21
E02002995,12188.76
E02002996,17600.52
E02002997,13249.19
E02002998,13292.61
E02002999,14376.14
E02003000,17960.62
E02003001,20918.68
E02003002,16406.28
E02003003,15590.33
E02003004,15664.83
E02003005,19018.43
E02003006,15962.77
E02003007,14850.46
E02003008,13984.66
E02003009,15237.77
E02003010,13599.51
E02003011,14382.75
E02003012,13583
E02003013,11824.29
E02003014,11472.1
E02003015,15663.7
E02003016,13691.57
E02003017,20919.04
E02003018,15729.55
E02003019,13448.71
E02003020,22833.91
E02003021,18095.26
E02003022,24799.34
E02003023,15114.44
E02003024,12802.96
E02003025,12787.34
E02003026,20673.73
E02003027,20299.76
E02003028,23256.45
E02003029,11967.3
E02003030,15913.03
E02003031,21696.16
E02003032,14052.83
E02003033,20319.24
E02003034,14589.06
E02003036,19206.76
E02003037,24867.92
E02003038,13630.48
E02003039,13266.36
E02003040,15003.2
E02003041,28274.5
E02003043,17381.83
E02003044,15942.75
E02003045,21328.15
E02003046,15750.5
E02003047,18006.87
E02003048,20020.99
E02003049,13980.11
E02003050,16088.59
E02003051,16488.96
E02003052,16847.24
E02003053,16097.28
E02003054,16358.58
E02003055,11286.88
E02003056,11165.52
E02003057,13233.64
E02003058,12800.94
E02003059,13151.32
E02003060,13065.83
E02003061,11558.55
E02003062,10908.09
E02003063,14852.73
E02003064,10350.62
E02003065,18290.56
E02003066,20967.86
E02003067,18414.62
E02003068,17906.46
E02003069,19205.88
E02003070,19860.53
E02003071,14923.34
E02003072,16164.43
E02003073,19630.2
E02003074,16323.79
E02003075,19965.76
E02003076,17308.23
E02003077,18706.71
E02003078,17073.58
E02003079,15296.48
E02003080,13120.74
E02003081,15363.67
E02003082,15157.27
E02003084,12467.29
E02003085,11005.81
E02003086,14187.92
E02003087,16451.82
E02003088,17594.65
E02003089,14536.35
E02003090,18182.62
E02003091,16852.98
E02003092,17525.43
E02003093,19566.98
E02003094,17114.11
E02003095,17074.51
E02003096,15277.99
E02003097,17528.64
E02003098,21621.34
E02003099,13959.73
E02003100,14354.98
E02003101,22265.11
E02003102,17480.41
E02003103,14822.65
E02003104,16496.17
E02003105,16817.47
E02003106,18267.33
E02003107,14029.03
E02003108,16191.28
E02003109,18076.25
E02003110,22595.26
E02003111,16896.16
E02003112,13193.18
E02003113,18346.58
E02003114,14405.31
E02003115,14501.56
E02003116,12531.35
E02003117,13874.73
E02003118,15887.79
E02003119,14417.04
E02003120,15239.97
E02003121,15895.6
E02003122,16807.6
E02003123,13438.58
E02003124,12839.89
E02003125,13270.16
E02003126,13593.21
E02003127,12045
E02003128,13044.6
E02003129,15720.61
E02003130,12849.03
E02003131,13194.87
E02003132,14136.73
E02003133,14655.54
E02003134,11844.81
E02003135,12681.81
E02003136,15484.77
E02003137,17637.16
E02003138,18068.62
E02003139,17400.94
E02003140,15420.56
E02003141,14616.42
E02003142,12655.54
E02003143,14790.78
E02003144,12023.71
E02003145,14572.98
E02003146,13674.47
E02003147,11896.29
E02003148,12199.96
E02003149,12038.77
E02003150,13423.25
E02003151,16166.23
E02003152,15453.1
E02003153,15547.35
E02003154,12450.62
E02003155,13276.89
E02003156,15494.65
E02003157,13406
E02003158,13556.89
E02003159,12638.86
E02003161,13180.09
E02003163,16522.99
E02003164,14390.07
E02003165,13596.98
E02003166,12581.87
E02003167,11574.52
E02003168,13850.14
E02003169,15227.34
E02003170,14204.1
E02003171,13113.63
E02003172,11829.1
E02003173,13033.45
E02003174,14154.79
E02003175,15140.77
E02003176,10991.61
E02003177,15227.02
E02003178,12593.03
E02003179,12346.03
E02003180,11889.98
E02003181,15995.14
E02003182,18216.23
E02003183,16048.69
E02003184,14180.98
E02003185,14995.68
E02003186,13248.83
E02003187,14039.04
E02003188,15467.16
E02003189,15780.27
E02003190,12881.39
E02003191,16611.02
E02003192,15592.26
E02003194,18160
E02003195,14760.21
E02003196,17888.66
E02003197,15288.81
E02003198,13850.2
E02003199,14209.67
E02003200,12150.26
E02003201,12601.16
E02003202,16151.37
E02003203,14540.81
E02003204,14390.14
E02003205,14287.2
E02003206,19158.06
E02003207,13661.32
E02003208,14169.68
E02003209,13746.63
E02003210,19866.51
E02003211,19268.62
E02003212,16416.02
E02003214,10753.56
E02003215,16535.02
E02003216,14128.69
E02003217,12625.54
E02003218,11975.08
E02003219,18377.46
E02003220,15365.7
E02003221,12673.23
E02003222,19403.98
E02003223,15727.81
E02003224,16009.55
E02003225,18530.21
E02003226,11803.81
E02003227,11065.11
E02003228,15112.91
E02003229,18922.14
E02003230,18662.43
E02003231,10995.85
E02003232,19899.46
E02003233,13716.5
E02003234,14252.1
E02003235,19434.15
E02003236,16636.52
E02003237,20017.06
E02003238,18025.47
E02003239,19161.14
E02003240,24077.54
E02003241,17876.72
E02003242,16852.95
E02003243,12755.44
E02003244,12666.24
E02003245,12491.81
E02003246,12226.98
E02003247,15514.61
E02003248,12843.09
E02003249,13592.7
E02003250,13124.69
E02003251,20356.63
E02003252,17117.34
E02003253,16704.19
E02003254,21188.02
E02003255,16284.37
E02003257,13301
E02003258,20520.33
E02003259,16610.4
E02003260,13000.32
E02003261,17274.2
E02003262,13917.19
E02003263,15015.59
E02003264,19556.8
E02003265,17632.31
E02003266,13586.19
E02003267,11552.81
E02003268,13806.46
E02003269,17611.49
E02003270,16408.83
E02003271,19613.73
E02003272,9739.32
E02003273,14178.55
E02003274,9231.88
E02003275,14187.99
E02003276,10835.69
E02003277,12473.07
E02003278,15319.19
E02003279,16117.05
E02003280,15593.45
E02003281,16844.92
E02003282,16742.28
E02003283,16111.23
E02003284,14893.26
E02003285,16552.89
E02003286,23181.33
E02003287,16793.63
E02003288,13328.67
E02003289,22651.13
E02003290,18971.22
E02003291,15311.76
E02003292,14255.66
E02003293,16593.04
E02003294,19398.72
E02003295,16279.2
E02003296,17841.19
E02003297,15498.86
E02003298,15517.87
E02003299,20237.33
E02003300,18385.88
E02003301,15045.27
E02003302,13640.52
E02003303,14932.77
E02003304,15285.96
E02003305,16954.19
E02003307,14051.55
E02003308,17369.61
E02003309,17917.53
E02003310,16568.93
E02003311,16229.05
E02003312,16342.16
E02003313,13075.66
E02003314,14989.21
E02003315,16945.45
E02003316,16777.26
E02003317,16407.19
E02003318,17358.59
E02003319,14483.01
E02003320,18599.76
E02003321,13273.43
E02003322,12741.6
E02003323,14067.23
E02003324,14001.83
E02003325,13355.89
E02003326,14464.25
E02003327,19950.44
E02003328,13365.18
E02003329,14697.74
E02003330,15869.64
E02003331,13312.35
E02003332,15836.04
E02003333,12724.25
E02003334,14320.05
E02003335,12833.47
E02003336,16828.57
E02003337,15147.56
E02003338,16540.85
E02003339,15487.02
E02003340,13745.21
E02003341,17942.15
E02003342,16478.99
E02003343,18847.09
E02003344,14711.35
E02003345,19825.42
E02003346,15438.42
E02003347,18473.93
E02003348,19156.62
E02003349,16498.34
E02003350,15536.81
E02003351,16665.92
E02003352,22870.45
E02003353,24807.38
E02003354,23653.97
E02003355,16309.66
E02003356,23386.54
E02003357,16796.18
E02003358,17932.73
E02003359,20896.79
E02003360,17629.93
E02003361,18065.1
E02003362,19208.29
E02003363,22261.82
E02003364,20229.63
E02003365,21688
E02003366,22888.68
E02003367,21197.36
E02003368,20237.99
E02003369,24672.7
E02003370,22500.15
E02003371,18666.44
E02003372,18477.57
E02003373,22788.71
E02003374,19374.57
E02003375,19755.3
E02003376,19155.79
E02003377,21237.56
E02003378,18295.64
E02003379,18629.05
E02003380,18216.56
E02003381,22309.09
E02003382,16201.77
E02003383,20801.14
E02003384,21283.28
E02003385,20025.63
E02003386,18756.77
E02003387,21497.76
E02003388,21957.64
E02003389,20958.33
E02003390,26304.11
E02003391,21320.01
E02003392,20904.97
E02003393,19944.54
E02003394,13699.04
E02003395,17495.89
E02003396,18367.26
E02003397,14729.05
E02003398,16437.66
E02003399,21943.98
E02003400,17937.82
E02003401,19417.42
E02003402,20895.52
E02003403,15213.51
E02003404,14707.22
E02003405,12671.35
E02003406,13748.77
E02003407,13182.45
E02003408,12742.56
E02003409,17653.9
E02003410,10528.59
E02003411,12337.01
E02003412,15989.81
E02003413,12437.61
E02003414,15850.35
E02003415,12927.64
E02003416,18318.38
E02003417,17773.84
E02003418,14933.32
E02003419,15346.87
E02003420,17310.96
E02003421,22118.89
E02003422,23350.91
E02003423,16258.81
E02003424,24892.15
E02003425,19659.41
E02003426,23352.89
E02003427,18363.88
E02003428,20119.92
E02003429,23144.98
E02003430,23433.07
E02003431,21594.7
E02003432,26040.65
E02003433,19442.24
E02003434,17754.5
E02003435,27424.82
E02003436,21180.65
E02003437,22868.57
E02003438,23694.11
E02003439,23691.44
E02003440,24693.83
E02003441,21112.1
E02003442,25130.1
E02003443,15641.83
E02003444,19191.62
E02003445,19185.21
E02003446,22834.74
E02003447,21801.53
E02003448,24712.93
E02003449,26220.37
E02003450,22071.87
E02003451,20526.94
E02003452,26859.25
E02003453,27292.52
E02003454,23748.78
E02003455,23104.13
E02003456,22133.51
E02003457,26060.24
E02003458,24462.73
E02003459,22260.96
E02003460,21009.04
E02003461,17075.13
E02003462,19910.55
E02003463,18468.49
E02003464,14588.14
E02003465,18646.1
E02003466,16639.56
E02003467,14647.65
E02003468,18532.03
E02003469,19090.39
E02003470,12534.3
E02003471,15712.63
E02003472,16374.34
E02003473,20403.17
E02003474,20926.28
E02003475,20342.9
E02003476,12697.44
E02003477,19500.23
E02003478,18585.6
E02003479,15809.77
E02003480,21380.43
E02003481,13988.01
E02003482,21159.46
E02003483,20949.7
E02003484,18859.83
E02003485,15666.35
E02003486,21736.25
E02003487,15879.38
E02003488,13929.9
E02003489,15987.6
E02003490,12551.28
E02003491,16298.27
E02003492,11311.29
E02003493,20002.74
E02003494,20229.66
E02003495,15739.06
E02003496,15203.05
E02003497,21140.44
E02003498,12289.27
E02003499,11610.49
E02003500,21653.91
E02003501,23329.79
E02003502,15036.57
E02003503,15065.52
E02003504,21646.75
E02003505,16631.3
E02003506,19623.06
E02003507,15391.93
E02003508,18066.74
E02003509,21296.33
E02003510,22345.57
E02003511,19005.07
E02003512,17178.75
E02003513,18652.06
E02003514,24737.47
E02003515,12326.1
E02003516,24445.72
E02003517,19456.87
E02003518,21500.76
E02003519,23637.64
E02003520,16537.07
E02003521,20057.15
E02003522,20666.31
E02003523,19354.52
E02003524,11801.16
E02003525,12571.53
E02003526,18778.69
E02003527,17664.95
E02003529,17235.59
E02003530,15821.04
E02003531,17606.54
E02003532,15938.93
E02003533,13759.38
E02003534,16087.77
E02003535,15340.92
E02003536,11177.04
E02003537,15637.31
E02003538,13582.4
E02003539,11742.06
E02003540,15998.3
E02003541,10558.65
E02003542,15699
E02003543,14962.83
E02003544,18582.15
E02003545,17692.82
E02003546,19362.05
E02003547,22211.66
E02003548,18237.43
E02003549,18282.44
E02003550,15819.96
E02003551,14139.03
E02003552,12986.26
E02003553,12597.41
E02003554,18560.7
E02003555,13975.77
E02003556,16474.58
E02003557,17318.81
E02003558,15512.38
E02003559,20504.31
E02003560,13015.17
E02003561,13921.87
E02003562,18076.15
E02003563,15921.89
E02003564,15299.07
E02003565,14476.05
E02003566,14212.13
E02003567,14858.68
E02003568,20651.52
E02003569,17347.92
E02003570,10785.94
E02003571,14795.99
E02003572,16693.17
E02003573,13382.09
E02003574,15439.62
E02003575,13463.44
E02003576,14810.46
E02003577,17333.98
E02003578,15781.55
E02003579,16659.72
E02003580,12713.51
E02003581,16638.81
E02003582,17617.6
E02003583,15365.44
E02003584,16302.61
E02003585,17603.54
E02003586,15234.75
E02003587,13524.67
E02003588,14137.24
E02003589,13737.84
E02003590,16914.71
E02003591,15205.13
E02003592,14881.79
E02003593,17308.53
E02003594,13796.78
E02003595,15375.81
E02003596,13933.46
E02003597,17260.3
E02003598,15304.4
E02003599,18313.64
E02003600,18484.87
E02003601,21622.48
E02003602,20581.97
E02003603,18193.96
E02003604,17970.4
E02003605,19483.82
E02003606,21770.45
E02003607,20757.58
E02003608,19162.76
E02003609,20777.63
E02003610,23058.78
E02003611,22341.54
E02003612,21908.14
E02003613,18838.33
E02003614,21227.58
E02003615,21608.78
E02003616,23560.88
E02003617,22549.11
E02003618,19744.51
E02003619,20078.48
E02003620,19262.12
E02003621,19528.6
E02003622,15454.18
E02003623,24930.21
E02003624,19585.49
E02003625,15816.55
E02003626,20402.31
E02003627,18431.47
E02003628,12857.46
E02003629,14202.25
E02003630,13940.28
E02003631,16737.39
E02003632,17135.7
E02003633,15446.77
E02003634,19087.67
E02003635,18963.57
E02003636,21450.07
E02003637,20534.4
E02003638,19623.23
E02003639,17471.6
E02003640,21440.46
E02003641,23752.45
E02003642,14194.46
E02003643,21092.39
E02003644,16927.77
E02003645,17731
E02003646,16622.7
E02003647,18474.81
E02003648,16038.1
E02003649,20912.69
E02003650,21143.82
E02003651,19367.32
E02003652,20163.39
E02003653,18586.47
E02003654,21984.82
E02003655,20767.3
E02003656,19523.81
E02003657,21008.82
E02003658,20669.19
E02003659,20305.98
E02003660,21879.4
E02003661,19751.71
E02003662,17938.06
E02003663,14133.6
E02003664,14060.45
E02003665,18304.17
E02003666,17092.57
E02003667,20625.14
E02003668,19467.39
E02003669,12857.81
E02003670,20118.53
E02003671,17093.11
E02003672,21087.28
E02003673,21976.79
E02003674,22741.55
E02003675,21267.29
E02003676,22951.02
E02003677,17402.1
E02003678,21150.32
E02003679,18358.06
E02003680,21571.58
E02003681,22469.09
E02003682,23883.34
E02003683,23003.16
E02003685,24187.58
E02003686,22732.9
E02003687,21209.9
E02003688,22739.47
E02003689,24376.72
E02003690,17741.83
E02003691,23242.97
E02003692,19966.42
E02003693,22995.67
E02003694,18640.35
E02003695,18140.28
E02003696,18975.35
E02003697,24410.53
E02003698,22380.95
E02003699,20091.22
E02003701,17784.87
E02003702,24869.5
E02003703,20413.4
E02003704,23503.47
E02003705,15171.11
E02003706,16298.89
E02003707,17013.73
E02003708,11546.17
E02003709,14632.13
E02003710,17794.59
E02003711,20407.26
E02003712,16071.86
E02003713,20687.54
E02003714,20687.65
E02003715,25812.58
E02003716,21940.66
E02003717,21935.42
E02003718,22514.05
E02003719,16925.17
E02003720,19009.62
E02003721,20140.55
E02003722,26224.12
E02003723,21240.63
E02003724,18286
E02003725,21699.65
E02003726,25633.62
E02003727,22113.86
E02003728,19656.82
E02003729,20081.58
E02003730,24505.51
E02003731,23536.03
E02003732,15896.72
E02003733,18598.1
E02003734,19755.72
E02003735,22743.72
E02003736,19614.15
E02003737,16474.43
E02003738,19585.93
E02003739,20641.82
E02003740,20346.85
E02003742,15720.58
E02003743,12978.97
E02003744,13864.67
E02003745,15576.24
E02003746,14719.72
E02003747,15527.43
E02003748,15733.24
E02003749,17711.52
E02003750,15079.48
E02003751,17456.01
E02003752,16489.27
E02003753,17650.84
E02003754,22325.24
E02003755,17247.27
E02003756,20298.69
E02003757,20334.01
E02003758,20624.47
E02003759,22495.22
E02003760,13339.93
E02003761,18750.42
E02003762,22099.05
E02003763,20373.22
E02003764,21249.99
E02003765,19616.59
E02003766,21250.97
E02003767,23764.41
E02003768,24226.4
E02003769,20984.99
E02003770,22112.55
E02003771,18799.87
E02003772,21700.45
E02003773,17346.82
E02003774,17499.39
E02003775,22189.66
E02003776,21324.93
E02003777,23516.66
E02003778,22265.71
E02003779,22080.08
E02003780,20665.03
E02003781,23237.46
E02003783,24791.28
E02003784,22962.73
E02003785,21737.28
E02003786,24337.65
E02003787,21029.42
E02003788,24448.52
E02003789,19397.47
E02003790,21964.24
E02003791,24475.58
E02003792,21091.48
E02003793,22037
E02003794,17153.63
E02003795,16629.12
E02003796,15015.88
E02003797,18264.18
E02003798,11221.47
E02003799,12104.41
E02003800,18145.95
E02003801,16166.09
E02003802,15936.32
E02003803,14378.1
E02003804,17914.66
E02003805,18675.23
E02003806,18293.22
E02003807,20472.85
E02003808,14114.51
E02003809,16702.41
E02003810,16338.28
E02003811,19258.66
E02003812,19268.71
E02003813,14812.37
E02003814,15528.93
E02003815,12372.27
E02003816,14530.22
E02003817,16433.04
E02003818,18425.85
E02003819,16509.33
E02003820,17050.17
E02003821,15026.55
E02003822,15837.93
E02003823,16033.03
E02003824,17901.9
E02003825,15510.19
E02003826,10844.38
E02003827,11275.42
E02003828,11525.03
E02003829,13494.17
E02003830,11908.43
E02003831,16512.85
E02003832,12225.72
E02003833,12945.17
E02003834,12242.02
E02003835,17379.38
E02003836,15380.21
E02003837,17802.12
E02003838,15664.78
E02003839,15559.82
E02003840,16118.14
E02003841,16215.12
E02003842,19447.95
E02003843,14344.92
E02003844,15798.25
E02003845,11613.02
E02003846,11491.18
E02003847,17235.5
E02003848,12489.58
E02003849,12249.58
E02003850,13835.51
E02003851,16123.18
E02003852,16157.54
E02003853,18399.69
E02003854,17814.02
E02003855,17386.64
E02003856,15887.03
E02003857,19044.04
E02003858,22236.71
E02003859,17284.56
E02003860,21085.81
E02003861,16949.76
E02003862,20181.36
E02003863,20735.62
E02003864,19920.4
E02003865,17605.37
E02003866,21362.8
E02003867,17752.02
E02003868,15088.98
E02003869,17037.9
E02003870,16317.92
E02003871,13210.25
E02003872,18466.42
E02003873,12652.49
E02003874,17540.22
E02003875,18302.25
E02003876,14630.45
E02003877,17694.87
E02003878,15104.04
E02003879,13718.86
E02003880,13447.36
E02003881,14164.05
E02003882,12801.38
E02003883,21085.01
E02003884,18147.55
E02003885,17368.49
E02003886,12460.24
E02003887,15346.29
E02003888,12141.92
E02003889,12210.88
E02003890,13822.25
E02003891,18118.35
E02003892,16334.93
E02003893,16164.21
E02003894,14100.04
E02003895,14032.35
E02003896,13554.04
E02003897,18607.01
E02003898,17795.67
E02003899,14521.61
E02003900,16247.22
E02003901,14628.1
E02003902,15030.59
E02003903,16285.13
E02003904,14479.25
E02003905,15869.48
E02003906,15022.25
E02003907,16323
E02003908,16305.86
E02003909,15069.23
E02003910,16579.38
E02003911,17553.99
E02003912,16126.27
E02003913,17731.24
E02003914,14274.62
E02003915,11901.18
E02003916,14946.99
E02003917,15300.3
E02003918,14776.72
E02003919,12630.49
E02003920,14432.69
E02003921,14402.52
E02003922,13463.13
E02003923,12636.94
E02003924,13303.17
E02003925,12958.73
E02003926,14896.53
E02003927,15042.39
E02003928,14542.99
E02003929,14654.72
E02003930,15219.59
E02003931,13755.3
E02003932,13943.01
E02003933,14431.8
E02003934,13805.35
E02003935,13166.71
E02003936,14999.78
E02003937,14638.58
E02003938,14363.68
E02003939,13960.98
E02003940,15184.35
E02003941,14177.47
E02003942,12439.6
E02003943,13547.67
E02003944,12570.42
E02003945,15337.75
E02003946,14813.95
E02003947,14433.26
E02003948,13112.07
E02003949,14067.63
E02003950,15004.18
E02003951,15382.58
E02003952,14031.28
E02003953,13552.01
E02003954,13758.51
E02003955,13364.07
E02003956,12755.54
E02003957,13739.93
E02003958,13242.27
E02003959,12560.79
E02003960,14526.91
E02003961,14609.94
E02003962,13543.05
E02003963,12366.87
E02003964,14611.96
E02003965,12688.84
E02003966,16096.75
E02003967,13309.16
E02003968,13757.61
E02003969,10882.02
E02003970,17070.48
E02003971,16510.44
E02003972,13550.64
E02003973,11040.63
E02003974,12854.05
E02003975,14761.93
E02003976,14691.11
E02003977,14561.25
E02003978,14289.21
E02003979,16535.92
E02003980,12480.62
E02003981,14862.19
E02003982,15945.8
E02003983,11985.2
E02003984,11462.33
E02003985,14467.37
E02003986,14526.17
E02003987,13108.07
E02003988,14060.84
E02003989,15484.59
E02003990,16083.69
E02003991,14513.49
E02003992,13727.94
E02003993,17045.43
E02003994,12845.05
E02003995,11561.64
E02003996,13559.94
E02003997,11056.7
E02003998,11681.09
E02003999,15803.96
E02004000,13167.06
E02004001,13798.89
E02004002,16195.95
E02004003,13801.79
E02004004,11698.96
E02004005,13815.7
E02004006,17118.46
E02004007,12987.67
E02004008,15640.29
E02004009,15480.11
E02004010,12389.74
E02004011,14036.83
E02004012,16737.76
E02004013,14581.5
E02004014,14308.4
E02004015,15443.32
E02004016,14706.25
E02004017,15097.64
E02004018,13713.91
E02004019,14859.88
E02004020,15303.5
E02004021,17009.27
E02004022,16699.14
E02004023,16863.66
E02004024,17485.05
E02004025,15594.5
E02004026,14790.46
E02004027,15058.13
E02004028,16595.55
E02004029,12220.92
E02004030,16959.87
E02004031,11101.8
E02004032,14872.15
E02004033,13126.4
E02004034,14598.75
E02004035,15760.97
E02004036,12210.07
E02004037,16289.36
E02004038,15313.3
E02004039,16162.45
E02004040,13090.15
E02004041,13750.38
E02004043,14631.6
E02004044,19008.07
E02004045,14845.3
E02004046,14588.67
E02004047,13504.17
E02004048,13404.25
E02004049,14312.54
E02004050,12760.03
E02004051,12834.41
E02004052,13772.83
E02004053,11999.79
E02004054,13715.53
E02004055,13556.15
E02004056,11640.05
E02004057,12748.64
E02004058,11762.44
E02004059,13837.18
E02004060,13040.24
E02004061,13866.14
E02004062,14922.34
E02004063,16106.87
E02004064,14234.85
E02004065,18355.16
E02004066,14551.82
E02004067,12798.85
E02004068,17809.57
E02004069,18695.92
E02004070,14555.45
E02004071,15263.95
E02004072,16741.68
E02004073,15360.3
E02004074,15052.76
E02004075,16688.06
E02004076,13953.8
E02004077,16566.32
E02004078,11277.13
E02004080,12087.68
E02004081,16835.71
E02004082,15441.09
E02004083,13404.15
E02004084,10711.88
E02004085,14208.96
E02004086,16212.03
E02004087,12737.08
E02004088,16557.12
E02004089,12648.25
E02004090,15678.01
E02004091,14789.06
E02004092,13686.15
E02004093,15191.08
E02004094,12596.48
E02004095,14636.37
E02004096,18676.5
E02004097,17727.68
E02004098,15141.7
E02004100,16975.78
E02004102,14415.26
E02004103,12561.32
E02004104,15946.12
E02004105,13310.5
E02004106,16594.67
E02004108,13966.94
E02004109,17424.82
E02004110,16840.45
E02004111,14703.82
E02004112,17681.88
E02004113,12722.19
E02004114,16400.5
E02004115,14577.42
E02004116,11953.92
E02004117,14097.15
E02004118,16733.54
E02004119,18678.27
E02004120,15441.95
E02004121,18798.07
E02004122,18417.77
E02004123,16817.15
E02004124,12766.77
E02004125,12757.41
E02004126,13124.71
E02004128,14200.68
E02004129,15592.68
E02004130,13994.7
E02004131,15086.52
E02004132,17144.74
E02004133,14204.24
E02004134,16730.9
E02004135,16185.89
E02004136,16652.95
E02004137,16667.8
E02004138,13857.01
E02004139,14820.62
E02004140,16232.11
E02004141,17982.02
E02004142,18128.7
E02004143,15175.7
E02004144,15300.03
E02004145,16773.7
E02004146,13851.04
E02004147,14502.43
E02004148,14476.7
E02004149,16705.53
E02004150,12865.64
E02004151,15022.59
E02004152,12997.54
E02004153,15214.48
E02004154,14902.45
E02004155,14032.96
E02004156,14845.71
E02004157,20617.42
E02004158,13984.83
E02004159,18125.29
E02004160,14190.09
E02004161,12804.07
E02004162,16731.44
E02004163,17498.38
E02004164,16481.58
E02004165,15659.09
E02004166,15919.28
E02004167,13046.26
E02004168,13120.39
E02004169,16338.94
E02004170,13824.75
E02004171,17550.4
E02004172,15685.21
E02004173,16618.72
E02004174,14227.8
E02004175,12106.85
E02004176,14371.83
E02004177,13335.54
E02004178,16769.15
E02004179,15095.3
E02004180,15721.45
E02004181,14277.22
E02004182,11974.26
E02004183,14401.11
E02004184,13726.1
E02004185,14945.55
E02004186,15360.16
E02004187,13899.3
E02004188,14604.8
E02004189,17635.56
E02004190,17231.29
E02004191,16247.16
E02004192,18116.58
E02004193,16081.8
E02004194,17265.47
E02004195,16270.83
E02004196,17994.7
E02004197,19719.82
E02004198,13947.4
E02004199,15970.75
E02004200,16729.68
E02004201,17520.39
E02004202,17614.98
E02004203,18317.78
E02004204,16417.67
E02004205,14733.94
E02004206,14307.19
E02004207,15821.46
E02004208,16258.25
E02004209,13967.04
E02004210,12525.66
E02004211,17877.99
E02004212,15611.99
E02004213,14868.19
E02004214,12776.21
E02004215,14035.61
E02004216,14427.44
E02004217,14879.56
E02004218,15238.47
E02004219,16652.51
E02004220,14102.52
E02004221,15389
E02004222,13528.46
E02004223,12122.17
E02004224,14698.14
E02004225,12512.93
E02004226,15311.93
E02004227,13578.76
E02004228,14272.95
E02004229,14092.6
E02004230,13524.09
E02004231,15404.83
E02004232,15353.09
E02004233,15266.63
E02004234,16692.13
E02004235,17381.01
E02004236,15087.24
E02004237,15014.98
E02004238,14779.12
E02004239,16043.53
E02004240,12232.18
E02004241,15363.24
E02004242,16034.1
E02004243,16721.32
E02004244,16723.64
E02004245,16533.3
E02004246,17419.75
E02004247,17882.15
E02004248,14974.06
E02004249,19454.65
E02004250,14268.43
E02004251,15717.14
E02004252,15846.37
E02004253,16091.84
E02004254,17182.06
E02004255,14203.66
E02004256,16855.84
E02004257,14967.82
E02004258,15027.55
E02004259,16646.19
E02004260,17778.77
E02004261,15132.44
E02004262,17327.32
E02004263,17212.77
E02004264,14615.1
E02004265,14859.57
E02004266,16362.57
E02004267,16903.63
E02004268,14170.81
E02004269,15918.84
E02004270,16945.8
E02004271,15660.05
E02004272,17508.26
E02004273,15973.64
E02004274,13837.71
E02004275,16451.75
E02004276,14352.79
E02004277,14937.97
E02004278,16792.31
E02004279,17113.65
E02004280,15723.59
E02004281,14525.82
E02004282,16281.49
E02004283,14523.49
E02004284,14155.13
E02004285,13220.22
E02004286,14718.07
E02004287,14841.01
E02004288,13208.07
E02004289,14675.47
E02004290,15980.73
E02004291,12188.57
E02004292,15725.33
E02004293,11664.67
E02004294,17771.09
E02004295,14446.22
E02004296,13315.37
E02004297,14829.25
E02004298,15905.3
