MSOA11CD,NS-SeC_all_2011,NS-SeC_higher_2011,NS-SeC_higher_2011_pct
E02004427,5365,2268,0.422739981
E02004428,4348,1304,0.299908004
E02004429,5466,1678,0.306988657
E02004430,5913,1976,0.334178928
E02004431,6687,2183,0.326454314
E02004432,4977,1715,0.344585091
E02004433,6300,1905,0.302380952
E02004434,6354,1490,0.234497954
E02004435,5547,1097,0.197764557
E02004436,5469,856,0.156518559
E02004437,5811,1471,0.253140595
E02004438,5812,1227,0.211114935
E02004439,6003,1178,0.196235216
E02004440,5638,1273,0.225789287
E02004441,5447,1074,0.197172756
E02004442,5632,970,0.172230114
E02004443,5957,1790,0.300486822
E02004444,6804,2600,0.38212816
E02004445,6087,1357,0.222934122
E02004446,5093,1778,0.349106617
E02004447,4343,1722,0.396500115
E02004448,4614,1413,0.306241873
E02004449,6132,1545,0.251956947
E02004450,4507,1739,0.385844242
E02004451,6078,2136,0.351431392
E02004452,6722,2139,0.318208866
E02004453,4998,1103,0.220688275
E02004454,6703,1948,0.290616142
E02004455,5526,2042,0.369525878
E02004456,6535,1580,0.241775057
E02004457,7318,2064,0.282044274
E02004458,6673,2619,0.392477147
E02004459,7393,2952,0.399296632
E02004460,6650,1801,0.270827068
E02004461,4189,875,0.208880401
E02004462,7479,2510,0.335606364
E02004463,5765,2061,0.357502168
E02004464,7197,2616,0.363484785
E02004465,4267,1740,0.407780642
E02004466,5585,2009,0.359713518
E02004467,5404,1833,0.33919319
E02004468,7231,3766,0.520813166
E02004469,4990,2014,0.403607214
E02004470,8028,3730,0.464623817
E02004471,5716,2231,0.390307908
E02004472,4541,1934,0.425897379
E02004473,5706,1564,0.274097441
E02004474,5196,1632,0.31408776
E02004475,4865,1461,0.300308325
E02004476,5843,2021,0.345883964
E02004477,4304,1456,0.338289963
E02004478,4664,1457,0.312392796
E02004479,5800,1770,0.305172414
E02004480,5443,1292,0.237369098
E02004481,4889,1015,0.207608918
E02004482,5945,1020,0.17157275
E02004483,6196,1433,0.231278244
E02004484,5775,1237,0.214199134
E02004485,5081,2075,0.408384176
E02004486,5929,2536,0.427728116
E02004487,5043,1713,0.339678763
E02004488,6184,2229,0.360446313
E02004489,6574,2776,0.422269547
E02004490,5314,1316,0.247647723
E02004491,5384,2122,0.394130758
E02004492,6968,2835,0.406859931
E02004493,7431,2911,0.391737317
E02004494,7856,3399,0.432662933
E02004495,6003,2225,0.370648009
E02004496,5225,2323,0.444593301
E02004497,5650,2300,0.407079646
E02004498,7037,2427,0.344891289
E02004499,5185,1724,0.332497589
E02004500,6620,2776,0.419335347
E02004501,5320,1900,0.357142857
E02004502,4753,1956,0.41152956
E02004503,6044,2014,0.333223031
E02004504,6359,2433,0.382607328
E02004505,3733,1110,0.297347977
E02004506,4923,2015,0.40930327
E02004507,7240,2676,0.36961326
E02004508,4774,1892,0.396313364
E02004509,7869,3553,0.451518617
E02004512,7803,3031,0.388440343
E02004513,8674,989,0.114018907
E02004514,3810,1546,0.405774278
E02004515,5286,2056,0.388951949
E02004516,8552,3044,0.355940131
E02004517,5955,1979,0.332325777
E02004518,4540,2107,0.464096916
E02004519,5225,1748,0.334545455
E02004520,5719,1811,0.316663752
E02004521,6531,1747,0.267493493
E02004522,8094,2268,0.280207561
E02004523,6675,1697,0.25423221
E02004524,6124,2335,0.381286741
E02004525,5619,1577,0.280654921
E02004526,5027,1786,0.35528148
E02006922,10122,2858,0.282355266
E02004527,6382,2263,0.354591037
E02004528,6024,2018,0.33499336
E02004529,4886,1728,0.353663528
E02004530,4407,1431,0.324710688
E02004531,4403,1732,0.393368158
E02004532,4495,1886,0.419577308
E02004533,5166,1166,0.225706543
E02004534,6414,1805,0.281415653
E02004535,3918,1183,0.301939765
E02004536,4282,1731,0.40425035
E02004537,6213,1547,0.248994045
E02004538,6539,2712,0.414742315
E02004539,5519,1755,0.31799239
E02004540,4324,1962,0.453746531
E02004541,8177,3761,0.459948636
E02004542,4767,1941,0.407174323
E02004543,4706,1543,0.327879303
E02004544,5048,1776,0.351822504
E02004545,5016,1097,0.218700159
E02004546,5219,1237,0.237018586
E02004547,5715,1587,0.277690289
E02004548,6334,2451,0.386959267
E02004549,5321,1163,0.218567938
E02004550,5419,1285,0.237128622
E02004551,5064,1113,0.21978673
E02004552,4875,1342,0.275282051
E02004553,5241,1229,0.234497233
E02004554,5417,1327,0.24496954
E02004555,4606,1573,0.341511073
E02004556,5278,2263,0.428760894
E02004557,6000,1931,0.321833333
E02004558,4493,1426,0.317382595
E02004559,5703,1979,0.347010345
E02004560,6114,1821,0.297841021
E02004561,7532,2477,0.328863516
E02004562,5680,1867,0.328697183
E02004563,4987,1388,0.278323641
E02004564,5884,1921,0.326478586
E02004565,10764,3900,0.362318841
E02004566,4000,1116,0.279
E02004567,5890,2097,0.356027165
E02004568,6200,2153,0.347258065
E02004569,5305,1546,0.291423186
E02004570,6093,2110,0.346299032
E02004571,5743,1955,0.340414418
E02004572,5559,1621,0.291599208
E02004573,4388,838,0.190975387
E02004574,5092,929,0.182443048
E02004575,8226,2792,0.339411622
E02004576,6277,1795,0.285964633
E02004577,3837,1243,0.323951003
E02004578,4749,1311,0.276058117
E02004579,5012,1326,0.264565044
E02004580,7742,2130,0.275122707
E02004581,5396,1668,0.309117865
E02004582,4740,898,0.189451477
E02004583,5965,1619,0.271416597
E02004584,4399,977,0.222095931
E02004585,5365,1094,0.203914259
E02004586,5491,1215,0.221271171
E02004587,5301,862,0.162610828
E02004588,4536,758,0.167107584
E02004589,5087,1018,0.200117948
E02004590,5447,925,0.169818249
E02004591,4826,2298,0.476170742
E02004592,8611,3072,0.35675299
E02004593,5881,2618,0.445162387
E02004594,5583,2297,0.411427548
E02004595,8857,3741,0.42237778
E02004596,5616,2058,0.366452991
E02004597,5167,1919,0.371395394
E02004598,7271,3042,0.418374364
E02004599,5274,2121,0.402161547
E02004843,5244,1640,0.312738368
E02004844,5083,1269,0.249655715
E02004845,5285,1623,0.307095553
E02004846,4499,1860,0.413425206
E02004847,7116,1897,0.26658235
E02004848,5226,1570,0.300420972
E02004849,5036,1847,0.366759333
E02004850,5431,1338,0.246363469
E02004851,4257,1021,0.239840263
E02004852,5380,1502,0.279182156
E02004853,4517,1104,0.244410007
E02004854,5128,1414,0.27574103
E02004855,5397,1089,0.201778766
E02004856,3968,1723,0.43422379
E02004857,4064,1853,0.455954724
E02004858,3643,1414,0.388141642
E02004859,3769,1863,0.494295569
E02004860,4483,1519,0.338835601
E02004861,3771,1910,0.50649695
E02004862,5695,1377,0.241791045
E02004863,5404,1286,0.237971873
E02004864,4537,2674,0.58937624
E02004865,3857,1340,0.347420275
E02004866,4647,1448,0.311598881
E02004867,4169,2050,0.491724634
E02004868,3997,1196,0.299224418
E02004869,4017,2067,0.514563107
E02004870,6742,2302,0.341441709
E02004871,3640,1198,0.329120879
E02004872,4978,1799,0.361390117
E02004873,7599,3636,0.478484011
E02004874,4492,1384,0.308103295
E02004875,6474,1857,0.286839666
E02004876,6724,2761,0.410618679
E02004877,3740,1622,0.43368984
E02004878,4840,1787,0.369214876
E02004879,5645,2372,0.420194863
E02004880,6570,3026,0.460578387
E02004881,4156,1909,0.4593359
E02004882,5764,2327,0.4037127
E02004883,4161,1602,0.385003605
E02004884,7202,2697,0.374479311
E02004885,6361,2747,0.431850338
E02004886,4062,1610,0.396356475
E02004887,5238,2292,0.437571592
E02004888,6205,2539,0.40918614
E02004889,7498,2754,0.367297946
E02004890,6248,2611,0.417893726
E02004891,5347,2756,0.515429213
E02004892,3891,1414,0.363402724
E02004893,3893,1745,0.448240432
E02004894,6263,3180,0.507743893
E02004895,6749,2591,0.383908727
E02004896,5568,2211,0.397090517
E02004897,4774,1676,0.351068287
E02004898,5361,1586,0.295840328
E02004899,3869,1637,0.423106746
E02004900,5678,2938,0.517435717
E02004901,5996,1521,0.253669113
E02004902,5622,1810,0.321949484
E02004903,4967,1756,0.35353332
E02004904,4384,1289,0.294023723
E02004905,4808,2158,0.448835275
E02004906,7092,2424,0.34179357
E02004907,6618,2725,0.411755817
E02004908,6774,2919,0.430912312
E02004909,3739,1226,0.327895159
E02004910,7935,3206,0.404032766
E02004911,4479,1242,0.277294039
E02004912,7248,2826,0.389900662
E02004913,10581,4877,0.460920518
E02004914,5273,1904,0.361084771
E02004915,3876,1211,0.312435501
E02004916,5184,2281,0.440007716
E02004917,4720,1612,0.341525424
E02004918,6141,2790,0.4543234
E02004919,5405,2084,0.385568918
E02004920,7574,3162,0.417480856
E02004921,5350,2568,0.48
E02004922,6783,2837,0.418251511
E02004923,7222,3369,0.466491277
E02004924,4938,2851,0.577359255
E02004925,5178,2663,0.514291232
E02004926,5143,3285,0.638732257
E02004927,4438,2111,0.475664714
E02004928,4729,2626,0.555297103
E02004929,4368,2071,0.474130037
E02004930,4952,2326,0.469709208
E02004931,4588,2122,0.462510898
E02004932,5265,2422,0.460018993
E02004933,4838,2905,0.600454733
E02004934,5331,3046,0.571374977
E02004935,5955,3609,0.60604534
E02004936,4415,2256,0.510985277
E02004937,4579,2755,0.601659751
E02004938,4250,1946,0.457882353
E02004939,4754,2020,0.424905343
E02004940,5256,2288,0.435312024
E02004941,7006,2675,0.381815587
E02004942,4382,1844,0.420812414
E02004943,5498,2449,0.445434704
E02004944,4865,1289,0.264953751
E02004945,8674,3378,0.389439705
E02004946,4683,1341,0.286354901
E02004947,4852,1814,0.373866447
E02004948,4312,1367,0.317022263
E02004949,5942,1752,0.294850219
E02004950,4835,1352,0.279627715
E02004951,4877,1142,0.234160344
E02004952,4738,1428,0.301392993
E02004953,4333,1057,0.243941842
E02004954,4583,1326,0.289330133
E02004955,4294,1352,0.314857941
E02004956,6370,2640,0.4144427
E02004957,6385,2364,0.370242756
E02004958,5113,2204,0.431058087
E02004959,4014,2111,0.525909317
E02004960,3812,2173,0.570041973
E02004961,6573,2921,0.444393732
E02004962,6054,2858,0.472084572
E02004963,5037,1546,0.306928727
E02004964,4051,1394,0.344112565
E02004965,4736,1535,0.324113176
E02004966,5078,2888,0.568727846
E02004967,5217,1120,0.214682768
E02004968,5136,1590,0.309579439
E02004969,5215,1664,0.319079578
E02004970,5498,1486,0.270280102
E02004971,5339,1529,0.286383218
E02004972,4600,1823,0.396304348
E02004973,5741,2018,0.351506706
E02004974,5500,2681,0.487454545
E02004975,5567,2793,0.501706485
E02004976,6494,2455,0.378041269
E02004977,6078,1870,0.307666996
E02004978,6154,1798,0.292167696
E02004979,4963,2175,0.438242998
E02004980,4316,2252,0.521779425
E02004981,5132,2199,0.428487919
E02004982,4089,1731,0.423330888
E02004983,4306,1452,0.337203902
E02004984,4806,1792,0.372867249
E02004985,4633,2221,0.479387006
E02004986,5222,1355,0.259479127
E02004987,4696,1642,0.349659284
E02004988,5217,1868,0.358060188
E02004989,10323,2010,0.19471084
E02004990,4827,1596,0.330640149
E02004991,5706,1121,0.196459867
E02004992,6448,957,0.148418114
E02004993,3910,1085,0.277493606
E02004994,4206,1857,0.441512126
E02004995,3677,1625,0.441936361
E02005503,5241,1673,0.31921389
E02005504,6356,1925,0.302863436
E02005505,4945,1369,0.276845298
E02005506,4978,1400,0.281237445
E02005507,8174,2059,0.251896256
E02005508,4897,1578,0.322238105
E02005509,4921,1156,0.234911603
E02005510,4762,1305,0.274044519
E02005511,4979,1104,0.221731271
E02005512,6711,1843,0.274623752
E02005513,6393,1625,0.254184264
E02005514,4840,1423,0.294008264
E02005515,4497,1474,0.327774072
E02005516,4795,1496,0.311991658
E02005517,4129,604,0.146282393
E02005518,8042,1906,0.23700572
E02005519,5516,996,0.180565627
E02005520,5298,1702,0.321253303
E02005521,6255,2035,0.325339728
E02005522,3810,1252,0.328608924
E02005523,5749,1654,0.287702209
E02005524,4080,1086,0.266176471
E02005525,7360,2525,0.343070652
E02005526,3887,1286,0.330846411
E02005527,5862,2111,0.360116001
E02005528,6150,1896,0.308292683
E02005529,4143,979,0.236302196
E02005530,3772,964,0.255567338
E02005531,4020,1035,0.257462687
E02005532,5012,1282,0.255786113
E02005533,6004,2098,0.349433711
E02005534,5098,1563,0.30659082
E02005535,5239,2181,0.416300821
E02005536,4236,1516,0.357884797
E02005537,4330,1322,0.305311778
E02005538,6698,1653,0.246790087
E02005539,5600,1539,0.274821429
E02005540,6605,1458,0.220741862
E02005541,4293,701,0.163289075
E02005542,5003,670,0.133919648
E02005543,6217,754,0.12128036
E02005544,5131,764,0.14889885
E02005545,4661,1213,0.260244583
E02005546,5653,969,0.171413409
E02005547,6390,1773,0.277464789
E02005548,4942,995,0.201335492
E02005549,4243,1096,0.258307801
E02005550,4798,1264,0.263443101
E02005551,3646,1019,0.279484366
E02005552,5162,1586,0.307245254
E02005553,6188,1626,0.262766645
E02005554,4905,1408,0.287054027
E02005555,4945,1911,0.386450961
E02005556,5660,1355,0.239399293
E02005557,4308,463,0.107474466
E02005558,5086,1146,0.22532442
E02005559,5108,1080,0.211433046
E02005560,6157,1556,0.252720481
E02005561,7339,1370,0.186673934
E02005562,5215,1565,0.300095877
E02005563,5474,1308,0.238947753
E02005564,7559,2507,0.331657627
E02005565,5178,1302,0.251448436
E02005566,6991,1623,0.232155629
E02005567,6608,1910,0.289043584
E02005568,5319,1514,0.28463997
E02005569,5743,1509,0.262754658
E02005570,4975,1524,0.306331658
E02005571,4229,1310,0.309765902
E02005572,5409,1333,0.246441117
E02005573,3680,1156,0.314130435
E02005574,5014,1505,0.300159553
E02005575,5071,1702,0.335633997
E02005576,4741,1244,0.2623919
E02005577,4379,1270,0.290020553
E02005578,4211,1104,0.262170506
E02005579,8770,2042,0.232839225
E02005580,5366,1243,0.231643682
E02005581,5947,1662,0.27946864
E02005582,4734,1169,0.246937051
E02005583,5927,1824,0.307744221
E02005584,7950,1813,0.228050314
E02005585,7698,1418,0.184203689
E02005586,7909,2445,0.309141484
E02005587,6901,1265,0.183306767
E02005588,8539,1849,0.216535894
E02005589,8475,1722,0.203185841
E02005590,7819,2182,0.279063819
E02005592,7608,3217,0.422844374
E02005593,8294,1014,0.122257053
E02005594,8226,3249,0.394967177
E02005595,6183,2835,0.458515284
E02005596,6530,1522,0.233078101
E02006907,4271,1783,0.417466635
E02006908,4299,1530,0.35589672
E02005597,9120,2718,0.298026316
E02005598,5616,2574,0.458333333
E02005599,4072,1577,0.387278978
E02005600,4249,1513,0.356083784
E02005601,4071,1319,0.323999017
E02005602,7376,2927,0.396827549
E02005603,6162,2209,0.358487504
E02005604,5837,2094,0.358745931
E02005605,7446,2934,0.394037067
E02005606,4121,1343,0.325891774
E02005607,8029,2656,0.330800847
E02005608,5347,1614,0.301851506
E02005609,4864,1384,0.284539474
E02005610,5926,1845,0.311339858
E02005611,7101,1829,0.257569356
E02006227,4295,1569,0.365308498
E02006228,4200,1272,0.302857143
E02006229,4079,1317,0.322873253
E02006230,7342,2532,0.344865159
E02006231,6257,2291,0.366149912
E02006232,4159,1374,0.330367877
E02006233,7904,1981,0.250632591
E02006234,6490,1493,0.230046225
E02006235,5684,2378,0.418367347
E02006236,7253,2874,0.396249828
E02006237,5412,1949,0.360125647
E02006238,6956,1389,0.199683726
E02006239,4944,1463,0.295914239
E02006240,6312,2067,0.327471483
E02006241,6270,1561,0.248963317
E02006242,5596,2101,0.375446748
E02006243,6756,1890,0.279751332
E02006826,7219,2125,0.2943621
E02006245,5646,1014,0.179596174
E02006246,5331,1516,0.284374414
E02006247,6500,1353,0.208153846
E02006248,5720,1730,0.302447552
E02006249,5458,2518,0.461341151
E02006250,7676,1855,0.241662324
E02006251,7707,2440,0.316595303
E02006252,6466,2046,0.316424374
E02006253,4867,1740,0.35750976
E02006254,6516,1420,0.217925107
E02006255,6063,1927,0.317829457
E02006256,6434,1380,0.214485546
E02006257,4780,876,0.183263598
E02006258,6462,1542,0.238625812
E02006259,5368,1085,0.202123696
E02006260,6173,975,0.157945893
E02006261,5616,1979,0.35238604
E02006262,6333,2316,0.365703458
E02006263,5300,1717,0.323962264
E02006264,5900,2231,0.378135593
E02006265,5119,1563,0.305333073
E02006266,6578,2414,0.366980845
E02006267,5988,2299,0.383934536
E02006268,4161,873,0.209805335
E02006269,4957,1785,0.360096833
E02006270,8336,2762,0.331333973
E02006271,6415,2182,0.340140296
E02006272,5370,1731,0.322346369
E02006273,4576,1521,0.332386364
E02006274,5284,1933,0.365821347
E02006275,5058,901,0.17813365
E02006276,4704,1754,0.37287415
E02006277,5927,2541,0.428716045
E02006278,6411,2466,0.38465138
E02006279,6567,1989,0.302878026
E02006280,6610,2410,0.364599092
E02006281,6079,2172,0.357295608
E02006282,4492,1690,0.376224399
E02006283,5636,1679,0.297906317
E02006284,5589,1303,0.233136518
E02006285,5717,1617,0.282840651
E02006286,8318,1816,0.218321712
E02006287,4336,1549,0.357241697
E02006288,6234,2459,0.394449791
E02006289,5891,1819,0.308776099
E02006290,5638,1467,0.260198652
E02006291,5004,1884,0.376498801
E02006292,4753,2023,0.42562592
E02006293,8021,2736,0.3411046
E02006294,5330,2142,0.401876173
E02006295,6429,2260,0.35153212
E02006296,9048,3871,0.427829355
E02006297,5703,2412,0.422935297
E02006298,6621,1874,0.283038816
E02006299,5811,2121,0.364997419
E02006300,5316,993,0.186794582
E02006301,4115,1188,0.288699878
E02006302,5296,1675,0.316276435
E02006303,5343,964,0.180422983
E02006304,5268,1208,0.229309036
E02006305,6693,1124,0.16793665
E02006306,5089,1045,0.205344861
E02006307,5301,1588,0.29956612
E02006308,5250,1042,0.19847619
E02006309,4667,829,0.177630169
E02006310,5792,1540,0.265883978
E02006311,5618,1413,0.251512994
E02006312,6296,1816,0.288437103
E02006313,7255,1801,0.248242591
E02006314,5163,1460,0.282781329
E02006315,4087,1268,0.310252019
E02006316,4759,1238,0.260138685
E02000166,6020,3089,0.513122924
E02000167,5885,4000,0.679694138
E02000168,6371,3411,0.535394757
E02000169,5586,3143,0.562656642
E02000170,6748,3830,0.567575578
E02000171,6026,3403,0.564719549
E02000172,7637,2398,0.313997643
E02000173,5963,3794,0.636256918
E02000174,6919,3148,0.454979043
E02000175,7452,4276,0.57380569
E02000176,5130,3388,0.66042885
E02000177,6704,2622,0.391109785
E02000178,7266,3315,0.456234517
E02000179,4663,2383,0.511044392
E02000180,6578,2585,0.392976589
E02000181,6305,3992,0.633148295
E02000182,4950,2496,0.504242424
E02000183,6267,3463,0.552576991
E02000184,7036,2244,0.318931211
E02000185,6195,2302,0.371589992
E02000186,5584,2512,0.449856734
E02000187,5962,1253,0.210164374
E02000188,6409,1412,0.220315182
E02000189,4595,1177,0.256147987
E02000190,6366,1733,0.272227458
E02000191,6788,2143,0.315704184
E02000192,5684,2317,0.407635468
E02000193,6744,2962,0.439205219
E02000001,6307,4209,0.667353734
E02000345,5429,1462,0.269294529
E02000346,4600,932,0.202608696
E02000347,5183,1734,0.334555277
E02000348,5147,1301,0.252768603
E02000350,7335,3021,0.411860941
E02000351,7210,3510,0.486823856
E02000352,4971,2182,0.438945886
E02000353,6240,3047,0.488301282
E02000354,7305,2302,0.315126626
E02000355,6691,2432,0.363473322
E02000356,5861,3006,0.512881761
E02000357,4288,812,0.189365672
E02000358,8893,3556,0.399865062
E02000359,4998,1672,0.334533814
E02000360,8521,2538,0.297852365
E02000361,6184,2282,0.369016818
E02000362,4766,1490,0.312631137
E02000363,7628,1670,0.218930257
E02000364,7201,3261,0.45285377
E02000365,10658,4846,0.454681929
E02000366,6407,2194,0.342437958
E02000367,7833,3434,0.438401634
E02000368,7330,2188,0.298499318
E02000369,9120,3280,0.359649123
E02000370,6554,2297,0.350472994
E02000371,10557,4435,0.420100407
E02006918,5392,1489,0.276149852
E02006921,5121,1181,0.23061902
E02000372,6945,1968,0.28336933
E02000373,4684,848,0.181041845
E02000374,5158,2006,0.38891043
E02000375,5628,2221,0.394633973
E02000376,5769,2460,0.426417057
E02000377,6516,2634,0.404235727
E02000378,5483,2823,0.514864125
E02000379,5798,2833,0.488616764
E02000380,4620,2392,0.517748918
E02000381,6202,3409,0.5496614
E02000382,4834,2443,0.505378568
E02000383,7955,3684,0.463104965
E02000384,5785,2176,0.376145203
E02000385,5505,3164,0.574750227
E02000386,6460,2355,0.364551084
E02000387,5164,2135,0.413439194
E02000388,6804,3429,0.503968254
E02000389,6596,3396,0.514857489
E02000390,5272,2485,0.471358118
E02000391,6053,3305,0.546010243
E02000392,7570,4204,0.555350066
E02000393,4913,2945,0.599430083
E02000394,6175,2852,0.461862348
E02000395,4627,2866,0.619407824
E02000396,5036,2467,0.489872915
E02000397,6152,1970,0.320221066
E02000398,4994,773,0.154785743
E02000400,5688,2176,0.382559775
E02000401,4611,863,0.187161136
E02000402,4633,821,0.177206993
E02000403,5746,1706,0.296902193
E02000404,5432,1231,0.226620029
E02000405,4906,2811,0.572971871
E02000406,5337,1344,0.251826869
E02000407,5301,991,0.186945859
E02000408,5419,896,0.165344159
E02000409,4806,965,0.200790678
E02000410,5145,2901,0.563848397
E02000411,5590,1094,0.195706619
E02000412,5431,1453,0.267538207
E02000413,5283,2872,0.543630513
E02000414,5383,1349,0.250603753
E02000415,5369,1525,0.284037996
E02000416,5846,2497,0.427129661
E02000417,5177,3067,0.592428047
E02000418,4180,2468,0.590430622
E02000419,6590,2384,0.361760243
E02000420,5690,1357,0.238488576
E02000421,5433,1198,0.220504325
E02000422,5885,1460,0.24808836
E02000423,5537,1746,0.315333213
E02000424,5670,2976,0.524867725
E02000425,4466,1043,0.23354232
E02000426,5074,2860,0.563657864
E02000427,5652,2235,0.395435244
E02000428,5284,1219,0.230696442
E02000429,5406,3435,0.635405105
E02000430,6102,3749,0.614388725
E02000431,5491,3435,0.625569113
E02000432,5308,2834,0.533911078
E02006794,5045,882,0.174826561
E02000554,7088,2519,0.355389391
E02000555,7310,3050,0.417236662
E02000556,8057,3564,0.442348269
E02000557,6428,2639,0.410547604
E02000558,6408,1723,0.268882647
E02000559,7183,4013,0.558680217
E02000560,5990,2539,0.423873122
E02000561,6312,3313,0.524873257
E02000562,6107,2982,0.488292124
E02000563,6660,2229,0.334684685
E02000564,8838,4275,0.483706721
E02000565,6268,2496,0.398213146
E02000566,6650,3795,0.570676692
E02000567,8309,4146,0.498977013
E02000568,7688,2086,0.271331946
E02000569,7816,3610,0.461873081
E02000570,7209,4308,0.59758635
E02000571,6334,2766,0.436690875
E02000572,6492,1783,0.274645718
E02000573,7256,4261,0.587238148
E02000574,7140,3128,0.438095238
E02000575,10195,4412,0.432761157
E02000576,7411,2626,0.354338146
E02000577,5399,1342,0.248564549
E02000578,4240,1110,0.261792453
E02000579,6709,2917,0.434789089
E02000580,7159,3116,0.435256321
E02000581,5416,1562,0.288404727
E02000582,6220,3664,0.589067524
E02000583,5763,3390,0.588235294
E02000584,6473,4001,0.618105979
E02000585,6541,3499,0.534933496
E02000586,6221,3631,0.583668221
E02000587,5834,3389,0.580905039
E02000588,6711,3891,0.579794367
E02000589,7103,3705,0.521610587
E02000590,5587,2656,0.475389297
E02000591,5683,2631,0.462959704
E02000592,5482,3423,0.624407151
E02000593,6293,3609,0.573494359
E02000594,5590,3313,0.592665474
E02000595,5777,3415,0.591137268
E02000596,6369,3579,0.56194065
E02000597,5510,2174,0.394555354
E02000619,6311,2344,0.37141499
E02000620,7442,3431,0.461031981
E02000621,8707,4026,0.462386586
E02000622,6660,3016,0.452852853
E02000623,6129,1902,0.310327949
E02000624,6315,2372,0.375613618
E02000625,6359,1869,0.293914137
E02000626,6094,1449,0.237774861
E02000627,7732,3412,0.44128298
E02000628,7392,1955,0.264475108
E02000629,7601,4239,0.557689778
E02000630,6017,3563,0.592155559
E02000631,6891,3157,0.458133798
E02000632,8397,4972,0.592116232
E02000633,6830,2738,0.400878477
E02000634,5516,2614,0.473894126
E02000635,7387,3475,0.47042101
E02000636,6136,4026,0.656127771
E02000637,7199,3632,0.504514516
E02000638,7774,2912,0.37458194
E02000639,6076,1719,0.282916392
E02000640,7172,4013,0.559537089
E02000641,6283,1639,0.260862645
E02000642,7205,3245,0.450381679
E02000643,6441,2839,0.440770067
E02000644,6546,2760,0.421631531
E02000645,6836,3069,0.448946752
E02000646,7378,3210,0.435077257
E02000647,6326,2561,0.40483718
E02000648,5337,1537,0.287989507
E02000649,8817,3566,0.404445957
E02000650,5568,2108,0.378591954
E02000651,6557,2471,0.376849169
E02000652,5313,1349,0.253905515
E02006801,6986,3002,0.429716576
E02000653,6524,2053,0.314684243
E02000654,5803,1259,0.216956747
E02000655,6315,1714,0.27141726
E02000657,7416,2386,0.321736785
E02000658,6554,2338,0.356728715
E02000659,5783,2663,0.460487636
E02000660,6648,3092,0.465102286
E02000661,4920,2833,0.575813008
E02000662,6182,2100,0.339695891
E02000663,5793,2279,0.393405835
E02000664,7639,2662,0.348474931
E02000665,6026,2804,0.46531696
E02000666,5496,2141,0.389556041
E02000667,4976,2113,0.424638264
E02000668,4973,2212,0.44480193
E02000669,5909,2456,0.415637164
E02000670,4729,1381,0.292027913
E02000671,6424,2835,0.441313823
E02000672,6240,1873,0.300160256
E02000673,6025,2966,0.492282158
E02000674,5850,2034,0.347692308
E02000675,6106,2246,0.367834916
E02000676,5821,2594,0.445627899
E02000677,5283,1764,0.333901193
E02000678,4129,1078,0.261080165
E02000679,5851,2230,0.381131431
E02000680,4965,1821,0.366767372
E02000681,5741,1490,0.259536666
E02000682,5575,1281,0.229775785
E02000683,4564,1179,0.25832603
E02000685,5588,1992,0.356478168
E02000686,4593,1032,0.224689745
E02000687,5959,2250,0.377580131
E02006783,4852,1065,0.219497115
E02006784,5138,1214,0.236278708
E02006798,5865,1429,0.243648764
E02000714,6006,1397,0.232600733
E02000715,5145,762,0.148104956
E02000716,5370,1041,0.193854749
E02000717,5894,947,0.16067187
E02000718,4572,718,0.15704287
E02000719,6379,1334,0.209123687
E02000720,5711,1253,0.219401156
E02000721,7269,1085,0.149263998
E02000722,6516,1760,0.270104359
E02000723,8021,1401,0.1746665
E02000724,6902,1066,0.154447986
E02000725,7323,2225,0.303837225
E02000726,7264,2256,0.310572687
E02000727,6304,955,0.151491117
E02000728,6096,1080,0.177165354
E02000729,5362,1118,0.208504289
E02000730,6918,1130,0.163342006
E02000731,7579,1374,0.181290408
E02000732,5414,783,0.144625046
E02000733,7255,1470,0.202618884
E02000734,5581,1093,0.195843039
E02000735,5622,881,0.156705799
E02000736,5922,889,0.150118203
E02000737,6578,1245,0.189267254
E02000738,6073,1208,0.198913222
E02000739,5157,879,0.170447935
E02000740,5077,966,0.190269844
E02000741,5904,1131,0.191565041
E02000742,5429,986,0.181617241
E02000743,5700,913,0.160175439
E02000744,5762,1039,0.180319334
E02000745,6064,1230,0.202836412
E02000746,5665,1223,0.215887026
E02000747,8401,2561,0.304844661
E02000748,4655,979,0.210311493
E02000749,5810,967,0.166437177
E02000750,8258,3033,0.367280213
E02000807,7149,3852,0.538816618
E02000808,7893,3811,0.48283289
E02000809,10472,6618,0.63197097
E02000810,7148,2746,0.384163402
E02000812,8370,3201,0.382437276
E02000813,6553,2164,0.330230429
E02000814,7412,3845,0.518753373
E02000815,5520,2080,0.376811594
E02000816,7001,1920,0.274246536
E02000817,4769,994,0.20842944
E02000818,5971,1674,0.280355049
E02000819,6391,1581,0.247379127
E02000820,6791,2434,0.35841555
E02000821,6163,1228,0.19925361
E02000822,6020,1298,0.215614618
E02000823,6036,1854,0.307157058
E02000824,6799,1372,0.201794382
E02000825,6907,1577,0.228319097
E02000826,6752,1908,0.282582938
E02000827,7845,2018,0.257233907
E02000828,6258,1432,0.228827101
E02000829,8024,2259,0.281530409
E02000830,7104,3272,0.460585586
E02000831,7266,3127,0.430360584
E02000832,7348,2253,0.306614045
E02000833,5808,2028,0.349173554
E02000834,7415,4043,0.545246123
E02000835,5365,2163,0.403168686
E02000836,6318,3484,0.551440329
