MSOA11CD,median_price_2011
E02002770,139950
E02002771,178750
E02005782,215000
E02005783,164000
E02005784,158000
E02005785,113250
E02005786,218750
E02005787,203500
E02001578,123000
E02001579,115000
E02001580,107000
E02001581,115750
E02001582,112000
E02001583,76500
E02001584,140500
E02001585,83250
E02001586,100000
E02001587,83500
E02001588,86500
E02001589,138000
E02001590,75000
E02001591,70000
E02001592,95000
E02001593,60000
E02001594,86250
E02001595,121500
E02001596,125000
E02001597,72500
E02001598,126000
E02001599,165500
E02001600,150000
E02001601,122000
E02001602,107500
E02001603,114750
E02001604,114950
E02001605,138250
E02001606,100000
E02001607,142000
E02001608,136000
E02001609,127500
E02001610,141500
E02005788,200000
E02005789,176000
E02005790,245000
E02005791,170000
E02005794,225000
E02006870,153900
E02005795,170000
E02005796,205000
E02005797,158250
E02005798,216500
E02005799,166750
E02005800,115000
E02005801,114000
E02005802,100000
E02005803,115000
E02005804,108000
E02005805,134475
E02005806,126000
E02005807,182000
E02005808,141000
E02005809,154500
E02005810,210000
E02005811,179950
E02005812,161500
E02005813,105000
E02005814,145000
E02005815,158000
E02005816,148000
E02005817,190000
E02005818,162500
E02001611,90000
E02001612,105000
E02001613,119475
E02001614,125000
E02001615,155000
E02001616,101725
E02001617,66500
E02001618,180000
E02001619,70000
E02001620,68000
E02001621,100000
E02001622,80000
E02001623,90000
E02001624,83000
E02001625,66250
E02001626,136000
E02001627,97250
E02001628,71000
E02001629,82750
E02001630,80000
E02001631,120000
E02001632,69500
E02001633,197250
E02001634,125000
E02001635,130000
E02001636,100228
E02001637,99995
E02001638,140000
E02001639,149000
E02001640,155000
E02001642,100000
E02001643,234000
E02001646,225000
E02001647,110000
E02001648,200050
E02001649,70225
E02001650,125000
E02001651,275000
E02001652,110000
E02001653,87500
E02001654,108500
E02001655,88000
E02001656,174500
E02001657,214500
E02001658,65000
E02001659,74500
E02001660,169500
E02001661,104000
E02001662,85000
E02001663,120000
E02001664,110000
E02001665,287500
E02001666,92500
E02001669,124475
E02001670,67500
E02001671,140000
E02001672,109000
E02001673,124950
E02001674,147125
E02001675,90250
E02001676,200750
E02001678,285000
E02001679,99500
E02001680,72000
E02001681,223750
E02006803,145000
E02006843,125000
E02006844,132000
E02006868,84250
E02006869,91000
E02002438,79750
E02002439,72000
E02002440,123975
E02002441,126250
E02002442,96000
E02002443,149685
E02002444,108313
E02002445,145000
E02002446,125000
E02002447,121498
E02002448,77500
E02002449,114500
E02002450,125500
E02002451,145000
E02002452,102000
E02002453,90000
E02002454,118000
E02002455,98500
E02002456,107500
E02002457,94750
E02002458,126498
E02002459,114000
E02002460,144475
E02002461,128875
E02002462,130000
E02002463,89000
E02002464,96000
E02002465,125000
E02002466,135000
E02002467,99000
E02002468,145000
E02002469,129950
E02002470,234000
E02002471,140000
E02002472,150000
E02002473,117000
E02002474,115500
E02002475,220000
E02002476,79000
E02002477,89975
E02002478,80700
E02002479,90250
E02002480,67475
E02002481,98500
E02002482,98000
E02002772,231500
E02002773,198475
E02002774,169500
E02002775,185000
E02002776,145475
E02002777,175000
E02002778,195000
E02002779,189950
E02002780,128500
E02002781,142000
E02002782,250000
E02002783,172500
E02002784,200000
E02002785,190000
E02002786,146750
E02002787,150000
E02002788,165000
E02002789,130000
E02002790,177250
E02002791,242500
E02002792,220000
E02002793,160000
E02002794,170750
E02002795,233000
E02004029,99500
E02004030,195000
E02004031,77500
E02004032,119000
E02004033,97000
E02004034,125000
E02004035,161000
E02004036,104750
E02004037,150000
E02004038,127000
E02004039,134995
E02004040,110000
E02004041,100000
E02004043,135000
E02004044,267000
E02006827,98000
E02005819,92250
E02005820,104500
E02005821,103248
E02005822,90000
E02005823,79500
E02005824,125000
E02005825,94975
E02005826,75000
E02005827,135200
E02005828,109995
E02005829,122875
E02005830,122500
E02005831,154950
E02005832,94000
E02005833,123000
E02005834,120000
E02005835,105000
E02005836,152000
E02005837,190250
E02005838,102750
E02005839,133950
E02005840,130000
E02005842,106500
E02005843,120000
E02005844,129623
E02005846,66950
E02005847,125000
E02005848,125000
E02005849,150000
E02006903,100000
E02005334,153000
E02005335,238000
E02005336,137250
E02005337,122750
E02005338,152500
E02005339,172500
E02005340,145000
E02005341,146750
E02005342,145000
E02005343,186000
E02005344,166498
E02006820,169950
E02004045,124995
E02004046,100000
E02004047,69950
E02004048,63750
E02004049,116000
E02004050,82000
E02004051,89995
E02004052,120000
E02004053,86200
E02004054,100000
E02005417,146600
E02005418,84500
E02005419,107500
E02005420,98000
E02005422,132500
E02005423,136000
E02006864,131000
E02006865,129250
E02005850,110000
E02005851,102000
E02005852,126475
E02005853,124500
E02005856,189000
E02005857,105500
E02005858,148000
E02005859,120500
E02005860,131000
E02005861,123975
E02005862,120000
E02005863,167500
E02005864,173000
E02006906,135000
E02005345,142453
E02005346,110000
E02005347,125000
E02005348,141000
E02005349,134750
E02005350,118000
E02005351,136875
E02005352,247500
E02005353,130000
E02005354,191475
E02005355,183500
E02005356,224000
E02005357,125000
E02005358,166000
E02005359,170000
E02005360,350000
E02005361,135000
E02005362,161000
E02005363,165500
E02005364,137750
E02005365,132500
E02005366,152000
E02004055,95000
E02004056,90000
E02004057,100000
E02004058,108500
E02004059,121500
E02004060,105000
E02004061,102000
E02004062,134500
E02004063,140000
E02004064,106000
E02004065,180000
E02004066,116250
E02004067,85000
E02005612,144950
E02005613,89998
E02005614,146520
E02005615,89998
E02005616,82475
E02005617,89000
E02006862,134998
E02006863,139950
E02005619,250000
E02005620,192000
E02005621,205000
E02005622,245000
E02005623,212500
E02005624,151748
E02005625,140000
E02005626,108200
E02005627,176500
E02005628,205000
E02002796,210000
E02002797,174500
E02002798,155000
E02002799,89500
E02002800,197000
E02002801,103500
E02002802,87000
E02002803,102500
E02002804,105000
E02002805,125000
E02002806,92000
E02002807,110250
E02002808,85000
E02002809,105000
E02002810,165000
E02002811,75000
E02002812,151000
E02002813,86475
E02002814,155000
E02002815,80500
E02002816,190000
E02002817,145000
E02002818,77500
E02002819,100975
E02002820,85000
E02002821,77950
E02002822,117500
E02002823,118000
E02002824,99000
E02002825,149250
E02002826,150000
E02004068,231750
E02004069,275000
E02004070,265000
E02004071,185000
E02004072,180000
E02004073,170000
E02004074,154000
E02004075,244000
E02004076,158725
E02004077,244500
E02005424,135000
E02005425,135000
E02005426,131000
E02005427,122500
E02005428,100000
E02005429,127000
E02005430,155000
E02005431,135000
E02005432,161250
E02005433,105000
E02005434,129875
E02005435,125000
E02005436,130000
E02005437,122500
E02005438,125000
E02005439,158000
E02005440,135000
E02005441,147500
E02005629,282500
E02005630,243000
E02005631,167000
E02005632,205000
E02005633,131500
E02005634,125000
E02005635,158000
E02005636,144500
E02005637,100000
E02005638,161750
E02004078,75000
E02004080,83500
E02004081,172475
E02004082,130000
E02004083,110000
E02004084,85000
E02004085,135000
E02004086,156250
E02004087,109500
E02004088,181250
E02004089,95000
E02004090,127000
E02004091,114000
E02004092,118250
E02006828,113400
E02005865,203500
E02005866,141500
E02005868,122250
E02005869,108250
E02005870,98250
E02005871,129750
E02005872,215000
E02005873,172500
E02005874,149998
E02005875,122000
E02005876,143500
E02005877,111750
E02005878,112500
E02005879,98250
E02006835,124998
E02005368,283200
E02005369,225000
E02005370,157975
E02005371,170000
E02005372,248000
E02005373,203500
E02005374,140000
E02005375,162000
E02005376,175000
E02006816,185000
E02004093,125000
E02004094,106500
E02004095,134000
E02004096,186250
E02004097,125000
E02004098,136500
E02004100,166000
E02004102,141000
E02004103,124750
E02004104,199995
E02006872,180000
E02005377,150000
E02005378,155000
E02005379,155000
E02005380,178000
E02005381,190000
E02005382,138995
E02005383,118750
E02005384,180000
E02005385,170000
E02005386,115000
E02005387,135000
E02005388,115000
E02005389,159500
E02005390,195000
E02005639,250000
E02005640,144500
E02005641,124725
E02005642,133750
E02005643,89750
E02005644,87000
E02005645,120250
E02005646,130500
E02005647,124000
E02005648,162000
E02005649,163000
E02002827,103500
E02002828,125000
E02002829,85000
E02002830,112125
E02002831,123000
E02002832,125000
E02002833,124950
E02002834,114545
E02002835,160000
E02002836,115000
E02002837,101000
E02002838,85000
E02002839,129000
E02002842,90000
E02002843,116000
E02002844,125000
E02002845,120000
E02002846,148500
E02002847,132071
E02002848,115000
E02002849,117000
E02002851,179000
E02002852,93000
E02002853,181475
E02002854,95000
E02002855,118000
E02002856,155000
E02002857,100000
E02002858,240000
E02002860,133950
E02002861,93000
E02002862,86000
E02006815,115000
E02006817,138000
E02006819,95000
E02006850,110000
E02006851,90000
E02005442,116400
E02005443,126500
E02005444,146500
E02005445,100000
E02005446,124000
E02005447,78500
E02005448,110500
E02005449,109750
E02005450,115000
E02005451,97000
E02005452,141500
E02005880,82000
E02005881,94950
E02005882,120000
E02005883,114476
E02005884,94500
E02005885,90250
E02005886,118500
E02005887,65000
E02005888,67375
E02005889,84000
E02005890,106000
E02005891,105000
E02005892,133495
E02005391,200000
E02005392,157500
E02005393,158750
E02005394,132725
E02005395,127000
E02005396,269950
E02005893,91250
E02005894,117998
E02005895,220000
E02005896,174500
E02005897,165250
E02005898,88000
E02005899,105000
E02005900,225500
E02005901,124000
E02005902,116100
E02005903,122000
E02005904,169995
E02005905,282475
E02004105,131500
E02004106,150000
E02004108,136000
E02004109,193000
E02004110,175000
E02004111,134950
E02004112,233000
E02004113,89950
E02004114,172500
E02004115,105000
E02004116,131745
E02004117,118000
E02006804,115000
E02005453,142000
E02005455,159995
E02005456,131000
E02005457,135225
E02005458,220000
E02005459,145000
E02005460,139250
E02005461,153750
E02005462,108500
E02005463,143000
E02005464,150500
E02006866,151723
E02006867,135000
E02005397,149975
E02005398,161000
E02005399,153975
E02005400,132000
E02005401,224250
E02005402,212500
E02005403,131346
E02005404,140000
E02005405,152000
E02005406,125000
E02005407,123500
E02005408,157875
E02005409,144250
E02005650,142500
E02005651,139500
E02005652,141500
E02005653,89673
E02005654,105250
E02005655,155000
E02005656,93500
E02005657,137000
E02005658,112568
E02005659,147500
E02005660,119500
E02005661,100500
E02005662,144000
E02005663,149250
E02005664,127500
E02005665,130000
E02005666,98500
E02005667,150000
E02005668,169500
E02005669,238500
E02005670,91000
E02005671,128000
E02005672,109248
E02005673,110250
E02005674,117500
E02005675,131500
E02005676,135000
E02005677,135000
E02005678,202000
E02005679,159000
E02005680,223500
E02002868,125000
E02002869,58500
E02002871,84500
E02002872,84725
E02002873,75000
E02002874,105500
E02002875,80000
E02002876,87150
E02002877,122000
E02002878,64000
E02002879,115000
E02002880,64500
E02002881,69975
E02002882,149500
E02002883,90500
E02002884,80500
E02002885,74475
E02002886,115500
E02002887,94950
E02002888,63400
E02002889,110000
E02002890,77500
E02002891,102150
E02002892,87500
E02002893,80000
E02002894,178000
E02002895,207000
E02002896,71000
E02002897,180000
E02002898,130000
E02002899,109000
E02002901,156000
E02002902,84625
E02002903,92000
E02002904,79500
E02006834,71500
E02006904,111000
E02006905,85000
E02005412,174000
E02005414,120500
E02005415,106000
E02005416,135000
E02006818,150000
E02006911,200000
E02005906,249500
E02005907,162500
E02005908,181000
E02005909,244000
E02005910,207500
E02005911,216000
E02005912,201500
E02005913,266083
E02005914,126500
E02005915,250000
E02005916,160000
E02005917,296225
E02005918,145000
E02005919,199950
E02005920,229000
E02002863,245000
E02002864,173248
E02002865,186750
E02002866,243000
E02002867,218000
E02004118,166500
E02004119,162500
E02004120,136250
E02004121,197000
E02004122,170250
E02004123,199000
E02004124,119950
E02004125,111000
E02004126,100000
E02004128,125000
E02006919,129995
E02006920,129950
E02005465,125000
E02005466,140000
E02005467,125000
E02005468,154975
E02005469,134000
E02005470,127000
E02005471,123500
E02005472,120750
E02005473,120000
E02005474,145000
E02005475,148975
E02005476,160000
E02005477,200000
E02005478,105500
E02005479,125000
E02005480,79000
E02005481,112500
E02005482,134250
E02005483,164500
E02005484,165000
E02005485,151498
E02005486,149995
E02005487,235000
E02005488,170000
E02005489,151000
E02005490,167500
E02005491,185000
E02005681,199995
E02005682,245000
E02005683,195000
E02005684,241250
E02005685,177000
E02005686,219000
E02005687,271750
E02005688,224000
E02005689,214000
E02005690,171000
E02005691,250000
E02005692,133000
E02005693,147000
E02005694,145000
E02005695,102350
E02005696,91000
E02005697,99995
E02005698,123750
E02005699,123500
E02005700,172500
E02005701,140000
E02005492,139498
E02005493,140000
E02005494,139950
E02005495,60000
E02005496,169000
E02005497,99973
E02005498,142000
E02005499,181500
E02005500,166750
E02005501,189950
E02005502,133225
E02001827,230000
E02001828,215000
E02001829,217150
E02001830,280000
E02001831,162000
E02001832,219000
E02001833,178750
E02001834,105000
E02001835,186250
E02001836,202000
E02001837,83750
E02001838,192000
E02001839,114500
E02001840,110000
E02001841,250000
E02001842,120750
E02001843,103500
E02001844,171000
E02001845,112000
E02001846,100000
E02001847,175000
E02001848,88000
E02001849,95000
E02001850,127750
E02001851,136000
E02001852,110500
E02001854,125000
E02001855,90000
E02001856,104000
E02001857,105000
E02001858,135000
E02001859,118000
E02001860,93500
E02001861,115000
E02001862,84013
E02001863,80000
E02001864,95000
E02001865,97000
E02001866,92500
E02001867,106000
E02001868,154000
E02001869,73000
E02001870,100000
E02001871,110000
E02001872,100000
E02001873,80000
E02001874,95000
E02001875,108000
E02001876,122000
E02001877,94375
E02001878,120000
E02001879,84000
E02001880,92000
E02001881,110000
E02001882,112750
E02001883,97000
E02001884,100000
E02001886,163000
E02001888,110000
E02001889,107000
E02001890,165000
E02001892,103500
E02001893,125000
E02001895,103980
E02001896,90000
E02001897,110000
E02001898,127500
E02001899,205000
E02001900,209950
E02001901,223250
E02001902,125000
E02001903,107500
E02001904,95000
E02001905,200000
E02001906,127500
E02001907,125000
E02001908,103000
E02001909,102000
E02001910,95000
E02001911,104000
E02001913,134000
E02001914,175000
E02001915,126000
E02001916,116500
E02001918,193000
E02001919,151000
E02001920,94000
E02001921,115536
E02001922,157000
E02001923,135000
E02001924,163500
E02001925,150000
E02001926,130000
E02001927,101500
E02001928,111000
E02001929,110000
E02001930,168000
E02001931,206750
E02001932,120750
E02001933,122500
E02001934,192000
E02001935,158000
E02001936,202000
E02001937,105625
E02001938,134975
E02001939,230000
E02001941,110500
E02001942,147500
E02001943,119975
E02001944,131000
E02001945,92750
E02001946,145000
E02001947,93000
E02001948,125000
E02001949,120000
E02001950,119250
E02001951,98000
E02001952,95500
E02001953,137000
E02001954,88000
E02001955,115000
E02001956,120000
E02001957,112500
E02006807,152750
E02006809,159750
E02006895,145000
E02006896,116000
E02006897,91000
E02006898,129950
E02006899,135000
E02006900,100000
E02006901,105000
E02006696,240000
E02006697,283000
E02006698,161750
E02006699,222750
E02006700,230000
E02006701,334000
E02006702,145000
E02006703,222000
E02006704,239995
E02006705,154050
E02006706,162500
E02006707,205000
E02006708,146000
E02006709,185500
E02006118,154000
E02006119,100000
E02006120,115000
E02006121,117500
E02006122,117750
E02006123,135750
E02006124,95000
E02006125,105000
E02006126,125000
E02006127,166000
E02006128,141000
E02006129,110000
E02006130,133500
E02001958,99475
E02001959,130250
E02001961,94000
E02001962,85500
E02001963,124000
E02001964,117000
E02001965,124999
E02001966,93500
E02001967,189750
E02001968,99000
E02001969,95500
E02001970,109000
E02001971,125000
E02001972,74250
E02001973,107500
E02001974,130000
E02001975,119500
E02001976,122500
E02001977,108500
E02001978,110000
E02001979,120000
E02001980,153500
E02001981,80000
E02001982,140000
E02001983,125000
E02001984,118975
E02001985,87500
E02001986,131000
E02001987,120000
E02001988,121750
E02001989,121000
E02001990,138500
E02001991,181000
E02001992,100000
E02001993,120998
E02001994,143000
E02001995,129500
E02001996,93500
E02001997,225000
E02001998,173000
E02001999,184500
E02006805,105000
E02002000,96498
E02002001,112000
E02002002,180000
E02002003,112000
E02002004,93000
E02002005,121995
E02002006,112000
E02002007,124500
E02002008,154000
E02002009,85475
E02002010,91800
E02002011,161500
E02002012,93375
E02002013,165000
E02002014,113975
E02002015,122500
E02002016,77500
E02002017,95000
E02002018,163000
E02002019,100000
E02002020,128975
E02002021,102500
E02002022,115000
E02002023,131250
E02002024,110000
E02002025,120000
E02002026,131000
E02002027,145000
E02002028,154500
E02002029,146000
E02002030,135500
E02002031,110983
E02002032,105000
E02002033,138000
E02002034,145000
E02002035,215000
E02002036,110000
E02002037,164000
E02002038,116498
E02002039,202500
E02002040,250000
E02002041,207500
E02002042,174000
E02006131,197500
E02006132,122950
E02006133,146500
E02006134,165500
E02006135,145000
E02006136,250000
E02006137,129995
E02006138,95000
E02006139,89500
E02006140,105500
E02006141,79980
E02006142,168000
E02006143,140250
E02006144,97750
E02006145,180000
E02002905,222000
E02002906,138000
E02002907,145000
E02002908,282000
E02002909,200000
E02002910,213750
E02002911,227500
E02002912,212500
E02002913,305500
E02002914,151250
E02002915,202000
E02002916,139725
E02002917,151000
E02002918,186000
E02002919,152750
E02002920,169975
E02002921,127500
E02002922,249500
E02002923,177750
E02002924,244500
E02002925,194250
E02002926,164250
E02002927,285000
E02006146,149950
E02006147,236000
E02006148,220000
E02006149,208000
E02006150,199990
E02006151,133250
E02006152,177000
E02006153,213000
E02006154,140000
E02006155,107750
E02006156,315000
E02006157,136500
E02006710,250000
E02006711,310500
E02006712,235000
E02006713,160000
E02006714,231875
E02006715,191000
E02006716,167500
E02006717,237500
E02006718,190000
E02006719,230000
E02006720,216500
E02006158,120000
E02006159,92000
E02006160,98500
E02006161,138000
E02006162,112500
E02006163,100000
E02006164,81500
E02006165,101000
E02006166,125000
E02006167,113995
E02006168,92000
E02006169,139995
E02006170,148000
E02006171,128000
E02006172,184500
E02006173,241000
E02006468,139950
E02006469,120700
E02006470,124500
E02006471,165000
E02006472,136000
E02006473,158750
E02006474,144975
E02006475,160000
E02006476,120000
E02006477,200000
E02006478,125000
E02006479,105000
E02006480,104500
E02006481,100000
E02006482,125000
E02006483,95000
E02006484,124950
E02006485,190000
E02006486,120000
E02006487,104000
E02006488,156500
E02006489,102000
E02006490,120000
E02006806,125000
E02006721,143250
E02006722,110000
E02006723,162000
E02006724,115750
E02006725,130000
E02006726,129250
E02006727,135000
E02006728,176000
E02006729,143000
E02006730,92250
E02006731,145000
E02006732,160000
E02006733,185000
E02006492,190000
E02006493,147000
E02006494,120000
E02006495,186000
E02006496,103500
E02006497,105000
E02006498,168000
E02006499,160000
E02006500,161250
E02006501,146000
E02006502,152250
E02006503,270000
E02002043,110750
E02002044,113750
E02002045,104750
E02002046,76000
E02002047,98000
E02002048,154000
E02002049,103000
E02002051,102500
E02002052,100000
E02002053,134000
E02002054,130000
E02002055,109000
E02002056,106500
E02002057,109000
E02002058,107500
E02002059,125000
E02002060,82000
E02002061,86500
E02002062,104000
E02002063,94995
E02002064,102000
E02002065,115500
E02002066,85000
E02002067,109975
E02002068,91000
E02002069,98250
E02002070,90000
E02002071,112750
E02002072,109000
E02002073,100000
E02002074,105000
E02002075,100000
E02002076,130000
E02002077,115000
E02002078,140000
E02002079,110000
E02002080,135000
E02006810,127000
E02006015,134500
E02006016,225000
E02006023,125000
E02006017,178000
E02006018,130000
E02006024,123500
E02006025,161000
E02006019,147750
E02006020,250000
E02006021,263000
E02006026,185500
E02006027,194995
E02006022,178000
E02006028,206000
E02006029,127750
E02006030,131000
E02006031,137750
E02006032,150000
E02006033,173000
E02006034,189750
E02006035,200000
E02006036,157500
E02006037,211250
E02006038,169000
E02006008,172000
E02006039,191250
E02006009,170000
E02006040,285000
E02006010,192500
E02006041,220000
E02006011,173670
E02006042,246000
E02006012,188750
E02006013,240000
E02006014,192500
E02006043,300000
E02006044,213700
E02006045,170000
E02006046,229500
E02002081,176000
E02002082,89975
E02002083,165000
E02002084,119995
E02002085,105000
E02002086,89000
E02002087,91996
E02002088,89975
E02002089,165000
E02002090,156000
E02002091,170000
E02002092,168000
E02002093,166500
E02002094,238250
E02002095,206000
E02002096,201000
E02002097,277500
E02002098,219975
E02002099,343500
E02002101,164500
E02002102,211225
E02002103,225750
E02002104,275000
E02002105,320000
E02002106,315000
E02002107,228000
E02002108,297000
E02002109,231500
E02006808,174500
E02006174,176500
E02006175,175000
E02006176,208000
E02006177,142500
E02006178,125750
E02006179,162500
E02006180,160000
E02006181,128000
E02006182,190000
E02006183,160000
E02006184,133500
E02006185,157000
E02006186,197500
E02006187,250000
E02006188,175000
E02006189,175000
E02006190,141000
E02006191,165000
E02006192,210000
E02006193,160000
E02006194,125000
E02006195,195000
E02006196,111000
E02006197,114950
E02006198,162750
E02006199,180000
E02006200,114500
E02006201,184975
E02006202,209000
E02006203,129000
E02006204,111250
E02006205,175000
E02006206,92000
E02006207,135000
E02006208,97000
E02006209,160250
E02006210,182500
E02006211,160000
E02006212,140701
E02006213,125000
E02006214,112500
E02006215,138500
E02006216,139998
E02002951,112000
E02002952,87375
E02002953,85000
E02002954,92500
E02002955,54000
E02002956,75000
E02002957,125000
E02002958,105000
E02002959,58000
E02002960,118750
E02002961,60000
E02002962,73750
E02002963,61000
E02002964,84000
E02002965,65000
E02002966,67300
E02002967,60000
E02002968,108500
E02002969,73500
E02002970,62750
E02002971,66000
E02002972,70000
E02002973,90000
E02002974,115000
E02002975,99500
E02002976,92475
E02002977,86000
E02002978,70500
E02002979,69950
E02002980,127000
E02002981,125000
E02002982,75350
E02002983,147500
E02002984,153000
E02006504,431000
E02006505,265000
E02006506,144210
E02006507,192000
E02006508,210000
E02006509,157000
E02006510,266500
E02006511,249975
E02006512,200000
E02006513,270000
E02006514,239000
E02006515,225750
E02006516,234250
E02006517,264000
E02006518,225000
E02006217,148500
E02006218,115000
E02006219,144000
E02006220,125000
E02006221,149998
E02006222,123000
E02006223,90000
E02006224,139750
E02006225,141500
E02006226,146500
E02002928,192000
E02002929,262000
E02002930,150000
E02002931,183750
E02002932,124498
E02002933,150000
E02002934,128975
E02002935,110000
E02002936,124248
E02002937,197500
E02002938,101775
E02002939,130000
E02002940,115000
E02002941,128500
E02002942,206750
E02002943,159995
E02002944,94250
E02002945,97250
E02002946,111500
E02002947,82500
E02002948,77500
E02002949,139000
E02002950,79000
E02002110,132000
E02002111,109450
E02002112,152000
E02002113,127000
E02002114,134950
E02002115,98725
E02002116,174750
E02002117,164000
E02002118,81000
E02002119,128500
E02002120,120998
E02002121,81250
E02002122,85500
E02002123,105000
E02002124,138000
E02002125,124995
E02002126,83750
E02002127,80000
E02002128,107500
E02002129,125000
E02002130,80875
E02002131,179000
E02002132,86000
E02002133,157498
E02002134,80000
E02002135,83250
E02002136,105000
E02002137,214000
E02002138,125500
E02002139,85500
E02002140,79995
E02002141,175000
E02002142,84000
E02002143,90000
E02002144,229250
E02002145,86750
E02002146,130000
E02002147,84000
E02002148,140000
E02006519,220000
E02006520,198725
E02006521,263750
E02006522,347500
E02006523,247750
E02006524,173250
E02006525,210000
E02006526,172500
E02006527,243500
E02006528,186000
E02006529,175000
E02006530,198500
E02006531,150000
E02006532,230000
E02006533,193750
E02002149,120000
E02002150,100500
E02002151,100000
E02002152,94000
E02002153,105000
E02002154,113000
E02002155,77250
E02002156,117000
E02002157,130000
E02002158,102000
E02002159,78000
E02002160,124000
E02002161,85500
E02002162,160000
E02002163,72500
E02002164,80000
E02002165,134975
E02002166,85000
E02002167,142000
E02002168,81000
E02002169,170000
E02002170,108500
E02002171,95250
E02002174,153500
E02002175,81000
E02002176,145000
E02002177,85000
E02002178,150000
E02002179,154750
E02002180,110000
E02002181,140000
E02002182,95000
E02006894,85000
E02006734,187000
E02006735,112000
E02006736,167000
E02006737,143000
E02006738,130000
E02006739,169000
E02006740,146750
E02006741,186250
E02006742,148000
E02006743,129000
E02006744,147500
E02006745,166000
E02006746,170000
E02006747,175000
E02006748,260000
E02006749,122000
E02006750,150000
E02006751,163000
E02006752,222000
E02006753,294000
E02006754,281000
E02006755,325000
E02006756,220000
E02006757,252500
E02006758,220000
E02006759,151750
E02006760,220000
E02006761,125000
E02006762,164500
E02006763,179995
E02006764,145750
E02006765,282500
E02006766,290000
E02006767,250000
E02006768,134750
E02006769,128500
E02006770,111000
E02006771,166800
E02006772,160000
E02006773,140000
E02006774,116500
E02006775,111000
E02006776,130000
E02006777,163000
E02006778,147500
E02006779,145000
E02006780,153500
E02006227,270000
E02006228,191250
E02006229,205000
E02006230,184000
E02006231,173000
E02006232,232500
E02006233,150500
E02006234,159000
E02006235,250000
E02006236,220000
E02006237,196250
E02004424,362250
E02004425,246375
E02004426,246000
E02004427,309250
E02004428,190000
E02004429,221250
E02004430,192500
E02004431,175000
E02004432,250000
E02004433,176750
E02004434,140000
E02004435,165000
E02004436,125000
E02004437,180000
E02004438,141900
E02004439,140000
E02004440,140000
E02004441,138000
E02004442,133500
E02004443,154000
E02004444,229375
E02004445,141500
E02003616,272500
E02003617,225000
E02003618,194500
E02003619,232500
E02003620,203000
E02003621,208500
E02003622,155000
E02003623,223000
E02003624,205000
E02003625,143250
E02003626,170000
E02003627,191500
E02003628,132625
E02003629,132750
E02003630,133000
E02003631,141500
E02003632,140000
E02003633,149500
E02003634,193000
E02003635,204245
E02004446,224750
E02004447,291000
E02004448,223500
E02004449,143101
E02004450,310000
E02004451,192500
E02004452,198998
E02004453,157500
E02004454,153000
E02004455,188750
E02004456,157500
E02004457,180500
E02004458,205000
E02004459,240000
E02004460,167500
E02004461,138250
E02004462,153000
E02004463,200000
E02005503,167200
E02005504,203000
E02005505,154000
E02005506,145000
E02005507,134475
E02005508,185000
E02005509,146500
E02005510,168500
E02005511,129500
E02005512,190000
E02005513,155000
E02005514,155000
E02005515,196975
E02005516,190000
E02005517,105000
E02005518,124248
E02005519,140000
E02004464,325000
E02004465,319375
E02004466,242000
E02004467,249950
E02004468,495000
E02004469,290000
E02004470,228000
E02004471,223000
E02004472,270000
E02005520,190000
E02005521,197500
E02005522,184000
E02005523,165250
E02005524,156000
E02005525,177000
E02005526,178725
E02005527,225000
E02005528,154000
E02005529,150000
E02005530,152000
E02005531,147500
E02005532,152000
E02005533,177000
E02005534,160000
E02005535,190000
E02005536,170000
E02005537,185000
E02004843,240000
E02004844,215000
E02004845,180000
E02004846,358000
E02004847,193500
E02004848,250000
E02004849,367250
E02004850,225000
E02004851,200000
E02004852,215000
E02004853,222750
E02004854,220000
E02004855,171945
E02003719,181000
E02003720,243000
E02003721,246250
E02003722,250000
E02003723,272498
E02003724,224500
E02003725,449900
E02003726,294000
E02003727,269725
E02003728,260000
E02003729,245000
E02003730,317500
E02003731,415000
E02004473,192000
E02004474,196000
E02004475,207000
E02004476,215000
E02004477,230000
E02004478,180000
E02004479,209863
E02004480,169000
E02004481,163000
E02004482,155000
E02004483,169475
E02004484,155500
E02003599,152000
E02003600,149999
E02003601,204975
E02003602,250000
E02003603,162000
E02003604,201250
E02003605,212500
E02003606,235000
E02003607,196500
E02003608,178000
E02003609,209500
E02003610,228000
E02003611,238000
E02003612,237000
E02003613,198000
E02003614,176750
E02003615,249000
E02003636,195000
E02003637,200000
E02003638,187500
E02003639,151000
E02003640,163000
E02003641,185000
E02003643,175000
E02003642,122750
E02003644,154000
E02003645,178298
E02003646,142975
E02003647,155000
E02003648,151500
E02003649,200000
E02003650,322500
E02003651,245000
E02004485,244000
E02004486,240000
E02004487,225000
E02004488,207250
E02004489,238000
E02004490,170000
E02004491,201500
E02004492,190000
E02004493,202750
E02004494,188000
E02004495,250000
E02004496,252500
E02004497,242000
E02004498,219500
E02004499,205000
E02004500,334500
E02004501,254998
E02004502,368750
E02004503,214000
E02004504,236000
E02004505,230000
E02004506,264500
E02004507,166250
E02004508,228000
E02004509,196250
E02004512,166500
E02004513,132995
E02004514,223750
E02004515,215000
E02004516,138000
E02004517,180000
E02004518,203498
E02004519,211750
E02004520,155000
E02004521,151250
E02004522,210000
E02004523,140000
E02004524,249995
E02004525,180000
E02004526,240600
E02006922,159995
E02004856,254250
E02004857,250000
E02004858,243000
