MSOA11CD,median_price_2011
E02005741,146250
E02005709,71250
E02005710,86000
E02005711,80000
E02005712,115875
E02005713,125000
E02005714,166000
E02005716,113000
E02005715,95000
E02005717,127500
E02005718,99975
E02005719,130325
E02005725,290000
E02005726,324000
E02005730,175000
E02005729,195000
E02005728,125000
E02005731,106250
E02005732,265000
E02005733,199950
E02002515,75500
E02002516,88500
E02002517,89500
E02002518,132500
E02002519,112500
E02002520,132500
E02002521,142000
E02002523,63498
E02002524,113000
E02002525,95000
E02002526,112000
E02002527,70000
E02002529,110000
E02002530,92500
E02002532,93500
E02002533,172500
E02002534,152500
E02006812,118500
E02006910,110000
E02001768,95000
E02001769,75000
E02001770,95000
E02001771,135000
E02001772,88500
E02001773,149999
E02001774,82000
E02001775,97500
E02001776,120000
E02001777,122000
E02001778,71500
E02001779,78000
E02001780,180000
E02001781,78225
E02001782,114000
E02001783,71050
E02001784,95000
E02001785,116500
E02001786,89950
E02001787,84000
E02001788,83160
E02001789,197475
E02001790,145000
E02002535,121250
E02002536,106000
E02002537,75000
E02002538,97000
E02002539,190000
E02002540,143550
E02002541,95000
E02002542,75250
E02002543,101995
E02002544,73625
E02002545,115000
E02002546,68250
E02002547,135000
E02002548,65500
E02002549,128500
E02002550,144000
E02002551,82250
E02002552,110000
E02002553,116000
E02002554,93500
E02002555,154000
E02002556,171500
E02002557,168000
E02002558,186500
E02001791,145000
E02001792,155000
E02001793,70000
E02001794,85000
E02001795,78000
E02001796,110000
E02001797,124000
E02001798,105000
E02001799,71500
E02001800,99000
E02001801,73400
E02001802,73500
E02001803,101500
E02001804,95250
E02001805,118750
E02001806,64950
E02001807,125000
E02001808,109000
E02001809,124950
E02001810,97000
E02001811,91000
E02001812,160000
E02001813,75000
E02001814,116500
E02001815,150995
E02001816,75500
E02001817,99475
E02001818,108750
E02001819,138475
E02001820,182950
E02001821,110000
E02001822,87000
E02001823,85000
E02001824,111500
E02001825,75000
E02001826,113995
E02003965,131250
E02003966,173000
E02003967,125500
E02003968,119975
E02003969,77500
E02003970,164950
E02003971,210000
E02003972,109250
E02003973,77800
E02003974,121748
E02003975,120250
E02003976,266500
E02003977,105500
E02003978,122475
E02003979,158000
E02003980,72500
E02003981,110000
E02003982,157000
E02003983,76688
E02003984,56000
E02003985,92500
E02003986,90000
E02002615,114500
E02002616,132000
E02002617,89250
E02002618,107000
E02002619,78000
E02002620,80000
E02002621,80000
E02002622,70000
E02002623,61540
E02002624,146250
E02002625,89950
E02002626,91500
E02002627,132000
E02002628,81000
E02002629,80000
E02002630,66050
E02002631,96250
E02002632,175000
E02002633,110000
E02002634,115000
E02002635,106000
E02002636,97250
E02002637,102750
E02002638,87500
E02002639,68000
E02002640,66000
E02002641,101000
E02002642,75000
E02002643,83000
E02002644,105000
E02002645,70000
E02002646,101500
E02002647,81000
E02002648,90000
E02002649,111000
E02002650,116000
E02002651,117000
E02000984,175000
E02000985,162470
E02000986,134950
E02000987,92000
E02000988,74750
E02000989,145500
E02000990,146700
E02000991,95000
E02000992,120000
E02000993,65000
E02000994,65000
E02000995,158750
E02000996,92750
E02000997,178000
E02000998,70000
E02000999,63500
E02001000,80000
E02001001,125000
E02001002,95000
E02001003,202500
E02001004,67500
E02001005,65000
E02001006,71500
E02001007,105000
E02001008,70500
E02001009,90000
E02001010,62500
E02001011,134000
E02001012,85000
E02001013,158000
E02001014,103975
E02001015,76000
E02001016,85000
E02001017,104750
E02001018,110000
E02005176,102500
E02005177,54500
E02005178,39999
E02005179,75000
E02005180,118000
E02005181,70000
E02005182,58000
E02005183,83000
E02005184,132975
E02005185,50000
E02005186,122000
E02006881,90000
E02001019,120000
E02001020,192500
E02001021,150000
E02001022,120000
E02001023,130000
E02001024,131000
E02001025,82855
E02001026,84350
E02001027,108000
E02001028,177750
E02001029,98250
E02001030,159000
E02001031,115000
E02001032,95000
E02001033,74995
E02001034,76500
E02001035,148750
E02001036,121000
E02001037,185500
E02001038,115000
E02001039,114500
E02001040,137000
E02001041,119750
E02001042,150500
E02001043,142000
E02001044,160500
E02003987,114500
E02003988,171225
E02003989,136500
E02003990,162500
E02003991,137250
E02003992,117000
E02003993,225000
E02003994,84500
E02003995,106500
E02003996,95000
E02003997,88000
E02003998,81000
E02003999,173000
E02003853,193000
E02003854,234500
E02003855,210000
E02003856,170000
E02003857,263000
E02003858,323516
E02003859,270000
E02003860,290000
E02003861,200000
E02003863,312000
E02003862,495000
E02003864,262500
E02003865,170000
E02003866,250000
E02003867,175000
E02003868,126000
E02003869,168000
E02003870,120000
E02003871,134500
E02003872,242000
E02003873,106500
E02003811,348000
E02003812,220000
E02003813,140000
E02003814,127000
E02003815,127000
E02003816,115000
E02003817,169995
E02003818,186000
E02003819,189950
E02003820,142000
E02003821,162750
E02003822,150000
E02003825,125000
E02003826,82500
E02003827,77450
E02003828,104038
E02003829,115000
E02003830,80000
E02003823,133543
E02003831,190000
E02003824,159000
E02003832,94000
E02003833,114000
E02003834,97000
E02003835,205000
E02003836,149000
E02003838,133500
E02003837,245000
E02003839,164000
E02003840,250000
E02003841,194000
E02003874,180000
E02003875,257500
E02003842,287500
E02003843,138195
E02003844,163250
E02003845,87000
E02003846,91750
E02003847,149000
E02003848,102000
E02003849,89450
E02003876,136250
E02003850,145000
E02003851,140000
E02003877,185000
E02003852,140000
E02003878,154000
E02003879,111250
E02003880,123270
E02003881,122750
E02003882,114000
E02003794,175000
E02003883,230000
E02003884,230000
E02003795,154998
E02003885,181250
E02003796,173500
E02003797,190500
E02003798,103000
E02003800,230000
E02003799,110000
E02003801,192500
E02003802,132995
E02003803,155850
E02003886,127000
E02003804,168000
E02003887,134675
E02003888,106750
E02003805,238500
E02003889,124500
E02003806,170000
E02003890,114500
E02003807,204250
E02003808,128725
E02003891,275000
E02003809,280500
E02003810,231250
E02005189,130000
E02005190,178000
E02005191,177000
E02005192,166250
E02005193,140000
E02005194,101500
E02005195,200000
E02005196,158995
E02005197,119975
E02005198,125000
E02005199,173500
E02005200,123000
E02005201,119000
E02005202,143500
E02004000,97500
E02004001,122000
E02004002,130450
E02004003,91975
E02004004,96500
E02004005,92000
E02004006,165000
E02004007,92000
E02004008,206000
E02004009,208000
E02004010,128000
E02004011,170000
E02004012,240000
E02004013,154000
E02004014,160750
E02005203,216000
E02005204,138750
E02005205,152250
E02005206,130000
E02005207,165000
E02005208,129325
E02005209,134000
E02005210,177000
E02005211,215500
E02002574,160000
E02002575,185000
E02002576,95000
E02002577,82475
E02002578,126000
E02002579,98750
E02002580,70000
E02002581,125000
E02002582,195750
E02002583,66500
E02002584,98500
E02002585,84000
E02002586,77000
E02002587,82998
E02002588,76000
E02002589,133750
E02005212,86500
E02005213,101500
E02005214,86475
E02005215,76000
E02005216,80500
E02005217,71126
E02005218,85000
E02005219,110000
E02005220,111000
E02001327,68500
E02001328,107000
E02001329,75000
E02001330,74500
E02001331,75000
E02001332,120000
E02001333,109475
E02001334,89000
E02001335,126000
E02001336,71500
E02001337,110000
E02001338,86000
E02001339,95000
E02001340,118000
E02001341,87500
E02001342,152475
E02001343,143000
E02001344,115000
E02001345,123000
E02001346,95000
E02005221,137250
E02005222,222500
E02005223,181000
E02005224,127500
E02005225,169500
E02005226,85000
E02005228,99975
E02005229,81750
E02005230,104950
E02005231,95000
E02005233,125500
E02005234,118000
E02005235,119500
E02005236,130000
E02005237,129000
E02005238,145000
E02005239,157500
E02006871,130000
E02001347,104500
E02001348,85000
E02001349,99875
E02001350,77475
E02001351,80000
E02001352,71000
E02001353,104000
E02001354,68750
E02001355,69125
E02001356,120000
E02001357,70000
E02001358,50500
E02001359,106750
E02001360,61500
E02001361,81500
E02001362,111050
E02001363,97250
E02001364,65000
E02001365,56000
E02001366,67000
E02001367,150500
E02001368,92500
E02001369,83000
E02001370,67475
E02001371,75000
E02001372,115000
E02001373,85000
E02001374,79000
E02001375,86500
E02001376,60050
E02001377,110000
E02001378,105250
E02001380,143000
E02001381,78000
E02001382,150000
E02001383,80500
E02001384,96000
E02001385,46000
E02001386,88000
E02001387,195000
E02001388,142500
E02001389,124975
E02001390,70000
E02001391,81750
E02001392,175000
E02001393,328725
E02001394,150000
E02001395,176000
E02001396,97500
E02001397,145000
E02001398,153000
E02001399,205000
E02001400,134000
E02001401,142750
E02001402,200000
E02001403,114000
E02001404,88000
E02001405,67500
E02006932,55625
E02006933,135000
E02006934,158500
E02001045,70000
E02001046,91500
E02001047,88000
E02001048,105500
E02001049,118928
E02001050,78200
E02001051,74500
E02001052,92000
E02001053,79000
E02001055,75500
E02001056,63250
E02001057,138725
E02001059,104000
E02001061,108498
E02001062,93000
E02001063,105000
E02001064,78000
E02001065,63000
E02001066,140000
E02001067,91500
E02001068,90000
E02001069,100000
E02001070,126000
E02001071,78000
E02001072,172000
E02001073,217700
E02001074,105000
E02001075,94375
E02001076,152500
E02001077,220500
E02001078,131000
E02001079,141750
E02001080,145000
E02001081,211000
E02001082,165000
E02001083,200000
E02001084,177000
E02001085,120000
E02001086,171000
E02001087,247475
E02001088,120000
E02001089,190000
E02001090,135000
E02001091,90000
E02001092,95000
E02001093,123000
E02001094,77500
E02001095,81480
E02001096,110000
E02001097,88500
E02006902,150000
E02006912,164000
E02006913,107000
E02006914,148000
E02006915,95000
E02006916,128000
E02006917,162000
E02001098,120000
E02001099,103500
E02001100,115000
E02001101,132500
E02001102,104250
E02001103,180000
E02001104,119950
E02001105,115000
E02001106,99000
E02001107,108000
E02001108,69000
E02001109,68000
E02001110,170000
E02001111,61750
E02001112,155000
E02001113,75000
E02001114,125000
E02001115,111000
E02001116,65000
E02001117,165000
E02001118,147250
E02001119,76500
E02001121,65000
E02001123,99000
E02001124,77000
E02001125,91000
E02001126,65750
E02001127,82475
E02001128,81750
E02001129,75000
E02001130,152500
E02001131,113500
E02006860,82500
E02005240,93500
E02005241,85000
E02005242,110000
E02005243,83000
E02005244,89995
E02005245,124000
E02005246,58000
E02005247,150500
E02005248,46000
E02005249,46500
E02005250,53000
E02005251,92500
E02005252,91000
E02005253,191500
E02005254,237500
E02005255,160000
E02005256,156000
E02005257,91500
E02005258,177475
E02005259,105000
E02005260,135000
E02005261,85250
E02005262,140000
E02005263,80000
E02005264,98000
E02005265,110000
E02005266,63000
E02005267,76000
E02005268,74000
E02005269,94000
E02005270,250000
E02005271,175875
E02005272,125000
E02005273,191000
E02005274,209995
E02005275,149375
E02005276,237500
E02005277,200000
E02001132,105000
E02001133,120500
E02001134,145000
E02001135,79975
E02001136,124000
E02001137,142250
E02001138,167500
E02001139,73000
E02001140,90000
E02001141,73500
E02001142,190000
E02001143,94750
E02001144,95000
E02001145,110000
E02001146,75000
E02001147,74000
E02001148,85000
E02001149,93000
E02001150,100000
E02001151,124950
E02001152,89500
E02001153,94500
E02001154,86375
E02001155,123500
E02001156,162000
E02005278,148000
E02005279,87250
E02005280,109203
E02005281,101500
E02005284,143975
E02005285,140000
E02005286,96000
E02006884,87250
E02001157,101128
E02001158,62500
E02001159,85750
E02001160,92000
E02001161,120000
E02001162,93000
E02001163,128500
E02001164,90000
E02001165,89000
E02001166,160000
E02001167,99950
E02001168,105000
E02001169,171000
E02001170,185000
E02001171,120000
E02001172,93666
E02001173,66750
E02001174,124000
E02001175,95000
E02001176,130000
E02001177,89250
E02001178,110000
E02001179,75000
E02001180,:
E02001181,79950
E02001182,101975
E02001183,83000
E02001184,117000
E02001185,112000
E02001186,125000
E02001429,139975
E02001430,172500
E02001431,119750
E02001432,120000
E02001433,120500
E02001434,130000
E02001435,125000
E02001436,149495
E02001437,175000
E02001438,141000
E02001439,129975
E02001440,206000
E02001441,249000
E02001442,175000
E02001443,235000
E02001444,164950
E02001445,155000
E02001446,153500
E02001447,157500
E02001448,140000
E02001449,185500
E02001450,186000
E02001451,79500
E02001452,80000
E02001453,147500
E02001454,162000
E02001455,135000
E02001456,142000
E02001457,87500
E02001458,135000
E02001459,105500
E02001460,100000
E02001461,105000
E02001462,82000
E02001463,136995
E02001464,58000
E02001465,92950
E02001466,79000
E02004015,290000
E02004016,230000
E02004017,185000
E02004018,142000
E02004019,205000
E02004020,163000
E02004021,278500
E02004022,205000
E02004023,210000
E02004024,212500
E02004025,200000
E02004026,149975
E02004027,182500
E02004028,185000
E02005287,165000
E02005288,145000
E02005289,166500
E02005290,136500
E02005291,127500
E02005292,116000
E02005293,110000
E02005294,110000
E02005295,120000
E02005296,172000
E02005297,194500
E02005298,149000
E02005299,113000
E02005300,152250
E02005301,110000
E02005302,168000
E02005303,120000
E02001406,157500
E02001407,151000
E02001408,116500
E02001409,103225
E02001410,90475
E02001411,96250
E02001412,121000
E02001413,88000
E02001414,161250
E02001415,112950
E02001416,62750
E02001417,66500
E02001418,79500
E02001419,61750
E02001420,125000
E02001421,85000
E02001422,64500
E02001423,170000
E02001424,135000
E02001425,102500
E02001426,105000
E02001427,100000
E02001428,164975
E02001187,109500
E02001188,97500
E02001189,125000
E02001190,64990
E02001191,133750
E02001192,224331
E02001193,102000
E02001194,247750
E02001195,118000
E02001196,157500
E02001197,221750
E02001198,128000
E02001199,200000
E02001200,84000
E02001201,116000
E02001202,100000
E02001203,286500
E02001204,126500
E02001205,107500
E02001206,180000
E02001207,146000
E02001208,142750
E02001209,110000
E02001210,121750
E02001211,207000
E02001212,113500
E02001213,143000
E02001214,220000
E02001215,201500
E02001216,190500
E02001217,125500
E02001218,284000
E02001219,168500
E02001220,205000
E02001221,210000
E02001222,191500
E02001223,250000
E02001224,207750
E02001225,215000
E02001226,174342
E02001227,270000
E02001228,300000
E02001229,115000
E02001230,142050
E02001231,146750
E02001232,78500
E02001233,107500
E02001234,84000
E02001235,100750
E02001236,82500
E02001237,87000
E02001238,99750
E02001239,95000
E02001240,95000
E02001241,70250
E02001242,170000
E02001243,111000
E02001244,123000
E02001245,85000
E02001246,115875
E02001247,106250
E02001248,95000
E02001249,95000
E02001250,138000
E02001251,139275
E02001252,124750
E02001253,100000
E02001254,95000
E02001255,75500
E02001256,95000
E02001257,110000
E02001258,145000
E02001259,95000
E02001260,164500
E02001261,105500
E02001262,192000
E02001263,173000
E02001264,150000
E02001265,144250
E02001266,135250
E02001267,150000
E02001268,176000
E02001269,140000
E02001270,182500
E02001271,167500
E02001272,190250
E02001273,167995
E02001274,295000
E02001275,93000
E02001276,170000
E02001277,173998
E02001278,220000
E02001279,203500
E02001280,152475
E02001281,230000
E02001282,195625
E02001283,280000
E02001284,350000
E02001285,330000
E02001286,425000
E02002590,211000
E02002591,165000
E02002592,136500
E02002593,127500
E02002594,118000
E02002595,81350
E02002596,130000
E02002597,92500
E02002598,170750
E02002599,184745
E02002600,87300
E02002601,130000
E02002602,100000
E02002603,140000
E02002604,140000
E02002605,115750
E02002606,85000
E02002607,118000
E02002608,135000
E02002609,104975
E02002610,246750
E02002611,201000
E02002612,191500
E02002613,299975
E02002614,355000
E02005304,160000
E02005305,155000
E02005306,210000
E02005307,145000
E02005308,220000
E02005309,165000
E02005310,168975
E02005311,210000
E02005312,112500
E02005313,76000
E02005314,95000
E02005315,247500
E02005316,130000
E02005317,60000
E02005318,140000
E02001287,142500
E02001288,145000
E02001289,134975
E02001290,125000
E02001291,96100
E02001292,154000
E02001293,112500
E02001294,91000
E02001295,65000
E02001296,60000
E02001297,84938
E02001298,64025
E02001299,105000
E02001300,93000
E02001301,76000
E02001302,107750
E02001303,99960
E02001304,134998
E02001305,100000
E02001306,111100
E02001307,138000
E02001308,98500
E02001309,99950
E02001310,91662
E02001311,89500
E02001312,80000
E02001313,65500
E02001314,137500
E02001315,142500
E02001316,59000
E02001317,124498
E02001318,110000
E02001319,65000
E02001320,78818
E02001321,124000
E02001322,104750
E02001323,91000
E02001324,95000
E02001325,147000
E02001326,126500
E02001467,116000
E02001468,109000
E02001469,143000
E02001470,139250
E02001471,90000
E02001472,123000
E02001473,95000
E02001474,67000
E02001475,90000
E02001476,70000
E02001477,113950
E02001478,108250
E02001479,160000
E02001480,192500
E02001481,120000
E02001482,60500
E02001483,137000
E02001484,140000
E02001485,113750
E02001486,140000
E02001487,65438
E02001488,112000
E02001489,160000
E02001490,131000
E02001491,97325
E02001492,185000
E02001493,74000
E02001494,289250
E02001495,99250
E02001496,173750
E02001497,107350
E02001498,136000
E02001499,166500
E02001500,166000
E02001501,145000
E02001502,135500
E02001503,172500
E02001504,197500
E02001505,124950
E02001506,318000
E02001507,150500
E02001508,125000
E02005319,73500
E02005320,105300
E02005321,115000
E02005322,134500
E02005323,123995
E02005324,237500
E02005325,187500
E02005326,115000
E02005327,168725
E02005328,135000
E02005329,118000
E02005330,134000
E02005331,139875
E02005332,173000
E02001509,111000
E02001510,92500
E02001511,96500
E02001512,111000
E02001513,129150
E02001514,80000
E02001515,70000
E02001516,76500
E02001517,112000
E02001518,114995
E02001519,122000
E02001520,119000
E02001521,85000
E02001522,77425
E02001523,81000
E02001524,235000
E02001525,95000
E02001526,85000
E02001527,100000
E02001528,97500
E02001529,88000
E02001530,80000
E02001531,70000
E02001532,144998
E02001533,77000
E02001534,120000
E02001535,184995
E02001536,102500
E02001537,107500
E02001538,87750
E02002183,266250
E02002184,240000
E02002185,205000
E02002186,141000
E02002187,245000
E02002188,153250
E02002189,103000
E02002190,90000
E02002191,81246
E02002192,206500
E02002193,72750
E02002194,113500
E02002195,190000
E02002196,125000
E02002197,128500
E02002198,136250
E02002199,155000
E02002200,165250
E02002201,125000
E02002202,120000
E02002203,91500
E02002204,154750
E02002205,123750
E02002206,115000
E02002207,119000
E02002208,92250
E02002209,84000
E02002210,98000
E02002211,131750
E02002212,113000
E02002213,146500
E02002214,90000
E02002215,120000
E02002216,80000
E02002217,74000
E02002218,99250
E02002219,76000
E02002220,92000
E02002221,69500
E02002222,99000
E02002223,76000
E02002224,75000
E02002225,103750
E02002226,91750
E02002227,57500
E02002228,77250
E02002229,115000
E02002230,66750
E02002231,110000
E02002232,79000
E02002233,77500
E02002234,66000
E02002235,78000
E02002236,100000
E02002237,96250
E02002238,82500
E02002239,105000
E02002240,112000
E02002241,95000
E02002242,110000
E02002243,100000
E02002244,115000
E02002245,89000
E02002246,139650
E02002247,153500
E02002248,94000
E02002249,65000
E02002250,145000
E02002251,87500
E02002252,127500
E02002253,75000
E02002254,165000
E02002255,56000
E02002256,100000
E02002257,64975
E02002258,125000
E02002259,115000
E02002260,105000
E02002261,91500
E02002262,104950
E02002263,129500
E02002264,160000
E02002265,117000
E02002266,124975
E02002267,114500
E02002268,105000
E02002269,149000
E02002270,159000
E02005742,194650
E02005743,267000
E02005744,202500
E02005745,264028
E02005746,169998
E02005747,115000
E02005748,189475
E02005749,150000
E02001539,73000
E02001540,100500
E02001541,94750
E02001542,84000
E02001543,93000
E02001544,111000
E02001545,128000
E02001546,133500
E02001547,89500
E02001548,78000
E02001549,121975
E02001550,110000
E02001551,80000
E02001552,104000
E02001553,99999
E02001554,125000
E02001555,111998
E02001556,94500
E02001557,110000
E02001558,155000
E02001559,137500
E02001560,65000
E02001561,76000
E02001562,105000
E02001563,155000
E02001564,152250
E02001565,170000
E02001566,110000
E02001567,100000
E02001568,90000
E02001569,78000
E02001570,89000
E02001571,125000
E02001572,74000
E02001573,82000
E02001574,120000
E02001575,70000
E02001576,151000
E02001577,167475
E02002684,127750
E02002685,125000
E02002686,85000
E02002687,111500
E02002688,109000
E02002689,154000
E02002691,139225
E02002692,216000
E02002693,134000
E02002694,168500
E02002695,122500
E02002696,170000
E02002697,147475
E02002698,155000
E02002699,186250
E02002700,123000
E02002701,204000
E02002702,133500
E02002703,204975
E02002704,137500
E02002705,160000
E02002706,133000
E02002707,189000
E02002708,171000
E02002709,120000
E02002710,156000
E02002711,200000
E02002712,114000
E02002714,115500
E02002715,159995
E02002716,112500
E02002717,108500
E02002718,215000
E02002719,157500
E02002720,152875
E02002721,125000
E02002722,89500
E02002723,80000
E02002724,87000
E02002725,150000
E02006814,111000
E02006891,149999
E02006892,117000
E02005750,190000
E02005751,250000
E02005752,210000
E02005753,154000
E02005754,189250
E02005755,175000
E02005756,275000
E02005757,190000
E02005758,192500
E02005759,258750
E02005760,315000
E02005761,233950
E02005762,215000
E02005763,255000
E02005764,165000
E02005765,211500
E02005766,249000
E02005767,299950
E02005768,250000
E02005769,176000
E02005770,168500
E02005771,153000
E02005772,249995
E02005773,153000
E02005774,154950
E02005775,225000
E02005776,315000
E02005777,247250
E02005778,320000
E02005779,258500
E02005780,300000
E02005781,395000
E02002652,135497
E02002653,62000
E02002654,52500
E02002655,78500
E02002656,87500
E02002657,105600
E02002658,105000
E02002659,63750
E02002660,86500
E02002661,100000
E02002662,95225
E02002663,98500
E02002664,112500
E02002665,113100
E02002666,79750
E02002667,77975
E02002668,68000
E02002669,98000
E02002670,87000
E02002671,79000
E02002672,60000
E02002673,67000
E02002674,85000
E02002675,70725
E02002676,80000
E02002677,100000
E02002678,70000
E02002679,107500
E02002680,92234
E02002681,50000
E02002682,86250
E02006813,105000
E02002271,149975
E02002272,102995
E02002273,125000
E02002274,123000
E02002275,120000
E02002276,110000
E02002277,118000
E02002278,105750
E02002279,95000
E02002280,95000
E02002281,108000
E02002282,120000
E02002283,110000
E02002284,112500
E02002285,142000
E02002286,109995
E02002287,92500
E02002288,106330
E02002289,86475
E02002290,151000
E02002291,149000
E02002292,191000
E02002293,76000
E02002294,123000
E02002295,94950
E02002296,134950
E02002297,172500
E02002298,117500
E02002299,65000
E02002300,160000
E02002301,120000
E02002302,146250
E02002303,124250
E02002304,120948
E02002305,99995
E02002306,124975
E02002307,105000
E02002308,102250
E02002309,115000
E02002310,90000
E02002311,97000
E02002312,97000
E02002313,71000
E02002314,130500
E02002315,86225
E02002316,150000
E02002317,95000
E02002318,102500
E02002319,107750
E02002320,146000
E02002321,175000
E02002322,125000
E02002323,177500
E02002324,157000
E02002325,144224
E02002326,174000
E02002327,177250
E02002328,153500
E02002329,177750
E02002330,249950
E02002331,175000
E02002332,152000
E02002333,149950
E02002334,216000
E02002335,370000
E02002336,250000
E02002337,223120
E02002338,180000
E02002339,132500
E02002340,157063
E02002341,225750
E02002342,190000
E02002343,180000
E02002344,177750
E02002345,249950
E02002346,162000
E02002347,129500
E02002348,146000
E02002349,210000
E02002350,249188
E02002351,237500
E02002352,181000
E02002353,234500
E02002354,162500
E02002356,190000
E02002357,150000
E02002358,130000
E02002359,222503
E02002360,164000
E02002361,199250
E02002362,117000
E02002363,180000
E02002364,86000
E02002366,160000
E02002367,116500
E02002368,174975
E02002369,116500
E02002370,96850
E02002371,116500
E02002373,168750
E02002374,129000
E02002375,105000
E02002376,144495
E02002377,90000
E02002379,114000
E02002380,116000
E02002381,137000
E02002382,68250
E02002383,134725
E02002384,97000
E02002385,118000
E02002386,140000
E02002387,88000
E02002388,90500
E02002389,135000
E02002390,112995
E02002391,130750
E02002392,102475
E02002393,60500
E02002394,68000
E02002395,142000
E02002396,100000
E02002397,122000
E02002398,142365
E02002399,77500
E02002400,78000
E02002401,92000
E02002402,169995
E02002403,127000
E02002404,95100
E02002405,150000
E02002406,153000
E02002407,70000
E02002408,125000
E02002409,132425
E02002410,111500
E02002411,69375
E02002412,125000
E02002414,98000
E02002415,61000
E02002416,139250
E02002417,135000
E02002418,119000
E02002419,89950
E02002420,84975
E02002421,73000
E02002422,135000
E02002423,82500
E02002424,135000
E02002425,140000
E02002426,136000
E02002427,129000
E02002428,109995
E02002429,142000
E02002430,73750
E02002431,106000
E02002432,125000
E02002433,97000
E02002434,149995
E02002435,130500
E02002436,124500
E02002437,157500
E02006852,173750
E02006861,153750
E02006875,133000
E02006876,113975
E02002726,95000
E02002727,48000
E02002728,54000
E02002729,124950
E02002730,61000
E02002731,51000
E02002732,150000
E02002733,78500
E02002734,95750
E02002735,85000
E02002736,52375
E02002737,102500
E02002738,108000
E02002739,106000
E02002740,82000
E02002741,123500
E02002742,155000
E02002743,120000
E02002744,69748
E02002745,151000
E02002746,149950
E02002747,169950
E02002748,143000
E02002749,112000
E02002750,125000
E02002751,105000
E02002752,111000
E02002753,109500
E02002754,120000
E02002755,98000
E02002756,70000
E02002757,94000
E02002758,73000
E02002759,126975
E02002760,120500
E02002761,111000
E02002762,87500
E02002763,104999
E02002764,74975
E02002765,88000
E02002766,112500
E02002767,115000
E02002768,158500
E02002769,155000
