MSOA01CD,qualification_all_2001,qualification_2001,qualification_2001_pct
E02001649,5973,298,0.049891177
E02001650,4681,1280,0.273445845
E02001651,5424,2511,0.462942478
E02001652,5927,1417,0.239075418
E02001653,4250,343,0.080705882
E02001654,4684,479,0.102263023
E02001655,5340,366,0.068539326
E02001656,6165,2601,0.42189781
E02001657,6788,2993,0.440925162
E02001658,3907,236,0.060404402
E02001659,4240,331,0.078066038
E02001660,6978,2977,0.426626541
E02001661,5408,748,0.138313609
E02001662,5280,435,0.082386364
E02001663,5358,1644,0.306830907
E02001664,4426,440,0.099412562
E02001665,6565,2986,0.454836253
E02001666,4259,333,0.078187368
E02001667,4461,408,0.091459314
E02001668,4195,247,0.058879619
E02001669,5518,1265,0.229249728
E02001670,4183,299,0.071479799
E02001671,4457,580,0.130132376
E02001672,4234,448,0.105810109
E02001673,4222,658,0.155850308
E02001674,6395,1230,0.192337764
E02001675,6591,596,0.090426339
E02001676,4236,1193,0.281633617
E02001677,5945,1011,0.170058873
E02001678,6673,2495,0.3738948
E02001679,4278,536,0.125292193
E02001680,4179,264,0.063173008
E02001681,5417,1701,0.314011445
E02002183,3739,1323,0.353837925
E02002184,8395,3254,0.387611674
E02002185,3970,1368,0.344584383
E02002186,8890,1874,0.21079865
E02002187,4040,1393,0.34480198
E02002188,4372,915,0.209286368
E02002189,4188,817,0.195081184
E02002190,7510,722,0.096138482
E02002191,5860,438,0.074744027
E02002192,5826,1618,0.277720563
E02002193,3966,354,0.089258699
E02002194,5086,486,0.095556429
E02002195,4494,1148,0.255451713
E02002196,4307,746,0.173206408
E02002197,5283,1219,0.23074011
E02002198,5730,1048,0.182897033
E02002199,4335,799,0.184313725
E02002200,6669,1866,0.279802069
E02002201,7351,1193,0.162290845
E02002202,4303,1013,0.235417151
E02002203,5167,403,0.077994968
E02002204,7918,1814,0.229098257
E02002205,6930,1508,0.217604618
E02002206,5645,506,0.089636847
E02002207,4138,974,0.23537941
E02002208,5092,473,0.092890809
E02002209,3936,287,0.072916667
E02002210,5308,717,0.135079126
E02002211,4019,1153,0.286887285
E02002212,4034,725,0.17972236
E02002213,4369,742,0.169832914
E02002214,4001,463,0.11572107
E02002215,6184,841,0.135996119
E02002216,5626,690,0.122644863
E02002217,4984,562,0.112760835
E02002218,5961,900,0.150981379
E02002219,4147,561,0.135278515
E02002220,5373,515,0.095849618
E02002221,6232,615,0.098684211
E02002222,4805,571,0.118834547
E02002223,4322,562,0.130032392
E02002224,5578,459,0.082287558
E02002225,5177,916,0.17693645
E02002226,9631,1342,0.139341709
E02002227,3968,363,0.091481855
E02002228,3851,245,0.063619839
E02002229,5235,816,0.155873926
E02002230,5166,715,0.138404955
E02002231,6994,911,0.130254504
E02002232,4123,503,0.121998545
E02002233,4953,459,0.092671108
E02002234,4850,248,0.051134021
E02002235,4036,390,0.096630327
E02002236,4182,540,0.129124821
E02002237,5242,580,0.110644792
E02002238,4138,400,0.096665056
E02002239,5591,608,0.108746199
E02002240,7426,1177,0.158497172
E02002241,7907,698,0.088276211
E02002242,5593,560,0.100125156
E02002243,6632,734,0.110675513
E02002244,4385,466,0.10627138
E02002245,3796,274,0.072181243
E02002246,6666,1181,0.177167717
E02002247,6711,2400,0.357621815
E02002248,5100,421,0.08254902
E02002249,3971,310,0.078065978
E02002250,5624,1385,0.246266003
E02002251,5229,659,0.126027921
E02002252,4300,577,0.134186047
E02002253,4384,452,0.10310219
E02002254,4198,942,0.224392568
E02002255,4709,436,0.09258866
E02002256,6225,1232,0.197911647
E02002257,3768,437,0.115976645
E02002258,5501,944,0.171605163
E02002259,4415,1072,0.242808607
E02002260,6024,826,0.137118194
E02002261,5343,684,0.128017967
E02002262,5546,951,0.171474937
E02002263,4441,711,0.160099077
E02002264,4555,1259,0.276399561
E02002265,3901,711,0.182260959
E02002266,4424,845,0.191003617
E02002267,5322,715,0.134347989
E02002268,6357,791,0.124429762
E02002269,6524,1307,0.200337216
E02002270,5312,1442,0.271460843
E02002271,4878,778,0.159491595
E02002272,6767,845,0.124870696
E02002273,4271,688,0.161086397
E02002274,4342,713,0.164210041
E02002275,5598,727,0.12986781
E02002276,5219,715,0.136999425
E02002277,4384,532,0.121350365
E02002278,4199,596,0.141938557
E02002279,4080,467,0.114460784
E02002280,3739,279,0.074618882
E02002281,7369,765,0.103813272
E02002282,4368,443,0.101419414
E02002283,5270,469,0.088994307
E02002284,4408,536,0.121597096
E02002285,5575,901,0.16161435
E02002286,3843,553,0.143897996
E02002287,3849,680,0.176669265
E02002288,5913,483,0.081684424
E02002289,3930,319,0.081170483
E02002290,4586,834,0.181857828
E02002291,4529,790,0.174431442
E02002292,3949,904,0.228918714
E02002293,4342,287,0.066098572
E02002294,6572,659,0.100273889
E02002295,3942,357,0.090563166
E02002296,4482,943,0.210397144
E02002297,4571,1287,0.281557646
E02002298,4797,618,0.128830519
E02002299,4095,511,0.124786325
E02002300,4385,914,0.208437856
E02002301,4476,827,0.184763181
E02002302,3975,724,0.182138365
E02002303,4250,995,0.234117647
E02002304,4427,1234,0.27874407
E02002305,4086,420,0.102790015
E02002306,4437,1004,0.226279017
E02002307,4231,483,0.11415741
E02002308,4270,832,0.194847775
E02002309,4289,834,0.194450921
E02002310,3912,526,0.134458078
E02002311,4385,759,0.17309008
E02002312,4631,794,0.17145325
E02002313,4484,587,0.130909902
E02002314,4159,899,0.21615773
E02002315,4482,646,0.144132084
E02002316,4364,822,0.188359303
E02002317,4462,636,0.142536979
E02002318,4256,616,0.144736842
E02002319,4460,805,0.180493274
E02002320,4437,902,0.203290512
E02002321,5258,1198,0.227843286
E02002322,4352,927,0.213005515
E02002323,5742,1521,0.264890282
E02002324,4406,874,0.198365865
E02002325,5618,1139,0.202741189
E02002326,4280,1209,0.282476636
E02002327,6580,1674,0.254407295
E02002328,4651,1323,0.284454956
E02002329,7989,2152,0.269370384
E02002330,5242,1525,0.290919496
E02002331,4462,712,0.1595697
E02002332,4306,858,0.199256851
E02002333,5769,1611,0.27925117
E02002334,5243,1606,0.306313179
E02002335,5278,1772,0.335733232
E02002336,4521,1602,0.354346384
E02002337,4376,1240,0.283363803
E02002338,4467,1016,0.227445713
E02002339,4257,719,0.168898285
E02002340,4200,793,0.188809524
E02002341,5347,1943,0.363381335
E02002342,4523,1026,0.226840593
E02002343,4328,1000,0.231053604
E02002344,5374,1900,0.35355415
E02002345,4445,1757,0.395275591
E02002346,4308,835,0.193825441
E02002347,3994,770,0.192789184
E02002348,4084,1105,0.270568071
E02002349,4015,1842,0.458779577
E02002350,4845,1322,0.272858617
E02002351,4037,1013,0.250928908
E02002352,5221,1939,0.371384792
E02002353,4173,1673,0.400910616
E02002354,5504,1375,0.249818314
E02002355,4561,1430,0.313527735
E02002356,5537,1846,0.333393534
E02002357,5677,1454,0.256121191
E02002358,5617,691,0.123019405
E02002359,4566,1167,0.255584757
E02002360,4383,1399,0.319187771
E02002361,4062,1566,0.385524372
E02002362,5321,904,0.169892877
E02002363,4761,2078,0.436462928
E02002364,3936,218,0.055386179
E02002365,4792,2524,0.526711185
E02002366,5217,1597,0.306114625
E02002367,4001,696,0.173956511
E02002368,5579,1352,0.242337336
E02002369,4976,433,0.087017685
E02002370,4472,229,0.051207513
E02002371,5282,1199,0.226997349
E02002372,5463,1443,0.264140582
E02002373,7070,2073,0.29321075
E02002374,4714,1380,0.292745015
E02002375,4614,437,0.094711747
E02002376,3870,361,0.093281654
E02002377,3988,599,0.150200602
E02002378,5775,1579,0.273419913
E02002379,3658,194,0.053034445
E02002380,4156,481,0.115736285
E02002381,4374,674,0.154092364
E02002382,4079,588,0.144152979
E02002383,6811,1503,0.220672442
E02002384,6117,1399,0.228706882
E02002385,6527,2292,0.351156734
E02002386,6621,1003,0.151487691
E02002387,4004,451,0.112637363
E02002388,5218,568,0.108853967
E02002389,4201,281,0.066888836
E02002390,4256,436,0.102443609
E02002391,5733,958,0.167102739
E02002392,5166,1569,0.303716609
E02002393,4321,808,0.186993751
E02002394,4499,447,0.099355412
E02002395,4469,854,0.191094205
E02002396,6163,1007,0.163394451
E02002397,5263,592,0.112483375
E02002398,5635,816,0.144809228
E02002399,4174,320,0.076665069
E02002400,5620,659,0.117259786
E02002401,3757,197,0.052435454
E02002402,4575,935,0.204371585
E02002403,4331,629,0.145232048
E02002404,4172,375,0.089884947
E02002405,5554,782,0.140799424
E02002406,5713,842,0.147383161
E02002407,4239,313,0.073838169
E02002408,5104,855,0.167515674
E02002409,4472,452,0.101073345
E02002410,4350,434,0.099770115
E02002411,4340,380,0.087557604
E02002412,4536,458,0.100970018
E02002413,4687,804,0.171538297
E02002414,3694,283,0.07661072
E02002415,3983,436,0.109465227
E02002416,4617,487,0.105479749
E02002417,4322,504,0.116612679
E02002418,5307,568,0.107028453
E02002419,5212,419,0.080391404
E02002420,5430,542,0.099815838
E02002421,3890,186,0.04781491
E02002422,4305,563,0.130778165
E02002423,4051,212,0.052332757
E02002424,5445,701,0.128741965
E02002425,5785,698,0.120656871
E02002426,5606,1016,0.181234392
E02002427,5192,688,0.132511556
E02002428,4406,354,0.080344984
E02002429,5580,807,0.144623656
E02002430,4808,204,0.042429285
E02002431,5541,744,0.134271792
E02002432,4859,567,0.116690677
E02002433,4109,516,0.125578
E02002434,4463,600,0.134438718
E02002435,5054,720,0.142461417
E02002436,4790,531,0.11085595
E02002437,4582,713,0.155608904
E02002438,5480,258,0.047080292
E02002439,5693,352,0.061830318
E02002440,5492,442,0.080480699
E02002441,5420,320,0.05904059
E02002442,4324,372,0.086031452
E02002443,4448,707,0.158947842
E02002444,4227,678,0.160397445
E02002445,5178,638,0.123213596
E02002446,4433,621,0.140085721
E02002447,4248,219,0.051553672
E02002448,5402,299,0.05534987
E02002449,5537,610,0.110167961
E02002450,4306,445,0.103344171
E02002451,5581,1018,0.182404587
E02002452,5253,588,0.111936037
E02002453,6251,538,0.086066229
E02002454,4474,788,0.176128744
E02002455,4060,311,0.076600985
E02002456,4827,910,0.188522892
E02002457,5275,645,0.122274882
E02002458,6369,783,0.122939237
E02002459,6226,696,0.111789271
E02002460,5527,1195,0.216211326
E02002461,6329,644,0.101753832
E02002462,5327,781,0.146611601
E02002463,6008,392,0.065246338
E02002464,5805,403,0.069422911
E02002465,4302,646,0.150162715
E02002466,6633,968,0.145936982
E02002467,5849,741,0.126688323
E02002468,4465,818,0.183202688
E02002469,4543,676,0.148800352
E02002470,4725,1744,0.369100529
E02002471,7328,1710,0.233351528
E02002472,4342,784,0.180561953
E02002473,4741,782,0.164944105
E02002474,4378,532,0.121516674
E02002475,4061,1084,0.266929328
E02002476,4216,208,0.049335863
E02002477,4090,361,0.088264059
E02002478,4268,426,0.099812559
E02002479,5715,456,0.079790026
E02002480,4462,311,0.069699686
E02002481,4113,241,0.0585947
E02002482,4420,315,0.071266968
E02002796,4266,1221,0.286216596
E02002797,5091,1373,0.269691613
E02002798,7788,2110,0.270929635
E02002799,4088,404,0.098825832
E02002800,4375,1670,0.381714286
E02002801,5329,535,0.10039407
E02002802,5167,396,0.076640217
E02002803,5010,1048,0.209181637
E02002804,4978,451,0.090598634
E02002805,4528,817,0.180432862
E02002806,4341,912,0.210089841
E02002807,6235,609,0.097674419
E02002808,7366,1337,0.181509639
E02002809,4226,472,0.111689541
E02002810,5680,1397,0.245950704
E02002811,5389,860,0.159584338
E02002812,4154,1090,0.262397689
E02002813,5214,685,0.131377062
E02002814,5365,1378,0.256849953
E02002815,4199,602,0.143367468
E02002816,5392,1799,0.333642433
E02002817,4370,1068,0.244393593
E02002818,4088,436,0.10665362
E02002819,4576,625,0.136582168
E02002820,6057,590,0.097407958
E02002821,6073,448,0.073769142
E02002822,4584,814,0.177574171
E02002823,5390,505,0.093692022
E02002824,6317,674,0.106696217
E02002825,4110,647,0.157420925
E02002826,4410,1069,0.242403628
E02002827,4359,670,0.153704978
E02002828,5458,802,0.146940271
E02002829,6349,431,0.067884706
E02002830,5357,620,0.11573642
E02002831,4512,610,0.135195035
E02002832,5372,709,0.13198064
E02002833,4997,590,0.118070843
E02002834,5615,684,0.121816563
E02002835,4320,939,0.217361111
E02002836,6101,731,0.119816424
E02002837,4143,387,0.093410572
E02002838,4654,321,0.068972927
E02002839,4782,571,0.119406106
E02002840,5963,477,0.079993292
E02002841,4885,317,0.064892528
E02002842,4802,879,0.18304873
E02002843,7005,776,0.110778016
E02002844,6352,676,0.106423174
E02002845,6099,809,0.132644696
E02002846,5230,1170,0.223709369
E02002847,6132,813,0.13258317
E02002848,6493,1032,0.158940397
E02002849,7714,2250,0.29167747
E02002850,6833,1811,0.265037319
E02002851,4819,1024,0.212492218
E02002852,3873,232,0.059901885
E02002853,8178,2001,0.244680851
E02002854,5037,506,0.100456621
E02002855,4392,1135,0.258424408
E02002856,7964,3531,0.443370166
E02002857,4347,824,0.189556016
E02002858,5518,2301,0.416998913
E02002859,5846,1305,0.223229559
E02002860,5477,834,0.152273142
E02002861,4620,308,0.066666667
E02002862,5324,269,0.05052592
E02002868,4750,517,0.108842105
E02002869,4744,253,0.053330523
E02002870,5506,362,0.065746458
E02002871,5616,523,0.093126781
E02002872,5881,389,0.066145213
E02002873,5196,371,0.071401078
E02002874,5233,1010,0.193005924
E02002875,5118,688,0.134427511
E02002876,5535,826,0.149232159
E02002877,5788,2195,0.379232896
E02002878,4870,236,0.048459959
E02002879,5413,1254,0.231664511
E02002880,4992,302,0.060496795
E02002881,3739,230,0.061513774
E02002882,6195,2751,0.444067797
E02002883,4717,895,0.189739241
E02002884,4378,1305,0.298081316
E02002885,5252,1127,0.21458492
E02002886,5286,799,0.151153992
E02002887,3925,361,0.091974522
E02002888,4358,414,0.094997705
E02002889,5269,1266,0.240273297
E02002890,4662,760,0.163020163
E02002891,5494,592,0.107753913
E02002892,3718,416,0.111888112
E02002893,6898,1619,0.234705712
E02002894,4440,1531,0.34481982
E02002895,5202,1893,0.363898501
E02002896,5786,1076,0.185966125
E02002897,5498,1678,0.305201892
E02002898,8748,2453,0.28040695
E02002899,7552,1360,0.180084746
E02002900,6987,1566,0.224130528
E02002901,3975,589,0.148176101
E02002902,6391,385,0.060240964
E02002903,4256,322,0.075657895
E02002904,4420,193,0.043665158
E02002863,6031,1146,0.190018239
E02002864,3828,747,0.195141066
E02002865,5124,1282,0.25019516
E02002866,4823,1228,0.254613311
E02002867,5471,1461,0.267044416
E02004029,4550,376,0.082637363
E02004030,4097,1061,0.258969978
E02004031,4958,307,0.061920129
E02004032,6104,870,0.142529489
E02004033,6104,630,0.103211009
E02004034,5336,770,0.144302849
E02004035,4612,1051,0.227883781
E02004036,6963,597,0.085738906
E02004037,5630,1121,0.199111901
E02004038,4818,1000,0.207555002
E02004039,5536,1034,0.186777457
E02004040,5823,556,0.095483428
E02004041,4701,507,0.107849394
E02004042,5125,396,0.077268293
E02004043,5014,752,0.149980056
E02004044,4988,1757,0.352245389
E02004045,6491,989,0.152364813
E02004046,4428,505,0.114046974
E02004047,3567,254,0.071208298
E02004048,4576,350,0.076486014
E02004049,5591,654,0.116973708
E02004050,4576,312,0.068181818
E02004051,6216,443,0.071267696
E02004052,5332,624,0.117029257
E02004053,4944,365,0.073826861
E02004054,6032,630,0.104442971
E02004055,5122,589,0.114994143
E02004056,4915,324,0.065920651
E02004057,5250,497,0.094666667
E02004058,5229,462,0.088353414
E02004059,5166,681,0.131823461
E02004060,5166,444,0.085946574
E02004061,5217,651,0.124784359
E02004062,5802,988,0.170286108
E02004063,5781,1273,0.220204117
E02004064,5225,765,0.146411483
E02004065,6358,1844,0.290028311
E02004066,7689,1189,0.154636494
E02004067,4370,395,0.090389016
E02004068,5410,1559,0.288170055
E02004069,5045,1559,0.309018831
E02004070,4485,1032,0.230100334
E02004071,3649,772,0.211564812
E02004072,6114,1517,0.248119071
E02004073,6718,1627,0.242185174
E02004074,4126,859,0.208191953
E02004075,5382,1356,0.251950948
E02004076,3942,588,0.149162861
E02004077,5564,1297,0.233105679
E02004078,4809,254,0.052817634
E02004079,4943,676,0.136759053
E02004080,6348,453,0.071361059
E02004081,4199,967,0.230292927
E02004082,4641,944,0.203404439
E02004083,5334,556,0.10423697
E02004084,4414,239,0.054145899
E02004085,5976,879,0.147088353
E02004086,5328,1065,0.199887387
E02004087,5608,659,0.117510699
E02004088,5515,1078,0.195466908
E02004089,4668,515,0.110325621
E02004090,4219,727,0.172315715
E02004091,6742,975,0.144615841
E02004092,6551,765,0.116776065
E02004093,4583,1018,0.222125245
E02004094,5260,809,0.153802281
E02004095,6611,1429,0.216154893
E02004096,6979,2275,0.325977934
E02004097,5831,1589,0.272509004
E02004098,5373,1049,0.195235436
E02004099,3647,926,0.253907321
E02004100,5266,1418,0.269274592
E02004101,5409,863,0.1595489
E02004102,5773,1276,0.221028928
E02004103,4851,476,0.098124098
E02004104,4861,990,0.203661798
E02004105,6913,756,0.109359178
E02004106,5474,981,0.179210815
E02004107,5156,500,0.096974399
E02004108,5116,769,0.150312744
E02004109,5328,1276,0.239489489
E02004110,5676,1140,0.200845666
E02004111,4005,552,0.137827715
E02004112,4834,1328,0.274720728
E02004113,6392,424,0.066332916
E02004114,5387,1161,0.215518842
E02004115,6280,792,0.12611465
E02004116,5156,368,0.071373157
E02004117,5380,690,0.128252788
E02004118,4503,1055,0.234288252
E02004119,4844,1349,0.278488852
E02004120,5430,986,0.181583794
E02004121,4582,1369,0.298777826
E02004122,4405,1315,0.298524404
E02004123,4396,1080,0.245677889
E02004124,5273,520,0.098615589
E02004125,6063,522,0.086095992
E02004126,4747,494,0.104065726
E02004127,8137,762,0.093646307
E02004128,6931,978,0.14110518
E02005333,7238,1317,0.181956342
E02005334,3928,746,0.189918534
E02005335,4839,1196,0.247158504
E02005336,4200,800,0.19047619
E02005337,6884,837,0.121586287
E02005338,6405,942,0.1470726
E02005339,6164,1262,0.204737184
E02005340,6663,834,0.125168843
E02005341,4558,791,0.173541027
E02005342,5088,824,0.161949686
E02005343,4954,848,0.171174808
E02005344,5287,1010,0.191034613
E02005345,4322,854,0.197593707
E02005346,7020,1328,0.189173789
E02005347,6741,1443,0.214063195
E02005348,4503,1104,0.245169887
E02005349,4760,651,0.136764706
E02005350,4785,751,0.156948798
E02005351,9193,1484,0.161427173
E02005352,4078,1240,0.304070623
E02005353,5880,1268,0.215646259
E02005354,6231,2144,0.344086022
E02005355,4147,888,0.214130697
E02005356,4374,1339,0.306127115
E02005357,4576,468,0.102272727
E02005358,6957,1468,0.211010493
E02005359,4236,605,0.142823418
E02005360,4368,1347,0.308379121
E02005361,4228,716,0.169347209
E02005362,4222,429,0.101610611
E02005363,4728,828,0.175126904
E02005364,3574,515,0.144096251
E02005365,6583,645,0.097979645
E02005366,4222,588,0.139270488
E02005367,4792,1158,0.241652755
E02005368,4078,1143,0.280284453
E02005369,6220,1600,0.257234727
E02005370,6027,1147,0.19031027
E02005371,6620,1460,0.220543807
E02005372,6483,1808,0.278883233
E02005373,6645,1584,0.238374718
E02005374,4083,639,0.156502572
E02005375,4740,1067,0.225105485
E02005376,5899,1219,0.206645194
E02005377,5403,925,0.171201185
E02005378,3748,712,0.189967983
E02005379,4040,693,0.171534653
E02005380,5904,1330,0.225271003
E02005381,5846,1066,0.182346904
E02005382,6558,652,0.099420555
E02005383,6350,621,0.097795276
E02005384,4830,1049,0.217184265
E02005385,4574,842,0.184083953
E02005386,5728,720,0.125698324
E02005387,5779,655,0.113341409
E02005388,4157,504,0.12124128
E02005389,4269,637,0.149215273
E02005390,6436,1206,0.187383468
E02005391,6464,1631,0.252320545
E02005392,6148,1022,0.166232921
E02005393,4972,894,0.179806919
E02005394,5788,592,0.102280581
E02005395,6450,878,0.136124031
E02005396,4856,1239,0.25514827
E02005397,5608,1118,0.19935806
E02005398,4181,996,0.238220521
E02005399,4144,1094,0.263996139
E02005400,4132,488,0.118102614
E02005401,3904,900,0.230532787
E02005402,4201,1077,0.256367532
E02005403,4821,564,0.116988177
E02005404,5092,737,0.144736842
E02005405,4782,583,0.121915517
E02005406,4205,287,0.068252081
E02005407,5312,742,0.139683735
E02005408,5040,774,0.153571429
E02005409,6736,725,0.107630641
E02005410,5621,1405,0.249955524
E02005411,5055,1368,0.270623145
E02005412,5600,1271,0.226964286
E02005413,6103,908,0.148779289
E02005414,5311,573,0.107889286
E02005415,5477,462,0.084352748
E02005416,7355,1030,0.140040789
E02005417,5142,447,0.086931155
E02005418,5765,419,0.072679965
E02005419,4709,626,0.132936929
E02005420,5441,382,0.070207682
E02005421,9675,1238,0.127958656
E02005422,3852,399,0.103582555
E02005423,5694,537,0.0943098
E02005424,7548,1390,0.184154743
E02005425,4522,676,0.149491375
E02005426,6663,832,0.124868678
E02005427,4554,828,0.181818182
E02005428,5759,417,0.072408404
E02005429,4075,318,0.07803681
E02005430,4762,750,0.15749685
E02005431,5928,669,0.112854251
E02005432,5500,1053,0.191454545
E02005433,5267,311,0.059046896
E02005434,4496,552,0.122775801
E02005435,4724,282,0.059695174
E02005436,4940,523,0.105870445
E02005437,4547,332,0.073015175
E02005438,4396,336,0.076433121
E02005439,6635,930,0.140165787
E02005440,3789,320,0.084455001
E02005441,6100,797,0.130655738
E02005442,4008,252,0.062874251
E02005443,4104,607,0.147904483
E02005444,8172,2135,0.261257954
E02005445,6898,944,0.136851261
E02005446,4799,1007,0.209835382
E02005447,5016,627,0.125
E02005448,4233,340,0.080321285
E02005449,4621,626,0.135468513
E02005450,6575,1089,0.165627376
E02005451,5052,354,0.070071259
E02005452,8277,1065,0.128669808
E02005453,7355,1477,0.200815772
E02005454,8399,1016,0.120966782
E02005455,6933,1222,0.176258474
E02005456,6451,1003,0.155479771
E02005457,5471,899,0.164320965
E02005458,3948,918,0.232522796
E02005459,5073,529,0.104277548
E02005460,4495,900,0.200222469
E02005461,4124,789,0.191319108
E02005462,5631,671,0.119161783
E02005463,4806,806,0.167707033
E02005464,5286,790,0.149451381
E02005465,5696,657,0.115344101
E02005466,4443,394,0.088678821
E02005467,4577,328,0.071662661
E02005468,4923,567,0.115173675
E02005469,4726,510,0.107913669
E02005470,5927,830,0.140037118
E02005471,5422,537,0.099040944
E02005472,6296,448,0.07115629
E02005473,5275,528,0.100094787
E02005474,4461,427,0.095718449
E02005475,3761,443,0.117787822
E02005476,4870,1046,0.214784394
E02005477,6084,1215,0.199704142
E02005478,7099,951,0.13396253
E02005479,5517,993,0.179989125
E02005480,4746,272,0.05731142
E02005481,6466,745,0.115218064
E02005482,6395,1129,0.176544175
E02005483,4947,840,0.169799879
E02005484,4681,842,0.179876095
E02005485,4071,638,0.156718251
E02005486,4341,556,0.128081087
E02005487,6314,1506,0.23851758
E02005488,4661,827,0.177429736
E02005489,5180,963,0.185907336
E02005490,6229,834,0.13388987
E02005491,7782,1862,0.239270111
E02005492,6669,1248,0.187134503
E02005493,5804,1012,0.174362509
E02005494,5721,962,0.168152421
E02005495,6527,606,0.092845105
E02005496,4278,826,0.193080879
E02005497,4114,250,0.060768109
E02005498,4852,873,0.179925804
E02005499,5050,1039,0.205742574
E02005500,3832,801,0.209029228
E02005501,4964,1286,0.25906527
E02005502,5432,810,0.149116348
E02005612,4088,600,0.146771037
E02005613,6159,378,0.0613736
E02005614,4331,442,0.102054953
E02005615,6545,436,0.066615737
E02005616,3791,255,0.067264574
E02005617,6899,394,0.057109726
E02005618,6235,713,0.114354451
E02005619,3994,1089,0.272658988
E02005620,5388,1309,0.24294729
E02005621,5520,1278,0.231521739
E02005622,5979,1878,0.314099348
E02005623,5400,1170,0.216666667
E02005624,5210,942,0.180806142
E02005625,5477,622,0.113565821
E02005626,4906,448,0.091316755
E02005627,4785,1044,0.218181818
E02005628,5430,1173,0.216022099
E02005629,3796,959,0.252634352
E02005630,6511,1896,0.291199509
E02005631,6129,1271,0.207374776
E02005632,4186,845,0.201863354
E02005633,5933,736,0.124051913
E02005634,5086,545,0.107156901
E02005635,4767,672,0.140969163
E02005636,6876,658,0.095695172
E02005637,5429,553,0.101860379
E02005638,6091,873,0.143326219
E02005639,3799,963,0.25348776
E02005640,5794,802,0.138419054
E02005641,5091,730,0.143390297
E02005642,5425,997,0.183778802
E02005643,5289,345,0.065229722
E02005644,5151,662,0.128518734
E02005645,6370,1419,0.222762951
E02005646,4860,674,0.138683128
E02005647,4493,613,0.136434454
E02005648,5064,981,0.193720379
E02005649,7367,1179,0.160038007
E02005650,4697,652,0.138812008
E02005651,4536,614,0.135361552
E02005652,4454,517,0.116075438
E02005653,5481,612,0.111658456
E02005654,5427,619,0.114059333
E02005655,4286,693,0.161689221
E02005656,4027,372,0.092376459
E02005657,4431,732,0.165199729
E02005658,4229,479,0.113265547
E02005659,3491,491,0.140647379
E02005660,3979,460,0.115606936
E02005661,4188,531,0.126790831
E02005662,4729,972,0.205540283
E02005663,4298,810,0.188459749
E02005664,5071,967,0.190692171
E02005665,5570,895,0.160682226
E02005666,4833,384,0.079453755
E02005667,4363,535,0.122622049
E02005668,4208,571,0.135693916
E02005669,4310,1220,0.283062645
E02005670,4744,713,0.15029511
E02005671,5189,1469,0.283098863
E02005672,4546,1074,0.23625165
E02005673,4289,576,0.134297039
E02005674,4437,1049,0.236421005
E02005675,3901,463,0.118687516
E02005676,3751,474,0.126366302
E02005677,4311,848,0.196706101
E02005678,4547,1164,0.255992962
E02005679,6595,1477,0.223957544
E02005680,4063,1053,0.259168102
E02005681,5919,1125,0.19006589
E02005682,4681,1089,0.232642598
E02005683,6574,1219,0.185427441
E02005684,6007,1663,0.276843682
E02005685,5377,991,0.184303515
E02005686,5536,1195,0.215859827
E02005687,4106,1155,0.281295665
E02005688,5413,1004,0.185479401
E02005689,5587,1181,0.211383569
E02005690,3762,718,0.190855928
E02005691,4483,1065,0.237564131
E02005692,4637,690,0.148803105
E02005693,4747,538,0.113334738
E02005694,6002,1010,0.168277241
E02005695,4782,629,0.131534923
E02005696,4226,214,0.050638902
E02005697,3999,514,0.128532133
E02005698,4177,417,0.099832416
E02005699,5348,518,0.096858639
E02005700,6460,1257,0.194582043
E02005701,7686,1144,0.14884205
E02005819,4488,370,0.082442068
E02005820,4474,384,0.085829236
E02005821,4057,261,0.064333251
E02005822,5711,402,0.070390475
E02005823,4598,227,0.049369291
E02005824,6363,634,0.099638535
E02005825,5637,478,0.084796878
E02005826,4075,197,0.048343558
E02005827,5376,625,0.11625744
E02005828,5000,425,0.085
E02005829,4588,418,0.091107236
E02005830,4584,485,0.105802792
E02005831,5442,673,0.123667769
E02005832,5485,454,0.082771194
E02005833,5535,568,0.102619693
E02005834,5161,292,0.056578183
E02005835,6973,670,0.096084899
E02005836,6360,1188,0.186792453
E02005837,5505,1132,0.205631244
E02005838,6098,741,0.121515251
E02005839,4145,481,0.116043426
E02005840,5542,775,0.139841213
E02005841,4782,660,0.138017566
E02005842,5750,963,0.167478261
E02005843,4052,582,0.143632774
E02005844,5270,669,0.126944972
E02005845,3582,323,0.090173088
E02005846,3982,249,0.062531391
E02005847,4524,705,0.155835544
E02005848,5155,640,0.124151309
E02005849,6605,1170,0.177138531
E02005850,5369,613,0.114173962
E02005851,4176,339,0.081178161
E02005852,5910,783,0.13248731
E02005853,6287,1047,0.166534118
E02005854,3722,451,0.121171413
E02005855,5283,1078,0.204050729
E02005856,5461,1979,0.362387841
E02005857,4531,457,0.100860737
E02005858,5698,1920,0.336960337
E02005859,6381,912,0.142924307
E02005860,6040,2370,0.392384106
E02005861,4150,1014,0.244337349
E02005862,5784,1054,0.182226833
E02005863,5140,1388,0.270038911
E02005864,5255,1210,0.230256898
E02005865,5827,1581,0.271323151
E02005866,6458,1117,0.172963766
E02005867,4211,616,0.146283543
E02005868,4908,671,0.136715566
E02005869,3846,384,0.099843994
E02005870,4681,538,0.114932707
E02005871,5293,936,0.176837332
E02005872,4019,1009,0.251057477
