MSOA01CD,space_all_2001,space_vacant_2001,space_vacant_2001_pct
E02004346,2498,326,0.130504404
E02004347,2876,111,0.038595271
E02004348,3825,372,0.097254902
E02004349,3800,179,0.047105263
E02004350,3936,205,0.052083333
E02004351,3223,140,0.043437791
E02004352,3272,221,0.067542787
E02004353,3445,113,0.032801161
E02004354,3254,163,0.050092194
E02004355,3254,125,0.038414259
E02005702,2945,455,0.154499151
E02005703,3163,173,0.05469491
E02005704,5372,357,0.066455696
E02005705,3443,403,0.117049085
E02005706,4368,269,0.061584249
E02005707,3267,328,0.100397919
E02005708,5824,1209,0.207589286
E02005709,3057,132,0.043179588
E02005710,4076,288,0.070657507
E02005711,3700,73,0.01972973
E02005712,2638,93,0.03525398
E02005713,2517,48,0.019070322
E02005714,2029,18,0.008871365
E02005715,3751,86,0.022927219
E02005716,3737,53,0.014182499
E02005717,3579,83,0.023190835
E02005718,3042,68,0.022353715
E02005719,3402,74,0.021751911
E02005720,4513,281,0.062264569
E02005721,2115,97,0.045862884
E02005722,2824,177,0.062677054
E02005723,3232,178,0.055074257
E02005724,2539,62,0.024419063
E02005725,2813,121,0.043014575
E02005726,3061,149,0.048676903
E02005727,2856,242,0.084733894
E02005728,3207,187,0.058309947
E02005729,2443,91,0.037249284
E02005730,5553,166,0.029893751
E02005731,4262,83,0.019474425
E02005732,3866,164,0.042421107
E02005733,3547,216,0.060896532
E02005734,2828,121,0.042786421
E02005735,3749,141,0.037610029
E02005736,3176,106,0.033375315
E02005737,3115,41,0.013162119
E02005738,2130,35,0.016431925
E02005739,4207,109,0.025909199
E02005740,4685,230,0.04909285
E02005741,3433,77,0.022429362
E02001682,3392,60,0.017688679
E02001683,3944,98,0.02484787
E02001684,3069,121,0.039426523
E02001685,3471,133,0.038317488
E02001686,3176,55,0.01731738
E02001687,5636,421,0.074698368
E02001688,3308,209,0.063180169
E02001689,3311,299,0.090305044
E02001690,3203,92,0.028723072
E02001691,4223,404,0.095666588
E02001692,2793,152,0.054421769
E02001693,2704,66,0.024408284
E02001694,2783,53,0.019044197
E02001695,2443,32,0.013098649
E02001696,4082,52,0.012738854
E02001697,3320,81,0.02439759
E02001698,3145,51,0.016216216
E02001699,3089,104,0.033667854
E02001700,4575,87,0.019016393
E02001701,2742,84,0.030634573
E02001702,3724,125,0.033566058
E02001703,2419,53,0.02190988
E02001704,3414,84,0.024604569
E02001705,3241,141,0.043505091
E02001706,2901,154,0.053085143
E02001707,3546,176,0.04963339
E02001708,3952,74,0.018724696
E02001709,3483,111,0.031869078
E02001710,4675,245,0.052406417
E02001711,4162,126,0.030273907
E02001712,4086,168,0.041116006
E02001713,4450,239,0.053707865
E02001714,3850,118,0.030649351
E02001715,4642,226,0.048685911
E02001716,2528,37,0.014636076
E02001717,2239,27,0.012058955
E02001718,2604,69,0.026497696
E02001719,3850,131,0.034025974
E02001720,3184,114,0.03580402
E02001721,4659,129,0.027688345
E02001722,4411,131,0.029698481
E02001723,2536,87,0.034305994
E02001724,3373,216,0.064037948
E02001725,4487,368,0.082014709
E02001726,4735,134,0.028299894
E02001727,3968,218,0.054939516
E02001728,4294,92,0.021425245
E02001729,4213,340,0.080702587
E02001730,4391,278,0.063311319
E02001731,4499,392,0.087130473
E02001732,2899,132,0.045532942
E02001733,5695,426,0.074802458
E02001734,3491,305,0.087367516
E02001735,2989,211,0.070592171
E02001736,5785,749,0.129472774
E02001737,3569,563,0.157747268
E02001738,2490,37,0.014859438
E02001739,3398,106,0.03119482
E02001740,2301,43,0.018687527
E02001741,3346,70,0.020920502
E02001742,2651,67,0.025273482
E02001743,3122,118,0.037796284
E02001744,2706,60,0.022172949
E02001745,2771,36,0.0129917
E02001746,3495,99,0.02832618
E02001747,2906,54,0.018582244
E02001748,2525,59,0.023366337
E02001749,2601,84,0.032295271
E02001750,2671,42,0.015724448
E02001751,2708,109,0.040251108
E02001752,2794,107,0.038296349
E02001753,3109,195,0.062721132
E02001754,2783,88,0.031620553
E02001755,3294,116,0.035215543
E02001756,3594,91,0.025319978
E02001757,2803,67,0.023902961
E02001758,2494,60,0.024057739
E02001759,3201,297,0.092783505
E02001760,3433,214,0.062336149
E02001761,2651,102,0.038476047
E02001762,2470,56,0.022672065
E02001763,2966,107,0.036075523
E02001764,3745,444,0.118558077
E02001765,3030,259,0.085478548
E02001766,2920,160,0.054794521
E02001767,3395,165,0.048600884
E02001768,3333,123,0.03690369
E02001769,3887,106,0.027270388
E02001770,3145,109,0.034658188
E02001771,2930,115,0.039249147
E02001772,2547,102,0.040047114
E02001773,2477,38,0.015341138
E02001774,2606,188,0.072141213
E02001775,2509,35,0.013949781
E02001776,3670,148,0.040326975
E02001777,2954,103,0.034867976
E02001778,2960,119,0.040202703
E02001779,2736,144,0.052631579
E02001780,2680,55,0.020522388
E02001781,2643,43,0.016269391
E02001782,3904,67,0.017161885
E02001783,3144,92,0.029262087
E02001784,2980,40,0.013422819
E02001785,3632,60,0.016519824
E02001786,3226,42,0.013019219
E02001787,2373,57,0.024020228
E02001788,2663,26,0.009763425
E02001789,2502,47,0.018784972
E02001790,2492,37,0.014847512
E02001791,2386,35,0.014668902
E02001792,3031,62,0.020455295
E02001793,3971,6,0.001510954
E02001794,3866,61,0.015778583
E02001795,3997,175,0.043782837
E02001796,4222,206,0.048792042
E02001797,2370,19,0.008016878
E02001798,3669,82,0.022349414
E02001799,4471,122,0.02728696
E02001800,2794,22,0.007874016
E02001801,2562,206,0.080405933
E02001802,2981,62,0.02079839
E02001803,3383,473,0.139816731
E02001804,2504,64,0.025559105
E02001805,2572,93,0.036158631
E02001806,4238,330,0.077866918
E02001807,2882,38,0.013185288
E02001808,2455,90,0.036659878
E02001809,2957,21,0.007101792
E02001810,3704,22,0.005939525
E02001811,4329,235,0.054285054
E02001812,4135,90,0.021765417
E02001813,4515,167,0.036987818
E02001814,2601,96,0.036908881
E02001815,4008,43,0.010728543
E02001816,3493,38,0.010878901
E02001817,3157,57,0.018055116
E02001818,3297,78,0.023657871
E02001819,3084,49,0.015888457
E02001820,3382,72,0.021289178
E02001821,2424,31,0.012788779
E02001822,3239,113,0.034887311
E02001823,3059,98,0.032036613
E02001824,3904,132,0.033811475
E02001825,3613,170,0.047052311
E02001826,2824,65,0.023016997
E02002615,4046,146,0.036085022
E02002616,3036,92,0.03030303
E02002617,2654,186,0.070082894
E02002618,2196,156,0.071038251
E02002619,3152,217,0.068845178
E02002620,3193,240,0.075164422
E02002621,2599,186,0.071565987
E02002622,3914,278,0.071027082
E02002623,4749,341,0.07180459
E02002624,3207,97,0.030246336
E02002625,3411,88,0.025798886
E02002626,3185,143,0.044897959
E02002627,2287,104,0.045474421
E02002628,3221,173,0.053710028
E02002629,2683,250,0.093179277
E02002630,2925,331,0.113162393
E02002631,3667,159,0.043359695
E02002632,2571,102,0.039673279
E02002633,3790,155,0.040897098
E02002634,4076,114,0.027968597
E02002635,3615,165,0.045643154
E02002636,3669,150,0.040883074
E02002637,2857,89,0.031151558
E02002638,3160,307,0.097151899
E02002639,2967,248,0.083586114
E02002640,3772,232,0.061505832
E02002641,3688,151,0.040943601
E02002642,4076,402,0.098626104
E02002643,3723,186,0.04995971
E02002644,3551,130,0.036609406
E02002645,2725,232,0.085137615
E02002646,3381,105,0.031055901
E02002647,3837,176,0.045869169
E02002648,3322,135,0.04063817
E02002649,3976,238,0.059859155
E02002650,3516,69,0.019624573
E02002651,3595,72,0.020027816
E02002574,2368,53,0.022381757
E02002575,2769,43,0.015529072
E02002576,3131,120,0.038326413
E02002577,3320,90,0.027108434
E02002578,3119,92,0.029496634
E02002579,3149,69,0.021911718
E02002580,3204,194,0.060549313
E02002581,2579,71,0.02753005
E02002582,2786,101,0.036252692
E02002583,3581,410,0.114493158
E02002584,3089,124,0.040142441
E02002585,4169,354,0.084912449
E02002586,4060,162,0.039901478
E02002587,2880,68,0.023611111
E02002588,3203,201,0.062753668
E02002589,2760,67,0.024275362
E02002590,2540,63,0.02480315
E02002591,2751,57,0.020719738
E02002592,2315,50,0.021598272
E02002593,2434,69,0.028348398
E02002594,2640,89,0.033712121
E02002595,3529,84,0.023802777
E02002596,3434,44,0.012813046
E02002597,3854,89,0.023092891
E02002598,2170,40,0.01843318
E02002599,3316,29,0.008745476
E02002600,3974,108,0.027176648
E02002601,3281,48,0.014629686
E02002602,3034,110,0.036255768
E02002603,2973,46,0.015472587
E02002604,3071,41,0.0133507
E02002605,3416,67,0.019613583
E02002606,3938,191,0.048501778
E02002607,3880,107,0.02757732
E02002608,3560,39,0.010955056
E02002609,3468,123,0.035467128
E02002610,4568,142,0.031085814
E02002611,3144,64,0.020356234
E02002612,4107,147,0.035792549
E02002613,2256,54,0.02393617
E02002614,2326,48,0.020636285
E02003794,3431,86,0.025065579
E02003795,2274,140,0.061565523
E02003796,3271,68,0.02078875
E02003797,3845,149,0.038751625
E02003798,2579,50,0.019387359
E02003799,3193,148,0.046351394
E02003800,2545,45,0.017681729
E02003801,2959,67,0.022642785
E02003802,3413,250,0.073249341
E02003803,3419,389,0.113775958
E02003804,3230,135,0.041795666
E02003805,2597,79,0.030419715
E02003806,2543,68,0.026740071
E02003807,3952,178,0.045040486
E02003808,2838,164,0.057787174
E02003809,2961,109,0.036811888
E02003810,3383,178,0.052616021
E02003811,2283,72,0.031537451
E02003812,2350,56,0.023829787
E02003813,2587,79,0.030537302
E02003814,2772,81,0.029220779
E02003815,2898,76,0.026224983
E02003816,3004,109,0.036284953
E02003817,2782,54,0.019410496
E02003818,2439,74,0.030340303
E02003819,2469,62,0.025111381
E02003820,2633,73,0.027725028
E02003821,2519,63,0.025009925
E02003822,4396,123,0.027979982
E02003823,3046,60,0.019697965
E02003824,2160,73,0.033796296
E02003825,2463,54,0.021924482
E02003826,2991,88,0.029421598
E02003827,3717,187,0.050309389
E02003828,2695,224,0.083116883
E02003829,2495,67,0.026853707
E02003830,3036,151,0.049736495
E02003831,3280,81,0.024695122
E02003832,2527,146,0.057776019
E02003833,2675,55,0.020560748
E02003834,2525,132,0.052277228
E02003835,3168,49,0.015467172
E02003836,3162,95,0.030044276
E02003837,3382,160,0.047309284
E02003838,2753,78,0.028332728
E02003839,2662,72,0.027047333
E02003840,3982,175,0.043947765
E02003841,3174,92,0.028985507
E02003842,2338,54,0.023096664
E02003843,2553,67,0.026243635
E02003844,2992,83,0.027740642
E02003845,3596,260,0.072302558
E02003846,3004,46,0.015312916
E02003847,3784,64,0.016913319
E02003848,2258,44,0.019486271
E02003849,2923,66,0.022579542
E02003850,2284,39,0.017075306
E02003851,2388,50,0.020938023
E02003852,2801,63,0.022491967
E02003853,2503,129,0.051538154
E02003854,2710,79,0.029151292
E02003855,2768,92,0.033236994
E02003856,4807,349,0.072602455
E02003857,2764,120,0.04341534
E02003858,2928,191,0.06523224
E02003859,4548,222,0.048812665
E02003860,2940,96,0.032653061
E02003861,2908,100,0.034387895
E02003862,2129,106,0.049788633
E02003863,2970,130,0.043771044
E02003864,3452,223,0.064600232
E02003865,3301,158,0.047864284
E02003866,2290,54,0.023580786
E02003867,2919,81,0.027749229
E02003868,3782,182,0.048122686
E02003869,3045,111,0.036453202
E02003870,4907,345,0.070307724
E02003871,3031,81,0.026723854
E02003872,4059,196,0.048287756
E02003873,2578,132,0.051202483
E02003874,3916,104,0.026557712
E02003875,2678,113,0.042195668
E02003876,2355,75,0.031847134
E02003877,3728,98,0.026287554
E02003878,3261,70,0.021465808
E02003879,2452,94,0.038336052
E02003880,2797,60,0.021451555
E02003881,2635,70,0.026565465
E02003882,3857,83,0.021519316
E02003883,3511,92,0.026203361
E02003884,3154,137,0.043436906
E02003885,2436,60,0.024630542
E02003886,2329,88,0.037784457
E02003887,2324,60,0.025817556
E02003888,2581,98,0.037969779
E02003889,2231,68,0.030479606
E02003890,2411,57,0.023641642
E02003891,2464,103,0.041801948
E02003965,4590,228,0.049673203
E02003966,3091,296,0.095761889
E02003967,3590,249,0.069359331
E02003968,3740,209,0.055882353
E02003969,2961,136,0.045930429
E02003970,3348,273,0.081541219
E02003971,3495,223,0.063805436
E02003972,4188,263,0.062798472
E02003973,3970,213,0.053652393
E02003974,3361,53,0.015769116
E02003975,2620,77,0.029389313
E02003976,3864,817,0.211438923
E02003977,2777,156,0.056175729
E02003978,2665,101,0.037898687
E02003979,3424,64,0.018691589
E02003980,3324,204,0.061371841
E02003981,3117,126,0.040423484
E02003982,2865,50,0.017452007
E02003983,3557,140,0.03935901
E02003984,3898,485,0.124422781
E02003985,3240,112,0.034567901
E02003986,3593,497,0.13832452
E02003987,2578,182,0.070597362
E02003988,2907,184,0.063295494
E02003989,3240,89,0.027469136
E02003990,3718,182,0.048951049
E02003991,3077,57,0.018524537
E02003992,4245,334,0.078680801
E02003993,3549,145,0.040856579
E02003994,3494,161,0.046078993
E02003995,4357,162,0.037181547
E02003996,4448,290,0.065197842
E02003997,3997,199,0.049787341
E02003998,3041,85,0.027951332
E02003999,3476,94,0.027042578
E02004000,2302,142,0.061685491
E02004001,2769,131,0.047309498
E02004002,4233,102,0.024096386
E02004003,5490,367,0.066848816
E02004004,4342,262,0.060340857
E02004005,3554,165,0.046426562
E02004006,3982,344,0.086388749
E02004007,4726,399,0.084426576
E02004008,2785,263,0.09443447
E02004009,2352,127,0.053996599
E02004010,3205,141,0.04399376
E02004011,4217,194,0.046004268
E02004012,3020,666,0.220529801
E02004013,4317,403,0.093351865
E02004014,3473,432,0.124388137
E02004015,4229,1238,0.292740601
E02004016,4416,826,0.187047101
E02004017,3823,265,0.06931729
E02004018,3538,170,0.048049746
E02004019,3392,130,0.038325472
E02004020,3513,102,0.029035013
E02004021,3014,669,0.221964167
E02004022,3029,463,0.152855728
E02004023,2911,416,0.142906218
E02004024,3161,212,0.067067384
E02004025,3670,272,0.074114441
E02004026,3593,154,0.042861119
E02004027,4005,467,0.116604245
E02004028,3381,162,0.047914818
E02000984,2927,54,0.018448924
E02000985,3264,54,0.016544118
E02000986,3322,68,0.020469597
E02000987,3360,114,0.033928571
E02000988,3432,189,0.05506993
E02000989,3671,85,0.023154454
E02000990,3042,91,0.02991453
E02000991,3374,115,0.034084173
E02000992,2329,56,0.024044654
E02000993,2900,258,0.088965517
E02000994,3380,221,0.065384615
E02000995,3482,108,0.031016657
E02000996,3439,247,0.071823204
E02000997,2436,91,0.037356322
E02000998,3646,307,0.084201865
E02000999,3378,298,0.08821788
E02001000,4086,315,0.077092511
E02001001,3120,175,0.056089744
E02001002,3914,177,0.045222279
E02001003,2859,58,0.020286814
E02001004,3148,196,0.062261753
E02001005,3089,214,0.069278084
E02001006,2873,154,0.053602506
E02001007,4197,117,0.027877055
E02001008,2820,176,0.062411348
E02001009,2906,165,0.056779078
E02001010,2507,142,0.056641404
E02001011,3385,91,0.026883309
E02001012,3017,125,0.041431886
E02001013,2470,67,0.027125506
E02001014,3511,128,0.03645685
E02001015,3572,183,0.051231803
E02001016,3317,243,0.073258969
E02001017,4269,129,0.03021785
E02001018,2920,66,0.02260274
E02001019,3783,101,0.026698388
E02001020,2520,51,0.020238095
E02001021,3155,84,0.026624406
E02001022,3233,78,0.024126199
E02001023,2218,44,0.019837692
E02001024,3162,66,0.020872865
E02001025,3351,137,0.040883318
E02001026,3666,216,0.058919804
E02001027,2880,135,0.046875
E02001028,3134,41,0.013082323
E02001029,2715,90,0.033149171
E02001030,2371,42,0.017714045
E02001031,2548,59,0.023155416
E02001032,3183,77,0.024191015
E02001033,2418,116,0.047973532
E02001034,3720,219,0.058870968
E02001035,2957,42,0.014203585
E02001036,2571,83,0.032283158
E02001037,3105,79,0.025442834
E02001038,2649,77,0.029067573
E02001039,3348,125,0.037335723
E02001040,2633,81,0.030763388
E02001041,3384,121,0.035756501
E02001042,2822,121,0.042877392
E02001043,2371,118,0.04976803
E02001044,2945,104,0.035314092
E02001045,3459,98,0.028331888
E02001046,3645,280,0.076817558
E02001047,4014,342,0.085201794
E02001048,3379,146,0.04320805
E02001049,3865,153,0.039586028
E02001050,2833,271,0.095658313
E02001051,3807,505,0.132650381
E02001052,4042,682,0.168728352
E02001053,4119,509,0.123573683
E02001054,3943,632,0.160284048
E02001055,3844,365,0.094953174
E02001056,3796,388,0.102212856
E02001057,3280,394,0.120121951
E02001058,3737,731,0.195611453
E02001059,4257,920,0.216114635
E02001060,3564,629,0.176487093
E02001061,4350,778,0.178850575
E02001062,3581,503,0.140463558
E02001063,2584,313,0.121130031
E02001064,3462,293,0.08463316
E02001065,3870,456,0.117829457
E02001066,3340,473,0.141616766
E02001067,3624,498,0.137417219
E02001068,3575,755,0.211188811
E02001069,3840,737,0.191927083
E02001070,2842,281,0.098874032
E02001071,4613,910,0.197268589
E02001072,3612,746,0.206533776
E02001073,3972,232,0.058408862
E02001074,4003,320,0.079940045
E02001075,3338,536,0.160575195
E02001076,2790,288,0.103225806
E02001077,3140,198,0.063057325
E02001078,3813,217,0.056910569
E02001079,3230,149,0.046130031
E02001080,3251,167,0.05136881
E02001081,2750,79,0.028727273
E02001082,2825,217,0.076814159
E02001083,3084,264,0.085603113
E02001084,3319,166,0.050015065
E02001085,3180,80,0.025157233
E02001086,2620,196,0.07480916
E02001087,4305,203,0.047154472
E02001088,3576,153,0.042785235
E02001089,2939,141,0.047975502
E02001090,2950,116,0.039322034
E02001091,3759,140,0.037243948
E02001092,3473,179,0.051540455
E02001093,3270,247,0.075535168
E02001094,3735,344,0.09210174
E02001095,3345,136,0.040657698
E02001096,3325,165,0.04962406
E02001097,3415,112,0.032796486
E02001098,2792,41,0.014684814
E02001099,2751,82,0.029807343
E02001100,2566,63,0.024551832
E02001101,2464,38,0.015422078
E02001102,2370,36,0.015189873
E02001103,2265,50,0.022075055
E02001104,2731,75,0.027462468
E02001105,2540,33,0.012992126
E02001106,2706,64,0.023651146
E02001107,2469,73,0.029566626
E02001108,2552,89,0.034874608
E02001109,3454,157,0.045454545
E02001110,2500,66,0.0264
E02001111,3013,179,0.059409227
E02001112,2384,32,0.013422819
E02001113,2644,159,0.060136157
E02001114,3328,81,0.024338942
E02001115,2523,61,0.024177566
E02001116,2471,117,0.047349251
E02001117,2422,57,0.023534269
E02001118,2634,54,0.020501139
E02001119,2748,154,0.056040757
E02001120,2550,330,0.129411765
E02001121,2711,264,0.09738104
E02001122,2147,145,0.067536097
E02001123,2669,106,0.039715249
E02001124,2613,132,0.050516648
E02001125,3183,71,0.022306001
E02001126,3309,208,0.06285887
E02001127,2882,123,0.042678695
E02001128,3430,213,0.062099125
E02001129,2693,160,0.059413294
E02001130,2552,38,0.014890282
E02001131,2374,65,0.027379949
E02001132,2784,97,0.034841954
E02001133,2436,42,0.017241379
E02001134,2506,77,0.030726257
E02001135,3151,127,0.040304665
E02001136,3598,81,0.022512507
E02001137,2525,61,0.024158416
E02001138,3728,87,0.02333691
E02001139,3232,173,0.053527228
E02001140,3046,101,0.03315824
E02001141,4770,202,0.042348008
E02001142,2395,52,0.0217119
E02001143,3967,249,0.062767835
E02001144,2644,79,0.029878971
E02001145,2886,57,0.01975052
E02001146,2862,177,0.061844864
E02001147,3692,141,0.038190683
E02001148,4110,79,0.019221411
E02001149,4643,200,0.043075598
E02001150,3666,181,0.049372613
E02001151,3738,77,0.020599251
E02001152,3886,148,0.038085435
E02001153,4810,649,0.134927235
E02001154,4252,124,0.029162747
E02001155,3390,116,0.034218289
E02001156,4180,68,0.016267943
E02001157,3543,328,0.092576912
E02001158,3045,246,0.080788177
E02001159,2334,74,0.031705227
E02001160,2710,230,0.084870849
E02001161,2509,51,0.020326823
E02001162,2546,0,0
E02001163,4058,84,0.020699852
E02001164,2375,55,0.023157895
E02001165,2661,3,0.001127396
E02001166,2349,127,0.05406556
E02001167,2647,155,0.058556857
E02001168,4029,90,0.022338049
E02001169,4303,48,0.011155008
E02001170,4062,100,0.024618415
E02001171,2341,26,0.011106365
E02001172,4482,435,0.097054886
E02001173,3793,398,0.104930134
E02001174,2417,103,0.042614812
E02001175,3053,118,0.038650508
E02001176,4803,167,0.034769935
E02001177,5003,200,0.039976014
E02001178,3429,157,0.045785943
E02001179,3174,360,0.11342155
E02001180,3240,165,0.050925926
E02001181,2614,131,0.050114767
E02001182,3009,120,0.039880359
E02001183,2821,144,0.051045728
E02001184,3273,190,0.058050718
E02001185,4253,90,0.021161533
E02001186,3912,155,0.039621677
E02001187,3201,67,0.020930959
E02001188,3309,105,0.031731641
E02001189,3719,71,0.019091154
E02001190,3072,173,0.056315104
E02001191,2653,78,0.029400678
E02001192,2909,116,0.039876246
E02001193,3008,91,0.03025266
E02001194,2587,64,0.02473908
E02001195,3202,73,0.022798251
E02001196,3409,93,0.027280727
E02001197,2730,57,0.020879121
E02001198,3340,93,0.027844311
E02001199,3569,84,0.023536004
E02001200,3300,118,0.035757576
E02001201,2511,61,0.02429311
E02001202,3038,92,0.030283081
E02001203,2460,68,0.027642276
E02001204,3784,86,0.022727273
E02001205,3665,142,0.038744884
E02001206,3014,62,0.02057067
E02001207,2964,62,0.020917679
E02001208,3362,86,0.025580012
E02001209,3257,114,0.035001535
E02001210,3011,79,0.026237131
E02001211,2449,35,0.014291548
E02001212,2530,79,0.031225296
E02001213,4123,136,0.03298569
E02001214,3106,56,0.01802962
E02001215,2672,76,0.028443114
E02001216,3044,46,0.015111695
E02001217,2996,112,0.037383178
E02001218,2390,41,0.017154812
E02001219,2279,26,0.011408513
E02001220,2328,40,0.017182131
E02001221,2366,19,0.008030431
E02001222,2440,41,0.016803279
E02001223,2874,46,0.016005567
E02001224,2619,49,0.018709431
E02001225,2996,49,0.01635514
E02001226,2679,62,0.023142964
E02001227,2424,42,0.017326733
E02001228,2237,80,0.035762181
E02001229,4064,211,0.051919291
E02001230,2421,82,0.033870302
E02001231,2565,117,0.045614035
E02001232,3475,221,0.063597122
E02001233,3358,123,0.036628946
E02001234,3352,190,0.056682578
E02001235,2845,122,0.04288225
E02001236,2469,136,0.05508303
E02001237,2711,112,0.041313169
E02001238,3330,132,0.03963964
E02001239,3958,106,0.026781203
E02001240,2731,108,0.039545954
E02001241,4148,396,0.095467695
E02001242,2386,62,0.025984912
E02001243,3410,110,0.032258065
E02001244,2359,28,0.011869436
E02001245,3439,176,0.051177668
E02001246,3145,122,0.038791733
E02001247,3067,131,0.042712749
E02001248,4026,259,0.064331843
E02001249,2856,107,0.037464986
E02001250,2569,59,0.022966135
E02001251,2751,108,0.039258451
E02001252,3276,68,0.020757021
E02001253,2312,52,0.022491349
E02001254,2525,70,0.027722772
E02001255,3003,153,0.050949051
E02001256,3982,217,0.054495229
E02001257,4300,182,0.042325581
E02001258,3197,89,0.027838599
E02001259,4056,314,0.077416174
E02001260,3057,23,0.007523716
E02001261,3069,91,0.029651352
E02001262,3025,87,0.028760331
E02001263,3343,50,0.014956626
E02001264,3232,70,0.021658416
E02001265,3461,105,0.030338053
E02001266,3094,81,0.026179703
E02001267,3260,89,0.027300613
E02001268,3026,62,0.020489095
E02001269,3690,107,0.02899729
E02001270,3451,123,0.035641843
E02001271,2803,57,0.020335355
