MSOA01CD,space_all_2001,space_vacant_2001,space_vacant_2001_pct
E02001603,2669,75,0.028100412
E02001604,3021,121,0.040052963
E02001605,2585,87,0.033655706
E02001606,3364,84,0.024970273
E02001607,3754,102,0.027171018
E02001608,2464,63,0.025568182
E02001609,3587,92,0.025648174
E02001610,3264,61,0.018688725
E02001611,3418,105,0.030719719
E02001612,2574,79,0.030691531
E02001613,4593,88,0.019159591
E02001614,4410,92,0.020861678
E02001615,3123,75,0.02401537
E02001616,3102,62,0.019987105
E02001617,2411,68,0.028204065
E02001618,3097,73,0.023571198
E02001619,4426,175,0.039539087
E02001620,2625,67,0.02552381
E02001621,2707,113,0.041743628
E02001622,4202,131,0.031175631
E02001623,3281,95,0.028954587
E02001624,3760,132,0.035106383
E02001625,3334,162,0.048590282
E02001626,2470,44,0.017813765
E02001627,2768,101,0.036488439
E02001628,2361,139,0.058873359
E02001629,2949,172,0.058324856
E02001630,3071,268,0.087267991
E02001631,3324,57,0.017148014
E02001632,4147,414,0.099831203
E02001633,3176,37,0.011649874
E02001634,4396,165,0.037534122
E02001635,2994,68,0.022712091
E02001636,3976,160,0.040241449
E02001637,2338,129,0.055175364
E02001638,2352,73,0.031037415
E02001639,2847,100,0.035124693
E02001640,2926,122,0.041695147
E02001641,2680,181,0.067537313
E02001642,3984,106,0.026606426
E02001643,2724,39,0.014317181
E02001644,2875,198,0.068869565
E02001645,3349,267,0.079725291
E02001646,2737,99,0.03617099
E02001647,2767,88,0.031803397
E02001648,2605,80,0.030710173
E02001649,4247,220,0.051801271
E02001650,2852,129,0.045231417
E02001651,3131,77,0.024592782
E02001652,2872,163,0.056754875
E02001653,2622,74,0.028222731
E02001654,2473,50,0.020218358
E02001655,3458,73,0.021110468
E02001656,3119,120,0.03847387
E02001657,3761,80,0.021270939
E02001658,2657,71,0.026721867
E02001659,3038,72,0.023699803
E02001660,4016,230,0.057270916
E02001661,3623,110,0.030361579
E02001662,3403,73,0.02145166
E02001663,3211,126,0.039240112
E02001664,2600,72,0.027692308
E02001665,3698,67,0.018117902
E02001666,2562,51,0.019906323
E02001667,2624,35,0.013338415
E02001668,2773,42,0.015146051
E02001669,3388,106,0.031286895
E02001670,3028,165,0.054491413
E02001671,2562,31,0.012099922
E02001672,2739,53,0.019350128
E02001673,2166,18,0.008310249
E02001674,3943,83,0.021049962
E02001675,4011,62,0.015457492
E02001676,2518,40,0.015885624
E02001677,3301,43,0.013026356
E02001678,4170,106,0.025419664
E02001679,3143,114,0.036271079
E02001680,3226,123,0.038127712
E02001681,3403,92,0.027034969
E02002183,2502,173,0.069144684
E02002184,5377,190,0.035335689
E02002185,2331,71,0.03045903
E02002186,5257,150,0.028533384
E02002187,2367,66,0.027883397
E02002188,2632,95,0.036094225
E02002189,2267,127,0.056021173
E02002190,4263,381,0.089373681
E02002191,3700,251,0.067837838
E02002192,3332,88,0.026410564
E02002193,2854,144,0.050455501
E02002194,2972,76,0.025572005
E02002195,2713,157,0.057869517
E02002196,2462,88,0.035743298
E02002197,3459,159,0.045967042
E02002198,3640,110,0.03021978
E02002199,2485,68,0.027364185
E02002200,4017,130,0.03236246
E02002201,4622,151,0.03266984
E02002202,2829,138,0.048780488
E02002203,3348,186,0.055555556
E02002204,4628,149,0.032195333
E02002205,4217,207,0.049087029
E02002206,3251,106,0.032605352
E02002207,2296,175,0.076219512
E02002208,3186,159,0.049905838
E02002209,2450,126,0.051428571
E02002210,2882,86,0.029840389
E02002211,2172,169,0.077808471
E02002212,2311,108,0.046733016
E02002213,2622,125,0.047673532
E02002214,2399,107,0.044601917
E02002215,2635,215,0.081593928
E02002216,3100,624,0.201290323
E02002217,3039,263,0.086541626
E02002218,3708,231,0.062297735
E02002219,2265,263,0.11611479
E02002220,2695,182,0.067532468
E02002221,3872,530,0.136880165
E02002222,2940,166,0.056462585
E02002223,2277,256,0.112428634
E02002224,2910,425,0.14604811
E02002225,3132,136,0.043422733
E02002226,3327,433,0.13014728
E02002227,2639,311,0.11784767
E02002228,2639,213,0.080712391
E02002229,3036,119,0.039196311
E02002230,3192,653,0.204573935
E02002231,3946,256,0.064875824
E02002232,2698,198,0.073387695
E02002233,2790,267,0.095698925
E02002234,3294,280,0.085003036
E02002235,2396,217,0.090567613
E02002236,2540,94,0.037007874
E02002237,3065,136,0.044371941
E02002238,2577,110,0.042685293
E02002239,3364,205,0.060939358
E02002240,4373,245,0.056025612
E02002241,4703,205,0.043589198
E02002242,3335,118,0.035382309
E02002243,4009,226,0.05637316
E02002244,2483,82,0.033024567
E02002245,2555,188,0.073581213
E02002246,3919,80,0.020413371
E02002247,4102,161,0.039249147
E02002248,3264,191,0.058517157
E02002249,2518,158,0.062748213
E02002250,3573,154,0.043101036
E02002251,3902,250,0.064069708
E02002252,2483,53,0.021345147
E02002253,2942,172,0.05846363
E02002254,2437,85,0.03487895
E02002255,2624,307,0.116996951
E02002256,3996,184,0.046046046
E02002257,2333,265,0.113587655
E02002258,3475,119,0.034244604
E02002259,2656,113,0.042545181
E02002260,3992,241,0.060370741
E02002261,3363,120,0.035682426
E02002262,3605,158,0.043828017
E02002263,2634,94,0.035687168
E02002264,2760,84,0.030434783
E02002265,2459,121,0.049206995
E02002266,2544,76,0.029874214
E02002267,3258,98,0.030079804
E02002268,4110,140,0.03406326
E02002269,3822,128,0.033490319
E02002270,3080,130,0.042207792
E02002271,2842,49,0.017241379
E02002272,4175,118,0.028263473
E02002273,2555,65,0.025440313
E02002274,2498,64,0.025620496
E02002275,3639,171,0.046990932
E02002276,2947,111,0.037665422
E02002277,2581,129,0.049980628
E02002278,2524,70,0.027733756
E02002279,2653,113,0.042593291
E02002280,2271,140,0.061646852
E02002281,4142,167,0.040318687
E02002282,2454,148,0.060309698
E02002283,2604,162,0.062211982
E02002284,2646,91,0.034391534
E02002285,3170,93,0.029337539
E02002286,2343,107,0.045667947
E02002287,2331,135,0.057915058
E02002288,3671,165,0.044946881
E02002289,2188,119,0.054387569
E02002290,2614,68,0.026013772
E02002291,2588,79,0.030525502
E02002292,2302,78,0.033883579
E02002293,2728,253,0.092741935
E02002294,3023,93,0.030764142
E02002295,3054,452,0.14800262
E02002296,2814,91,0.032338308
E02002297,2599,77,0.02962678
E02002298,2889,78,0.026998962
E02002299,2860,290,0.101398601
E02002300,2603,51,0.019592778
E02002301,2572,216,0.083981337
E02002302,2264,43,0.018992933
E02002303,2696,99,0.036721068
E02002304,2973,130,0.043726875
E02002305,2681,173,0.064528161
E02002306,2549,77,0.030207925
E02002307,2601,85,0.032679739
E02002308,2650,70,0.026415094
E02002309,2694,127,0.047141797
E02002310,2575,106,0.041165049
E02002311,2656,79,0.029743976
E02002312,2828,202,0.071428571
E02002313,2608,293,0.112346626
E02002314,2584,80,0.030959752
E02002315,2975,189,0.063529412
E02002316,2566,41,0.015978176
E02002317,2942,176,0.059823249
E02002318,2928,124,0.042349727
E02002319,2842,159,0.055946517
E02002320,2915,168,0.057632933
E02002321,2360,65,0.027542373
E02002322,2677,112,0.041837878
E02002323,3468,110,0.03171857
E02002324,2604,78,0.029953917
E02002325,3379,122,0.036105357
E02002326,2427,70,0.028842192
E02002327,3723,123,0.033037873
E02002328,2752,94,0.034156977
E02002329,4669,197,0.042193189
E02002330,2843,40,0.014069645
E02002331,2434,47,0.019309778
E02002332,2544,38,0.014937107
E02002333,3622,98,0.027056875
E02002334,3083,50,0.01621797
E02002335,3081,60,0.019474197
E02002336,2672,93,0.034805389
E02002337,2346,28,0.011935209
E02002338,2607,48,0.018411968
E02002339,2713,58,0.021378548
E02002340,2519,33,0.013100437
E02002341,3060,61,0.019934641
E02002342,2665,51,0.019136961
E02002343,2430,49,0.020164609
E02002344,3417,118,0.034533216
E02002345,2570,82,0.031906615
E02002346,2794,62,0.022190408
E02002347,2794,126,0.045096636
E02002348,2774,88,0.031723143
E02002349,2504,94,0.037539936
E02002350,2400,40,0.016666667
E02002351,2250,53,0.023555556
E02002352,3179,99,0.031141869
E02002353,2288,32,0.013986014
E02002354,3284,53,0.016138855
E02002355,2547,79,0.031016883
E02002356,3236,88,0.027194067
E02002357,3458,109,0.03152111
E02002358,3208,52,0.016209476
E02002359,2688,59,0.021949405
E02002360,2648,65,0.024546828
E02002361,2469,81,0.032806804
E02002362,3557,116,0.032611751
E02002363,2911,59,0.020267949
E02002364,2755,129,0.046823956
E02002365,2904,129,0.044421488
E02002366,2930,64,0.021843003
E02002367,2595,109,0.042003854
E02002368,3211,44,0.013702896
E02002369,3334,150,0.044991002
E02002370,2871,69,0.024033438
E02002371,3263,115,0.035243641
E02002372,3176,79,0.024874055
E02002373,2558,91,0.035574668
E02002374,2938,98,0.033356025
E02002375,2467,198,0.080259424
E02002376,2415,122,0.050517598
E02002377,2175,146,0.067126437
E02002378,2569,141,0.054885169
E02002379,2401,106,0.044148272
E02002380,2484,65,0.026167472
E02002381,2637,52,0.019719378
E02002382,2563,195,0.076082716
E02002383,2469,78,0.031591738
E02002384,4496,144,0.03202847
E02002385,3385,122,0.036041359
E02002386,3920,54,0.01377551
E02002387,2541,137,0.053915781
E02002388,3146,79,0.025111252
E02002389,2922,160,0.054757016
E02002390,2486,39,0.015687852
E02002391,3438,81,0.023560209
E02002392,2885,219,0.075909879
E02002393,3480,302,0.086781609
E02002394,3175,185,0.058267717
E02002395,2494,49,0.019647153
E02002396,3778,167,0.044203282
E02002397,3068,61,0.01988266
E02002398,3283,51,0.015534572
E02002399,2631,122,0.046370201
E02002400,3597,296,0.082290798
E02002401,2713,315,0.11610763
E02002402,2438,36,0.014766202
E02002403,2582,59,0.022850503
E02002404,3167,347,0.109567414
E02002405,3275,92,0.028091603
E02002406,2917,27,0.009256085
E02002407,2852,96,0.033660589
E02002408,3147,85,0.027009851
E02002409,2695,61,0.022634508
E02002410,2782,101,0.036304817
E02002411,3179,202,0.063541994
E02002412,2633,66,0.025066464
E02002413,3521,351,0.099687589
E02002414,2687,145,0.053963528
E02002415,2682,390,0.14541387
E02002416,2719,49,0.018021331
E02002417,2451,68,0.027743778
E02002418,3037,63,0.020744155
E02002419,3541,160,0.045184976
E02002420,3332,156,0.046818727
E02002421,2687,100,0.037216226
E02002422,2411,48,0.019908752
E02002423,2480,39,0.015725806
E02002424,3171,81,0.025543992
E02002425,3349,100,0.02985966
E02002426,3184,65,0.020414573
E02002427,3082,36,0.011680727
E02002428,2678,80,0.02987304
E02002429,3190,69,0.021630094
E02002430,3122,140,0.044843049
E02002431,3313,88,0.026562028
E02002432,2799,63,0.022508039
E02002433,2928,125,0.042691257
E02002434,2579,88,0.034121753
E02002435,2999,70,0.023341114
E02002436,2859,84,0.029380902
E02002437,2327,27,0.011602922
E02002438,3384,133,0.0393026
E02002439,3793,187,0.049301345
E02002440,3262,76,0.02329859
E02002441,3499,131,0.037439268
E02002442,2473,119,0.048119693
E02002443,2302,40,0.017376195
E02002444,2525,36,0.014257426
E02002445,3066,47,0.015329419
E02002446,2611,50,0.019149751
E02002447,2625,85,0.032380952
E02002448,3323,153,0.046042732
E02002449,3050,60,0.019672131
E02002450,2507,68,0.027124053
E02002451,3081,34,0.011035378
E02002452,3492,115,0.032932417
E02002453,4036,168,0.041625372
E02002454,2986,199,0.06664434
E02002455,2538,61,0.024034673
E02002456,2529,79,0.031237643
E02002457,3418,122,0.035693388
E02002458,3655,61,0.016689466
E02002459,3786,81,0.021394612
E02002460,3215,84,0.026127527
E02002461,3741,151,0.040363539
E02002462,3227,72,0.022311745
E02002463,3712,75,0.020204741
E02002464,3631,139,0.038281465
E02002465,2755,109,0.039564428
E02002466,3994,76,0.019028543
E02002467,3433,162,0.047189047
E02002468,2606,57,0.021872602
E02002469,2456,55,0.022394137
E02002470,2624,34,0.012957317
E02002471,4153,134,0.032265832
E02002472,2343,48,0.020486556
E02002473,2715,77,0.028360958
E02002474,2654,61,0.022984175
E02002475,2270,55,0.024229075
E02002476,2630,142,0.053992395
E02002477,2477,125,0.050464271
E02002478,2518,106,0.042096902
E02002479,3432,105,0.030594406
E02002480,2783,130,0.046712181
E02002481,2541,91,0.035812672
E02002482,2642,88,0.0333081
E02002796,2560,49,0.019140625
E02002797,3273,66,0.020164986
E02002798,4300,54,0.01255814
E02002799,2473,46,0.01860089
E02002800,2875,174,0.060521739
E02002801,3177,48,0.015108593
E02002802,3297,117,0.035486806
E02002803,2959,270,0.091247043
E02002804,3269,110,0.033649434
E02002805,2601,54,0.020761246
E02002806,2693,194,0.072038619
E02002807,3824,172,0.044979079
E02002808,4985,626,0.12557673
E02002809,2656,99,0.037274096
E02002810,3075,35,0.011382114
E02002811,3673,617,0.167982576
E02002812,2478,129,0.052058111
E02002813,3629,706,0.194543952
E02002814,3246,75,0.02310536
E02002815,2601,433,0.166474433
E02002816,2960,112,0.037837838
E02002817,2450,42,0.017142857
E02002818,2881,350,0.121485595
E02002819,3066,169,0.055120678
E02002820,4053,332,0.081914631
E02002821,4269,485,0.113609745
E02002822,2756,84,0.030478955
E02002823,3385,109,0.032200886
E02002824,3841,250,0.065087217
E02002825,2677,86,0.032125514
E02002826,2598,82,0.031562741
E02002827,2673,115,0.043022821
E02002828,2802,83,0.029621699
E02002829,4318,174,0.040296434
E02002830,3348,290,0.086618877
E02002831,2430,111,0.045679012
E02002832,2825,123,0.043539823
E02002833,2518,113,0.044876886
E02002834,3197,61,0.019080388
E02002835,2318,80,0.034512511
E02002836,3147,101,0.032094058
E02002837,2552,100,0.039184953
E02002838,3175,76,0.023937008
E02002839,2915,77,0.026415094
E02002840,3806,82,0.021544929
E02002841,3187,87,0.0272984
E02002842,3164,161,0.050884956
E02002843,3706,161,0.043443065
E02002844,3565,69,0.019354839
E02002845,3953,102,0.025803187
E02002846,3087,91,0.029478458
E02002847,2834,68,0.023994354
E02002848,3246,164,0.050523722
E02002849,4839,343,0.070882414
E02002850,3751,428,0.114102906
E02002851,2811,54,0.019210245
E02002852,2490,61,0.024497992
E02002853,3912,129,0.03297546
E02002854,3230,88,0.027244582
E02002855,2522,117,0.046391753
E02002856,4893,257,0.052524014
E02002857,2838,160,0.056377731
E02002858,2861,91,0.03180706
E02002859,2958,118,0.039891819
E02002860,3460,107,0.030924855
E02002861,2845,70,0.024604569
E02002862,3579,95,0.026543727
E02002868,2565,43,0.016764133
E02002869,3276,142,0.043345543
E02002870,3697,89,0.024073573
E02002871,3558,102,0.028667791
E02002872,3715,101,0.027187079
E02002873,3451,164,0.047522457
E02002874,3076,90,0.029258778
E02002875,3500,123,0.035142857
E02002876,3332,109,0.032713085
E02002877,3842,128,0.033315981
E02002878,3141,91,0.028971665
E02002879,3404,191,0.056110458
E02002880,3322,108,0.032510536
E02002881,2695,104,0.038589981
E02002882,3978,244,0.061337355
E02002883,3136,85,0.027104592
E02002884,2594,129,0.049730146
E02002885,3452,288,0.083429896
E02002886,3418,119,0.034815682
E02002887,2850,73,0.025614035
E02002888,3211,164,0.051074432
E02002889,2688,181,0.06733631
E02002890,3388,187,0.055194805
E02002891,3291,57,0.017319964
E02002892,2578,55,0.021334368
E02002893,4119,178,0.043214372
E02002894,2679,60,0.022396417
E02002895,2676,122,0.045590433
E02002896,3825,138,0.036078431
E02002897,3429,34,0.009915427
E02002898,3992,84,0.021042084
E02002899,2353,70,0.029749256
E02002900,4868,267,0.054847987
E02002901,2455,45,0.018329939
E02002902,3594,24,0.006677796
E02002903,2537,28,0.011036657
E02002904,2670,26,0.009737828
E02002863,2873,287,0.09989558
E02002864,2270,74,0.032599119
E02002865,2970,68,0.022895623
E02002866,2936,171,0.058242507
E02002867,3166,158,0.049905243
E02004029,2870,135,0.047038328
E02004030,2553,115,0.045045045
E02004031,3221,140,0.043464762
E02004032,3523,94,0.026681805
E02004033,3653,112,0.030659732
E02004034,3138,84,0.026768642
E02004035,2657,81,0.03048551
E02004036,4225,121,0.028639053
E02004037,3166,66,0.020846494
E02004038,3321,218,0.065642879
E02004039,3289,88,0.026755853
E02004040,3334,134,0.040191962
E02004041,2698,95,0.035211268
E02004042,3347,156,0.046608903
E02004043,2985,114,0.038190955
E02004044,3040,138,0.045394737
E02004045,3806,133,0.034944824
E02004046,2664,78,0.029279279
E02004047,2267,140,0.061755624
E02004048,2911,173,0.059429749
E02004049,3403,83,0.024390244
E02004050,2812,87,0.030938834
E02004051,3843,262,0.068175904
E02004052,3301,174,0.0527113
E02004053,3070,138,0.04495114
E02004054,3616,177,0.048949115
E02004055,3280,125,0.038109756
E02004056,3145,113,0.035930048
E02004057,3310,173,0.052265861
E02004058,3651,138,0.037797864
E02004059,3202,89,0.027795128
E02004060,3030,97,0.032013201
E02004061,3432,143,0.041666667
E02004062,3713,136,0.036628064
E02004063,3686,100,0.02712968
E02004064,3561,288,0.080876158
E02004065,3656,73,0.019967177
E02004066,4558,157,0.034444932
E02004067,3037,167,0.054988475
E02004068,3434,223,0.064938847
E02004069,3281,267,0.081377629
E02004070,2885,194,0.067244367
E02004071,2300,110,0.047826087
E02004072,3529,131,0.037120997
E02004073,4297,262,0.060972772
E02004074,2541,133,0.052341598
E02004075,3164,194,0.061314791
E02004076,2395,44,0.018371608
E02004077,2911,120,0.041222947
E02004078,3138,143,0.045570427
E02004079,2720,67,0.024632353
E02004080,4154,252,0.06066442
E02004081,2454,28,0.011409943
E02004082,2492,23,0.009229535
E02004083,3189,112,0.035120728
E02004084,2697,51,0.0189099
E02004085,3556,55,0.015466817
E02004086,3059,53,0.017325924
E02004087,3454,88,0.025477707
E02004088,3032,60,0.019788918
E02004089,3191,130,0.04073958
E02004090,2553,57,0.022326675
E02004091,3854,78,0.020238713
E02004092,3957,79,0.01996462
E02004093,2737,78,0.028498356
E02004094,2989,41,0.013716962
E02004095,4126,124,0.03005332
E02004096,3644,78,0.021405049
E02004097,3363,108,0.032114184
E02004098,3301,93,0.028173281
E02004099,2246,120,0.053428317
E02004100,3143,91,0.028953229
E02004101,3171,109,0.034374015
E02004102,3883,168,0.043265516
E02004103,2852,60,0.021037868
E02004104,2732,58,0.021229868
E02004105,3795,70,0.018445323
E02004106,3139,61,0.01943294
E02004107,3155,74,0.023454834
E02004108,3295,74,0.02245827
E02004109,2938,61,0.020762423
E02004110,3051,45,0.014749263
E02004111,2345,49,0.020895522
E02004112,2828,69,0.024398868
E02004113,3900,83,0.021282051
E02004114,3127,88,0.028141989
E02004115,3627,77,0.021229666
E02004116,3273,106,0.03238619
E02004117,3179,102,0.032085561
E02004118,2415,34,0.014078675
E02004119,2729,59,0.021619641
E02004120,2817,32,0.011359602
E02004121,2522,30,0.011895321
E02004122,2314,58,0.025064823
E02004123,2759,78,0.028271113
E02004124,3051,58,0.019010161
E02004125,3494,101,0.028906697
E02004126,2809,43,0.015307939
E02004127,4876,170,0.034864643
E02004128,3981,109,0.027380055
E02005333,4091,83,0.020288438
E02005334,2075,19,0.009156627
E02005335,2763,59,0.021353601
E02005336,2407,56,0.023265476
E02005337,3797,76,0.020015802
E02005338,3721,97,0.026068261
E02005339,3401,55,0.016171714
E02005340,3402,69,0.020282187
E02005341,2552,57,0.022335423
E02005342,2797,49,0.01751877
E02005343,2701,46,0.017030729
E02005344,2928,61,0.020833333
E02005345,2363,50,0.021159543
E02005346,4490,209,0.046547884
E02005347,3200,115,0.0359375
E02005348,2574,49,0.019036519
E02005349,2677,56,0.020918939
E02005350,2756,81,0.029390421
E02005351,2386,60,0.025146689
E02005352,2256,79,0.03501773
E02005353,3561,86,0.02415052
E02005354,3389,67,0.019769844
E02005355,2415,84,0.034782609
E02005356,2652,65,0.024509804
E02005357,2656,91,0.034262048
E02005358,4126,82,0.01987397
E02005359,2306,57,0.024718127
E02005360,2569,104,0.040482678
E02005361,2468,56,0.022690438
E02005362,2437,51,0.02092737
E02005363,2679,94,0.035087719
E02005364,2075,61,0.02939759
E02005365,3700,94,0.025405405
E02005366,2498,70,0.028022418
E02005367,2578,53,0.020558573
E02005368,2337,111,0.047496791
E02005369,3702,102,0.027552674
E02005370,3177,28,0.008813346
E02005371,3720,148,0.039784946
E02005372,3668,228,0.062159215
E02005373,3604,143,0.039678135
E02005374,2867,173,0.060341821
E02005375,2804,81,0.028887304
E02005376,3786,327,0.08637084
E02005377,3299,129,0.039102758
E02005378,2099,66,0.031443545
E02005379,2284,51,0.022329247
E02005380,3332,85,0.025510204
E02005381,3217,88,0.027354678
E02005382,3810,95,0.024934383
E02005383,3657,75,0.020508614
E02005384,2622,56,0.021357742
E02005385,2393,30,0.012536565
E02005386,3580,89,0.024860335
E02005387,3136,68,0.021683673
E02005388,2506,77,0.030726257
E02005389,2617,48,0.018341613
E02005390,3555,65,0.018284107
E02005391,3858,121,0.031363401
E02005392,3467,80,0.023074704
E02005393,2892,95,0.032849239
E02005394,3501,117,0.033419023
E02005395,3786,103,0.027205494
E02005396,2713,86,0.031699226
E02005397,3322,122,0.036724865
E02005398,2496,93,0.037259615
E02005399,2513,87,0.034619976
E02005400,2352,79,0.033588435
E02005401,2232,105,0.047043011
E02005402,2427,58,0.023897816
E02005403,2844,96,0.033755274
E02005404,3038,106,0.034891376
E02005405,2907,142,0.048847609
E02005406,2676,175,0.065396114
E02005407,3058,138,0.045127534
E02005408,2931,98,0.033435687
E02005409,4042,145,0.03587333
E02005410,2229,62,0.027815164
E02005411,2660,43,0.016165414
E02005412,3406,51,0.014973576
E02005413,3390,51,0.015044248
E02005414,3388,88,0.025974026
E02005415,3423,129,0.03768624
E02005416,3897,47,0.012060559
E02005417,2883,103,0.035726674
E02005418,3955,140,0.03539823
E02005419,3391,315,0.092892952
E02005420,3445,61,0.017706821
E02005421,5543,143,0.025798304
E02005422,2296,109,0.047473868
E02005423,3421,74,0.021631102
E02005424,4294,106,0.024685608
E02005425,2602,80,0.03074558
E02005426,3951,92,0.023285244
E02005427,3193,181,0.056686502
E02005428,3685,219,0.059430122
E02005429,3100,388,0.12516129
E02005430,2814,115,0.040867093
E02005431,3628,186,0.051267916
E02005432,3307,166,0.050196553
E02005433,3575,621,0.173706294
E02005434,3043,153,0.05027933
E02005435,2948,127,0.043080054
E02005436,3080,91,0.029545455
E02005437,2962,209,0.070560432
E02005438,2950,79,0.026779661
E02005439,4044,315,0.077893175
E02005440,2184,76,0.034798535
E02005441,3503,126,0.035969169
E02005442,2705,62,0.022920518
E02005443,2712,95,0.035029499
E02005444,4828,178,0.036868268
E02005445,4479,435,0.097119893
E02005446,2825,215,0.076106195
E02005447,3360,218,0.064880952
E02005448,2736,103,0.037646199
E02005449,2878,171,0.059416261
E02005450,3814,76,0.019926586
E02005451,3417,186,0.054433714
E02005452,4684,56,0.011955594
E02005453,4288,110,0.025652985
E02005454,5026,111,0.022085157
E02005455,3965,155,0.039092055
E02005456,3795,186,0.049011858
E02005457,3303,111,0.033605813
E02005458,2422,117,0.048307184
E02005459,3089,117,0.037876335
E02005460,2372,181,0.076306914
E02005461,2596,90,0.034668721
E02005462,3675,152,0.041360544
E02005463,2708,64,0.023633678
E02005464,3136,111,0.035395408
E02005465,3376,113,0.033471564
E02005466,2577,105,0.040745052
E02005467,3103,131,0.042217209
E02005468,2885,62,0.021490468
E02005469,2787,61,0.021887334
E02005470,3762,103,0.027379054
E02005471,3483,65,0.018662073
E02005472,3962,158,0.039878849
E02005473,3076,56,0.018205462
E02005474,2516,60,0.023847377
E02005475,2241,102,0.045515395
E02005476,2766,100,0.03615329
E02005477,3528,84,0.023809524
E02005478,4454,105,0.023574315
E02005479,3298,96,0.029108551
E02005480,2757,85,0.030830613
E02005481,4121,174,0.042222761
E02005482,3697,139,0.037598052
E02005483,2933,106,0.036140471
E02005484,2871,131,0.045628701
E02005485,2405,52,0.021621622
E02005486,2700,88,0.032592593
E02005487,3495,94,0.026895565
E02005488,2585,44,0.017021277
E02005489,2814,46,0.016346837
E02005490,3776,87,0.023040254
E02005491,4947,222,0.044875682
E02005492,3911,179,0.045768346
E02005493,3262,96,0.029429798
E02005494,3624,251,0.069260486
E02005495,4553,454,0.099714474
E02005496,2493,186,0.074608905
E02005497,2624,166,0.063262195
E02005498,2897,138,0.047635485
E02005499,2951,102,0.034564554
E02005500,2454,291,0.118581907
E02005501,2929,89,0.030385797
E02005502,3244,118,0.036374846
E02005612,2466,72,0.02919708
E02005613,3825,101,0.026405229
E02005614,2656,93,0.03501506
E02005615,3781,52,0.013752975
E02005616,2320,64,0.027586207
E02005617,4253,205,0.04820127
E02005618,3409,110,0.032267527
E02005619,2303,134,0.058184976
E02005620,3048,97,0.031824147
E02005621,2802,111,0.039614561
E02005622,3439,133,0.038674033
E02005623,3240,224,0.069135802
E02005624,2885,66,0.02287695
E02005625,3349,96,0.028665273
E02005626,2843,78,0.027435807
E02005627,2846,119,0.041813071
E02005628,3170,120,0.03785489
E02005629,2318,117,0.050474547
E02005630,3671,182,0.049577772
E02005631,3629,163,0.044915955
E02005632,2372,99,0.041736931
E02005633,3392,78,0.022995283
E02005634,3014,95,0.031519575
E02005635,2838,100,0.035236082
E02005636,4116,136,0.033041788
E02005637,3827,259,0.067677032
E02005638,3432,136,0.03962704
E02005639,2188,87,0.03976234
E02005640,3392,100,0.029481132
E02005641,3074,112,0.036434613
E02005642,3044,82,0.026938239
E02005643,3358,98,0.029184038
E02005644,3392,267,0.078714623
E02005645,4432,192,0.0433213
E02005646,2694,62,0.023014105
E02005647,2912,110,0.037774725
E02005648,2805,39,0.013903743
E02005649,4381,81,0.018488929
E02005650,2408,33,0.013704319
E02005651,2661,38,0.014280346
E02005652,2647,61,0.023044957
E02005653,3181,83,0.026092424
E02005654,3168,81,0.025568182
E02005655,2543,75,0.029492725
E02005656,2332,48,0.02058319
E02005657,2637,57,0.021615472
E02005658,2600,90,0.034615385
E02005659,2341,63,0.026911576
E02005660,2346,46,0.019607843
E02005661,2522,55,0.021808089
E02005662,2724,82,0.03010279
E02005663,2386,52,0.021793797
E02005664,2499,101,0.040416166
E02005665,3051,56,0.018354638
E02005666,3239,178,0.054955233
E02005667,2715,68,0.025046041
E02005668,2455,32,0.013034623
E02005669,2307,35,0.015171218
E02005670,3594,346,0.096271564
E02005671,3133,136,0.043408873
E02005672,2858,173,0.06053184
E02005673,2847,128,0.044959607
E02005674,2741,172,0.062750821
E02005675,2382,72,0.0302267
E02005676,2294,42,0.018308631
E02005677,2669,108,0.040464593
E02005678,2345,59,0.025159915
E02005679,3685,69,0.018724559
E02005680,2216,65,0.02933213
E02005681,3271,62,0.018954448
E02005682,2726,76,0.027879677
E02005683,3723,100,0.026860059
E02005684,3282,78,0.023765996
E02005685,3136,58,0.018494898
E02005686,3116,71,0.022785623
E02005687,2340,91,0.038888889
E02005688,2999,131,0.043681227
E02005689,2991,61,0.020394517
E02005690,2387,104,0.043569334
E02005691,2697,120,0.044493882
E02005692,2850,86,0.030175439
E02005693,2798,86,0.03073624
E02005694,3162,66,0.020872865
E02005695,3024,238,0.078703704
E02005696,2610,59,0.022605364
E02005697,2931,120,0.040941658
E02005698,2428,52,0.021416804
E02005699,2968,51,0.017183288
E02005700,3783,67,0.017710812
E02005701,4463,110,0.024647098
E02005819,2691,116,0.043106652
E02005820,2546,64,0.025137471
E02005821,2715,193,0.071086556
E02005822,3666,222,0.060556465
E02005823,3184,126,0.039572864
E02005824,3646,102,0.027975864
E02005825,3194,134,0.041953663
E02005826,2583,110,0.04258614
E02005827,3165,118,0.03728278
E02005828,2874,54,0.018789144
E02005829,2640,72,0.027272727
E02005830,2657,77,0.028980053
E02005831,3118,44,0.01411161
E02005832,3598,125,0.034741523
E02005833,2946,23,0.007807196
E02005834,3011,54,0.017934241
E02005835,4181,187,0.044726142
E02005836,3678,113,0.030723219
E02005837,2706,113,0.041759054
E02005838,3618,102,0.028192371
E02005839,2714,83,0.030582167
E02005840,3103,102,0.032871415
E02005841,2870,52,0.018118467
E02005842,3624,170,0.046909492
